GeographyCode,QS407NI0001,QS407NI0002,QS407NI0003,QS407NI0004,QS407NI0005,QS407NI0006
95AA01,1522,1130,234,112,39,7
95AA02,839,369,247,156,53,14
95AA03,845,359,267,165,44,10
95AA04,1014,812,102,73,21,6
95AA05,920,625,168,88,25,14
95AA06,1570,863,381,221,77,28
95AA07,820,526,182,75,30,7
95AA08,699,368,154,127,40,10
95AA09,943,485,261,155,31,11
95AA10,792,447,188,117,33,7
95AA11,1993,1249,459,207,54,24
95AA12,971,811,90,49,14,7
95AA13,1239,677,264,200,73,25
95AA14,779,609,103,43,17,7
95AA15,1595,804,456,237,72,26
95AA16,832,400,239,151,32,10
95AA17,855,448,231,128,38,10
95AA18,1004,775,129,71,22,7
95AA19,832,498,135,113,62,24
95BB01,1307,891,258,119,30,9
95BB02,1126,529,290,205,91,11
95BB03,1776,1049,432,217,60,18
95BB04,1307,902,227,138,28,12
95BB05,1318,896,269,114,30,9
95BB06,1518,429,521,399,142,27
95BB07,1315,645,327,254,75,14
95BB08,1068,508,338,148,56,18
95BB09,1253,785,268,167,25,8
95BB10,1509,917,301,202,69,20
95BB11,1338,706,392,186,40,14
95BB12,1130,653,252,154,53,18
95BB13,1687,939,442,224,59,23
95BB14,1172,911,151,70,33,7
95BB15,1287,793,277,163,44,10
95BB16,1176,945,135,68,23,5
95BB17,1399,751,379,193,55,21
95BB18,1638,1098,320,180,30,10
95BB19,1724,1179,357,139,40,9
95BB20,1290,659,322,203,72,34
95BB21,1821,1121,458,183,49,10
95BB22,1194,485,400,235,59,15
95BB23,1161,906,165,75,11,4
95CC01,904,459,223,146,49,27
95CC02,875,600,141,70,48,16
95CC03,1127,445,296,225,115,46
95CC04,790,513,151,86,25,15
95CC05,954,632,197,73,32,20
95CC06,1096,747,212,103,24,10
95CC07,1108,742,188,124,39,15
95CC08,990,466,288,153,64,19
95CC09,1190,918,169,79,22,2
95CC10,901,686,145,51,16,3
95CC11,786,386,229,104,47,20
95CC12,890,633,139,81,24,13
95CC13,817,556,157,63,25,16
95CC14,1132,790,224,86,22,10
95CC15,1007,686,175,91,37,18
95CC16,1076,664,254,105,41,12
95CC17,897,631,150,80,24,12
95CC18,937,623,192,79,22,21
95CC19,981,660,185,96,30,10
95CC20,1127,743,222,110,36,16
95CC21,1167,755,233,128,46,5
95CC22,842,398,263,135,31,15
95DD01,836,631,139,44,17,5
95DD02,1490,993,315,146,30,6
95DD03,1389,1075,190,95,22,7
95DD04,859,343,251,193,53,19
95DD05,685,301,184,137,43,20
95DD06,944,770,108,50,6,10
95DD07,1412,894,304,169,37,8
95DD08,1041,418,258,225,105,35
95DD09,929,760,104,49,12,4
95DD10,1180,638,286,185,52,19
95DD11,955,407,234,216,71,27
95DD12,890,701,110,53,19,7
95DD13,741,408,175,104,32,22
95DD14,1233,936,182,81,25,9
95DD15,1174,825,204,100,32,13
95DD16,1019,818,121,55,18,7
95DD17,1148,894,159,61,22,12
95DD18,873,459,217,125,51,21
95DD19,1275,831,267,141,25,11
95DD20,826,305,289,167,50,15
95DD21,891,519,202,104,48,18
95DD22,1156,761,215,123,40,17
95DD23,881,715,98,47,15,6
95DD24,990,621,215,108,31,15
95EE01,592,375,117,63,23,14
95EE02,790,523,145,77,34,11
95EE03,808,497,190,91,24,6
95EE04,736,446,158,97,25,10
95EE05,577,392,97,59,23,6
95EE06,692,401,144,87,42,18
95EE07,740,480,162,68,24,6
95EE08,711,484,107,74,36,10
95EE09,605,391,119,54,33,8
95EE10,598,363,126,73,22,14
95EE11,551,397,87,43,16,8
95EE12,1059,549,296,150,39,25
95EE13,718,389,155,118,44,12
95EE14,1016,726,159,83,39,9
95EE15,606,404,106,63,27,6
95EE16,709,510,118,48,18,15
95FF01,1740,1323,276,105,31,5
95FF02,923,632,155,84,42,10
95FF03,1169,625,328,157,42,17
95FF04,862,645,129,60,24,4
95FF05,1119,646,291,127,49,6
95FF06,1540,1015,316,163,35,11
95FF07,1154,476,374,209,78,17
95FF08,993,568,248,138,31,8
95FF09,1000,550,245,147,40,18
95FF10,1216,847,234,92,34,9
95FF11,873,648,143,57,18,7
95FF12,1018,654,226,101,29,8
95FF13,977,688,187,67,25,10
95FF14,862,699,105,40,14,4
95FF15,1073,566,276,164,47,20
95FF16,927,625,148,100,47,7
95FF17,857,383,255,160,46,13
95GG01,2004,981,465,338,166,54
95GG02,2568,510,830,730,373,125
95GG03,2667,1619,573,334,104,37
95GG04,2297,506,804,634,274,79
95GG05,2800,1186,766,564,218,66
95GG06,2381,1068,764,386,120,43
95GG07,2269,688,650,534,253,144
95GG08,2151,983,612,394,111,51
95GG09,2604,1471,610,362,130,31
95GG10,2017,430,839,478,206,64
95GG11,2686,1037,847,537,207,58
95GG12,3429,764,624,1018,712,311
95GG13,2116,928,603,429,115,41
95GG14,1817,1359,273,138,37,10
95GG15,2544,1696,528,230,62,28
95GG16,2230,1189,443,387,156,55
95GG17,2137,1068,544,338,131,56
95GG18,2143,529,617,603,262,132
95GG19,2239,523,835,610,210,61
95GG20,2359,562,790,638,251,118
95GG21,2262,431,708,691,286,146
95GG22,2208,1059,530,377,174,68
95GG23,1821,1256,330,162,57,16
95GG24,1945,954,549,293,105,44
95GG25,2194,890,587,467,163,87
95GG26,1654,661,511,335,117,30
95GG27,2467,898,643,563,236,127
95GG28,2325,1074,689,400,121,41
95GG29,2430,744,720,641,236,89
95GG30,2083,1242,480,280,66,15
95GG31,2463,1140,599,462,192,70
95GG32,2649,1153,753,522,152,69
95GG33,2195,1532,291,231,111,30
95GG34,1999,1116,460,310,90,23
95GG35,2244,475,779,617,261,112
95GG36,2481,1537,562,268,93,21
95GG37,2687,1448,653,405,143,38
95GG38,2915,1583,572,492,220,48
95GG39,3616,524,1125,1121,592,254
