GeographyCode,QS112NI0001,QS112NI0002,QS112NI0003,QS112NI0004,QS112NI0005,QS112NI0006,QS112NI0007,QS112NI0008,QS112NI0009,QS112NI0010,QS112NI0011,QS112NI0012
95AA01,4290,296,94,202,3994,116,594,274,1206,522,555,727
95AA02,1734,346,155,191,1388,116,262,196,258,60,155,341
95AA03,1822,323,123,200,1499,220,248,188,310,101,176,256
95AA04,3002,171,73,98,2831,49,338,240,520,307,609,768
95AA05,2654,192,88,104,2462,112,232,204,479,332,429,674
95AA06,4604,356,159,197,4248,345,394,240,937,593,930,809
95AA07,2119,201,73,128,1918,97,262,220,400,169,298,472
95AA08,1676,215,67,148,1461,189,192,146,262,80,233,359
95AA09,2143,307,87,220,1836,270,290,206,340,113,227,390
95AA10,1953,199,64,135,1754,156,246,232,373,114,234,399
95AA11,5129,487,159,328,4642,268,738,372,1428,402,635,799
95AA12,2775,180,92,88,2595,64,322,228,598,252,538,593
95AA13,3268,326,125,201,2942,226,378,242,645,323,498,630
95AA14,2302,130,80,50,2172,70,270,222,366,250,411,583
95AA15,4102,395,78,317,3707,386,614,188,1016,353,483,667
95AA16,1807,318,91,227,1489,149,248,190,375,84,125,318
95AA17,2142,237,71,166,1905,189,278,154,427,163,219,475
95AA18,2373,257,121,136,2116,61,394,402,415,107,292,445
95AA19,2645,157,66,91,2488,136,166,164,398,373,591,660
95BB01,3609,270,107,163,3339,112,428,278,843,290,517,871
95BB02,2334,438,202,236,1896,161,320,364,312,80,165,494
95BB03,4217,477,251,226,3740,234,614,580,930,262,363,757
95BB04,3009,349,176,173,2660,115,456,536,472,113,287,681
95BB05,3401,282,134,148,3119,106,512,408,660,262,417,754
95BB06,2870,680,296,384,2190,258,552,348,332,74,170,456
95BB07,2896,431,210,221,2465,236,486,364,520,131,202,526
95BB08,2625,279,130,149,2346,127,376,270,600,160,296,517
95BB09,2909,340,141,199,2569,77,530,358,603,87,254,660
95BB10,3278,515,247,268,2763,143,504,528,517,183,274,614
95BB11,2903,477,235,242,2426,217,376,434,441,133,257,568
95BB12,2776,291,125,166,2485,277,358,328,458,227,298,539
95BB13,4438,323,110,213,4115,359,644,434,912,340,531,895
95BB14,3088,259,131,128,2829,81,374,382,609,215,417,751
95BB15,3489,301,128,173,3188,188,412,308,612,410,497,761
95BB16,3133,225,111,114,2908,61,398,422,638,210,415,764
95BB17,3535,335,115,220,3200,314,530,280,877,254,403,542
95BB18,4212,372,146,226,3840,235,570,476,1083,310,448,718
95BB19,4725,301,116,185,4424,216,710,310,1241,330,600,1017
95BB20,3368,369,158,211,2999,191,344,316,551,283,485,829
95BB21,4699,440,197,243,4259,226,654,472,995,455,592,865
95BB22,2993,320,68,252,2673,383,386,194,695,221,349,445
95BB23,2976,236,106,130,2740,76,428,398,530,169,369,770
95CC01,2376,234,92,142,2142,192,266,158,445,176,311,594
95CC02,2693,171,83,88,2522,55,212,198,400,342,519,796
95CC03,2791,367,145,222,2424,380,284,164,484,166,413,533
95CC04,2384,177,94,83,2207,96,178,168,287,330,514,634
95CC05,2749,227,114,113,2522,92,250,236,425,410,483,626
95CC06,2750,301,123,178,2449,161,340,284,556,213,390,505
95CC07,3475,227,99,128,3248,203,262,176,518,526,773,790
95CC08,2511,286,120,166,2225,248,248,188,426,221,365,529
95CC09,3323,235,95,140,3088,92,398,312,668,345,522,751
95CC10,2495,186,80,106,2309,47,240,302,382,258,393,687
95CC11,1787,290,112,178,1497,158,200,194,170,136,194,445
95CC12,2751,175,76,99,2576,94,170,220,453,387,543,709
95CC13,2474,168,65,103,2306,64,214,186,387,288,465,702
95CC14,3017,249,119,130,2768,168,394,270,676,336,289,635
95CC15,2893,213,98,115,2680,116,248,242,536,341,480,717
95CC16,2801,302,158,144,2499,185,272,254,507,321,406,554
95CC17,2724,178,78,100,2546,80,212,194,420,367,506,767
95CC18,2309,284,138,146,2025,110,256,236,384,211,274,554
95CC19,2720,242,124,118,2478,108,274,208,543,300,467,578
