GeographyCode,LC2213NI0001,LC2213NI0002,LC2213NI0003,LC2213NI0004,LC2213NI0005,LC2213NI0006,LC2213NI0007,LC2213NI0008,LC2213NI0009,LC2213NI0010,LC2213NI0011,LC2213NI0012,LC2213NI0013,LC2213NI0014,LC2213NI0015,LC2213NI0016,LC2213NI0017,LC2213NI0018,LC2213NI0019,LC2213NI0020
N00000001,1113,141,458,514,125,8,39,78,911,103,399,409,29,20,1,8,65,14,30,21
N00000002,351,219,80,52,37,14,16,7,213,113,63,37,105,92,4,9,11,10,0,1
N00000003,237,109,107,21,23,13,9,1,161,47,95,19,59,54,3,2,4,2,1,1
N00000004,616,296,236,84,76,27,36,13,404,154,192,58,140,119,8,13,8,5,2,1
N00000005,374,171,134,69,40,22,12,6,250,76,118,56,92,77,7,8,1,1,0,0
N00000006,251,144,78,29,38,17,12,9,149,70,61,18,69,60,6,3,11,6,3,2
N00000007,245,55,136,54,37,2,27,8,174,34,100,40,29,19,8,2,9,3,1,5
N00000008,288,76,129,83,30,8,17,5,219,48,108,63,25,13,4,8,17,8,2,7
N00000009,727,121,442,164,93,8,65,20,569,79,360,130,58,29,15,14,26,12,9,5
N00000010,242,24,171,47,35,1,30,4,172,4,136,32,40,17,14,9,8,2,0,6
N00000011,293,78,160,55,57,10,37,10,199,42,121,36,33,22,2,9,9,5,1,3
N00000012,264,76,144,44,50,14,29,7,190,49,111,30,21,13,4,4,8,2,0,6
N00000013,268,78,131,59,51,17,23,11,184,38,105,41,24,18,1,5,14,7,2,5
N00000014,460,158,200,102,74,20,34,20,325,103,164,58,44,30,5,9,24,8,0,16
N00000015,226,69,121,36,53,13,35,5,156,45,84,27,19,12,2,5,1,0,0,1
N00000016,223,45,132,46,50,9,31,10,148,25,96,27,14,7,5,2,15,6,0,9
N00000017,340,33,229,78,86,3,68,15,229,24,157,48,21,7,6,8,9,0,1,8
N00000018,229,24,152,53,44,4,27,13,170,12,120,38,8,1,5,2,8,7,1,0
N00000019,261,4,189,68,77,2,59,16,172,1,129,42,6,1,2,3,9,0,0,9
N00000020,236,9,165,62,81,4,55,22,146,2,109,35,6,3,1,2,6,0,1,5
N00000021,269,32,160,77,64,6,42,16,199,22,116,61,5,1,4,0,3,3,0,0
N00000022,269,29,179,61,69,8,47,14,182,13,128,41,10,5,2,3,9,3,2,4
N00000023,218,4,148,66,81,3,63,15,125,0,81,44,7,0,3,4,6,1,2,3
N00000024,533,55,386,92,38,1,31,6,452,36,338,78,55,19,27,9,4,1,3,0
N00000025,460,59,324,77,55,2,45,8,373,42,269,62,39,21,8,10,4,0,3,1
N00000026,466,82,302,82,40,5,25,10,388,44,276,68,51,36,9,6,1,0,0,1
N00000027,540,284,174,82,82,48,19,15,345,140,145,60,115,100,6,9,9,0,6,3
N00000028,236,163,49,24,27,17,7,3,135,77,40,18,78,71,3,4,0,0,0,0
N00000029,403,39,298,66,35,1,27,7,346,25,265,56,30,13,13,4,2,0,0,2
N00000030,375,69,239,67,75,13,54,8,274,39,176,59,28,15,13,0,12,3,7,2
N00000031,707,612,49,46,149,118,16,15,279,220,33,26,289,283,1,5,6,6,0,0
N00000032,386,214,124,48,59,32,18,9,257,123,104,30,79,68,3,8,1,0,0,1
N00000033,498,276,171,51,78,38,36,4,289,123,132,34,134,120,3,11,4,0,0,4
N00000034,474,158,226,90,84,25,50,9,309,82,161,66,71,50,13,8,23,4,11,8
N00000035,291,128,106,57,83,33,37,13,167,68,66,33,26,19,2,5,15,8,1,6
N00000036,345,191,81,73,66,35,13,18,226,113,61,52,51,42,7,2,6,5,0,1
N00000037,285,213,40,32,41,31,5,5,141,92,34,15,108,95,2,11,2,1,0,1
N00000038,406,291,59,56,60,32,19,9,213,139,39,35,147,132,3,12,4,4,0,0
N00000039,1262,985,139,138,187,143,23,21,587,388,112,87,499,466,5,28,27,23,2,2
N00000040,265,182,47,36,57,32,14,11,138,84,33,21,72,67,0,5,0,0,0,0
N00000041,462,411,22,29,47,37,2,8,193,160,20,13,225,217,0,8,5,5,0,0
N00000042,410,312,67,31,53,37,10,6,201,128,54,19,163,154,3,6,1,1,0,0
N00000043,1245,909,155,181,170,116,23,31,594,374,124,96,482,423,9,50,24,15,1,8
N00000044,312,208,55,49,66,43,9,14,162,83,46,33,88,85,0,3,1,1,0,0
N00000045,515,57,412,46,106,10,87,9,377,30,313,34,38,18,17,3,3,2,1,0
N00000046,394,29,307,58,108,6,89,13,271,12,215,44,23,12,8,3,1,1,0,0
N00000047,374,47,252,75,80,13,57,10,269,27,189,53,32,8,9,15,4,0,3,1
N00000048,304,46,213,45,77,7,61,9,199,15,151,33,4,2,1,1,25,23,0,2
N00000049,254,52,157,45,65,15,43,7,163,20,113,30,14,11,1,2,14,7,1,6
N00000050,299,52,212,35,45,3,39,3,236,39,170,27,24,9,10,5,4,4,0,0
N00000051,313,229,30,54,97,69,9,19,148,107,17,24,63,55,0,8,12,3,4,5
