GeographyCode,LC2603NI0001,LC2603NI0002,LC2603NI0003,LC2603NI0004,LC2603NI0005,LC2603NI0006,LC2603NI0007,LC2603NI0008,LC2603NI0009,LC2603NI0010,LC2603NI0011,LC2603NI0012,LC2603NI0013,LC2603NI0014,LC2603NI0015
N00000001,754,20,673,18,57,625,10,563,15,50,129,10,110,3,7
N00000002,249,14,159,82,8,181,8,110,67,7,68,6,49,15,1
N00000003,166,12,122,38,3,119,6,92,27,2,47,6,30,11,1
N00000004,449,40,314,98,4,328,27,233,71,3,121,13,81,27,1
N00000005,275,23,198,62,1,215,15,159,49,1,60,8,39,13,0
N00000006,174,10,118,51,10,144,4,101,39,9,30,6,17,12,1
N00000007,176,22,129,20,9,138,13,102,18,9,38,9,27,2,0
N00000008,229,17,180,18,17,178,8,142,14,16,51,9,38,4,1
N00000009,533,39,443,45,23,426,26,357,34,22,107,13,86,11,1
N00000010,172,18,132,26,5,119,9,94,17,5,53,9,38,9,0
N00000011,214,28,160,23,7,137,14,102,17,5,77,14,58,6,2
N00000012,207,32,155,17,8,140,13,113,10,8,67,19,42,7,0
N00000013,197,23,146,19,14,131,9,101,13,12,66,14,45,6,2
N00000014,359,39,275,33,18,280,21,226,19,17,79,18,49,14,1
N00000015,170,30,126,16,1,94,9,78,9,1,76,21,48,7,0
N00000016,172,36,117,6,14,110,15,80,4,11,62,21,37,2,3
N00000017,244,48,179,13,7,165,23,130,8,6,79,25,49,5,1
N00000018,165,15,138,6,7,117,8,99,6,5,48,7,39,0,2
N00000019,201,41,150,6,7,124,23,93,4,6,77,18,57,2,1
N00000020,158,32,120,5,4,98,12,81,3,4,60,20,39,2,0
N00000021,198,37,156,4,3,121,16,101,1,3,77,21,55,3,0
N00000022,191,37,138,9,8,122,20,92,5,6,69,17,46,4,2
N00000023,160,52,99,4,6,93,23,64,2,5,67,29,35,2,1
N00000024,379,16,340,34,4,292,7,266,29,3,87,9,74,5,1
N00000025,347,34,287,31,3,252,16,212,28,3,95,18,75,3,0
N00000026,356,13,316,40,1,272,7,246,28,1,84,6,70,12,0
N00000027,380,42,256,86,7,271,16,197,62,5,109,26,59,24,2
N00000028,184,16,109,63,0,141,9,84,52,0,43,7,25,11,0
N00000029,304,25,259,27,1,231,14,201,23,0,73,11,58,4,1
N00000030,277,35,226,19,8,201,23,167,12,6,76,12,59,7,2
N00000031,489,70,212,216,5,359,36,172,159,5,130,34,40,57,0
N00000032,270,23,200,55,0,184,9,143,38,0,86,14,57,17,0
N00000033,361,37,226,100,4,255,19,160,77,4,106,18,66,23,0
N00000034,322,24,238,54,16,237,13,179,38,15,85,11,59,16,1
N00000035,222,53,134,22,13,135,22,94,11,8,87,31,40,11,5
N00000036,260,34,184,41,5,192,15,139,37,5,68,19,45,4,0
N00000037,212,22,110,83,2,133,7,69,60,1,79,15,41,23,1
N00000038,284,27,165,105,4,199,13,120,78,2,85,14,45,27,2
N00000039,826,61,428,350,20,636,30,336,281,16,190,31,92,69,4
N00000040,201,35,114,54,0,126,16,75,36,0,75,19,39,18,0
N00000041,314,20,143,155,4,232,14,107,113,4,82,6,36,42,0
N00000042,307,26,167,120,1,217,12,122,88,1,90,14,45,32,0
N00000043,787,59,419,313,19,590,26,321,245,17,197,33,98,68,2
N00000044,202,32,118,54,1,125,17,72,36,1,77,15,46,18,0
N00000045,367,49,292,31,3,281,24,234,26,3,86,25,58,5,0
N00000046,282,53,217,18,1,201,29,166,10,1,81,24,51,8,0
N00000047,285,52,214,24,3,193,27,152,19,2,92,25,62,5,1
