GeographyCode,LC2105NI0001,LC2105NI0002,LC2105NI0003,LC2105NI0004,LC2105NI0005,LC2105NI0006,LC2105NI0007,LC2105NI0008,LC2105NI0009,LC2105NI0010,LC2105NI0011,LC2105NI0012,LC2105NI0013,LC2105NI0014,LC2105NI0015,LC2105NI0016,LC2105NI0017,LC2105NI0018,LC2105NI0019,LC2105NI0020
N00000001,1113,125,911,29,65,522,109,390,14,13,370,5,325,7,40,221,11,196,8,12
N00000002,351,37,213,105,11,109,13,62,31,3,48,1,25,20,7,194,23,126,54,1
N00000003,237,23,161,59,4,76,5,47,25,1,14,1,9,4,1,147,17,105,30,2
N00000004,616,76,404,140,8,235,38,134,65,4,48,6,33,9,1,333,32,237,66,3
N00000005,374,40,250,92,1,136,19,78,39,0,38,2,30,8,0,200,19,142,45,1
N00000006,251,38,149,69,11,75,16,37,21,1,30,1,21,5,5,146,21,91,43,5
N00000007,245,37,174,29,9,78,11,56,11,0,19,0,15,1,3,148,26,103,17,6
N00000008,288,30,219,25,17,73,9,53,9,2,46,0,34,2,10,169,21,132,14,5
N00000009,727,93,569,58,26,226,42,168,13,5,154,8,120,16,13,347,43,281,29,8
N00000010,242,35,172,40,8,78,8,53,16,4,26,2,18,4,2,138,25,101,20,2
N00000011,293,57,199,33,9,70,19,39,11,1,30,1,21,2,6,193,37,139,20,2
N00000012,264,50,190,21,8,66,11,47,7,1,29,1,23,4,3,169,38,120,10,4
N00000013,268,51,184,24,14,68,20,42,3,3,37,1,23,7,7,163,30,119,14,4
N00000014,460,74,325,44,24,131,28,85,10,8,93,5,62,14,13,236,41,178,20,3
N00000015,226,53,156,19,1,51,11,38,2,0,14,1,11,1,1,161,41,107,16,0
N00000016,223,50,148,14,15,52,14,32,6,4,25,2,17,1,5,146,34,99,7,6
N00000017,340,86,229,21,9,132,41,82,9,2,48,7,35,3,4,160,38,112,9,3
N00000018,229,44,170,8,8,80,21,52,5,2,31,0,27,0,5,118,23,91,3,1
N00000019,261,77,172,6,9,79,35,40,1,3,30,8,17,3,4,152,34,115,2,2
N00000020,236,81,146,6,6,87,42,42,1,2,37,7,29,0,2,112,32,75,5,2
N00000021,269,64,199,5,3,78,20,56,2,0,33,4,29,0,0,158,40,114,3,3
N00000022,269,69,182,10,9,88,23,60,3,2,28,2,23,0,3,153,44,99,7,4
N00000023,218,81,125,7,6,51,18,30,2,1,31,3,24,1,3,136,60,71,4,2
N00000024,533,38,452,55,4,187,13,146,28,1,47,2,42,6,0,299,23,264,21,3
N00000025,460,55,373,39,4,135,13,113,11,1,40,1,34,7,0,285,41,226,21,3
N00000026,466,40,388,51,1,153,20,118,18,0,35,2,30,6,0,278,18,240,27,1
N00000027,540,82,345,115,9,203,43,120,38,2,77,4,47,27,2,260,35,178,50,5
N00000028,236,27,135,78,0,86,9,44,34,0,13,0,10,4,0,137,18,81,40,0
N00000029,403,35,346,30,2,137,11,120,8,1,34,0,32,2,1,232,24,194,20,0
N00000030,375,75,274,28,12,119,24,83,11,7,36,1,31,4,1,220,50,160,13,4
N00000031,707,149,279,289,6,282,71,94,120,0,78,3,50,30,0,347,75,135,139,6
N00000032,386,59,257,79,1,135,27,81,29,0,39,1,27,12,0,212,31,149,38,1
N00000033,498,78,289,134,4,171,31,91,51,0,62,1,40,21,1,265,46,158,62,3
N00000034,474,84,309,71,23,151,24,99,24,9,45,2,27,11,6,278,58,183,36,8
N00000035,291,83,167,26,15,91,30,50,8,3,54,5,36,6,7,146,48,81,12,5
N00000036,345,66,226,51,6,114,27,70,17,0,42,2,31,8,2,189,37,125,26,4
N00000037,285,41,141,108,2,75,15,27,33,0,37,1,20,18,1,173,25,94,57,1
N00000038,406,60,213,147,4,157,21,71,66,2,27,2,17,8,0,222,37,125,73,2
N00000039,1262,187,587,499,27,528,101,203,223,10,181,13,104,66,3,553,73,280,210,14
N00000040,265,57,138,72,0,89,21,42,27,0,41,1,23,18,0,135,35,73,27,0
N00000041,462,47,193,225,5,199,28,65,105,2,58,5,37,15,1,205,14,91,105,2
N00000042,410,53,201,163,1,170,27,64,81,0,38,2,25,13,1,202,24,112,69,0
N00000043,1245,170,594,482,24,553,95,219,236,6,142,7,79,56,7,550,68,296,190,11
N00000044,312,66,162,88,1,135,35,57,45,0,34,5,17,12,1,143,26,88,31,0
N00000045,515,106,377,38,3,175,51,117,8,0,56,1,51,6,2,284,54,209,24,1
N00000046,394,108,271,23,1,127,46,73,8,0,33,4,29,1,0,234,58,169,14,1
N00000047,374,80,269,32,4,88,21,58,10,0,28,3,22,4,0,258,56,189,18,4
N00000048,304,77,199,4,25,106,32,64,1,10,45,3,35,0,7,153,42,100,3,8
N00000049,254,65,163,14,14,73,30,37,2,5,49,6,35,3,6,132,29,91,9,3
N00000050,299,45,236,24,4,74,12,59,3,0,25,0,24,3,0,200,33,153,18,4
N00000051,313,97,148,63,12,118,46,50,19,4,44,6,23,14,3,151,45,75,30,5
N00000052,309,95,161,47,14,99,44,35,18,6,52,9,31,12,2,158,42,95,17,6
N00000053,261,66,123,43,32,93,26,40,21,9,42,3,19,5,15,126,37,64,17,8
N00000054,266,88,173,5,3,101,45,55,1,1,43,7,36,0,0,122,36,82,4,2
N00000055,266,65,186,9,8,72,27,42,2,1,27,3,19,2,3,167,35,125,5,4
N00000056,283,84,175,14,11,72,23,43,3,3,40,7,28,2,3,171,54,104,9,5
N00000057,279,69,186,14,11,114,34,73,5,3,45,5,33,0,7,120,30,80,9,1
N00000058,266,55,178,4,29,104,29,58,3,14,41,4,31,0,6,121,22,89,1,9
N00000059,226,65,149,8,4,75,25,45,3,2,43,3,39,0,1,108,37,65,5,1
N00000060,394,65,286,23,21,134,26,91,8,9,63,9,42,8,5,197,30,153,7,7
N00000061,273,30,215,21,13,53,5,42,3,3,31,2,22,4,5,189,23,151,14,5
N00000062,351,41,283,27,8,101,21,73,5,3,28,1,20,4,4,222,19,190,18,1
N00000063,431,134,266,22,12,120,37,71,8,4,55,4,44,4,4,256,93,151,10,4
N00000064,279,98,155,19,11,96,46,42,6,4,43,12,24,3,5,140,40,89,10,2
N00000065,389,31,318,34,7,110,19,76,14,1,34,1,27,2,4,245,11,215,18,2
N00000066,264,22,200,41,10,54,7,31,11,5,29,1,21,5,3,181,14,148,25,2
N00000067,316,77,191,38,14,113,36,61,10,6,46,8,28,6,5,157,33,102,22,3
N00000068,371,54,271,33,16,126,22,88,11,5,28,3,18,2,6,217,29,165,20,5
N00000069,334,111,191,35,0,156,69,69,19,0,40,7,29,4,0,138,35,93,12,0
N00000070,243,28,188,26,8,47,6,37,1,4,16,0,14,1,1,180,22,137,24,3
N00000071,283,83,170,26,11,45,17,24,4,2,39,4,28,3,5,199,62,118,19,4
N00000072,1753,224,1264,151,143,628,125,418,46,47,306,18,204,30,58,819,81,642,75,38
N00000073,521,142,291,40,55,94,18,58,7,11,100,5,57,7,32,327,119,176,26,12
N00000074,1047,93,816,90,69,354,68,244,19,28,255,5,206,34,19,438,20,366,37,22
N00000075,410,45,304,51,20,163,21,118,21,9,58,2,49,3,6,189,22,137,27,5
N00000076,344,34,250,58,21,130,10,95,27,7,23,2,13,2,6,191,22,142,29,8
N00000077,275,39,189,46,9,90,7,63,17,4,25,2,14,5,4,160,30,112,24,1
N00000078,488,38,392,45,21,199,28,146,22,4,58,1,46,3,9,231,9,200,20,8
N00000079,564,73,469,25,2,207,34,165,9,1,37,1,35,1,0,320,38,269,15,1
N00000080,424,44,370,18,0,148,22,126,0,0,26,0,24,2,0,250,22,220,16,0
N00000081,339,62,265,12,6,91,13,75,4,2,29,3,24,1,1,219,46,166,7,3
N00000082,342,41,283,25,2,100,11,86,5,0,27,1,23,4,1,215,29,174,16,1
N00000083,650,107,516,33,5,231,35,184,13,3,45,3,41,2,0,374,69,291,18,2
N00000084,456,63,383,18,0,153,25,126,2,0,27,1,26,0,0,276,37,231,16,0
N00000085,437,114,215,68,47,134,33,67,21,13,54,2,30,9,15,249,79,118,38,19
N00000086,395,55,219,99,32,154,29,71,39,18,66,2,34,24,7,175,24,114,36,7
N00000087,913,97,576,234,26,335,44,191,92,13,105,3,70,32,7,473,50,315,110,6
N00000088,216,85,114,17,8,38,11,24,3,3,15,2,10,2,1,163,72,80,12,4
N00000089,478,82,288,111,12,180,45,96,38,6,75,4,47,20,6,223,33,145,53,0
N00000090,392,62,206,112,23,145,33,62,44,8,49,3,35,12,2,198,26,109,56,13
N00000091,476,66,292,102,30,176,35,105,30,7,76,5,46,17,11,224,26,141,55,12
N00000092,504,118,362,28,4,176,46,119,11,0,41,3,37,1,1,287,69,206,16,3
N00000093,421,84,246,98,2,137,19,77,43,0,31,1,23,7,1,253,64,146,48,1
N00000094,492,82,352,60,2,156,24,107,25,1,50,1,40,11,0,286,57,205,24,1
N00000095,468,109,258,111,6,180,49,89,47,0,41,3,23,13,5,247,57,146,51,1
N00000096,464,84,347,45,4,122,18,88,18,0,47,3,43,3,0,295,63,216,24,4
N00000097,850,96,643,66,57,332,60,237,22,19,181,9,132,19,25,337,27,274,25,13
N00000098,1192,111,834,104,166,399,65,257,29,51,305,7,203,34,69,488,39,374,41,46
N00000099,258,61,163,26,8,82,25,41,12,4,35,6,24,3,2,141,30,98,11,2
N00000100,341,62,203,51,38,101,26,52,12,13,65,5,40,11,12,175,31,111,28,13
N00000101,282,64,150,27,44,135,46,61,12,16,55,4,29,10,14,92,14,60,5,14
N00000102,318,59,212,28,23,108,28,70,5,5,36,4,22,6,6,174,27,120,17,12
N00000103,623,163,345,59,59,228,75,115,20,18,120,10,73,12,26,275,78,157,27,15
N00000104,322,68,171,46,47,124,35,59,21,13,72,11,40,13,12,126,22,72,12,22
N00000105,327,68,226,6,28,97,22,62,2,11,47,9,26,0,12,183,37,138,4,5
N00000106,198,57,129,4,11,69,29,39,0,1,28,2,20,0,6,101,26,70,4,4
N00000107,269,86,172,12,5,103,47,54,1,1,43,5,35,1,2,123,34,83,10,2
N00000108,243,48,173,10,15,58,12,40,1,5,24,2,15,1,6,161,34,118,8,4
N00000109,512,109,327,30,50,162,43,94,8,17,130,10,88,7,27,220,56,145,15,6
N00000110,258,45,183,5,27,75,20,46,0,9,38,1,28,0,9,145,24,109,5,9
N00000111,356,49,273,30,9,107,26,73,7,1,52,4,35,6,8,197,19,165,17,0
N00000112,402,68,294,25,16,166,38,111,12,5,48,5,30,3,10,188,25,153,10,1
