GeographyCode,LC3606NI0001,LC3606NI0002,LC3606NI0003,LC3606NI0004,LC3606NI0005,LC3606NI0006,LC3606NI0007,LC3606NI0008,LC3606NI0009,LC3606NI0010,LC3606NI0011,LC3606NI0012
N00000001,591,97,494,566,90,476,14,2,12,11,5,6
N00000002,170,45,125,156,42,114,11,1,10,3,2,1
N00000003,115,31,84,86,23,63,21,6,15,8,2,6
N00000004,310,95,215,242,70,172,53,18,35,15,7,8
N00000005,210,48,162,181,40,141,22,6,16,7,2,5
N00000006,134,41,93,109,31,78,18,8,10,7,2,5
N00000007,130,28,102,117,22,95,11,4,7,2,2,0
N00000008,162,30,132,138,22,116,16,5,11,8,3,5
N00000009,408,97,311,355,81,274,32,8,24,21,8,13
N00000010,113,31,82,105,28,77,8,3,5,0,0,0
N00000011,130,40,90,108,34,74,12,3,9,10,3,7
N00000012,132,43,89,113,33,80,14,7,7,5,3,2
N00000013,116,25,91,101,21,80,12,3,9,3,1,2
N00000014,265,71,194,237,57,180,17,9,8,11,5,6
N00000015,85,30,55,69,23,46,10,4,6,6,3,3
N00000016,98,20,78,77,16,61,15,3,12,6,1,5
N00000017,150,50,100,131,44,87,15,4,11,4,2,2
N00000018,109,24,85,95,21,74,9,1,8,5,2,3
N00000019,116,34,82,98,31,67,9,1,8,9,2,7
N00000020,88,28,60,81,26,55,5,1,4,2,1,1
N00000021,114,27,87,95,21,74,12,4,8,7,2,5
N00000022,110,35,75,88,29,59,11,2,9,11,4,7
N00000023,88,32,56,73,26,47,9,2,7,6,4,2
N00000024,281,86,195,239,70,169,28,11,17,14,5,9
N00000025,241,67,174,183,54,129,37,7,30,21,6,15
N00000026,260,74,186,222,60,162,28,12,16,10,2,8
N00000027,257,72,185,210,60,150,35,8,27,12,4,8
N00000028,123,36,87,106,34,72,14,2,12,3,0,3
N00000029,218,70,148,190,61,129,24,7,17,4,2,2
N00000030,190,52,138,150,34,116,29,14,15,11,4,7
N00000031,338,82,256,296,73,223,32,4,28,10,5,5
N00000032,174,44,130,141,38,103,22,5,17,11,1,10
N00000033,246,54,192,214,46,168,27,8,19,5,0,5
N00000034,224,62,162,194,55,139,24,5,19,6,2,4
N00000035,120,33,87,102,27,75,15,5,10,3,1,2
N00000036,174,35,139,146,28,118,23,5,18,5,2,3
N00000037,120,39,81,102,31,71,12,6,6,6,2,4
N00000038,182,55,127,145,45,100,24,7,17,13,3,10
N00000039,590,204,386,506,173,333,59,23,36,25,8,17
N00000040,118,46,72,108,37,71,5,5,0,5,4,1
N00000041,225,59,166,191,50,141,20,5,15,14,4,10
N00000042,198,62,136,158,48,110,26,8,18,14,6,8
N00000043,547,175,372,445,145,300,72,23,49,30,7,23
N00000044,113,33,80,93,25,68,12,5,7,8,3,5
N00000045,269,67,202,222,54,168,38,11,27,9,2,7
N00000046,191,55,136,163,47,116,22,6,16,6,2,4
N00000047,184,41,143,150,35,115,29,5,24,5,1,4
N00000048,135,44,91,123,37,86,7,4,3,5,3,2
N00000049,120,36,84,107,33,74,9,3,6,4,0,4
N00000050,147,29,118,125,24,101,18,5,13,4,0,4
N00000051,110,44,66,85,35,50,16,7,9,9,2,7
N00000052,124,42,82,104,30,74,12,6,6,8,6,2
N00000053,112,37,75,98,33,65,7,2,5,7,2,5
N00000054,116,39,77,104,34,70,2,2,0,10,3,7
N00000055,113,37,76,103,33,70,6,2,4,4,2,2
N00000056,125,29,96,108,22,86,8,4,4,9,3,6
N00000057,106,40,66,102,38,64,2,2,0,2,0,2
N00000058,120,27,93,112,25,87,5,2,3,3,0,3
N00000059,99,32,67,83,28,55,11,3,8,5,1,4
N00000060,161,63,98,140,55,85,16,7,9,5,1,4
N00000061,124,40,84,109,38,71,8,1,7,7,1,6
N00000062,159,46,113,136,35,101,18,9,9,5,2,3
N00000063,146,48,98,129,43,86,11,2,9,6,3,3
N00000064,88,25,63,75,22,53,8,2,6,5,1,4
N00000065,192,57,135,163,52,111,20,3,17,9,2,7
N00000066,146,42,104,124,36,88,12,3,9,10,3,7
N00000067,111,28,83,96,27,69,8,0,8,7,1,6
N00000068,183,62,121,149,49,100,26,9,17,8,4,4
N00000069,87,36,51,75,32,43,5,2,3,7,2,5
N00000070,102,22,80,81,16,65,14,6,8,7,0,7
N00000071,123,37,86,111,34,77,6,1,5,6,2,4
N00000072,943,222,721,833,187,646,83,26,57,27,9,18
N00000073,237,52,185,210,44,166,14,1,13,13,7,6
N00000074,593,131,462,525,113,412,40,8,32,28,10,18
N00000075,216,37,179,194,32,162,14,3,11,8,2,6
N00000076,182,54,128,158,44,114,16,6,10,8,4,4
N00000077,141,40,101,126,34,92,10,3,7,5,3,2
N00000078,263,68,195,239,61,178,20,6,14,4,1,3
N00000079,300,89,211,247,74,173,40,10,30,13,5,8
N00000080,225,66,159,171,51,120,44,11,33,10,4,6
N00000081,166,46,120,139,40,99,17,4,13,10,2,8
N00000082,181,46,135,137,32,105,38,11,27,6,3,3
N00000083,358,95,263,300,75,225,45,15,30,13,5,8
N00000084,229,60,169,199,53,146,24,6,18,6,1,5
N00000085,159,30,129,125,20,105,23,6,17,11,4,7
N00000086,189,45,144,171,39,132,13,2,11,5,4,1
N00000087,475,112,363,407,89,318,54,19,35,14,4,10
N00000088,74,23,51,63,19,44,7,4,3,4,0,4
N00000089,236,58,178,195,44,151,27,8,19,14,6,8
N00000090,197,46,151,170,40,130,19,5,14,8,1,7
N00000091,243,70,173,209,63,146,21,2,19,13,5,8
N00000092,231,59,172,193,48,145,25,9,16,13,2,11
N00000093,186,53,133,155,46,109,19,3,16,12,4,8
N00000094,254,69,185,211,56,155,30,9,21,13,4,9
N00000095,235,71,164,200,53,147,29,15,14,6,3,3
N00000096,245,69,176,201,52,149,31,11,20,13,6,7
N00000097,467,126,341,423,112,311,28,9,19,16,5,11
N00000098,698,148,550,631,133,498,44,12,32,23,3,20
N00000099,99,37,62,84,31,53,10,4,6,5,2,3
N00000100,164,38,126,141,31,110,12,2,10,11,5,6
N00000101,112,34,78,100,33,67,5,1,4,7,0,7
N00000102,159,47,112,126,39,87,23,6,17,10,2,8
N00000103,253,68,185,225,59,166,16,4,12,12,5,7
N00000104,163,45,118,150,40,110,10,4,6,3,1,2
N00000105,163,51,112,135,42,93,23,7,16,5,2,3
N00000106,67,19,48,56,14,42,10,5,5,1,0,1
N00000107,93,25,68,79,18,61,5,2,3,9,5,4
N00000108,108,29,79,93,25,68,13,4,9,2,0,2
N00000109,264,66,198,245,62,183,16,3,13,3,1,2
N00000110,133,35,98,118,28,90,8,3,5,7,4,3
N00000111,182,48,134,164,39,125,16,8,8,2,1,1
N00000112,201,60,141,177,51,126,16,7,9,8,2,6
N00000113,160,48,112,142,42,100,16,4,12,2,2,0
N00000114,169,40,129,154,36,118,11,2,9,4,2,2
N00000115,119,38,81,105,34,71,8,2,6,6,2,4
N00000116,132,38,94,111,34,77,16,3,13,5,1,4
N00000117,46,17,29,36,15,21,5,1,4,5,1,4
N00000118,166,40,126,149,34,115,14,5,9,3,1,2
N00000119,120,33,87,102,26,76,14,5,9,4,2,2
N00000120,145,43,102,120,35,85,18,5,13,7,3,4
N00000121,126,31,95,111,26,85,9,2,7,6,3,3
N00000122,247,65,182,202,49,153,40,14,26,5,2,3
N00000123,157,42,115,120,32,88,35,10,25,2,0,2
N00000124,162,38,124,137,31,106,18,5,13,7,2,5
N00000125,215,53,162,178,43,135,25,4,21,12,6,6
N00000126,207,60,147,177,48,129,23,9,14,7,3,4
N00000127,177,46,131,155,38,117,12,5,7,10,3,7
N00000128,485,109,376,423,90,333,44,12,32,18,7,11
N00000129,102,35,67,88,30,58,6,3,3,8,2,6
N00000130,279,82,197,230,68,162,41,12,29,8,2,6
N00000131,212,58,154,172,46,126,30,10,20,10,2,8
N00000132,187,62,125,144,47,97,29,11,18,14,4,10
N00000133,145,34,111,122,29,93,17,4,13,6,1,5
N00000134,241,63,178,190,51,139,37,8,29,14,4,10
N00000135,127,35,92,103,26,77,13,5,8,11,4,7
N00000136,277,82,195,237,73,164,31,6,25,9,3,6
N00000137,159,47,112,126,34,92,18,8,10,15,5,10
N00000138,251,67,184,200,50,150,37,11,26,14,6,8
