GeographyCode,LC3101NI0001,LC3101NI0002,LC3101NI0003,LC3101NI0004,LC3101NI0005,LC3101NI0006,LC3101NI0007,LC3101NI0008,LC3101NI0009,LC3101NI0010,LC3101NI0011,LC3101NI0012,LC3101NI0013,LC3101NI0014,LC3101NI0015,LC3101NI0016,LC3101NI0017,LC3101NI0018
N00000001,982,957,25,773,759,14,171,167,4,26,22,4,8,6,2,4,3,1
N00000002,351,324,27,157,152,5,56,50,6,46,41,5,39,37,2,53,44,9
N00000003,233,191,42,90,86,4,33,26,7,51,35,16,26,16,10,33,28,5
N00000004,616,530,86,283,265,18,86,63,23,111,86,25,82,64,18,54,52,2
N00000005,374,333,41,174,165,9,65,56,9,54,41,13,48,42,6,33,29,4
N00000006,240,206,34,105,97,8,40,32,8,33,21,12,31,27,4,31,29,2
N00000007,245,222,23,97,96,1,41,39,2,34,28,6,37,25,12,36,34,2
N00000008,288,254,34,119,108,11,46,40,6,49,40,9,38,33,5,36,33,3
N00000009,727,649,78,380,357,23,128,111,17,84,66,18,66,51,15,69,64,5
N00000010,234,219,15,99,98,1,28,23,5,35,31,4,30,27,3,42,40,2
N00000011,293,258,35,100,94,6,36,30,6,42,33,9,39,33,6,76,68,8
N00000012,264,237,27,95,90,5,44,39,5,28,21,7,36,29,7,61,58,3
N00000013,268,240,28,105,100,5,32,28,4,31,22,9,38,30,8,62,60,2
N00000014,460,416,44,224,209,15,75,66,9,51,47,4,51,42,9,59,52,7
N00000015,226,187,39,65,56,9,37,28,9,26,17,9,34,28,6,64,58,6
N00000016,223,183,40,77,69,8,34,26,8,37,26,11,30,23,7,45,39,6
N00000017,340,305,35,180,172,8,43,39,4,45,32,13,33,28,5,39,34,5
N00000018,229,200,29,111,106,5,32,29,3,30,19,11,23,20,3,33,26,7
N00000019,261,230,31,109,101,8,37,31,6,36,30,6,33,28,5,46,40,6
N00000020,236,215,21,124,115,9,30,28,2,26,21,5,24,23,1,32,28,4
N00000021,269,232,37,111,101,10,47,34,13,33,28,5,33,27,6,45,42,3
N00000022,269,234,35,116,105,11,32,25,7,36,28,8,28,22,6,57,54,3
N00000023,218,184,34,82,77,5,30,21,9,24,18,6,23,15,8,59,53,6
N00000024,533,465,68,234,220,14,98,84,14,95,73,22,48,40,8,58,48,10
N00000025,460,377,83,175,160,15,51,42,9,100,64,36,68,54,14,66,57,9
N00000026,460,403,57,184,175,9,71,62,9,91,70,21,51,43,8,63,53,10
N00000027,535,458,77,277,256,21,75,63,12,79,54,25,50,38,12,54,47,7
N00000028,236,214,22,99,98,1,37,32,5,51,43,8,28,22,6,21,19,2
N00000029,403,358,45,171,165,6,62,51,11,60,50,10,51,41,10,59,51,8
N00000030,375,316,59,155,142,13,37,33,4,70,44,26,41,34,7,72,63,9
N00000031,699,627,72,360,353,7,91,77,14,98,75,23,84,65,19,66,57,9
N00000032,386,330,56,174,164,10,58,44,14,64,45,19,28,24,4,62,53,9
N00000033,495,447,48,233,223,10,69,61,8,61,46,15,66,59,7,66,58,8
N00000034,438,383,55,196,185,11,77,66,11,50,39,11,51,39,12,64,54,10
N00000035,291,249,42,145,132,13,39,31,8,37,28,9,34,26,8,36,32,4
N00000036,345,307,38,156,149,7,49,43,6,65,52,13,36,29,7,39,34,5
N00000037,285,252,33,112,107,5,35,26,9,43,35,8,38,30,8,57,54,3
N00000038,406,335,71,184,167,17,46,37,9,69,49,20,45,33,12,62,49,13
N00000039,1262,1128,134,709,676,33,208,169,39,145,115,30,81,65,16,119,103,16
N00000040,265,239,26,130,122,8,43,41,2,32,28,4,26,16,10,34,32,2
N00000041,462,411,51,257,246,11,81,66,15,70,53,17,29,26,3,25,20,5
N00000042,410,351,59,208,194,14,54,48,6,79,52,27,40,29,11,29,28,1
N00000043,1202,1054,148,691,657,34,230,191,39,153,101,52,68,57,11,60,48,12
N00000044,312,274,38,169,159,10,42,35,7,29,21,8,34,26,8,38,33,5
N00000045,515,449,66,231,221,10,102,82,20,75,55,20,49,37,12,58,54,4
N00000046,394,350,44,160,154,6,55,45,10,58,43,15,58,49,9,63,59,4
N00000047,353,285,68,115,108,7,42,35,7,62,43,19,57,44,13,77,55,22
N00000048,304,276,28,151,148,3,48,41,7,28,24,4,34,28,6,43,35,8
N00000049,254,231,23,122,117,5,35,32,3,31,26,5,36,29,7,30,27,3
N00000050,299,254,45,99,91,8,46,38,8,50,42,8,44,32,12,60,51,9
N00000051,313,262,51,162,151,11,40,28,12,36,23,13,39,29,10,36,31,5
N00000052,309,269,40,151,132,19,32,28,4,34,27,7,47,41,6,45,41,4
N00000053,252,223,29,135,127,8,38,31,7,31,26,5,27,23,4,21,16,5
N00000054,266,238,28,144,135,9,41,35,6,33,29,4,29,22,7,19,17,2
N00000055,266,231,35,99,92,7,33,29,4,40,30,10,31,27,4,63,53,10
N00000056,270,243,27,109,104,5,39,34,5,33,28,5,33,27,6,56,50,6
N00000057,279,268,11,159,156,3,46,41,5,29,28,1,27,26,1,18,17,1
N00000058,266,249,17,145,140,5,39,35,4,34,29,5,29,27,2,19,18,1
N00000059,226,201,25,118,113,5,32,21,11,25,22,3,29,27,2,22,18,4
N00000060,394,354,40,197,185,12,60,51,9,44,36,8,42,37,5,51,45,6
N00000061,273,251,22,84,80,4,24,24,0,38,29,9,42,38,4,85,80,5
N00000062,351,300,51,129,122,7,43,37,6,41,32,9,64,46,18,74,63,11
N00000063,354,319,35,175,168,7,58,49,9,53,42,11,38,34,4,30,26,4
N00000064,279,246,33,139,132,7,37,31,6,39,29,10,34,29,5,30,25,5
N00000065,389,328,61,144,136,8,42,35,7,53,42,11,77,62,15,73,53,20
N00000066,264,232,32,83,79,4,32,28,4,30,21,9,52,45,7,67,59,8
N00000067,316,281,35,159,154,5,47,38,9,37,31,6,37,29,8,36,29,7
N00000068,371,314,57,154,147,7,54,44,10,50,32,18,56,45,11,57,46,11
N00000069,334,299,35,196,186,10,41,33,8,36,27,9,27,21,6,34,32,2
N00000070,243,210,33,63,61,2,21,16,5,33,23,10,44,37,7,82,73,9
N00000071,258,228,30,83,80,3,32,27,5,36,30,6,41,36,5,66,55,11
N00000072,1753,1584,169,934,903,31,389,326,63,214,174,40,103,83,20,113,98,15
N00000073,444,402,42,194,184,10,58,53,5,48,37,11,56,46,10,88,82,6
N00000074,1047,950,97,609,587,22,228,195,33,109,87,22,55,42,13,46,39,7
N00000075,277,234,43,119,109,10,37,28,9,38,27,11,33,28,5,50,42,8
N00000076,344,304,40,153,145,8,74,62,12,53,47,6,18,16,2,46,34,12
N00000077,275,246,29,115,112,3,37,30,7,52,46,6,33,28,5,38,30,8
N00000078,488,457,31,257,252,5,134,124,10,53,44,9,16,15,1,28,22,6
N00000079,564,495,69,244,236,8,100,90,10,101,77,24,57,36,21,62,56,6
