GeographyCode,LC3402NI0001,LC3402NI0002,LC3402NI0003,LC3402NI0004,LC3402NI0005,LC3402NI0006,LC3402NI0007,LC3402NI0008,LC3402NI0009,LC3402NI0010,LC3402NI0011,LC3402NI0012,LC3402NI0013,LC3402NI0014,LC3402NI0015
N00000001,982,37,945,744,28,716,158,6,152,46,2,44,34,1,33
N00000002,351,54,297,235,34,201,32,6,26,49,9,40,35,5,30
N00000003,233,42,191,202,37,165,17,4,13,8,1,7,6,0,6
N00000004,616,81,535,450,60,390,102,13,89,38,5,33,26,3,23
N00000005,374,50,324,290,38,252,40,7,33,32,3,29,12,2,10
N00000006,240,27,213,168,18,150,48,6,42,24,3,21,0,0,0
N00000007,245,32,213,174,26,148,25,4,21,28,2,26,18,0,18
N00000008,288,52,236,182,31,151,60,12,48,31,5,26,15,4,11
N00000009,727,81,646,536,60,476,140,18,122,39,2,37,12,1,11
N00000010,234,33,201,180,28,152,20,1,19,24,3,21,10,1,9
N00000011,293,91,202,136,52,84,79,23,56,48,8,40,30,8,22
N00000012,264,61,203,88,28,60,71,16,55,73,12,61,32,5,27
N00000013,268,69,199,121,35,86,56,13,43,47,11,36,44,10,34
N00000014,460,96,364,170,30,140,162,39,123,85,22,63,43,5,38
N00000015,226,79,147,91,39,52,84,25,59,33,11,22,18,4,14
N00000016,223,69,154,72,34,38,76,21,55,60,12,48,15,2,13
N00000017,340,65,275,131,22,109,106,25,81,81,15,66,22,3,19
N00000018,229,43,186,110,28,82,73,10,63,34,4,30,12,1,11
N00000019,261,63,198,82,29,53,88,19,69,52,13,39,39,2,37
N00000020,236,58,178,57,22,35,83,23,60,82,12,70,14,1,13
N00000021,269,79,190,127,48,79,84,15,69,40,10,30,18,6,12
N00000022,269,78,191,65,29,36,75,18,57,84,21,63,45,10,35
N00000023,218,74,144,69,23,46,78,27,51,54,17,37,17,7,10
N00000024,533,75,458,431,62,369,52,6,46,39,7,32,11,0,11
N00000025,460,83,377,351,61,290,54,11,43,26,3,23,29,8,21
N00000026,460,69,391,385,55,330,34,7,27,11,2,9,30,5,25
N00000027,535,68,467,330,44,286,72,12,60,111,10,101,22,2,20
N00000028,236,30,206,135,21,114,43,3,40,51,5,46,7,1,6
N00000029,403,48,355,349,42,307,39,6,33,14,0,14,1,0,1
N00000030,375,59,316,304,46,258,44,4,40,6,2,4,21,7,14
N00000031,699,103,596,469,63,406,117,19,98,49,10,39,64,11,53
N00000032,386,77,309,236,49,187,54,10,44,66,12,54,30,6,24
N00000033,495,70,425,375,48,327,78,17,61,15,2,13,27,3,24
N00000034,438,60,378,319,42,277,60,7,53,41,8,33,18,3,15
N00000035,291,75,216,95,35,60,96,19,77,85,14,71,15,7,8
N00000036,345,60,285,190,31,159,111,21,90,25,5,20,19,3,16
N00000037,285,83,202,125,51,74,88,19,69,45,9,36,27,4,23
N00000038,406,87,319,240,56,184,78,19,59,52,10,42,36,2,34
N00000039,1262,205,1057,586,81,505,353,59,294,212,41,171,111,24,87
