GeographyCode,LC2211NI0001,LC2211NI0002,LC2211NI0003,LC2211NI0004,LC2211NI0005,LC2211NI0006,LC2211NI0007,LC2211NI0008,LC2211NI0009,LC2211NI0010,LC2211NI0011,LC2211NI0012
N00000001,1003,154,471,378,45,16,16,13,958,138,455,365
N00000002,332,219,102,11,43,43,0,0,289,176,102,11
N00000003,236,112,118,6,28,28,0,0,208,84,118,6
N00000004,595,308,265,22,68,63,4,1,527,245,261,21
N00000005,359,180,156,23,44,44,0,0,315,136,156,23
N00000006,242,146,84,12,39,34,2,3,203,112,82,9
N00000007,238,62,162,14,11,8,0,3,227,54,162,11
N00000008,277,82,158,37,14,10,3,1,263,72,155,36
N00000009,688,135,491,62,33,27,5,1,655,108,486,61
N00000010,232,29,184,19,4,2,1,1,228,27,183,18
N00000011,284,90,179,15,8,8,0,0,276,82,179,15
N00000012,259,81,163,15,19,11,7,1,240,70,156,14
N00000013,257,86,161,10,19,19,0,0,238,67,161,10
N00000014,444,174,235,35,27,22,2,3,417,152,233,32
N00000015,222,74,139,9,12,9,2,1,210,65,137,8
N00000016,217,50,150,17,14,12,2,0,203,38,148,17
N00000017,319,39,243,37,11,7,4,0,308,32,239,37
N00000018,215,25,170,20,5,4,1,0,210,21,169,20
N00000019,250,12,211,27,7,1,3,3,243,11,208,24
N00000020,221,19,181,21,7,4,3,0,214,15,178,21
N00000021,261,42,189,30,12,9,3,0,249,33,186,30
N00000022,260,35,203,22,15,10,5,0,245,25,198,22
N00000023,210,10,178,22,3,1,2,0,207,9,176,22
N00000024,520,64,421,35,17,13,4,0,503,51,417,35
N00000025,454,67,357,30,22,16,4,2,432,51,353,28
N00000026,448,99,326,23,19,13,4,2,429,86,322,21
N00000027,508,288,193,27,56,54,2,0,452,234,191,27
N00000028,233,169,52,12,40,39,0,1,193,130,52,11
N00000029,395,39,315,41,12,9,3,0,383,30,312,41
N00000030,364,73,273,18,21,16,5,0,343,57,268,18
N00000031,680,605,68,7,194,194,0,0,486,411,68,7
N00000032,371,216,136,19,35,33,2,0,336,183,134,19
N00000033,478,273,186,19,93,89,4,0,385,184,182,19
N00000034,452,176,248,28,45,38,4,3,407,138,244,25
N00000035,278,143,121,14,26,22,4,0,252,121,117,14
N00000036,327,189,114,24,30,29,1,0,297,160,113,24
N00000037,279,223,49,7,50,50,0,0,229,173,49,7
N00000038,394,306,78,10,71,69,1,1,323,237,77,9
N00000039,1187,979,181,27,244,236,5,3,943,743,176,24
N00000040,254,189,55,10,16,15,1,0,238,174,54,10
N00000041,439,405,30,4,105,105,0,0,334,300,30,4
N00000042,399,313,77,9,83,80,1,2,316,233,76,7
N00000043,1171,940,208,23,229,226,0,3,942,714,208,20
N00000044,298,213,67,18,37,31,1,5,261,182,66,13
N00000045,496,55,421,20,13,9,3,1,483,46,418,19
N00000046,382,29,328,25,3,3,0,0,379,26,328,25
N00000047,362,62,280,20,17,11,6,0,345,51,274,20
N00000048,293,49,225,19,5,2,3,0,288,47,222,19
N00000049,245,65,165,15,12,7,5,0,233,58,160,15
N00000050,292,59,221,12,9,5,2,2,283,54,219,10
N00000051,297,232,44,21,24,23,1,0,273,209,43,21
N00000052,296,183,93,20,33,33,0,0,263,150,93,20
N00000053,248,142,74,32,25,23,0,2,223,119,74,30
N00000054,249,48,151,50,10,7,3,0,239,41,148,50
N00000055,256,49,193,14,6,2,4,0,250,47,189,14
N00000056,270,64,179,27,6,4,1,1,264,60,178,26
N00000057,256,57,165,34,7,5,0,2,249,52,165,32
N00000058,244,45,178,21,7,7,0,0,237,38,178,21
N00000059,212,43,133,36,10,7,2,1,202,36,131,35
N00000060,374,103,243,28,17,17,0,0,357,86,243,28
N00000061,267,64,181,22,12,9,3,0,255,55,178,22
N00000062,340,79,231,30,13,10,2,1,327,69,229,29
N00000063,412,75,280,57,10,9,1,0,402,66,279,57
N00000064,271,155,82,34,23,19,3,1,248,136,79,33
N00000065,379,121,233,25,6,4,2,0,373,117,231,25
N00000066,256,107,129,20,19,14,5,0,237,93,124,20
N00000067,298,140,119,39,18,18,0,0,280,122,119,39
N00000068,361,89,228,44,10,7,3,0,351,82,225,44
N00000069,319,158,129,32,17,14,2,1,302,144,127,31
N00000070,242,102,133,7,12,9,3,0,230,93,130,7
N00000071,274,121,131,22,16,15,1,0,258,106,130,22
N00000072,1663,526,951,186,81,73,6,2,1582,453,945,184
N00000073,506,163,282,61,25,14,7,4,481,149,275,57
N00000074,968,396,491,81,58,52,5,1,910,344,486,80
N00000075,401,162,191,48,21,16,4,1,380,146,187,47
N00000076,328,141,163,24,28,26,2,0,300,115,161,24
N00000077,270,148,114,8,23,23,0,0,247,125,114,8
N00000078,457,207,196,54,37,34,3,0,420,173,193,54
N00000079,541,51,462,28,4,4,0,0,537,47,462,28
N00000080,404,25,346,33,9,6,3,0,395,19,343,33
N00000081,328,17,293,18,3,2,1,0,325,15,292,18
N00000082,336,30,297,9,6,4,2,0,330,26,295,9
N00000083,637,47,540,50,17,9,8,0,620,38,532,50
N00000084,444,17,397,30,2,2,0,0,442,15,397,30
N00000085,417,241,147,29,41,36,4,1,376,205,143,28
N00000086,369,303,50,16,80,74,6,0,289,229,44,16
N00000087,874,589,249,36,100,95,2,3,774,494,247,33
N00000088,213,37,169,7,6,3,3,0,207,34,166,7
N00000089,447,367,64,16,67,66,0,1,380,301,64,15
N00000090,377,309,52,16,67,66,1,0,310,243,51,16
N00000091,450,315,115,20,77,73,4,0,373,242,111,20
N00000092,481,58,392,31,10,7,2,1,471,51,390,30
N00000093,407,204,193,10,54,54,0,0,353,150,193,10
N00000094,479,203,259,17,51,50,1,0,428,153,258,17
N00000095,454,307,136,11,70,67,3,0,384,240,133,11
N00000096,454,74,354,26,24,22,1,1,430,52,353,25
N00000097,799,293,418,88,39,32,5,2,760,261,413,86
N00000098,1106,410,560,136,59,45,12,2,1047,365,548,134
N00000099,246,124,101,21,19,10,7,2,227,114,94,19
N00000100,323,199,89,35,29,25,2,2,294,174,87,33
N00000101,253,122,89,42,8,7,1,0,245,115,88,42
N00000102,302,113,150,39,22,17,4,1,280,96,146,38
N00000103,583,220,284,79,39,34,4,1,544,186,280,78
N00000104,294,161,101,32,19,16,3,0,275,145,98,32
N00000105,318,60,231,27,10,6,4,0,308,54,227,27
N00000106,190,21,147,22,0,0,0,0,190,21,147,22
N00000107,252,42,183,27,11,6,4,1,241,36,179,26
N00000108,239,46,188,5,7,6,1,0,232,40,187,5
N00000109,473,111,316,46,17,13,3,1,456,98,313,45
N00000110,250,46,165,39,9,4,2,3,241,42,163,36
N00000111,341,133,164,44,22,18,3,1,319,115,161,43
N00000112,389,129,215,45,11,11,0,0,378,118,215,45
N00000113,295,113,148,34,17,16,1,0,278,97,147,34
N00000114,306,141,142,23,24,21,2,1,282,120,140,22
N00000115,283,132,116,35,24,23,1,0,259,109,115,35
N00000116,276,87,149,40,17,11,5,1,259,76,144,39
N00000117,154,43,95,16,2,1,1,0,152,42,94,16
N00000118,330,43,246,41,14,11,2,1,316,32,244,40
N00000119,279,17,241,21,7,1,6,0,272,16,235,21
N00000120,315,50,250,15,9,8,1,0,306,42,249,15
N00000121,280,26,228,26,6,2,4,0,274,24,224,26
N00000122,463,82,329,52,23,14,5,4,440,68,324,48
N00000123,344,49,281,14,9,7,2,0,335,42,279,14
N00000124,358,56,280,22,10,6,4,0,348,50,276,22
N00000125,442,357,73,12,86,81,0,5,356,276,73,7
N00000126,461,444,16,1,94,93,1,0,367,351,15,1
N00000127,379,313,56,10,67,66,0,1,312,247,56,9
N00000128,944,869,62,13,230,230,0,0,714,639,62,13
N00000129,329,310,15,4,69,65,4,0,260,245,11,4
N00000130,475,24,396,55,3,1,1,1,472,23,395,54
N00000131,382,13,344,25,8,2,6,0,374,11,338,25
N00000132,352,120,211,21,19,17,2,0,333,103,209,21
N00000133,312,94,208,10,24,18,5,1,288,76,203,9
N00000134,415,35,339,41,18,7,7,4,397,28,332,37
N00000135,305,48,227,30,13,1,11,1,292,47,216,29
N00000136,488,32,420,36,13,1,12,0,475,31,408,36
N00000137,303,17,254,32,2,0,2,0,301,17,252,32
N00000138,453,13,406,34,12,3,7,2,441,10,399,32
N00000139,297,29,240,28,13,9,4,0,284,20,236,28
N00000140,326,42,257,27,6,2,3,1,320,40,254,26
N00000141,429,35,362,32,16,4,12,0,413,31,350,32
N00000142,196,21,153,22,7,3,4,0,189,18,149,22
N00000143,209,20,167,22,4,0,4,0,205,20,163,22
N00000144,219,14,177,28,9,2,7,0,210,12,170,28
N00000145,123,10,101,12,1,0,1,0,122,10,100,12
N00000146,267,31,220,16,5,3,2,0,262,28,218,16
N00000147,214,20,165,29,22,3,18,1,192,17,147,28
N00000148,639,21,557,61,6,2,4,0,633,19,553,61
N00000149,408,10,368,30,6,1,5,0,402,9,363,30
N00000150,352,6,319,27,7,3,4,0,345,3,315,27
N00000151,277,15,234,28,6,1,5,0,271,14,229,28
N00000152,266,6,243,17,9,0,9,0,257,6,234,17
N00000153,238,13,204,21,8,1,7,0,230,12,197,21
N00000154,251,15,222,14,6,3,1,2,245,12,221,12
N00000155,329,34,258,37,7,5,2,0,322,29,256,37
N00000156,295,18,255,22,5,1,3,1,290,17,252,21
N00000157,356,52,261,43,20,13,5,2,336,39,256,41
N00000158,647,38,529,80,10,2,6,2,637,36,523,78
N00000159,218,19,171,28,7,0,6,1,211,19,165,27
N00000160,305,29,252,24,4,0,4,0,301,29,248,24
N00000161,336,18,288,30,6,2,4,0,330,16,284,30
N00000162,235,22,190,23,8,6,2,0,227,16,188,23
