GeographyCode,LC4302NI0001,LC4302NI0002,LC4302NI0003,LC4302NI0004,LC4302NI0005,LC4302NI0006,LC4302NI0007,LC4302NI0008,LC4302NI0009,LC4302NI0010,LC4302NI0011,LC4302NI0012
N00000001,982,37,945,93,10,83,26,2,24,863,25,838
N00000002,351,54,297,292,40,252,11,7,4,48,7,41
N00000003,233,42,191,218,35,183,0,0,0,15,7,8
N00000004,616,81,535,548,65,483,11,6,5,57,10,47
N00000005,374,50,324,349,45,304,0,0,0,25,5,20
N00000006,240,27,213,216,23,193,0,0,0,24,4,20
N00000007,245,32,213,184,26,158,3,1,2,58,5,53
N00000008,288,52,236,218,40,178,3,1,2,67,11,56
N00000009,727,81,646,622,73,549,2,0,2,103,8,95
N00000010,234,33,201,208,28,180,0,0,0,26,5,21
N00000011,293,91,202,223,63,160,30,16,14,40,12,28
N00000012,264,61,203,209,46,163,26,10,16,29,5,24
N00000013,268,69,199,178,45,133,14,6,8,76,18,58
N00000014,460,96,364,303,57,246,47,22,25,110,17,93
N00000015,226,79,147,125,34,91,67,34,33,34,11,23
N00000016,223,69,154,118,28,90,47,21,26,58,20,38
N00000017,340,65,275,222,36,186,86,26,60,32,3,29
N00000018,229,43,186,182,37,145,3,2,1,44,4,40
N00000019,261,63,198,172,37,135,50,18,32,39,8,31
N00000020,236,58,178,82,17,65,125,29,96,29,12,17
N00000021,269,79,190,181,52,129,33,13,20,55,14,41
N00000022,269,78,191,170,47,123,49,22,27,50,9,41
N00000023,218,74,144,123,35,88,73,36,37,22,3,19
N00000024,533,75,458,498,69,429,1,0,1,34,6,28
N00000025,460,83,377,441,76,365,4,1,3,15,6,9
N00000026,460,69,391,430,63,367,5,1,4,25,5,20
N00000027,535,68,467,475,63,412,0,0,0,60,5,55
N00000028,236,30,206,221,28,193,0,0,0,15,2,13
N00000029,403,48,355,379,45,334,3,0,3,21,3,18
N00000030,375,59,316,347,52,295,0,0,0,28,7,21
N00000031,699,103,596,639,91,548,11,3,8,49,9,40
N00000032,386,77,309,354,62,292,0,0,0,32,15,17
N00000033,495,70,425,448,61,387,3,0,3,44,9,35
N00000034,438,60,378,376,49,327,10,2,8,52,9,43
N00000035,291,75,216,159,38,121,71,22,49,61,15,46
N00000036,345,60,285,253,34,219,37,17,20,55,9,46
N00000037,285,83,202,264,74,190,8,2,6,13,7,6
N00000038,406,87,319,340,70,270,7,7,0,59,10,49
N00000039,1262,205,1057,1009,129,880,106,52,54,147,24,123
N00000040,265,53,212,165,19,146,50,24,26,50,10,40
N00000041,462,63,399,414,58,356,5,1,4,43,4,39
N00000042,410,68,342,390,62,328,5,3,2,15,3,12
N00000043,1202,155,1047,1016,113,903,87,30,57,99,12,87
N00000044,312,64,248,227,45,182,61,11,50,24,8,16
N00000045,515,78,437,462,67,395,7,1,6,46,10,36
N00000046,394,61,333,357,48,309,12,4,8,25,9,16
N00000047,353,64,289,303,53,250,10,2,8,40,9,31
N00000048,304,70,234,175,34,141,56,19,37,73,17,56
N00000049,254,54,200,144,22,122,51,19,32,59,13,46
N00000050,299,60,239,239,42,197,10,3,7,50,15,35
N00000051,313,92,221,142,41,101,150,43,107,21,8,13
N00000052,309,75,234,173,44,129,92,17,75,44,14,30
N00000053,252,60,192,149,33,116,29,14,15,74,13,61
N00000054,266,52,214,153,24,129,62,16,46,51,12,39
N00000055,266,82,184,215,67,148,15,8,7,36,7,29
N00000056,270,71,199,189,52,137,41,12,29,40,7,33
N00000057,279,61,218,105,22,83,133,31,102,41,8,33
N00000058,266,41,225,132,17,115,76,17,59,58,7,51
N00000059,226,50,176,97,23,74,87,19,68,42,8,34
N00000060,394,93,301,178,39,139,138,39,99,78,15,63
N00000061,273,61,212,231,47,184,17,8,9,25,6,19
N00000062,351,53,298,307,43,264,14,7,7,30,3,27
N00000063,354,78,276,198,41,157,92,29,63,64,8,56
N00000064,279,76,203,87,22,65,140,44,96,52,10,42
N00000065,389,78,311,361,70,291,9,2,7,19,6,13
N00000066,264,61,203,234,56,178,10,2,8,20,3,17
N00000067,316,96,220,160,49,111,115,38,77,41,9,32
N00000068,371,58,313,340,50,290,3,1,2,28,7,21
N00000069,334,96,238,122,25,97,179,62,117,33,9,24
N00000070,243,55,188,215,53,162,0,0,0,28,2,26
N00000071,258,64,194,165,42,123,20,4,16,73,18,55
N00000072,1753,234,1519,1410,159,1251,71,40,31,272,35,237
N00000073,444,108,336,236,45,191,58,36,22,150,27,123
N00000074,1047,92,955,895,74,821,11,6,5,141,12,129
N00000075,277,69,208,217,52,165,15,7,8,45,10,35
N00000076,344,53,291,299,48,251,0,0,0,45,5,40
N00000077,275,53,222,254,49,205,0,0,0,21,4,17
N00000078,488,42,446,447,37,410,6,0,6,35,5,30
N00000079,564,51,513,516,45,471,4,1,3,44,5,39
N00000080,424,49,375,388,44,344,8,2,6,28,3,25
N00000081,339,69,270,240,33,207,56,24,32,43,12,31
N00000082,342,60,282,303,54,249,0,0,0,39,6,33
N00000083,650,87,563,618,77,541,0,0,0,32,10,22
N00000084,456,55,401,427,51,376,3,2,1,26,2,24
N00000085,399,113,286,210,59,151,78,30,48,111,24,87
N00000086,395,50,345,265,25,240,7,2,5,123,23,100
N00000087,913,98,815,797,85,712,1,1,0,115,12,103
N00000088,216,97,119,86,29,57,87,52,35,43,16,27
N00000089,478,69,409,417,59,358,8,1,7,53,9,44
N00000090,391,63,328,333,53,280,3,3,0,55,7,48
N00000091,476,65,411,345,45,300,0,0,0,131,20,111
N00000092,504,91,413,455,81,374,3,1,2,46,9,37
N00000093,400,63,337,355,56,299,4,1,3,41,6,35
N00000094,492,69,423,463,63,400,0,0,0,29,6,23
N00000095,468,54,414,433,45,388,0,0,0,35,9,26
N00000096,438,71,367,404,67,337,1,1,0,33,3,30
N00000097,850,97,753,674,80,594,11,7,4,165,10,155
N00000098,1181,115,1066,916,92,824,5,0,5,260,23,237
N00000099,258,75,183,147,38,109,81,32,49,30,5,25
N00000100,341,74,267,195,33,162,68,30,38,78,11,67
N00000101,282,46,236,65,7,58,153,31,122,64,8,56
N00000102,318,61,257,219,37,182,69,17,52,30,7,23
N00000103,550,70,480,283,34,249,133,27,106,134,9,125
N00000104,322,45,277,174,16,158,70,20,50,78,9,69
N00000105,327,80,247,196,43,153,54,20,34,77,17,60
N00000106,198,72,126,71,18,53,96,39,57,31,15,16
N00000107,269,74,195,140,32,108,84,34,50,45,8,37
N00000108,243,67,176,191,51,140,19,10,9,33,6,27
N00000109,512,98,414,287,56,231,81,21,60,144,21,123
N00000110,258,54,204,143,30,113,44,14,30,71,10,61
N00000111,356,62,294,318,55,263,6,1,5,32,6,26
N00000112,402,53,349,309,38,271,51,8,43,42,7,35
N00000113,309,44,265,233,31,202,29,5,24,47,8,39
N00000114,318,51,267,282,41,241,7,5,2,29,5,24
N00000115,302,90,212,184,54,130,84,29,55,34,7,27
N00000116,287,55,232,186,30,156,66,20,46,35,5,30
N00000117,168,64,104,55,16,39,83,42,41,30,6,24
N00000118,311,47,264,233,37,196,3,2,1,75,8,67
N00000119,289,59,230,276,57,219,0,0,0,13,2,11
N00000120,323,51,272,291,44,247,4,3,1,28,4,24
N00000121,293,72,221,221,60,161,17,4,13,55,8,47
N00000122,481,60,421,404,45,359,5,2,3,72,13,59
N00000123,351,61,290,335,59,276,0,0,0,16,2,14
N00000124,325,48,277,284,39,245,2,2,0,39,7,32
N00000125,464,60,404,397,51,346,17,4,13,50,5,45
N00000126,481,64,417,431,57,374,8,0,8,42,7,35
N00000127,405,66,339,315,46,269,33,13,20,57,7,50
N00000128,949,114,835,800,96,704,33,5,28,116,13,103
N00000129,346,90,256,98,25,73,183,50,133,65,15,50
N00000130,498,39,459,462,36,426,2,0,2,34,3,31
N00000131,388,58,330,362,56,306,9,1,8,17,1,16
N00000132,366,62,304,350,58,292,0,0,0,16,4,12
N00000133,322,89,233,256,63,193,35,21,14,31,5,26
N00000134,437,58,379,386,46,340,15,7,8,36,5,31
N00000135,312,73,239,222,49,173,74,16,58,16,8,8
N00000136,507,74,433,474,66,408,3,0,3,30,8,22
N00000137,315,61,254,298,57,241,5,1,4,12,3,9
N00000138,464,54,410,454,53,401,0,0,0,10,1,9
N00000139,288,81,207,217,50,167,43,19,24,28,12,16
N00000140,333,100,233,251,73,178,17,8,9,65,19,46
N00000141,443,171,272,207,56,151,162,84,78,74,31,43
N00000142,205,59,146,129,35,94,39,11,28,37,13,24
N00000143,215,65,150,89,21,68,95,38,57,31,6,25
N00000144,228,57,171,108,23,85,89,26,63,31,8,23
N00000145,124,58,66,23,7,16,85,44,41,16,7,9
