GeographyCode,LC2208NI0001,LC2208NI0002,LC2208NI0003,LC2208NI0004,LC2208NI0005,LC2208NI0006,LC2208NI0007,LC2208NI0008,LC2208NI0009,LC2208NI0010,LC2208NI0011,LC2208NI0012
N00000001,1003,866,28,126,45,26,11,9,958,840,17,117
N00000002,332,210,100,37,43,9,34,0,289,201,66,37
N00000003,236,160,59,27,28,10,19,3,208,150,40,24
N00000004,595,398,136,73,68,24,43,5,527,374,93,68
N00000005,359,247,90,31,44,14,27,3,315,233,63,28
N00000006,242,148,68,42,39,22,20,2,203,126,48,40
N00000007,238,173,29,40,11,8,2,1,227,165,27,39
N00000008,277,215,24,41,14,9,4,1,263,206,20,40
N00000009,688,554,56,97,33,18,15,2,655,536,41,95
N00000010,232,168,38,39,4,1,2,1,228,167,36,38
N00000011,284,196,33,60,8,4,4,0,276,192,29,60
N00000012,259,188,21,55,19,12,4,3,240,176,17,52
N00000013,257,181,24,57,19,8,10,2,238,173,14,55
N00000014,444,322,42,87,27,14,6,7,417,308,36,80
N00000015,222,153,19,53,12,8,4,1,210,145,15,52
N00000016,217,146,14,61,14,9,6,1,203,137,8,60
N00000017,319,226,19,78,11,3,3,5,308,223,16,73
N00000018,215,168,7,41,5,4,1,0,210,164,6,41
N00000019,250,168,6,79,7,4,2,2,243,164,4,77
N00000020,221,146,5,73,7,1,2,4,214,145,3,69
N00000021,261,194,5,64,12,9,1,2,249,185,4,62
N00000022,260,178,10,73,15,8,4,3,245,170,6,70
N00000023,210,121,7,83,3,2,1,0,207,119,6,83
N00000024,520,445,55,36,17,9,10,0,503,436,45,36
N00000025,454,371,38,55,22,14,11,1,432,357,27,54
N00000026,448,384,51,27,19,8,8,3,429,376,43,24
N00000027,508,335,109,75,56,23,23,10,452,312,86,65
N00000028,233,135,78,24,40,17,22,2,193,118,56,22
N00000029,395,340,30,35,12,2,11,0,383,338,19,35
N00000030,364,270,27,81,21,16,5,0,343,254,22,81
N00000031,680,275,286,135,194,56,133,16,486,219,153,119
N00000032,371,256,75,50,35,13,18,6,336,243,57,44
N00000033,478,282,130,73,93,42,50,4,385,240,80,69
N00000034,452,301,70,93,45,20,23,3,407,281,47,90
N00000035,278,165,26,87,26,11,8,7,252,154,18,80
N00000036,327,220,49,62,30,19,10,3,297,201,39,59
N00000037,279,140,107,39,50,14,30,6,229,126,77,33
N00000038,394,209,146,57,71,30,45,2,323,179,101,55
N00000039,1187,565,483,177,244,70,154,32,943,495,329,145
N00000040,254,138,69,49,16,5,9,2,238,133,60,47
N00000041,439,189,220,38,105,30,72,5,334,159,148,33
N00000042,399,199,161,47,83,22,63,3,316,177,98,44
N00000043,1171,575,470,151,229,55,158,28,942,520,312,123
N00000044,298,161,83,58,37,12,21,6,261,149,62,52
N00000045,496,373,37,95,13,5,7,1,483,368,30,94
N00000046,382,267,23,101,3,0,1,2,379,267,22,99
N00000047,362,266,31,76,17,11,6,0,345,255,25,76
N00000048,293,198,4,92,5,4,1,1,288,194,3,91
N00000049,245,162,14,71,12,6,5,2,233,156,9,69
N00000050,292,231,24,47,9,7,2,0,283,224,22,47
N00000051,297,145,61,98,24,13,8,5,273,132,53,93
N00000052,296,160,47,97,33,16,15,7,263,144,32,90
N00000053,248,121,41,89,25,8,12,6,223,113,29,83
N00000054,249,167,5,80,10,7,1,2,239,160,4,78
N00000055,256,182,9,67,6,6,0,0,250,176,9,67
N00000056,270,171,14,86,6,2,1,3,264,169,13,83
N00000057,256,179,14,64,7,5,1,1,249,174,13,63
N00000058,244,176,3,65,7,4,1,2,237,172,2,63
N00000059,212,148,7,57,10,5,1,4,202,143,6,53
N00000060,374,279,22,74,17,9,4,4,357,270,18,70
N00000061,267,213,21,39,12,8,4,1,255,205,17,38
N00000062,340,280,27,41,13,7,5,2,327,273,22,39
N00000063,412,262,22,131,10,7,2,1,402,255,20,130
N00000064,271,153,19,103,23,10,5,9,248,143,14,94
N00000065,379,316,34,30,6,4,1,1,373,312,33,29
N00000066,256,197,41,27,19,10,9,0,237,187,32,27
N00000067,298,186,38,78,18,10,6,4,280,176,32,74
N00000068,361,270,31,63,10,3,7,0,351,267,24,63
N00000069,319,189,35,98,17,11,6,1,302,178,29,97
N00000070,242,188,26,35,12,10,2,0,230,178,24,35
N00000071,274,169,26,86,16,6,5,5,258,163,21,81
N00000072,1663,1231,145,316,81,42,26,19,1582,1189,119,297
N00000073,506,285,39,189,25,6,3,16,481,279,36,173
N00000074,968,782,84,121,58,38,17,7,910,744,67,114
N00000075,401,302,50,57,21,11,8,2,380,291,42,55
N00000076,328,245,57,45,28,20,5,5,300,225,52,40
N00000077,270,186,46,46,23,10,8,6,247,176,38,40
N00000078,457,378,44,43,37,24,7,6,420,354,37,37
N00000079,541,461,23,62,4,2,2,0,537,459,21,62
N00000080,404,359,18,35,9,6,3,0,395,353,15,35
N00000081,328,259,11,64,3,2,1,0,325,257,10,64
N00000082,336,280,25,40,6,4,1,1,330,276,24,39
N00000083,637,510,33,105,17,8,8,1,620,502,25,104
N00000084,444,380,18,54,2,0,2,0,442,380,16,54
N00000085,417,212,64,148,41,21,15,6,376,191,49,142
N00000086,369,212,92,74,80,26,41,14,289,186,51,60
N00000087,874,571,226,97,100,51,50,4,774,520,176,93
