GeographyCode,LC2103NI0001,LC2103NI0002,LC2103NI0003,LC2103NI0004,LC2103NI0005,LC2103NI0006,LC2103NI0007,LC2103NI0008,LC2103NI0009,LC2103NI0010,LC2103NI0011,LC2103NI0012,LC2103NI0013,LC2103NI0014,LC2103NI0015,LC2103NI0016
N00000001,1113,269,699,145,522,161,318,43,370,48,252,70,221,60,129,32
N00000002,351,309,29,13,109,104,2,3,48,37,4,7,194,168,23,3
N00000003,237,220,9,8,76,72,1,3,14,12,0,2,147,136,8,3
N00000004,616,566,35,15,235,224,5,6,48,42,3,3,333,300,27,6
N00000005,374,345,27,2,136,128,8,0,38,33,5,0,200,184,14,2
N00000006,251,226,9,16,75,72,2,1,30,23,0,7,146,131,7,8
N00000007,245,218,12,15,78,72,2,4,19,11,4,4,148,135,6,7
N00000008,288,240,26,22,73,66,3,4,46,31,5,10,169,143,18,8
N00000009,727,642,48,37,226,213,8,5,154,126,10,18,347,303,30,14
N00000010,242,220,12,10,78,74,1,3,26,23,1,2,138,123,10,5
N00000011,293,260,20,13,70,65,3,2,30,20,3,7,193,175,14,4
N00000012,264,237,17,10,66,65,0,1,29,23,3,3,169,149,14,6
N00000013,268,236,19,13,68,63,1,4,37,30,1,6,163,143,17,3
N00000014,460,386,43,31,131,118,5,8,93,71,8,14,236,197,30,9
N00000015,226,204,17,5,51,48,2,1,14,12,1,1,161,144,14,3
N00000016,223,182,21,20,52,41,5,6,25,18,1,6,146,123,15,8
N00000017,340,315,14,11,132,128,3,1,48,43,1,4,160,144,10,6
N00000018,229,202,14,13,80,72,5,3,31,25,1,5,118,105,8,5
N00000019,261,230,19,12,79,70,7,2,30,24,0,6,152,136,12,4
N00000020,236,212,17,7,87,83,1,3,37,31,3,3,112,98,13,1
N00000021,269,241,17,11,78,75,3,0,33,33,0,0,158,133,14,11
N00000022,269,238,16,15,88,80,3,5,28,23,1,4,153,135,12,6
N00000023,218,194,14,10,51,45,3,3,31,26,1,4,136,123,10,3
N00000024,533,492,36,5,187,181,5,1,47,43,3,1,299,268,28,3
N00000025,460,423,26,11,135,125,8,2,40,36,4,0,285,262,14,9
N00000026,466,442,23,1,153,150,3,0,35,35,0,0,278,257,20,1
N00000027,540,502,25,13,203,197,3,3,77,72,2,3,260,233,20,7
N00000028,236,216,18,2,86,81,4,1,13,11,2,0,137,124,12,1
N00000029,403,367,26,10,137,131,4,2,34,29,2,3,232,207,20,5
N00000030,375,349,14,12,119,110,3,6,36,33,2,1,220,206,9,5
N00000031,707,668,31,8,282,274,6,2,78,75,3,0,347,319,22,6
N00000032,386,367,13,6,135,133,1,1,39,37,0,2,212,197,12,3
N00000033,498,462,27,9,171,160,10,1,62,59,2,1,265,243,15,7
N00000034,474,423,26,25,151,138,5,8,45,37,2,6,278,248,19,11
N00000035,291,244,20,27,91,77,6,8,54,41,2,11,146,126,12,8
N00000036,345,313,20,12,114,110,4,0,42,38,2,2,189,165,14,10
N00000037,285,267,12,6,75,74,0,1,37,32,3,2,173,161,9,3
N00000038,406,384,16,6,157,153,1,3,27,25,1,1,222,206,14,2
N00000039,1262,1141,88,33,528,495,20,13,181,163,13,5,553,483,55,15
N00000040,265,243,21,1,89,81,8,0,41,39,2,0,135,123,11,1
N00000041,462,434,21,7,199,190,8,1,58,52,2,4,205,192,11,2
N00000042,410,389,20,1,170,167,3,0,38,37,1,0,202,185,16,1
N00000043,1245,1145,63,37,553,527,18,8,142,120,9,13,550,498,36,16
N00000044,312,293,14,5,135,130,4,1,34,30,2,2,143,133,8,2
N00000045,515,487,21,7,175,171,3,1,56,50,4,2,284,266,14,4
N00000046,394,375,14,5,127,121,6,0,33,33,0,0,234,221,8,5
N00000047,374,337,31,6,88,85,3,0,28,25,3,0,258,227,25,6
N00000048,304,266,12,26,106,94,3,9,45,37,1,7,153,135,8,10
