GeographyCode,LC6107NI0001,LC6107NI0002,LC6107NI0003,LC6107NI0004,LC6107NI0005,LC6107NI0006,LC6107NI0007,LC6107NI0008,LC6107NI0009,LC6107NI0010,LC6107NI0011,LC6107NI0012,LC6107NI0013,LC6107NI0014,LC6107NI0015,LC6107NI0016,LC6107NI0017,LC6107NI0018,LC6107NI0019,LC6107NI0020,LC6107NI0021
N00000001,754,718,36,625,595,30,84,77,7,485,464,21,22,20,2,34,34,0,129,123,6
N00000002,249,131,118,181,108,73,42,24,18,111,66,45,17,9,8,11,9,2,68,23,45
N00000003,166,67,99,119,48,71,24,9,15,67,29,38,24,8,16,4,2,2,47,19,28
N00000004,449,219,230,328,171,157,74,49,25,155,83,72,81,27,54,18,12,6,121,48,73
N00000005,275,146,129,215,128,87,36,25,11,124,75,49,50,23,27,5,5,0,60,18,42
N00000006,174,92,82,144,85,59,34,20,14,72,47,25,28,10,18,10,8,2,30,7,23
N00000007,176,87,89,138,74,64,24,14,10,87,46,41,19,7,12,8,7,1,38,13,25
N00000008,229,121,108,178,106,72,20,9,11,105,69,36,37,17,20,16,11,5,51,15,36
N00000009,533,345,188,426,307,119,77,54,23,268,202,66,63,38,25,18,13,5,107,38,69
N00000010,172,82,90,119,66,53,28,17,11,55,35,20,30,10,20,6,4,2,53,16,37
N00000011,214,94,120,137,79,58,39,25,14,85,46,39,6,4,2,7,4,3,77,15,62
N00000012,207,97,110,140,93,47,42,28,14,84,53,31,6,4,2,8,8,0,67,4,63
N00000013,197,96,101,131,76,55,19,10,9,85,50,35,12,5,7,15,11,4,66,20,46
N00000014,359,221,138,280,207,73,64,47,17,178,130,48,23,16,7,15,14,1,79,14,65
N00000015,170,71,99,94,53,41,28,18,10,48,27,21,9,2,7,9,6,3,76,18,58
N00000016,172,79,93,110,65,45,19,14,5,71,40,31,8,3,5,12,8,4,62,14,48
N00000017,244,135,109,165,108,57,48,35,13,87,53,34,15,9,6,15,11,4,79,27,52
N00000018,165,95,70,117,72,45,23,13,10,80,52,28,6,4,2,8,3,5,48,23,25
N00000019,201,97,104,124,78,46,34,24,10,76,47,29,6,2,4,8,5,3,77,19,58
N00000020,158,88,70,98,67,31,28,18,10,59,40,19,1,1,0,10,8,2,60,21,39
N00000021,198,104,94,121,82,39,26,16,10,81,59,22,7,3,4,7,4,3,77,22,55
N00000022,191,101,90,122,74,48,32,19,13,70,41,29,8,3,5,12,11,1,69,27,42
N00000023,160,78,82,93,63,30,32,23,9,51,32,19,5,3,2,5,5,0,67,15,52
N00000024,379,201,178,292,164,128,71,49,22,136,75,61,74,32,42,11,8,3,87,37,50
N00000025,347,137,210,252,109,143,55,28,27,130,59,71,56,17,39,11,5,6,95,28,67
N00000026,356,176,180,272,142,130,64,33,31,134,76,58,62,22,40,12,11,1,84,34,50
N00000027,380,216,164,271,164,107,64,46,18,132,87,45,61,19,42,14,12,2,109,52,57
N00000028,184,88,96,141,74,67,31,18,13,79,38,41,13,5,8,18,13,5,43,14,29
N00000029,304,153,151,231,125,106,57,32,25,103,60,43,58,23,35,13,10,3,73,28,45
N00000030,277,122,155,201,101,100,44,21,23,103,56,47,43,14,29,11,10,1,76,21,55
N00000031,489,260,229,359,222,137,75,47,28,193,127,66,70,35,35,21,13,8,130,38,92
N00000032,270,139,131,184,112,72,37,22,15,105,66,39,32,16,16,10,8,2,86,27,59
N00000033,361,187,174,255,153,102,46,31,15,144,91,53,56,23,33,9,8,1,106,34,72
N00000034,322,173,149,237,154,83,51,33,18,136,91,45,37,21,16,13,9,4,85,19,66
N00000035,222,132,90,135,90,45,31,21,10,74,47,27,15,10,5,15,12,3,87,42,45
N00000036,260,139,121,192,110,82,33,18,15,118,66,52,23,14,9,18,12,6,68,29,39
N00000037,212,98,114,133,78,55,35,20,15,75,44,31,10,6,4,13,8,5,79,20,59
N00000038,284,131,153,199,102,97,50,33,17,95,44,51,37,11,26,17,14,3,85,29,56
N00000039,826,549,277,636,452,184,187,142,45,345,235,110,58,38,20,46,37,9,190,97,93
N00000040,201,117,84,126,89,37,41,24,17,66,53,13,11,6,5,8,6,2,75,28,47
N00000041,314,197,117,232,156,76,55,41,14,144,97,47,26,13,13,7,5,2,82,41,41
N00000042,307,167,140,217,128,89,54,29,25,115,69,46,29,15,14,19,15,4,90,39,51
N00000043,787,522,265,590,423,167,159,132,27,335,221,114,53,36,17,43,34,9,197,99,98
N00000044,202,122,80,125,84,41,29,20,9,72,46,26,12,6,6,12,12,0,77,38,39
N00000045,367,201,166,281,171,110,54,35,19,142,94,48,73,34,39,12,8,4,86,30,56
N00000046,282,134,148,201,97,104,47,23,24,93,47,46,51,21,30,10,6,4,81,37,44
N00000047,285,101,184,193,86,107,38,24,14,103,49,54,43,6,37,9,7,2,92,15,77
N00000048,224,135,89,147,104,43,39,29,10,80,56,24,16,8,8,12,11,1,77,31,46
N00000049,202,113,89,136,89,47,33,19,14,75,50,25,12,8,4,16,12,4,66,24,42
N00000050,232,100,132,154,79,75,26,13,13,99,55,44,22,7,15,7,4,3,78,21,57
N00000051,219,120,99,128,85,43,42,32,10,60,38,22,8,4,4,18,11,7,91,35,56
N00000052,231,119,112,143,87,56,36,24,12,77,46,31,11,3,8,19,14,5,88,32,56
N00000053,196,120,76,129,93,36,36,27,9,72,49,23,4,4,0,17,13,4,67,27,40
N00000054,193,114,79,133,92,41,38,30,8,72,43,29,6,5,1,17,14,3,60,22,38
N00000055,204,95,109,130,76,54,37,21,16,68,36,32,8,4,4,17,15,2,74,19,55
N00000056,219,109,110,141,87,54,29,18,11,90,53,37,6,5,1,16,11,5,78,22,56
N00000057,192,123,69,120,82,38,37,27,10,65,43,22,4,2,2,14,10,4,72,41,31
N00000058,191,116,75,132,86,46,24,15,9,90,59,31,6,3,3,12,9,3,59,30,29
N00000059,170,102,68,114,86,28,31,23,8,62,45,17,6,5,1,15,13,2,56,16,40
N00000060,284,169,115,185,134,51,55,46,9,96,66,30,10,4,6,24,18,6,99,35,64
N00000061,210,73,137,124,59,65,35,16,19,70,39,31,19,4,15,0,0,0,86,14,72
N00000062,272,120,152,170,94,76,41,26,15,106,54,52,12,4,8,11,10,1,102,26,76
N00000063,276,158,118,170,115,55,44,34,10,89,52,37,13,9,4,24,20,4,106,43,63
N00000064,206,115,91,106,72,34,21,12,9,58,40,18,9,3,6,18,17,1,100,43,57
N00000065,310,124,186,208,111,97,54,31,23,121,61,60,17,10,7,16,9,7,102,13,89
N00000066,211,83,128,148,78,70,38,21,17,93,50,43,15,7,8,2,0,2,63,5,58
N00000067,234,133,101,128,88,40,28,20,8,74,51,23,9,4,5,17,13,4,106,45,61
N00000068,272,130,142,194,113,81,54,30,24,104,63,41,25,11,14,11,9,2,78,17,61
N00000069,228,141,87,116,90,26,35,27,8,46,34,12,6,6,0,29,23,6,112,51,61
N00000070,184,57,127,107,42,65,19,6,13,73,34,39,10,1,9,5,1,4,77,15,62
N00000071,206,87,119,128,72,56,33,23,10,84,44,40,6,2,4,5,3,2,78,15,63
N00000072,1244,860,384,1004,746,258,196,147,49,652,481,171,95,65,30,61,53,8,240,114,126
N00000073,361,198,163,247,182,65,49,39,10,168,127,41,20,9,11,10,7,3,114,16,98
N00000074,756,554,202,622,495,127,116,86,30,419,341,78,58,42,16,29,26,3,134,59,75
N00000075,329,217,112,223,169,54,35,24,11,167,133,34,14,5,9,7,7,0,106,48,58
N00000076,233,141,92,186,122,64,48,32,16,120,81,39,14,6,8,4,3,1,47,19,28
N00000077,200,99,101,148,85,63,38,28,10,89,45,44,14,6,8,7,6,1,52,14,38
N00000078,321,233,88,269,212,57,62,53,9,177,143,34,24,11,13,6,5,1,52,21,31
N00000079,399,203,196,306,163,143,74,50,24,149,79,70,77,30,47,6,4,2,93,40,53
N00000080,309,150,159,233,123,110,56,33,23,135,72,63,34,11,23,8,7,1,76,27,49
N00000081,254,109,145,170,82,88,35,18,17,98,48,50,33,13,20,4,3,1,84,27,57
N00000082,257,107,150,186,88,98,37,15,22,92,51,41,52,18,34,5,4,1,71,19,52
N00000083,484,255,229,365,202,163,78,51,27,191,105,86,89,42,47,7,4,3,119,53,66
N00000084,334,148,186,235,112,123,50,25,25,126,67,59,53,15,38,6,5,1,99,36,63
N00000085,300,159,141,175,118,57,27,18,9,119,81,38,13,8,5,16,11,5,125,41,84
N00000086,279,164,115,203,132,71,38,22,16,120,76,44,31,22,9,14,12,2,76,32,44
N00000087,651,342,309,504,289,215,95,45,50,300,176,124,80,43,37,29,25,4,147,53,94
