GeographyCode,LC6301NI0001,LC6301NI0002,LC6301NI0003,LC6301NI0004,LC6301NI0005,LC6301NI0006,LC6301NI0007,LC6301NI0008,LC6301NI0009,LC6301NI0010,LC6301NI0011,LC6301NI0012
N00000001,757,110,647,728,102,626,14,5,9,15,3,12
N00000002,269,38,231,242,31,211,17,4,13,10,3,7
N00000003,179,29,150,138,23,115,25,4,21,16,2,14
N00000004,466,94,372,382,75,307,60,12,48,24,7,17
N00000005,281,47,234,243,37,206,28,9,19,10,1,9
N00000006,198,36,162,165,20,145,22,11,11,11,5,6
N00000007,194,34,160,171,28,143,15,4,11,8,2,6
N00000008,244,46,198,210,36,174,22,10,12,12,0,12
N00000009,564,108,456,491,79,412,44,16,28,29,13,16
N00000010,192,31,161,177,23,154,11,7,4,4,1,3
N00000011,251,24,227,217,19,198,15,3,12,19,2,17
N00000012,222,24,198,195,16,179,17,6,11,10,2,8
N00000013,227,41,186,199,32,167,16,9,7,12,0,12
N00000014,382,36,346,338,32,306,23,3,20,21,1,20
N00000015,195,20,175,161,15,146,14,2,12,20,3,17
N00000016,191,19,172,155,11,144,22,5,17,14,3,11
N00000017,252,22,230,218,15,203,21,6,15,13,1,12
N00000018,181,21,160,152,18,134,14,2,12,15,1,14
N00000019,212,13,199,181,11,170,14,0,14,17,2,15
N00000020,170,18,152,150,16,134,8,2,6,12,0,12
N00000021,215,18,197,179,12,167,16,4,12,20,2,18
N00000022,222,24,198,188,16,172,13,4,9,21,4,17
N00000023,184,17,167,150,12,138,12,2,10,22,3,19
N00000024,402,85,317,337,66,271,42,13,29,23,6,17
N00000025,371,62,309,291,42,249,49,15,34,31,5,26
N00000026,383,66,317,326,45,281,35,12,23,22,9,13
N00000027,401,65,336,327,52,275,47,11,36,27,2,25
N00000028,188,31,157,166,22,144,16,7,9,6,2,4
N00000029,323,76,247,279,59,220,35,14,21,9,3,6
N00000030,305,68,237,249,47,202,37,16,21,19,5,14
N00000031,516,87,429,445,66,379,44,17,27,27,4,23
N00000032,293,45,248,237,31,206,36,10,26,20,4,16
N00000033,383,50,333,335,40,295,40,6,34,8,4,4
N00000034,373,75,298,321,62,259,37,10,27,15,3,12
N00000035,239,37,202,198,24,174,26,10,16,15,3,12
N00000036,279,30,249,241,22,219,25,6,19,13,2,11
N00000037,236,28,208,203,22,181,14,4,10,19,2,17
N00000038,307,42,265,241,25,216,34,11,23,32,6,26
N00000039,894,129,765,763,97,666,77,24,53,54,8,46
N00000040,209,15,194,184,12,172,9,0,9,16,3,13
N00000041,321,35,286,275,31,244,24,4,20,22,0,22
N00000042,315,36,279,258,23,235,30,13,17,27,0,27
N00000043,841,120,721,699,89,610,88,22,66,54,9,45
N00000044,223,27,196,186,16,170,18,6,12,19,5,14
N00000045,383,65,318,317,46,271,43,13,30,23,6,17
N00000046,313,59,254,274,47,227,26,8,18,13,4,9
N00000047,314,62,252,246,42,204,51,20,31,17,0,17
N00000048,240,17,223,212,11,201,11,3,8,17,3,14
N00000049,210,29,181,188,21,167,12,6,6,10,2,8
N00000050,254,49,205,212,34,178,29,12,17,13,3,10
N00000051,231,26,205,180,16,164,24,8,16,27,2,25
