GeographyCode,LC4402NI0001,LC4402NI0002,LC4402NI0003,LC4402NI0004,LC4402NI0005,LC4402NI0006,LC4402NI0007,LC4402NI0008,LC4402NI0009,LC4402NI0010,LC4402NI0011,LC4402NI0012,LC4402NI0013,LC4402NI0014,LC4402NI0015,LC4402NI0016,LC4402NI0017,LC4402NI0018,LC4402NI0019,LC4402NI0020,LC4402NI0021,LC4402NI0022,LC4402NI0023,LC4402NI0024
N00000001,310,305,5,0,0,0,12,11,1,0,0,0,268,264,4,0,0,0,0,0,0,30,30,0
N00000002,141,119,22,0,0,0,19,2,17,2,2,0,92,88,4,2,2,0,2,2,0,24,23,1
N00000003,78,77,1,0,0,0,1,1,0,0,0,0,57,56,1,2,2,0,1,1,0,17,17,0
N00000004,195,193,2,4,4,0,2,2,0,1,1,0,136,134,2,3,3,0,0,0,0,49,49,0
N00000005,124,124,0,3,3,0,3,3,0,1,1,0,88,88,0,1,1,0,2,2,0,26,26,0
N00000006,86,85,1,3,3,0,1,1,0,0,0,0,59,58,1,2,2,0,1,1,0,20,20,0
N00000007,89,86,3,1,1,0,3,1,2,0,0,0,59,58,1,0,0,0,0,0,0,26,26,0
N00000008,138,123,15,0,0,0,17,3,14,5,4,1,92,92,0,3,3,0,0,0,0,21,21,0
N00000009,275,238,37,1,1,0,37,3,34,3,1,2,197,196,1,4,4,0,1,1,0,32,32,0
N00000010,86,86,0,2,2,0,1,1,0,1,1,0,57,57,0,4,4,0,0,0,0,21,21,0
N00000011,136,112,24,0,0,0,0,0,0,6,1,5,100,93,7,17,5,12,0,0,0,13,13,0
N00000012,121,101,20,0,0,0,0,0,0,3,2,1,85,73,12,12,6,6,0,0,0,21,20,1
N00000013,136,101,35,1,1,0,5,0,5,24,2,22,86,82,4,6,3,3,1,0,1,13,13,0
N00000014,205,183,22,0,0,0,55,40,15,3,2,1,116,111,5,11,11,0,0,0,0,20,19,1
N00000015,119,91,28,0,0,0,1,1,0,19,2,17,76,73,3,12,6,6,2,0,2,9,9,0
N00000016,122,66,56,1,0,1,3,2,1,10,2,8,78,56,22,26,2,24,0,0,0,4,4,0
N00000017,144,140,4,0,0,0,49,46,3,2,1,1,79,79,0,4,4,0,2,2,0,8,8,0
N00000018,94,92,2,0,0,0,3,3,0,6,4,2,67,67,0,1,1,0,0,0,0,17,17,0
N00000019,116,110,6,0,0,0,19,14,5,0,0,0,78,77,1,8,8,0,0,0,0,11,11,0
N00000020,122,122,0,0,0,0,47,47,0,1,1,0,61,61,0,7,7,0,0,0,0,6,6,0
N00000021,128,102,26,1,0,1,18,10,8,15,0,15,82,80,2,5,5,0,0,0,0,7,7,0
N00000022,126,126,0,0,0,0,23,23,0,3,3,0,79,79,0,6,6,0,0,0,0,15,15,0
N00000023,115,114,1,0,0,0,20,20,0,1,1,0,82,81,1,3,3,0,0,0,0,9,9,0
N00000024,174,172,2,1,1,0,3,2,1,0,0,0,140,139,1,4,4,0,2,2,0,24,24,0
N00000025,159,156,3,5,3,2,5,5,0,1,0,1,110,110,0,5,5,0,2,2,0,31,31,0
N00000026,151,147,4,2,2,0,4,3,1,2,1,1,104,104,0,3,3,0,2,2,0,34,32,2
N00000027,178,176,2,0,0,0,5,5,0,0,0,0,138,136,2,5,5,0,1,1,0,29,29,0
N00000028,85,81,4,0,0,0,1,1,0,0,0,0,66,65,1,9,6,3,1,1,0,8,8,0
N00000029,136,131,5,1,1,0,4,4,0,0,0,0,94,90,4,5,5,0,0,0,0,32,31,1
N00000030,131,128,3,4,4,0,3,2,1,1,0,1,92,92,0,1,1,0,0,0,0,30,29,1
N00000031,201,200,1,3,3,0,1,1,0,0,0,0,138,138,0,5,5,0,5,5,0,49,48,1
N00000032,133,133,0,0,0,0,0,0,0,1,1,0,89,89,0,1,1,0,0,0,0,42,42,0
