GeographyCode,LC2601NI0001,LC2601NI0002,LC2601NI0003,LC2601NI0004,LC2601NI0005,LC2601NI0006,LC2601NI0007,LC2601NI0008,LC2601NI0009,LC2601NI0010,LC2601NI0011,LC2601NI0012,LC2601NI0013,LC2601NI0014,LC2601NI0015,LC2601NI0016,LC2601NI0017,LC2601NI0018,LC2601NI0019,LC2601NI0020,LC2601NI0021
N00000001,754,133,621,625,101,524,595,88,507,30,13,17,129,32,97,123,27,96,6,5,1
N00000002,249,212,37,181,152,29,108,87,21,73,65,8,68,60,8,23,21,2,45,39,6
N00000003,166,152,14,119,109,10,48,45,3,71,64,7,47,43,4,19,17,2,28,26,2
N00000004,449,403,46,328,297,31,171,159,12,157,138,19,121,106,15,48,42,6,73,64,9
N00000005,275,252,23,215,192,23,128,113,15,87,79,8,60,60,0,18,18,0,42,42,0
N00000006,174,153,21,144,124,20,85,75,10,59,49,10,30,29,1,7,7,0,23,22,1
N00000007,176,153,23,138,119,19,74,59,15,64,60,4,38,34,4,13,11,2,25,23,2
N00000008,229,185,44,178,138,40,106,79,27,72,59,13,51,47,4,15,14,1,36,33,3
N00000009,533,458,75,426,363,63,307,260,47,119,103,16,107,95,12,38,31,7,69,64,5
N00000010,172,151,21,119,105,14,66,58,8,53,47,6,53,46,7,16,15,1,37,31,6
N00000011,214,188,26,137,114,23,79,64,15,58,50,8,77,74,3,15,13,2,62,61,1
N00000012,207,183,24,140,119,21,93,80,13,47,39,8,67,64,3,4,4,0,63,60,3
N00000013,197,167,30,131,112,19,76,64,12,55,48,7,66,55,11,20,15,5,46,40,6
N00000014,359,295,64,280,225,55,207,166,41,73,59,14,79,70,9,14,11,3,65,59,6
N00000015,170,150,20,94,79,15,53,45,8,41,34,7,76,71,5,18,18,0,58,53,5
N00000016,172,140,32,110,87,23,65,51,14,45,36,9,62,53,9,14,9,5,48,44,4
N00000017,244,222,22,165,148,17,108,96,12,57,52,5,79,74,5,27,26,1,52,48,4
N00000018,165,139,26,117,98,19,72,61,11,45,37,8,48,41,7,23,19,4,25,22,3
N00000019,201,175,26,124,104,20,78,63,15,46,41,5,77,71,6,19,17,2,58,54,4
N00000020,158,139,19,98,85,13,67,58,9,31,27,4,60,54,6,21,19,2,39,35,4
N00000021,198,174,24,121,103,18,82,75,7,39,28,11,77,71,6,22,19,3,55,52,3
N00000022,191,168,23,122,106,16,74,63,11,48,43,5,69,62,7,27,25,2,42,37,5
N00000023,160,139,21,93,80,13,63,54,9,30,26,4,67,59,8,15,12,3,52,47,5
N00000024,379,345,34,292,266,26,164,154,10,128,112,16,87,79,8,37,35,2,50,44,6
N00000025,347,317,30,252,227,25,109,99,10,143,128,15,95,90,5,28,24,4,67,66,1
N00000026,356,337,19,272,259,13,142,139,3,130,120,10,84,78,6,34,33,1,50,45,5
N00000027,380,345,35,271,246,25,164,152,12,107,94,13,109,99,10,52,43,9,57,56,1
N00000028,184,166,18,141,125,16,74,66,8,67,59,8,43,41,2,14,13,1,29,28,1
N00000029,304,275,29,231,208,23,125,115,10,106,93,13,73,67,6,28,26,2,45,41,4
N00000030,277,259,18,201,188,13,101,95,6,100,93,7,76,71,5,21,18,3,55,53,2
N00000031,489,457,32,359,330,29,222,208,14,137,122,15,130,127,3,38,37,1,92,90,2
N00000032,270,254,16,184,174,10,112,108,4,72,66,6,86,80,6,27,26,1,59,54,5
N00000033,361,335,26,255,237,18,153,142,11,102,95,7,106,98,8,34,31,3,72,67,5
N00000034,322,282,40,237,202,35,154,131,23,83,71,12,85,80,5,19,18,1,66,62,4
N00000035,222,182,40,135,111,24,90,73,17,45,38,7,87,71,16,42,30,12,45,41,4
N00000036,260,231,29,192,168,24,110,97,13,82,71,11,68,63,5,29,28,1,39,35,4
N00000037,212,197,15,133,123,10,78,69,9,55,54,1,79,74,5,20,19,1,59,55,4
N00000038,284,263,21,199,184,15,102,95,7,97,89,8,85,79,6,29,25,4,56,54,2
N00000039,826,734,92,636,565,71,452,399,53,184,166,18,190,169,21,97,93,4,93,76,17
N00000040,201,184,17,126,119,7,89,85,4,37,34,3,75,65,10,28,23,5,47,42,5
N00000041,314,290,24,232,214,18,156,138,18,76,76,0,82,76,6,41,38,3,41,38,3
N00000042,307,290,17,217,204,13,128,120,8,89,84,5,90,86,4,39,37,2,51,49,2
N00000043,787,705,82,590,526,64,423,377,46,167,149,18,197,179,18,99,89,10,98,90,8
N00000044,202,188,14,125,115,10,84,76,8,41,39,2,77,73,4,38,35,3,39,38,1
N00000045,367,342,25,281,259,22,171,156,15,110,103,7,86,83,3,30,28,2,56,55,1
N00000046,282,266,16,201,188,13,97,91,6,104,97,7,81,78,3,37,36,1,44,42,2
N00000047,285,257,28,193,173,20,86,78,8,107,95,12,92,84,8,15,14,1,77,70,7
N00000048,224,195,29,147,127,20,104,88,16,43,39,4,77,68,9,31,26,5,46,42,4
N00000049,202,173,29,136,117,19,89,76,13,47,41,6,66,56,10,24,19,5,42,37,5
N00000050,232,208,24,154,134,20,79,69,10,75,65,10,78,74,4,21,18,3,57,56,1
N00000051,219,184,35,128,105,23,85,67,18,43,38,5,91,79,12,35,31,4,56,48,8
N00000052,231,192,39,143,120,23,87,70,17,56,50,6,88,72,16,32,26,6,56,46,10
N00000053,196,151,45,129,96,33,93,70,23,36,26,10,67,55,12,27,19,8,40,36,4
N00000054,193,168,25,133,113,20,92,82,10,41,31,10,60,55,5,22,21,1,38,34,4
N00000055,204,181,23,130,116,14,76,69,7,54,47,7,74,65,9,19,16,3,55,49,6
N00000056,219,189,30,141,121,20,87,75,12,54,46,8,78,68,10,22,21,1,56,47,9
N00000057,192,162,30,120,100,20,82,67,15,38,33,5,72,62,10,41,37,4,31,25,6
N00000058,191,150,41,132,100,32,86,64,22,46,36,10,59,50,9,30,23,7,29,27,2
N00000059,170,132,38,114,87,27,86,66,20,28,21,7,56,45,11,16,13,3,40,32,8
N00000060,284,233,51,185,143,42,134,102,32,51,41,10,99,90,9,35,33,2,64,57,7
N00000061,210,181,29,124,103,21,59,49,10,65,54,11,86,78,8,14,12,2,72,66,6
N00000062,272,240,32,170,152,18,94,86,8,76,66,10,102,88,14,26,25,1,76,63,13
N00000063,276,225,51,170,131,39,115,86,29,55,45,10,106,94,12,43,38,5,63,56,7
N00000064,206,171,35,106,88,18,72,60,12,34,28,6,100,83,17,43,35,8,57,48,9
