GeographyCode,LC2302NI0001,LC2302NI0002,LC2302NI0003,LC2302NI0004,LC2302NI0005,LC2302NI0006,LC2302NI0007,LC2302NI0008,LC2302NI0009,LC2302NI0010,LC2302NI0011,LC2302NI0012,LC2302NI0013,LC2302NI0014,LC2302NI0015,LC2302NI0016
N00000001,1113,161,516,436,749,105,333,311,321,53,159,109,43,3,24,16
N00000002,351,235,102,14,207,150,45,12,88,52,35,1,56,33,22,1
N00000003,237,112,119,6,123,68,51,4,74,29,44,1,40,15,24,1
N00000004,616,320,267,29,340,193,127,20,196,96,95,5,80,31,45,4
N00000005,374,185,161,28,204,104,89,11,123,55,51,17,47,26,21,0
N00000006,251,151,87,13,143,94,39,10,77,43,32,2,31,14,16,1
N00000007,245,62,166,17,125,36,81,8,94,21,66,7,26,5,19,2
N00000008,288,88,162,38,132,46,66,20,98,26,57,15,58,16,39,3
N00000009,727,141,513,73,429,87,291,51,205,36,154,15,93,18,68,7
N00000010,242,30,191,21,113,19,85,9,92,8,73,11,37,3,33,1
N00000011,293,92,185,16,118,37,67,14,83,26,56,1,92,29,62,1
N00000012,264,84,164,16,91,30,54,7,109,31,72,6,64,23,38,3
N00000013,268,89,165,14,109,37,62,10,87,29,54,4,72,23,49,0
N00000014,460,180,240,40,180,70,91,19,176,69,89,18,104,41,60,3
N00000015,226,74,143,9,88,24,58,6,58,23,33,2,80,27,52,1
N00000016,223,51,151,21,76,19,46,11,66,15,46,5,81,17,59,5
N00000017,340,43,254,43,165,30,105,30,103,10,87,6,72,3,62,7
N00000018,229,27,178,24,100,12,73,15,85,11,68,6,44,4,37,3
N00000019,261,13,217,31,97,5,78,14,95,5,78,12,69,3,61,5
N00000020,236,23,191,22,79,12,57,10,93,6,79,8,64,5,55,4
N00000021,269,42,194,33,92,18,57,17,94,11,72,11,83,13,65,5
N00000022,269,36,207,26,91,12,64,15,101,14,78,9,77,10,65,2
N00000023,218,11,181,26,53,6,39,8,98,5,79,14,67,0,63,4
N00000024,533,64,430,39,294,46,225,23,175,11,152,12,64,7,53,4
N00000025,460,69,360,31,222,41,161,20,150,18,122,10,88,10,77,1
N00000026,466,102,337,27,248,65,164,19,150,25,120,5,68,12,53,3
