GeographyCode,LC2215NI0001,LC2215NI0002,LC2215NI0003,LC2215NI0004,LC2215NI0005,LC2215NI0006,LC2215NI0007,LC2215NI0008,LC2215NI0009,LC2215NI0010,LC2215NI0011,LC2215NI0012,LC2215NI0013,LC2215NI0014,LC2215NI0015
N00000001,1113,610,31,45,427,269,147,23,43,56,844,463,8,2,371
N00000002,351,127,121,61,42,309,111,114,61,23,42,16,7,0,19
N00000003,237,96,57,41,43,220,91,53,40,36,17,5,4,1,7
N00000004,616,232,155,164,65,566,216,144,163,43,50,16,11,1,22
N00000005,374,163,80,97,34,345,154,73,93,25,29,9,7,4,9
N00000006,251,85,76,60,30,226,70,75,60,21,25,15,1,0,9
N00000007,245,128,19,60,38,218,112,18,58,30,27,16,1,2,8
N00000008,288,169,40,43,36,240,145,35,43,17,48,24,5,0,19
N00000009,727,418,42,121,146,642,391,31,114,106,85,27,11,7,40
N00000010,242,138,17,43,44,220,128,16,39,37,22,10,1,4,7
N00000011,293,160,32,60,41,260,146,29,56,29,33,14,3,4,12
N00000012,264,144,28,50,42,237,130,26,50,31,27,14,2,0,11
N00000013,268,137,36,45,50,236,125,33,42,36,32,12,3,3,14
N00000014,460,244,45,105,66,386,212,37,99,38,74,32,8,6,28
N00000015,226,140,25,40,21,204,128,23,39,14,22,12,2,1,7
N00000016,223,132,12,48,31,182,112,9,48,13,41,20,3,0,18
N00000017,340,216,23,62,39,315,202,21,61,31,25,14,2,1,8
N00000018,229,144,7,39,39,202,133,6,38,25,27,11,1,1,14
N00000019,261,191,2,35,33,230,173,0,34,23,31,18,2,1,10
N00000020,236,151,10,49,26,212,138,7,48,19,24,13,3,1,7
N00000021,269,183,5,51,30,241,168,5,48,20,28,15,0,3,10
N00000022,269,172,12,49,36,238,159,10,49,20,31,13,2,0,16
N00000023,218,151,9,32,26,194,139,8,31,16,24,12,1,1,10
N00000024,533,358,37,65,73,492,329,35,61,67,41,29,2,4,6
N00000025,460,260,42,77,81,423,249,36,76,62,37,11,6,1,19
N00000026,466,273,62,74,57,442,259,58,70,55,24,14,4,4,2
N00000027,540,192,153,148,47,502,182,145,145,30,38,10,8,3,17
N00000028,236,56,96,67,17,216,51,88,67,10,20,5,8,0,7
N00000029,403,258,15,73,57,367,236,14,70,47,36,22,1,3,10
N00000030,375,235,31,56,53,349,229,26,54,40,26,6,5,2,13
N00000031,707,96,352,196,63,668,86,337,190,55,39,10,15,6,8
N00000032,386,148,79,137,22,367,140,74,135,18,19,8,5,2,4
N00000033,498,195,165,115,23,462,177,157,113,15,36,18,8,2,8
