GeographyCode,LC6108NI0001,LC6108NI0002,LC6108NI0003,LC6108NI0004,LC6108NI0005,LC6108NI0006,LC6108NI0007,LC6108NI0008,LC6108NI0009,LC6108NI0010,LC6108NI0011,LC6108NI0012,LC6108NI0013,LC6108NI0014,LC6108NI0015,LC6108NI0016,LC6108NI0017,LC6108NI0018,LC6108NI0019,LC6108NI0020,LC6108NI0021
N00000001,754,437,317,625,414,211,84,12,72,485,388,97,22,11,11,34,3,31,129,23,106
N00000002,249,126,123,181,99,82,42,13,29,111,65,46,17,14,3,11,7,4,68,27,41
N00000003,166,82,84,119,63,56,24,3,21,67,40,27,24,16,8,4,4,0,47,19,28
N00000004,449,231,218,328,185,143,74,21,53,155,94,61,81,62,19,18,8,10,121,46,75
N00000005,275,144,131,215,119,96,36,7,29,124,68,56,50,41,9,5,3,2,60,25,35
N00000006,174,87,87,144,75,69,34,6,28,72,43,29,28,22,6,10,4,6,30,12,18
N00000007,176,93,83,138,78,60,24,6,18,87,51,36,19,16,3,8,5,3,38,15,23
N00000008,229,119,110,178,99,79,20,5,15,105,58,47,37,28,9,16,8,8,51,20,31
N00000009,533,262,271,426,222,204,77,11,66,268,160,108,63,40,23,18,11,7,107,40,67
N00000010,172,85,87,119,66,53,28,6,22,55,32,23,30,24,6,6,4,2,53,19,34
N00000011,214,101,113,137,71,66,39,8,31,85,54,31,6,3,3,7,6,1,77,30,47
N00000012,207,105,102,140,71,69,42,3,39,84,60,24,6,5,1,8,3,5,67,34,33
N00000013,197,102,95,131,74,57,19,0,19,85,53,32,12,9,3,15,12,3,66,28,38
N00000014,359,176,183,280,144,136,64,11,53,178,108,70,23,13,10,15,12,3,79,32,47
N00000015,170,85,85,94,51,43,28,9,19,48,28,20,9,8,1,9,6,3,76,34,42
N00000016,172,89,83,110,60,50,19,3,16,71,43,28,8,7,1,12,7,5,62,29,33
N00000017,244,106,138,165,84,81,48,11,37,87,52,35,15,11,4,15,10,5,79,22,57
N00000018,165,83,82,117,65,52,23,8,15,80,47,33,6,4,2,8,6,2,48,18,30
N00000019,201,102,99,124,73,51,34,15,19,76,50,26,6,5,1,8,3,5,77,29,48
N00000020,158,60,98,98,37,61,28,4,24,59,27,32,1,1,0,10,5,5,60,23,37
N00000021,198,96,102,121,64,57,26,3,23,81,51,30,7,4,3,7,6,1,77,32,45
N00000022,191,87,104,122,59,63,32,5,27,70,40,30,8,8,0,12,6,6,69,28,41
N00000023,160,77,83,93,49,44,32,8,24,51,33,18,5,4,1,5,4,1,67,28,39
N00000024,379,195,184,292,157,135,71,13,58,136,82,54,74,54,20,11,8,3,87,38,49
N00000025,347,181,166,252,146,106,55,16,39,130,78,52,56,45,11,11,7,4,95,35,60
N00000026,356,179,177,272,136,136,64,8,56,134,75,59,62,46,16,12,7,5,84,43,41
N00000027,380,200,180,271,153,118,64,19,45,132,80,52,61,47,14,14,7,7,109,47,62
N00000028,184,94,90,141,76,65,31,7,24,79,46,33,13,9,4,18,14,4,43,18,25
N00000029,304,164,140,231,135,96,57,14,43,103,68,35,58,43,15,13,10,3,73,29,44
N00000030,277,142,135,201,106,95,44,8,36,103,58,45,43,32,11,11,8,3,76,36,40
N00000031,489,254,235,359,199,160,75,15,60,193,103,90,70,64,6,21,17,4,130,55,75
N00000032,270,127,143,184,88,96,37,1,36,105,55,50,32,26,6,10,6,4,86,39,47
N00000033,361,200,161,255,146,109,46,7,39,144,90,54,56,44,12,9,5,4,106,54,52
N00000034,322,155,167,237,122,115,51,9,42,136,80,56,37,26,11,13,7,6,85,33,52
N00000035,222,99,123,135,63,72,31,5,26,74,37,37,15,11,4,15,10,5,87,36,51
N00000036,260,124,136,192,95,97,33,5,28,118,61,57,23,18,5,18,11,7,68,29,39
N00000037,212,100,112,133,67,66,35,8,27,75,44,31,10,6,4,13,9,4,79,33,46
N00000038,284,143,141,199,107,92,50,15,35,95,57,38,37,26,11,17,9,8,85,36,49
N00000039,826,393,433,636,316,320,187,35,152,345,206,139,58,45,13,46,30,16,190,77,113
N00000040,201,92,109,126,56,70,41,8,33,66,35,31,11,8,3,8,5,3,75,36,39
N00000041,314,150,164,232,118,114,55,8,47,144,81,63,26,23,3,7,6,1,82,32,50
N00000042,307,150,157,217,111,106,54,9,45,115,71,44,29,22,7,19,9,10,90,39,51
N00000043,787,375,412,590,292,298,159,23,136,335,199,136,53,44,9,43,26,17,197,83,114
N00000044,202,90,112,125,65,60,29,3,26,72,45,27,12,10,2,12,7,5,77,25,52
N00000045,367,188,179,281,154,127,54,6,48,142,87,55,73,54,19,12,7,5,86,34,52
N00000046,282,151,131,201,112,89,47,10,37,93,50,43,51,43,8,10,9,1,81,39,42
N00000047,285,141,144,193,107,86,38,10,28,103,57,46,43,34,9,9,6,3,92,34,58
N00000048,224,100,124,147,66,81,39,6,33,80,42,38,16,13,3,12,5,7,77,34,43
N00000049,202,97,105,136,72,64,33,9,24,75,43,32,12,8,4,16,12,4,66,25,41
N00000050,232,118,114,154,89,65,26,5,21,99,61,38,22,17,5,7,6,1,78,29,49
N00000051,219,95,124,128,59,69,42,9,33,60,33,27,8,6,2,18,11,7,91,36,55
N00000052,231,117,114,143,73,70,36,6,30,77,48,29,11,7,4,19,12,7,88,44,44
N00000053,196,103,93,129,71,58,36,11,25,72,47,25,4,1,3,17,12,5,67,32,35
N00000054,193,80,113,133,58,75,38,7,31,72,38,34,6,4,2,17,9,8,60,22,38
N00000055,204,100,104,130,71,59,37,10,27,68,42,26,8,7,1,17,12,5,74,29,45
N00000056,219,108,111,141,72,69,29,4,25,90,50,40,6,5,1,16,13,3,78,36,42
N00000057,192,87,105,120,63,57,37,11,26,65,39,26,4,4,0,14,9,5,72,24,48
N00000058,191,87,104,132,65,67,24,4,20,90,50,40,6,5,1,12,6,6,59,22,37
N00000059,170,87,83,114,60,54,31,8,23,62,38,24,6,3,3,15,11,4,56,27,29
N00000060,284,131,153,185,84,101,55,16,39,96,47,49,10,6,4,24,15,9,99,47,52
N00000061,210,105,105,124,67,57,35,10,25,70,43,27,19,14,5,0,0,0,86,38,48
N00000062,272,125,147,170,86,84,41,6,35,106,64,42,12,8,4,11,8,3,102,39,63
N00000063,276,128,148,170,88,82,44,14,30,89,55,34,13,9,4,24,10,14,106,40,66
N00000064,206,106,100,106,61,45,21,6,15,58,34,24,9,8,1,18,13,5,100,45,55
N00000065,310,149,161,208,102,106,54,11,43,121,72,49,17,11,6,16,8,8,102,47,55
N00000066,211,100,111,148,74,74,38,9,29,93,53,40,15,11,4,2,1,1,63,26,37
N00000067,234,103,131,128,57,71,28,7,21,74,34,40,9,7,2,17,9,8,106,46,60
N00000068,272,135,137,194,103,91,54,17,37,104,64,40,25,17,8,11,5,6,78,32,46
N00000069,228,101,127,116,60,56,35,7,28,46,27,19,6,6,0,29,20,9,112,41,71
N00000070,184,86,98,107,55,52,19,4,15,73,42,31,10,7,3,5,2,3,77,31,46
N00000071,206,96,110,128,64,64,33,10,23,84,45,39,6,5,1,5,4,1,78,32,46
N00000072,1244,605,639,1004,519,485,196,48,148,652,366,286,95,65,30,61,40,21,240,86,154
N00000073,361,171,190,247,122,125,49,13,36,168,87,81,20,14,6,10,8,2,114,49,65
N00000074,756,368,388,622,310,312,116,24,92,419,233,186,58,38,20,29,15,14,134,58,76
N00000075,329,211,118,223,161,62,35,12,23,167,132,35,14,12,2,7,5,2,106,50,56
N00000076,233,115,118,186,98,88,48,11,37,120,75,45,14,9,5,4,3,1,47,17,30
N00000077,200,99,101,148,76,72,38,9,29,89,51,38,14,11,3,7,5,2,52,23,29
N00000078,321,157,164,269,138,131,62,16,46,177,102,75,24,18,6,6,2,4,52,19,33
N00000079,399,203,196,306,171,135,74,15,59,149,92,57,77,60,17,6,4,2,93,32,61
N00000080,309,161,148,233,128,105,56,10,46,135,85,50,34,27,7,8,6,2,76,33,43
N00000081,254,129,125,170,92,78,35,5,30,98,60,38,33,24,9,4,3,1,84,37,47
N00000082,257,131,126,186,105,81,37,8,29,92,54,38,52,40,12,5,3,2,71,26,45
N00000083,484,240,244,365,197,168,78,18,60,191,111,80,89,64,25,7,4,3,119,43,76
N00000084,334,170,164,235,125,110,50,6,44,126,73,53,53,42,11,6,4,2,99,45,54
N00000085,300,153,147,175,89,86,27,3,24,119,66,53,13,7,6,16,13,3,125,64,61
N00000086,279,142,137,203,110,93,38,8,30,120,66,54,31,26,5,14,10,4,76,32,44
N00000087,651,317,334,504,265,239,95,13,82,300,179,121,80,56,24,29,17,12,147,52,95
N00000088,154,73,81,83,44,39,20,2,18,46,32,14,8,5,3,9,5,4,71,29,42
N00000089,334,160,174,253,123,130,53,12,41,153,76,77,30,24,6,17,11,6,81,37,44
N00000090,283,136,147,208,101,107,38,6,32,137,70,67,22,17,5,11,8,3,75,35,40
N00000091,338,160,178,255,133,122,61,12,49,138,78,60,44,33,11,12,10,2,83,27,56
N00000092,337,171,166,244,134,110,46,10,36,140,83,57,45,34,11,13,7,6,93,37,56
N00000093,289,134,155,204,100,104,49,8,41,95,48,47,42,31,11,18,13,5,85,34,51
N00000094,353,177,176,265,145,120,58,9,49,145,87,58,51,41,10,11,8,3,88,32,56
N00000095,329,155,174,247,126,121,66,11,55,124,68,56,45,37,8,12,10,2,82,29,53
N00000096,370,186,184,255,135,120,64,14,50,132,76,56,49,36,13,10,9,1,115,51,64
N00000097,606,292,314,502,256,246,107,20,87,307,183,124,53,33,20,35,20,15,104,36,68
N00000098,890,439,451,731,372,359,132,34,98,515,287,228,51,31,20,33,20,13,159,67,92
N00000099,180,86,94,111,57,54,32,5,27,57,39,18,10,4,6,12,9,3,69,29,40
N00000100,254,113,141,177,78,99,31,3,28,119,56,63,14,11,3,13,8,5,77,35,42
N00000101,193,85,108,130,65,65,31,8,23,75,42,33,6,5,1,18,10,8,63,20,43
N00000102,244,128,116,173,96,77,42,11,31,105,66,39,12,10,2,14,9,5,71,32,39
N00000103,430,204,226,272,137,135,65,16,49,174,105,69,14,8,6,19,8,11,158,67,91
N00000104,231,115,116,180,92,88,42,7,35,109,64,45,12,9,3,17,12,5,51,23,28
N00000105,258,125,133,168,91,77,47,12,35,108,72,36,8,5,3,5,2,3,90,34,56
N00000106,139,64,75,80,41,39,18,4,14,44,24,20,5,4,1,13,9,4,59,23,36
N00000107,190,87,103,111,60,51,24,6,18,61,38,23,8,6,2,18,10,8,79,27,52
N00000108,169,85,84,114,64,50,29,8,21,73,48,25,6,4,2,6,4,2,55,21,34
N00000109,385,184,201,280,145,135,63,10,53,185,110,75,16,12,4,16,13,3,105,39,66
N00000110,210,104,106,143,76,67,35,5,30,90,56,34,8,7,1,10,8,2,67,28,39
N00000111,266,132,134,192,102,90,44,8,36,111,68,43,27,20,7,10,6,4,74,30,44
N00000112,299,138,161,220,113,107,56,20,36,131,71,60,14,12,2,19,10,9,79,25,54
N00000113,230,108,122,174,88,86,43,7,36,103,63,40,14,10,4,14,8,6,56,20,36
N00000114,255,127,128,182,93,89,38,9,29,120,67,53,11,9,2,13,8,5,73,34,39
N00000115,224,103,121,139,70,69,35,8,27,77,46,31,7,7,0,20,9,11,85,33,52
N00000116,220,111,109,150,75,75,33,6,27,91,50,41,8,5,3,18,14,4,70,36,34
N00000117,120,58,62,60,29,31,17,3,14,29,20,9,0,0,0,14,6,8,60,29,31
N00000118,256,128,128,168,86,82,36,8,28,105,58,47,25,18,7,2,2,0,88,42,46
N00000119,221,109,112,129,76,53,27,7,20,67,40,27,26,20,6,9,9,0,92,33,59
N00000120,237,114,123,149,79,70,38,10,28,79,43,36,28,24,4,4,2,2,88,35,53
N00000121,230,108,122,136,71,65,24,6,18,82,44,38,20,13,7,10,8,2,94,37,57
N00000122,363,179,184,254,139,115,50,14,36,132,74,58,65,48,17,7,3,4,109,40,69
N00000123,255,125,130,161,83,78,32,5,27,94,57,37,31,19,12,4,2,2,94,42,52
N00000124,259,122,137,163,89,74,32,9,23,104,58,46,26,21,5,1,1,0,96,33,63
N00000125,322,162,160,233,130,103,49,12,37,110,55,55,56,51,5,18,12,6,89,32,57
N00000126,322,156,166,215,109,106,54,6,48,107,59,48,46,39,7,8,5,3,107,47,60
N00000127,264,134,130,190,101,89,42,6,36,100,58,42,35,29,6,13,8,5,74,33,41
N00000128,738,381,357,516,291,225,96,17,79,296,171,125,93,83,10,31,20,11,222,90,132
N00000129,242,103,139,117,55,62,30,2,28,52,27,25,20,17,3,15,9,6,125,48,77
N00000130,340,164,176,292,141,151,66,13,53,179,100,79,34,21,13,13,7,6,48,23,25
N00000131,303,147,156,215,110,105,52,9,43,123,72,51,37,28,9,3,1,2,88,37,51
N00000132,264,137,127,199,112,87,50,5,45,80,50,30,57,47,10,12,10,2,65,25,40
N00000133,236,117,119,155,85,70,30,5,25,95,58,37,20,14,6,10,8,2,81,32,49
N00000134,332,160,172,252,124,128,56,11,45,145,81,64,40,29,11,11,3,8,80,36,44
N00000135,225,117,108,145,80,65,29,3,26,83,52,31,15,10,5,18,15,3,80,37,43
N00000136,386,190,196,285,149,136,76,20,56,161,89,72,40,33,7,8,7,1,101,41,60
N00000137,225,113,112,169,89,80,40,6,34,98,62,36,21,14,7,10,7,3,56,24,32
N00000138,339,165,174,264,130,134,58,9,49,156,85,71,37,29,8,13,7,6,75,35,40
N00000139,227,119,108,139,81,58,32,9,23,81,51,30,17,13,4,9,8,1,88,38,50
N00000140,266,138,128,165,92,73,36,8,28,77,45,32,29,23,6,23,16,7,101,46,55
N00000141,293,135,158,173,84,89,51,7,44,92,60,32,10,7,3,20,10,10,120,51,69
N00000142,143,74,69,80,43,37,13,3,10,53,30,23,8,6,2,6,4,2,63,31,32
N00000143,160,77,83,89,43,46,26,3,23,47,26,21,7,7,0,9,7,2,71,34,37
N00000144,176,85,91,111,52,59,33,3,30,50,31,19,9,8,1,19,10,9,65,33,32
N00000145,80,39,41,39,18,21,8,0,8,23,13,10,3,2,1,5,3,2,41,21,20
N00000146,206,106,100,140,80,60,28,10,18,72,38,34,32,27,5,8,5,3,66,26,40
N00000147,160,91,69,101,60,41,26,5,21,58,41,17,8,6,2,9,8,1,59,31,28
N00000148,475,222,253,308,153,155,65,11,54,181,100,81,32,22,10,30,20,10,167,69,98
N00000149,298,135,163,192,93,99,35,2,33,113,61,52,27,18,9,17,12,5,106,42,64
N00000150,260,124,136,145,78,67,34,7,27,81,48,33,20,15,5,10,8,2,115,46,69
N00000151,217,118,99,130,75,55,25,4,21,81,55,26,5,4,1,19,12,7,87,43,44
N00000152,210,108,102,112,64,48,33,7,26,58,39,19,9,7,2,12,11,1,98,44,54
N00000153,167,74,93,81,34,47,19,0,19,45,23,22,6,5,1,11,6,5,86,40,46
N00000154,196,107,89,118,72,46,23,5,18,69,44,25,19,17,2,7,6,1,78,35,43
N00000155,261,136,125,177,99,78,42,9,33,80,46,34,44,35,9,11,9,2,84,37,47
N00000156,209,94,115,131,65,66,32,3,29,76,43,33,20,16,4,3,3,0,78,29,49
N00000157,279,142,137,191,106,85,36,5,31,94,49,45,53,45,8,8,7,1,88,36,52
N00000158,508,244,264,276,148,128,57,14,43,154,89,65,42,33,9,23,12,11,232,96,136
N00000159,171,82,89,94,48,46,19,4,15,54,26,28,10,9,1,11,9,2,77,34,43
N00000160,233,114,119,143,79,64,35,7,28,84,58,26,13,9,4,11,5,6,90,35,55
N00000161,267,133,134,172,89,83,54,10,44,84,54,30,27,21,6,7,4,3,95,44,51
N00000162,199,105,94,139,78,61,34,6,28,68,44,24,21,14,7,16,14,2,60,27,33
N00000163,240,114,126,132,69,63,26,5,21,70,41,29,11,9,2,25,14,11,108,45,63
N00000164,194,93,101,137,75,62,28,5,23,67,37,30,41,33,8,1,0,1,57,18,39
N00000165,234,120,114,149,82,67,29,5,24,77,46,31,34,25,9,9,6,3,85,38,47
N00000166,217,104,113,114,57,57,30,6,24,65,41,24,11,4,7,8,6,2,103,47,56
N00000167,276,131,145,183,95,88,51,11,40,101,59,42,23,18,5,8,7,1,93,36,57
N00000168,256,124,132,166,88,78,44,12,32,91,57,34,24,17,7,7,2,5,90,36,54
N00000169,546,276,270,379,196,183,87,15,72,180,99,81,103,79,24,9,3,6,167,80,87
N00000170,262,132,130,187,99,88,45,9,36,96,58,38,29,19,10,17,13,4,75,33,42
N00000171,313,150,163,227,117,110,53,13,40,106,57,49,57,43,14,11,4,7,86,33,53
N00000172,595,295,300,410,216,194,81,11,70,200,108,92,107,80,27,22,17,5,185,79,106
N00000173,286,146,140,190,104,86,34,4,30,87,47,40,64,48,16,5,5,0,96,42,54
N00000174,278,128,150,182,87,95,53,4,49,93,59,34,22,17,5,14,7,7,96,41,55
N00000175,279,136,143,209,103,106,53,8,45,107,62,45,39,27,12,10,6,4,70,33,37
N00000176,368,186,182,236,125,111,63,17,46,129,79,50,19,12,7,25,17,8,132,61,71
N00000177,247,114,133,153,80,73,30,4,26,84,46,38,20,14,6,19,16,3,94,34,60
N00000178,475,221,254,292,135,157,87,9,78,153,90,63,16,12,4,36,24,12,183,86,97
N00000179,632,323,309,384,209,175,64,20,44,248,136,112,32,23,9,40,30,10,248,114,134
N00000180,203,90,113,120,57,63,31,5,26,70,41,29,3,2,1,16,9,7,83,33,50
N00000181,238,143,95,168,98,70,29,6,23,95,57,38,21,17,4,23,18,5,70,45,25
