GeographyCode,LC6105NI0001,LC6105NI0002,LC6105NI0003,LC6105NI0004,LC6105NI0005,LC6105NI0006,LC6105NI0007,LC6105NI0008,LC6105NI0009,LC6105NI0010,LC6105NI0011,LC6105NI0012,LC6105NI0013,LC6105NI0014,LC6105NI0015
N00000001,754,718,36,331,314,17,215,207,8,164,153,11,44,44,0
N00000002,249,131,118,104,53,51,45,22,23,69,29,40,31,27,4
N00000003,166,67,99,64,26,38,45,16,29,36,10,26,21,15,6
N00000004,449,219,230,117,54,63,136,47,89,130,58,72,66,60,6
N00000005,275,146,129,99,50,49,85,40,45,68,35,33,23,21,2
N00000006,174,92,82,53,26,27,55,26,29,45,27,18,21,13,8
N00000007,176,87,89,55,24,31,51,22,29,51,24,27,19,17,2
N00000008,229,121,108,79,46,33,61,26,35,67,32,35,22,17,5
N00000009,533,345,188,227,148,79,133,73,60,120,76,44,53,48,5
N00000010,172,82,90,38,20,18,55,18,37,54,21,33,25,23,2
N00000011,214,94,120,44,23,21,35,16,19,111,38,73,24,17,7
N00000012,207,97,110,35,20,15,37,18,19,119,46,73,16,13,3
N00000013,197,96,101,41,17,24,45,18,27,85,41,44,26,20,6
N00000014,359,221,138,80,62,18,69,37,32,174,94,80,36,28,8
N00000015,170,71,99,26,6,20,27,13,14,94,35,59,23,17,6
N00000016,172,79,93,30,14,16,39,20,19,87,34,53,16,11,5
N00000017,244,135,109,41,19,22,47,27,20,127,65,62,29,24,5
N00000018,165,95,70,39,20,19,26,11,15,81,47,34,19,17,2
N00000019,201,97,104,21,13,8,33,12,21,125,56,69,22,16,6
N00000020,158,88,70,25,16,9,28,20,8,92,42,50,13,10,3
N00000021,198,104,94,41,24,17,37,23,14,104,45,59,16,12,4
N00000022,191,101,90,27,15,12,37,16,21,99,46,53,28,24,4
N00000023,160,78,82,20,14,6,19,12,7,108,43,65,13,9,4
N00000024,379,201,178,136,59,77,107,48,59,81,42,39,55,52,3
N00000025,347,137,210,110,32,78,93,28,65,103,45,58,41,32,9
N00000026,356,176,180,118,49,69,111,43,68,75,36,39,52,48,4
N00000027,380,216,164,101,68,33,126,47,79,99,56,43,54,45,9
N00000028,184,88,96,43,15,28,45,18,27,62,24,38,34,31,3
N00000029,304,153,151,91,41,50,104,43,61,74,35,39,35,34,1
N00000030,277,122,155,83,35,48,88,29,59,74,29,45,32,29,3
N00000031,489,260,229,159,90,69,133,54,79,120,53,67,77,63,14
N00000032,270,139,131,77,38,39,80,37,43,81,32,49,32,32,0
N00000033,361,187,174,101,55,46,109,44,65,115,56,59,36,32,4
N00000034,322,173,149,103,47,56,72,33,39,107,63,44,40,30,10
N00000035,222,132,90,38,20,18,41,22,19,110,64,46,33,26,7
N00000036,260,139,121,76,40,36,58,28,30,85,37,48,41,34,7
N00000037,212,98,114,52,27,25,51,21,30,77,28,49,32,22,10
N00000038,284,131,153,78,28,50,68,22,46,89,35,54,49,46,3
N00000039,826,549,277,215,132,83,195,121,74,284,174,110,132,122,10
N00000040,201,117,84,23,19,4,52,32,20,100,43,57,26,23,3
N00000041,314,197,117,95,63,32,80,44,36,92,49,43,47,41,6
N00000042,307,167,140,75,39,36,77,34,43,103,48,55,52,46,6
N00000043,787,522,265,238,150,88,158,102,56,249,156,93,142,114,28
N00000044,202,122,80,34,19,15,48,26,22,81,43,38,39,34,5
N00000045,367,201,166,115,62,53,109,50,59,109,59,50,34,30,4
N00000046,282,134,148,77,31,46,88,36,52,74,31,43,43,36,7
N00000047,285,101,184,85,29,56,88,20,68,72,29,43,40,23,17
N00000048,224,135,89,24,16,8,40,21,19,130,69,61,30,29,1
N00000049,202,113,89,34,19,15,40,19,21,106,57,49,22,18,4
N00000050,232,100,132,73,28,45,53,21,32,87,35,52,19,16,3
N00000051,219,120,99,29,14,15,29,17,12,121,61,60,40,28,12
N00000052,231,119,112,50,22,28,46,22,24,96,43,53,39,32,7
