GeographyCode,LC4301NI0001,LC4301NI0002,LC4301NI0003,LC4301NI0004,LC4301NI0005,LC4301NI0006,LC4301NI0007,LC4301NI0008,LC4301NI0009,LC4301NI0010,LC4301NI0011,LC4301NI0012
N00000001,982,940,42,93,81,12,26,26,0,863,833,30
N00000002,351,295,56,292,249,43,11,4,7,48,42,6
N00000003,233,194,39,218,183,35,0,0,0,15,11,4
N00000004,616,536,80,548,484,64,11,7,4,57,45,12
N00000005,374,327,47,349,308,41,0,0,0,25,19,6
N00000006,240,211,29,216,192,24,0,0,0,24,19,5
N00000007,245,219,26,184,163,21,3,2,1,58,54,4
N00000008,288,230,58,218,173,45,3,3,0,67,54,13
N00000009,727,634,93,622,538,84,2,1,1,103,95,8
N00000010,234,199,35,208,180,28,0,0,0,26,19,7
N00000011,293,201,92,223,159,64,30,15,15,40,27,13
N00000012,264,200,64,209,158,51,26,17,9,29,25,4
N00000013,268,196,72,178,129,49,14,7,7,76,60,16
N00000014,460,356,104,303,238,65,47,25,22,110,93,17
N00000015,226,146,80,125,90,35,67,34,33,34,22,12
N00000016,223,142,81,118,82,36,47,24,23,58,36,22
N00000017,340,268,72,222,182,40,86,57,29,32,29,3
N00000018,229,185,44,182,145,37,3,1,2,44,39,5
N00000019,261,192,69,172,131,41,50,32,18,39,29,10
N00000020,236,172,64,82,63,19,125,91,34,29,18,11
N00000021,269,186,83,181,123,58,33,20,13,55,43,12
N00000022,269,192,77,170,121,49,49,29,20,50,42,8
N00000023,218,151,67,123,91,32,73,40,33,22,20,2
N00000024,533,469,64,498,442,56,1,1,0,34,26,8
N00000025,460,372,88,441,360,81,4,3,1,15,9,6
N00000026,460,392,68,430,371,59,5,4,1,25,17,8
N00000027,535,472,63,475,418,57,0,0,0,60,54,6
N00000028,236,209,27,221,198,23,0,0,0,15,11,4
N00000029,403,354,49,379,333,46,3,2,1,21,19,2
N00000030,375,309,66,347,288,59,0,0,0,28,21,7
N00000031,699,608,91,639,559,80,11,8,3,49,41,8
N00000032,386,320,66,354,299,55,0,0,0,32,21,11
N00000033,495,431,64,448,393,55,3,3,0,44,35,9
N00000034,438,378,60,376,328,48,10,8,2,52,42,10
N00000035,291,208,83,159,115,44,71,44,27,61,49,12
N00000036,345,292,53,253,222,31,37,21,16,55,49,6
N00000037,285,216,69,264,202,62,8,6,2,13,8,5
N00000038,406,325,81,340,274,66,7,0,7,59,51,8
N00000039,1262,1076,186,1009,886,123,106,65,41,147,125,22
N00000040,265,208,57,165,143,22,50,27,23,50,38,12
N00000041,462,391,71,414,351,63,5,3,2,43,37,6
N00000042,410,352,58,390,337,53,5,1,4,15,14,1
N00000043,1202,1040,162,1016,904,112,87,52,35,99,84,15
N00000044,312,252,60,227,178,49,61,56,5,24,18,6
N00000045,515,449,66,462,404,58,7,6,1,46,39,7
N00000046,394,333,61,357,313,44,12,5,7,25,15,10
N00000047,353,287,66,303,248,55,10,10,0,40,29,11
N00000048,304,234,70,175,138,37,56,34,22,73,62,11
N00000049,254,194,60,144,117,27,51,33,18,59,44,15
N00000050,299,241,58,239,200,39,10,6,4,50,35,15
N00000051,313,235,78,142,104,38,150,119,31,21,12,9
N00000052,309,239,70,173,136,37,92,72,20,44,31,13
N00000053,252,197,55,149,119,30,29,18,11,74,60,14
N00000054,266,215,51,153,126,27,62,52,10,51,37,14
N00000055,266,192,74,215,158,57,15,7,8,36,27,9
N00000056,270,194,76,189,135,54,41,25,16,40,34,6
N00000057,279,212,67,105,83,22,133,96,37,41,33,8
N00000058,266,200,66,132,103,29,76,46,30,58,51,7
N00000059,226,168,58,97,76,21,87,62,25,42,30,12
N00000060,394,281,113,178,134,44,138,85,53,78,62,16
N00000061,273,217,56,231,190,41,17,8,9,25,19,6
