GeographyCode,LC2304NI0001,LC2304NI0002,LC2304NI0003,LC2304NI0004,LC2304NI0005,LC2304NI0006,LC2304NI0007,LC2304NI0008,LC2304NI0009,LC2304NI0010,LC2304NI0011,LC2304NI0012
N00000001,1113,161,516,436,40,6,20,14,1073,155,496,422
N00000002,351,235,102,14,54,31,22,1,297,204,80,13
N00000003,237,112,119,6,44,16,27,1,193,96,92,5
N00000004,616,320,267,29,81,37,39,5,535,283,228,24
N00000005,374,185,161,28,50,24,24,2,324,161,137,26
N00000006,251,151,87,13,37,18,18,1,214,133,69,12
N00000007,245,62,166,17,32,7,25,0,213,55,141,17
N00000008,288,88,162,38,52,12,37,3,236,76,125,35
N00000009,727,141,513,73,81,11,64,6,646,130,449,67
N00000010,242,30,191,21,36,4,30,2,206,26,161,19
N00000011,293,92,185,16,91,30,61,0,202,62,124,16
N00000012,264,84,164,16,61,24,35,2,203,60,129,14
N00000013,268,89,165,14,69,22,47,0,199,67,118,14
N00000014,460,180,240,40,96,41,50,5,364,139,190,35
N00000015,226,74,143,9,79,26,53,0,147,48,90,9
N00000016,223,51,151,21,69,17,50,2,154,34,101,19
N00000017,340,43,254,43,65,3,57,5,275,40,197,38
N00000018,229,27,178,24,43,2,38,3,186,25,140,21
N00000019,261,13,217,31,63,1,56,6,198,12,161,25
N00000020,236,23,191,22,58,6,46,6,178,17,145,16
N00000021,269,42,194,33,79,13,61,5,190,29,133,28
N00000022,269,36,207,26,78,11,65,2,191,25,142,24
N00000023,218,11,181,26,74,4,66,4,144,7,115,22
N00000024,533,64,430,39,75,7,64,4,458,57,366,35
N00000025,460,69,360,31,83,9,73,1,377,60,287,30
N00000026,466,102,337,27,72,18,52,2,394,84,285,25
N00000027,540,309,201,30,69,36,28,5,471,273,173,25
N00000028,236,171,52,13,30,18,11,1,206,153,41,12
N00000029,403,41,318,44,48,4,41,3,355,37,277,41
N00000030,375,76,281,18,59,11,47,1,316,65,234,17
N00000031,707,628,72,7,110,96,12,2,597,532,60,5
N00000032,386,226,140,20,77,40,32,5,309,186,108,15
N00000033,498,287,192,19,73,33,37,3,425,254,155,16
N00000034,474,186,256,32,95,32,60,3,379,154,196,29
N00000035,291,152,125,14,75,41,32,2,216,111,93,12
N00000036,345,204,115,26,60,34,22,4,285,170,93,22
N00000037,285,229,49,7,83,63,16,4,202,166,33,3
N00000038,406,312,81,13,87,65,21,1,319,247,60,12
N00000039,1262,1044,189,29,205,149,54,2,1057,895,135,27
N00000040,265,199,55,11,53,38,14,1,212,161,41,10
N00000041,462,428,30,4,63,56,7,0,399,372,23,4
N00000042,410,321,79,10,68,53,15,0,342,268,64,10
N00000043,1245,1000,220,25,198,144,46,8,1047,856,174,17
N00000044,312,222,71,19,64,37,24,3,248,185,47,16
N00000045,515,59,432,24,78,5,68,5,437,54,364,19
N00000046,394,31,336,27,61,3,55,3,333,28,281,24
N00000047,374,64,288,22,84,16,65,3,290,48,223,19
N00000048,304,53,229,22,70,10,57,3,234,43,172,19
N00000049,254,68,169,17,54,14,38,2,200,54,131,15
N00000050,299,61,226,12,60,10,47,3,239,51,179,9
N00000051,313,244,44,25,92,77,12,3,221,167,32,22
N00000052,309,191,97,21,75,46,27,2,234,145,70,19
N00000053,261,150,74,37,69,39,26,4,192,111,48,33
N00000054,266,50,163,53,52,9,30,13,214,41,133,40
N00000055,266,54,198,14,82,15,67,0,184,39,131,14
N00000056,283,68,185,30,82,19,61,2,201,49,124,28
N00000057,279,60,177,42,61,11,48,2,218,49,129,40
N00000058,266,53,187,26,41,5,35,1,225,48,152,25
N00000059,226,46,137,43,50,14,30,6,176,32,107,37
N00000060,394,106,256,32,93,23,65,5,301,83,191,27
N00000061,273,65,184,24,61,16,42,3,212,49,142,21
N00000062,351,83,236,32,53,15,35,3,298,68,201,29
N00000063,431,78,289,64,155,23,125,7,276,55,164,57
N00000064,279,160,85,34,76,30,39,7,203,130,46,27
N00000065,389,126,234,29,78,22,48,8,311,104,186,21
N00000066,264,114,129,21,61,28,31,2,203,86,98,19
N00000067,316,148,124,44,96,46,41,9,220,102,83,35
N00000068,371,91,235,45,58,14,41,3,313,77,194,42
N00000069,334,167,132,35,96,41,47,8,238,126,85,27
N00000070,243,103,133,7,55,17,36,2,188,86,97,5
N00000071,283,126,133,24,88,29,54,5,195,97,79,19
N00000072,1753,558,993,202,234,72,145,17,1519,486,848,185
N00000073,521,168,289,64,179,47,126,6,342,121,163,58
N00000074,1047,442,508,97,92,28,59,5,955,414,449,92
N00000075,410,164,194,52,98,34,59,5,312,130,135,47
N00000076,344,150,166,28,53,17,33,3,291,133,133,25
N00000077,275,151,115,9,53,26,26,1,222,125,89,8
N00000078,488,223,207,58,42,11,29,2,446,212,178,56
N00000079,564,54,481,29,51,3,47,1,513,51,434,28
N00000080,424,28,358,38,49,4,41,4,375,24,317,34
N00000081,339,18,300,21,69,6,62,1,270,12,238,20
N00000082,342,31,302,9,60,5,54,1,282,26,248,8
N00000083,650,49,549,52,87,4,80,3,563,45,469,49
N00000084,456,17,405,34,55,1,54,0,401,16,351,34
N00000085,437,252,151,34,150,73,70,7,287,179,81,27
N00000086,395,324,54,17,50,43,7,0,345,281,47,17
N00000087,913,625,251,37,98,52,43,3,815,573,208,34
N00000088,216,37,172,7,97,16,80,1,119,21,92,6
N00000089,478,391,67,20,69,58,9,2,409,333,58,18
N00000090,392,322,53,17,64,54,10,0,328,268,43,17
N00000091,476,331,120,25,65,42,22,1,411,289,98,24
N00000092,504,61,411,32,91,8,79,4,413,53,332,28
N00000093,421,212,197,12,84,29,51,4,337,183,146,8
N00000094,492,206,265,21,69,31,37,1,423,175,228,20
N00000095,468,319,137,12,54,31,23,0,414,288,114,12
N00000096,464,74,363,27,97,16,77,4,367,58,286,23
N00000097,850,315,436,99,97,46,49,2,753,269,387,97
N00000098,1192,439,595,158,126,50,70,6,1066,389,525,152
N00000099,258,130,104,24,75,39,33,3,183,91,71,21
N00000100,341,207,91,43,74,51,20,3,267,156,71,40
N00000101,282,135,95,52,46,20,15,11,236,115,80,41
N00000102,318,121,152,45,61,27,33,1,257,94,119,44
N00000103,623,233,299,91,138,46,81,11,485,187,218,80
N00000104,322,176,106,40,45,19,22,4,277,157,84,36
N00000105,327,65,232,30,80,14,64,2,247,51,168,28
N00000106,198,21,154,23,72,8,58,6,126,13,96,17
N00000107,269,43,192,34,74,11,58,5,195,32,134,29
N00000108,243,47,191,5,67,5,61,1,176,42,130,4
N00000109,512,121,336,55,98,8,85,5,414,113,251,50
N00000110,258,47,171,40,54,8,43,3,204,39,128,37
N00000111,356,137,172,47,62,25,30,7,294,112,142,40
N00000112,402,133,220,49,53,21,29,3,349,112,191,46
N00000113,309,120,152,37,44,13,29,2,265,107,123,35
N00000114,318,144,147,27,51,24,24,3,267,120,123,24
N00000115,302,140,121,41,90,37,39,14,212,103,82,27
N00000116,287,93,151,43,55,16,34,5,232,77,117,38
N00000117,168,46,104,18,64,21,40,3,104,25,64,15
N00000118,333,43,247,43,68,10,54,4,265,33,193,39
N00000119,289,17,246,26,59,2,56,1,230,15,190,25
N00000120,323,55,253,15,51,7,42,2,272,48,211,13
N00000121,293,29,234,30,72,5,64,3,221,24,170,27
N00000122,481,89,338,54,60,6,49,5,421,83,289,49
N00000123,351,50,287,14,61,5,55,1,290,45,232,13
N00000124,369,58,286,25,92,17,72,3,277,41,214,22
N00000125,464,375,76,13,60,54,6,0,404,321,70,13
N00000126,481,463,16,2,64,64,0,0,417,399,16,2
N00000127,405,335,59,11,66,51,14,1,339,284,45,10
