GeographyCode,LC2204NI0001,LC2204NI0002,LC2204NI0003,LC2204NI0004,LC2204NI0005,LC2204NI0006,LC2204NI0007,LC2204NI0008,LC2204NI0009,LC2204NI0010,LC2204NI0011,LC2204NI0012
N00000001,1003,136,417,450,45,16,14,15,958,120,403,435
N00000002,332,206,80,46,43,42,0,1,289,164,80,45
N00000003,236,109,106,21,28,28,0,0,208,81,106,21
N00000004,595,284,234,77,68,57,3,8,527,227,231,69
N00000005,359,166,129,64,44,43,0,1,315,123,129,63
N00000006,242,141,76,25,39,33,2,4,203,108,74,21
N00000007,238,55,133,50,11,8,0,3,227,47,133,47
N00000008,277,70,126,81,14,8,3,3,263,62,123,78
N00000009,688,116,423,149,33,26,2,5,655,90,421,144
N00000010,232,23,166,43,4,2,1,1,228,21,165,42
N00000011,284,77,154,53,8,7,0,1,276,70,154,52
N00000012,259,74,143,42,19,11,5,3,240,63,138,39
N00000013,257,76,127,54,19,18,0,1,238,58,127,53
N00000014,444,153,197,94,27,16,2,9,417,137,195,85
N00000015,222,69,118,35,12,9,2,1,210,60,116,34
N00000016,217,44,131,42,14,12,1,1,203,32,130,41
N00000017,319,31,218,70,11,5,4,2,308,26,214,68
N00000018,215,22,144,49,5,4,0,1,210,18,144,48
N00000019,250,4,184,62,7,1,2,4,243,3,182,58
N00000020,221,8,156,57,7,2,2,3,214,6,154,54
N00000021,261,32,158,71,12,4,3,5,249,28,155,66
N00000022,260,28,176,56,15,9,5,1,245,19,171,55
N00000023,210,4,145,61,3,0,1,2,207,4,144,59
N00000024,520,55,377,88,17,5,4,8,503,50,373,80
N00000025,454,57,321,76,22,15,1,6,432,42,320,70
N00000026,448,80,292,76,19,13,4,2,429,67,288,74
N00000027,508,264,168,76,56,48,1,7,452,216,167,69
N00000028,233,161,49,23,40,37,0,3,193,124,49,20
N00000029,395,37,295,63,12,8,2,2,383,29,293,61
N00000030,364,66,232,66,21,15,4,2,343,51,228,64
N00000031,680,590,45,45,194,192,0,2,486,398,45,43
N00000032,371,204,121,46,35,32,2,1,336,172,119,45
N00000033,478,263,167,48,93,83,4,6,385,180,163,42
N00000034,452,150,218,84,45,37,4,4,407,113,214,80
N00000035,278,121,103,54,26,17,2,7,252,104,101,47
N00000036,327,178,80,69,30,29,0,1,297,149,80,68
N00000037,279,207,40,32,50,46,0,4,229,161,40,28
N00000038,394,288,59,47,71,62,1,8,323,226,58,39
N00000039,1187,921,135,131,244,225,5,14,943,696,130,117
N00000040,254,172,47,35,16,15,0,1,238,157,47,34
N00000041,439,388,22,29,105,102,0,3,334,286,22,26
N00000042,399,304,65,30,83,79,1,3,316,225,64,27
N00000043,1171,853,151,167,229,213,0,16,942,640,151,151
N00000044,298,199,53,46,37,31,1,5,261,168,52,41
N00000045,496,53,401,42,13,9,3,1,483,44,398,41
