GeographyCode,LC2110NI0001,LC2110NI0002,LC2110NI0003,LC2110NI0004,LC2110NI0005,LC2110NI0006,LC2110NI0007,LC2110NI0008,LC2110NI0009,LC2110NI0010,LC2110NI0011,LC2110NI0012,LC2110NI0013,LC2110NI0014,LC2110NI0015,LC2110NI0016
N00000001,1113,161,516,436,522,67,216,239,552,83,281,188,39,11,19,9
N00000002,351,235,102,14,109,84,19,6,104,79,19,6,138,72,64,2
N00000003,237,112,119,6,76,42,31,3,49,23,25,1,112,47,63,2
N00000004,616,320,267,29,235,145,67,23,134,72,59,3,247,103,141,3
N00000005,374,185,161,28,136,74,42,20,103,47,50,6,135,64,69,2
N00000006,251,151,87,13,75,51,17,7,70,45,24,1,106,55,46,5
N00000007,245,62,166,17,78,19,48,11,60,17,39,4,107,26,79,2
N00000008,288,88,162,38,73,26,32,15,92,32,46,14,123,30,84,9
N00000009,727,141,513,73,226,38,150,38,282,70,181,31,219,33,182,4
N00000010,242,30,191,21,78,13,51,14,54,7,42,5,110,10,98,2
N00000011,293,92,185,16,70,21,38,11,66,22,40,4,157,49,107,1
N00000012,264,84,164,16,66,23,37,6,73,23,45,5,125,38,82,5
N00000013,268,89,165,14,68,19,37,12,69,30,37,2,131,40,91,0
N00000014,460,180,240,40,131,54,59,18,168,66,84,18,161,60,97,4
N00000015,226,74,143,9,51,12,34,5,51,11,37,3,124,51,72,1
N00000016,223,51,151,21,52,10,31,11,59,12,41,6,112,29,79,4
N00000017,340,43,254,43,132,19,87,26,91,18,60,13,117,6,107,4
N00000018,229,27,178,24,80,8,54,18,63,13,47,3,86,6,77,3
N00000019,261,13,217,31,79,4,58,17,67,3,52,12,115,6,107,2
N00000020,236,23,191,22,87,12,64,11,67,4,53,10,82,7,74,1
N00000021,269,42,194,33,78,9,49,20,80,16,55,9,111,17,90,4
N00000022,269,36,207,26,88,12,61,15,60,9,45,6,121,15,101,5
N00000023,218,11,181,26,51,3,30,18,61,6,49,6,106,2,102,2
N00000024,533,64,430,39,187,25,134,28,145,21,117,7,201,18,179,4
N00000025,460,69,360,31,135,22,99,14,91,15,70,6,234,32,191,11
N00000026,466,102,337,27,153,35,103,15,106,29,71,6,207,38,163,6
N00000027,540,309,201,30,203,128,63,12,152,98,45,9,185,83,93,9
N00000028,236,171,52,13,86,64,14,8,50,37,9,4,100,70,29,1
N00000029,403,41,318,44,137,14,101,22,96,11,73,12,170,16,144,10
N00000030,375,76,281,18,119,28,83,8,73,21,49,3,183,27,149,7
N00000031,707,628,72,7,282,258,20,4,169,147,20,2,256,223,32,1
N00000032,386,226,140,20,135,87,35,13,97,58,35,4,154,81,70,3
N00000033,498,287,192,19,171,116,47,8,131,80,46,5,196,91,99,6
N00000034,474,186,256,32,151,69,67,15,123,61,51,11,200,56,138,6
N00000035,291,152,125,14,91,47,38,6,93,55,35,3,107,50,52,5
N00000036,345,204,115,26,114,73,29,12,91,52,28,11,140,79,58,3
N00000037,285,229,49,7,75,69,3,3,72,59,11,2,138,101,35,2
N00000038,406,312,81,13,157,127,23,7,73,59,13,1,176,126,45,5
N00000039,1262,1044,189,29,528,464,53,11,389,331,46,12,345,249,90,6
N00000040,265,199,55,11,89,77,4,8,84,68,14,2,92,54,37,1
N00000041,462,428,30,4,199,191,5,3,139,126,12,1,124,111,13,0
N00000042,410,321,79,10,170,145,18,7,92,70,19,3,148,106,42,0
N00000043,1245,1000,220,25,553,464,76,13,373,312,57,4,319,224,87,8
N00000044,312,222,71,19,135,109,12,14,76,54,20,2,101,59,39,3
N00000045,515,59,432,24,175,19,143,13,158,24,128,6,182,16,161,5
N00000046,394,31,336,27,127,15,96,16,88,5,79,4,179,11,161,7
