GeographyCode,LC2502NI0001,LC2502NI0002,LC2502NI0003,LC2502NI0004,LC2502NI0005,LC2502NI0006,LC2502NI0007,LC2502NI0008,LC2502NI0009,LC2502NI0010,LC2502NI0011,LC2502NI0012,LC2502NI0013,LC2502NI0014,LC2502NI0015,LC2502NI0016,LC2502NI0017,LC2502NI0018,LC2502NI0019,LC2502NI0020,LC2502NI0021,LC2502NI0022,LC2502NI0023,LC2502NI0024,LC2502NI0025,LC2502NI0026,LC2502NI0027,LC2502NI0028
N00000001,757,109,323,325,45,9,17,19,114,13,50,51,190,28,83,79,176,27,76,73,189,23,80,86,43,9,17,17
N00000002,269,160,69,40,66,29,30,7,24,17,5,2,38,25,10,3,25,16,5,4,90,59,13,18,26,14,6,6
N00000003,179,76,83,20,37,18,16,3,21,9,9,3,27,7,17,3,19,10,7,2,63,27,30,6,12,5,4,3
N00000004,466,209,197,60,106,45,53,8,60,30,22,8,80,37,35,8,77,37,25,15,116,52,48,16,27,8,14,5
N00000005,281,119,108,54,60,30,23,7,24,9,6,9,42,12,18,12,44,14,19,11,90,44,34,12,21,10,8,3
N00000006,198,111,66,21,31,13,16,2,19,9,7,3,46,28,15,3,23,15,5,3,54,33,16,5,25,13,7,5
N00000007,194,45,110,39,37,6,23,8,17,7,8,2,36,8,22,6,29,5,17,7,54,15,28,11,21,4,12,5
N00000008,244,59,118,67,52,9,32,11,28,7,13,8,31,6,16,9,24,5,12,7,83,26,33,24,26,6,12,8
N00000009,564,97,346,121,89,18,56,15,60,9,36,15,91,17,56,18,76,10,50,16,194,31,118,45,54,12,30,12
N00000010,192,18,145,29,59,4,47,8,25,2,20,3,28,2,22,4,18,2,16,0,44,6,27,11,18,2,13,3
N00000011,251,71,138,42,94,23,59,12,37,14,18,5,36,14,16,6,21,7,9,5,39,7,19,13,24,6,17,1
N00000012,222,64,122,36,77,21,44,12,25,4,15,6,32,7,23,2,27,8,12,7,33,14,15,4,28,10,13,5
N00000013,227,63,117,47,73,22,43,8,30,6,14,10,37,16,13,8,25,5,13,7,42,9,24,9,20,5,10,5
N00000014,382,129,173,80,111,37,56,18,59,15,31,13,76,29,31,16,35,12,12,11,68,26,31,11,33,10,12,11
N00000015,195,63,103,29,92,28,59,5,30,10,13,7,22,4,13,5,16,7,6,3,22,10,5,7,13,4,7,2
N00000016,191,41,113,37,59,15,33,11,26,4,18,4,39,10,24,5,16,1,13,2,26,4,15,7,25,7,10,8
N00000017,252,19,180,53,88,1,72,15,38,2,31,5,39,4,24,11,32,5,17,10,40,5,27,8,15,2,9,4
N00000018,181,22,122,37,48,5,36,7,34,4,24,6,30,2,21,7,23,4,13,6,26,3,14,9,20,4,14,2
N00000019,212,4,159,49,96,2,81,13,35,1,24,10,28,0,20,8,18,0,13,5,18,0,11,7,17,1,10,6
N00000020,170,5,122,43,62,2,46,14,23,0,22,1,36,3,19,14,17,0,11,6,14,0,13,1,18,0,11,7
N00000021,215,31,132,52,74,7,56,11,30,6,18,6,35,6,16,13,26,5,13,8,30,4,16,10,20,3,13,4
N00000022,222,22,152,48,102,9,76,17,31,1,23,7,25,6,13,6,30,2,18,10,22,1,14,7,12,3,8,1
N00000023,184,3,133,48,95,2,77,16,19,1,13,5,26,0,17,9,17,0,13,4,17,0,8,9,10,0,5,5
N00000024,402,42,299,61,75,13,54,8,56,9,34,13,59,4,46,9,52,2,42,8,130,12,96,22,30,2,27,1
N00000025,371,46,263,62,103,8,83,12,33,8,20,5,67,8,46,13,38,5,28,5,96,16,56,24,34,1,30,3
