GeographyCode,LC2106NI0001,LC2106NI0002,LC2106NI0003,LC2106NI0004,LC2106NI0005,LC2106NI0006,LC2106NI0007,LC2106NI0008,LC2106NI0009,LC2106NI0010,LC2106NI0011,LC2106NI0012,LC2106NI0013,LC2106NI0014,LC2106NI0015,LC2106NI0016,LC2106NI0017,LC2106NI0018
N00000001,1113,125,911,29,9,56,608,67,510,13,2,25,505,58,401,16,7,31
N00000002,351,37,213,105,10,1,181,19,112,53,6,0,170,18,101,52,4,1
N00000003,237,23,161,59,2,2,118,11,84,27,1,1,119,12,77,32,1,1
N00000004,616,76,404,140,1,7,306,40,199,70,0,1,310,36,205,70,1,6
N00000005,374,40,250,92,0,1,196,23,136,42,0,0,178,17,114,50,0,1
N00000006,251,38,149,69,5,6,119,16,72,36,2,2,132,22,77,33,3,4
N00000007,245,37,174,29,7,2,127,21,85,18,4,1,118,16,89,11,3,1
N00000008,288,30,219,25,12,5,145,13,108,13,10,3,143,17,111,12,2,2
N00000009,727,93,569,58,19,7,356,45,279,26,14,3,371,48,290,32,5,4
N00000010,242,35,172,40,2,6,116,17,84,17,1,3,126,18,88,23,1,3
N00000011,293,57,199,33,6,3,145,28,97,18,4,2,148,29,102,15,2,1
N00000012,264,50,190,21,5,3,131,22,99,9,2,2,133,28,91,12,3,1
N00000013,268,51,184,24,8,6,139,29,92,13,4,4,129,22,92,11,4,2
N00000014,460,74,325,44,22,2,223,37,153,24,11,1,237,37,172,20,11,1
N00000015,226,53,156,19,1,0,110,26,76,10,0,0,116,27,80,9,1,0
N00000016,223,50,148,14,13,2,112,23,74,8,8,2,111,27,74,6,5,0
N00000017,340,86,229,21,4,5,145,35,97,10,3,2,195,51,132,11,1,3
N00000018,229,44,170,8,7,1,114,23,81,5,5,0,115,21,89,3,2,1
N00000019,261,77,172,6,3,6,131,41,83,6,1,3,130,36,89,0,2,3
N00000020,236,81,146,6,3,3,104,49,50,3,2,1,132,32,96,3,1,2
N00000021,269,64,199,5,3,0,134,35,95,2,3,0,135,29,104,3,0,0
N00000022,269,69,182,10,7,2,123,32,82,5,5,0,146,37,100,5,2,2
N00000023,218,81,125,7,4,2,105,37,62,5,1,1,113,44,63,2,3,1
N00000024,533,38,452,55,0,4,277,22,219,44,0,3,256,16,233,11,0,1
N00000025,460,55,373,39,1,3,234,32,190,13,0,1,226,23,183,26,1,2
N00000026,466,40,388,51,0,1,231,26,189,25,0,0,235,14,199,26,0,1
N00000027,540,82,345,115,3,6,286,47,189,54,2,0,254,35,156,61,1,6
N00000028,236,27,135,78,0,0,125,12,73,43,0,0,111,15,62,35,0,0
N00000029,403,35,346,30,1,1,211,24,177,16,0,0,192,11,169,14,1,1
N00000030,375,75,274,28,3,9,193,40,139,14,2,5,182,35,135,14,1,4
N00000031,707,149,279,289,2,4,369,82,144,149,1,1,338,67,135,140,1,3
N00000032,386,59,257,79,1,0,181,32,122,31,1,0,205,27,135,48,0,0
N00000033,498,78,289,134,2,2,265,46,144,76,2,1,233,32,145,58,0,1
N00000034,474,84,309,71,12,11,235,37,156,36,5,9,239,47,153,35,7,2
N00000035,291,83,167,26,14,1,136,47,70,12,6,1,155,36,97,14,8,0
N00000036,345,66,226,51,1,5,166,36,107,24,0,1,179,30,119,27,1,4
N00000037,285,41,141,108,2,0,138,24,63,54,1,0,147,17,78,54,1,0
N00000038,406,60,213,147,1,3,197,31,97,76,1,1,209,29,116,71,0,2
N00000039,1262,187,587,499,3,24,612,95,280,238,2,12,650,92,307,261,1,12
N00000040,265,57,138,72,0,0,121,28,64,30,0,0,144,29,74,42,0,0
N00000041,462,47,193,225,3,2,207,26,76,105,2,0,255,21,117,120,1,2
N00000042,410,53,201,163,0,1,198,30,98,73,0,1,212,23,103,90,0,0
N00000043,1245,170,594,482,19,5,603,88,277,242,8,2,642,82,317,240,11,3
N00000044,312,66,162,88,0,1,148,36,73,43,0,0,164,30,89,45,0,1
N00000045,515,106,377,38,2,1,272,62,194,18,1,0,243,44,183,20,1,1
N00000046,394,108,271,23,1,0,200,57,135,12,0,0,194,51,136,11,1,0
N00000047,374,80,269,32,1,3,182,39,135,14,0,1,192,41,134,18,1,2
