GeographyCode,KS501NI0001,KS501NI0002,KS501NI0003,KS501NI0004,KS501NI0005,KS501NI0006,KS501NI0007,KS501NI0008,KS501NI0009,KS501NI0010,KS501NI0011,KS501NI0012,KS501NI0013,KS501NI0014,KS501NI0015,KS501NI0016,KS501NI0017,KS501NI0018,KS501NI0019,KS501NI0020,KS501NI0021,KS501NI0022,KS501NI0023
N00000001,757,45,114,190,19,176,189,24,15,11,6,0,5,5.94,15.06,25.10,2.51,23.25,24.97,3.17,54.55,0,45.45
N00000002,269,66,24,38,14,25,90,12,7,10,6,0,4,24.54,8.92,14.13,5.20,9.29,33.46,4.46,60.00,0,40.00
N00000003,179,37,21,27,8,19,63,4,9,4,0,0,4,20.67,11.73,15.08,4.47,10.61,35.20,2.23,0,0,100.00
N00000004,466,106,60,80,15,77,116,12,26,25,12,4,9,22.75,12.88,17.17,3.22,16.52,24.89,2.58,48.00,16.00,36.00
N00000005,281,60,24,42,11,44,90,10,11,9,3,2,4,21.35,8.54,14.95,3.91,15.66,32.03,3.56,33.33,22.22,44.44
N00000006,198,31,19,46,14,23,54,11,5,8,5,2,1,15.66,9.60,23.23,7.07,11.62,27.27,5.56,62.50,25.00,12.50
N00000007,194,37,17,36,10,29,54,11,6,7,4,2,1,19.07,8.76,18.56,5.15,14.95,27.84,5.67,57.14,28.57,14.29
N00000008,244,52,28,31,16,24,83,10,4,10,3,2,5,21.31,11.48,12.70,6.56,9.84,34.02,4.10,30.00,20.00,50.00
N00000009,564,89,60,91,22,76,194,32,14,22,13,2,7,15.78,10.64,16.13,3.90,13.48,34.40,5.67,59.09,9.09,31.82
N00000010,192,59,25,28,9,18,44,9,7,10,7,0,3,30.73,13.02,14.58,4.69,9.38,22.92,4.69,70.00,0,30.00
N00000011,251,94,37,36,13,21,39,11,5,9,5,1,3,37.45,14.74,14.34,5.18,8.37,15.54,4.38,55.56,11.11,33.33
N00000012,222,77,25,32,13,27,33,15,3,6,4,2,0,34.68,11.26,14.41,5.86,12.16,14.86,6.76,66.67,33.33,0
N00000013,227,73,30,37,9,25,42,11,7,4,1,0,3,32.16,13.22,16.30,3.96,11.01,18.50,4.85,25.00,0,75.00
N00000014,382,111,59,76,14,35,68,19,7,13,11,1,1,29.06,15.45,19.90,3.66,9.16,17.80,4.97,84.62,7.69,7.69
N00000015,195,92,30,22,9,16,22,4,4,6,4,0,2,47.18,15.38,11.28,4.62,8.21,11.28,2.05,66.67,0,33.33
N00000016,191,59,26,39,11,16,26,14,4,3,2,0,1,30.89,13.61,20.42,5.76,8.38,13.61,7.33,66.67,0,33.33
N00000017,252,88,38,39,11,32,40,4,6,7,5,0,2,34.92,15.08,15.48,4.37,12.70,15.87,1.59,71.43,0,28.57
N00000018,181,48,34,30,10,23,26,10,6,10,5,0,5,26.52,18.78,16.57,5.52,12.71,14.36,5.52,50.00,0,50.00
N00000019,212,96,35,28,7,18,18,10,3,6,2,0,4,45.28,16.51,13.21,3.30,8.49,8.49,4.72,33.33,0,66.67
N00000020,170,62,23,36,10,17,14,8,0,1,0,0,1,36.47,13.53,21.18,5.88,10.00,8.24,4.71,0,0,100.00
N00000021,215,74,30,35,10,26,30,10,3,5,2,1,2,34.42,13.95,16.28,4.65,12.09,13.95,4.65,40.00,20.00,40.00
N00000022,222,102,31,25,7,30,22,5,11,5,1,1,3,45.95,13.96,11.26,3.15,13.51,9.91,2.25,20.00,20.00,60.00
N00000023,184,95,19,26,5,17,17,5,2,3,2,0,1,51.63,10.33,14.13,2.72,9.24,9.24,2.72,66.67,0,33.33
N00000024,402,75,56,59,21,52,130,9,20,25,13,0,12,18.66,13.93,14.68,5.22,12.94,32.34,2.24,52.00,0,48.00
N00000025,371,103,33,67,23,38,96,11,8,19,12,0,7,27.76,8.89,18.06,6.20,10.24,25.88,2.96,63.16,0,36.84
N00000026,383,90,41,66,19,50,105,12,18,26,11,4,11,23.50,10.70,17.23,4.96,13.05,27.42,3.13,42.31,15.38,42.31
N00000027,401,99,61,59,13,55,101,13,16,17,7,1,9,24.69,15.21,14.71,3.24,13.72,25.19,3.24,41.18,5.88,52.94
N00000028,188,54,27,36,11,24,31,5,12,14,5,4,5,28.72,14.36,19.15,5.85,12.77,16.49,2.66,35.71,28.57,35.71
N00000029,323,78,35,46,13,45,93,13,15,17,8,2,7,24.15,10.84,14.24,4.02,13.93,28.79,4.02,47.06,11.76,41.18
N00000030,305,81,29,52,13,44,78,8,9,15,9,0,6,26.56,9.51,17.05,4.26,14.43,25.57,2.62,60.00,0,40.00
N00000031,516,112,52,70,38,67,160,17,21,30,16,0,14,21.71,10.08,13.57,7.36,12.98,31.01,3.29,53.33,0,46.67
N00000032,293,66,38,46,25,35,77,6,11,14,8,1,5,22.53,12.97,15.70,8.53,11.95,26.28,2.05,57.14,7.14,35.71
N00000033,383,96,40,59,31,50,97,10,17,13,5,0,8,25.07,10.44,15.40,8.09,13.05,25.33,2.61,38.46,0,61.54
N00000034,373,81,45,51,22,46,103,25,8,16,10,2,4,21.72,12.06,13.67,5.90,12.33,27.61,6.70,62.50,12.50,25.00
N00000035,239,75,32,35,13,29,38,17,5,8,0,0,8,31.38,13.39,14.64,5.44,12.13,15.90,7.11,0,0,100.00
N00000036,279,83,36,37,12,33,71,7,7,19,8,0,11,29.75,12.90,13.26,4.30,11.83,25.45,2.51,42.11,0,57.89
N00000037,236,89,33,26,8,29,42,9,8,6,5,0,1,37.71,13.98,11.02,3.39,12.29,17.80,3.81,83.33,0,16.67
N00000038,307,77,38,53,22,45,62,10,14,20,11,2,7,25.08,12.38,17.26,7.17,14.66,20.20,3.26,55.00,10.00,35.00
N00000039,894,198,125,165,44,129,186,47,43,57,29,9,19,22.15,13.98,18.46,4.92,14.43,20.81,5.26,50.88,15.79,33.33
N00000040,209,80,45,35,8,21,16,4,9,7,1,0,6,38.28,21.53,16.75,3.83,10.05,7.66,1.91,14.29,0,85.71
N00000041,321,41,54,76,9,47,85,9,17,19,10,0,9,12.77,16.82,23.68,2.80,14.64,26.48,2.80,52.63,0,47.37
N00000042,315,65,33,63,21,46,70,17,15,24,10,5,9,20.63,10.48,20.00,6.67,14.60,22.22,5.40,41.67,20.83,37.50
N00000043,841,173,105,179,27,130,196,31,48,44,24,6,14,20.57,12.49,21.28,3.21,15.46,23.31,3.69,54.55,13.64,31.82
N00000044,223,85,37,35,8,24,28,6,10,15,5,3,7,38.12,16.59,15.70,3.59,10.76,12.56,2.69,33.33,20.00,46.67
N00000045,383,80,42,57,22,44,122,16,14,12,2,3,7,20.89,10.97,14.88,5.74,11.49,31.85,4.18,16.67,25.00,58.33
N00000046,313,94,38,43,15,40,73,10,11,12,2,0,10,30.03,12.14,13.74,4.79,12.78,23.32,3.19,16.67,0,83.33
N00000047,314,86,21,53,16,32,91,15,8,10,5,2,3,27.39,6.69,16.88,5.10,10.19,28.98,4.78,50.00,20.00,30.00
N00000048,240,85,34,52,12,21,24,12,11,6,5,0,1,35.42,14.17,21.67,5.00,8.75,10.00,5.00,83.33,0,16.67
N00000049,210,62,39,28,9,30,27,15,4,4,3,0,1,29.52,18.57,13.33,4.29,14.29,12.86,7.14,75.00,0,25.00
N00000050,254,67,31,37,16,21,76,6,5,8,4,0,4,26.38,12.20,14.57,6.30,8.27,29.92,2.36,50.00,0,50.00
N00000051,231,100,30,34,5,21,21,20,5,8,2,2,4,43.29,12.99,14.72,2.16,9.09,9.09,8.66,25.00,25.00,50.00
N00000052,245,71,38,39,15,30,39,13,11,7,3,1,3,28.98,15.51,15.92,6.12,12.24,15.92,5.31,42.86,14.29,42.86
N00000053,208,61,42,38,6,12,28,21,7,11,5,5,1,29.33,20.19,18.27,2.88,5.77,13.46,10.10,45.45,45.45,9.09
N00000054,195,67,22,36,4,27,28,11,4,5,3,1,1,34.36,11.28,18.46,2.05,13.85,14.36,5.64,60.00,20.00,20.00
N00000055,229,90,36,44,8,20,23,8,6,10,3,4,3,39.30,15.72,19.21,3.49,8.73,10.04,3.49,30.00,40.00,30.00
N00000056,239,108,23,34,13,20,25,16,3,5,4,0,1,45.19,9.62,14.23,5.44,8.37,10.46,6.69,80.00,0,20.00
N00000057,197,79,33,43,7,13,10,12,9,6,2,2,2,40.10,16.75,21.83,3.55,6.60,5.08,6.09,33.33,33.33,33.33
N00000058,198,61,33,31,4,19,32,18,7,5,3,0,2,30.81,16.67,15.66,2.02,9.60,16.16,9.09,60.00,0,40.00
N00000059,178,74,29,28,4,17,18,8,3,6,2,1,3,41.57,16.29,15.73,2.25,9.55,10.11,4.49,33.33,16.67,50.00
N00000060,306,125,60,46,9,30,25,11,6,7,3,0,4,40.85,19.61,15.03,2.94,9.80,8.17,3.59,42.86,0,57.14
N00000061,238,57,27,26,11,20,80,17,5,11,5,0,6,23.95,11.34,10.92,4.62,8.40,33.61,7.14,45.45,0,54.55
N00000062,299,51,24,38,14,44,122,6,10,15,6,2,7,17.06,8.03,12.71,4.68,14.72,40.80,2.01,40.00,13.33,46.67
N00000063,356,155,42,47,10,28,52,22,10,17,10,0,7,43.54,11.80,13.20,2.81,7.87,14.61,6.18,58.82,0,41.18
N00000064,218,101,35,24,8,25,14,11,6,6,4,0,2,46.33,16.06,11.01,3.67,11.47,6.42,5.05,66.67,0,33.33
N00000065,327,82,54,41,16,44,74,16,6,17,10,1,6,25.08,16.51,12.54,4.89,13.46,22.63,4.89,58.82,5.88,35.29
N00000066,232,61,21,38,14,20,67,11,5,5,5,0,0,26.29,9.05,16.38,6.03,8.62,28.88,4.74,100.00,0,0
N00000067,243,95,32,51,15,14,23,13,11,8,3,3,2,39.09,13.17,20.99,6.17,5.76,9.47,5.35,37.50,37.50,25.00
N00000068,293,65,28,45,20,37,81,17,15,13,9,1,3,22.18,9.56,15.36,6.83,12.63,27.65,5.80,69.23,7.69,23.08
N00000069,238,110,38,40,6,26,14,4,11,8,3,1,4,46.22,15.97,16.81,2.52,10.92,5.88,1.68,37.50,12.50,50.00
N00000070,216,63,23,31,9,17,67,6,6,8,2,0,6,29.17,10.65,14.35,4.17,7.87,31.02,2.78,25.00,0,75.00
N00000071,254,93,26,34,10,35,39,17,2,6,5,0,1,36.61,10.24,13.39,3.94,13.78,15.35,6.69,83.33,0,16.67
N00000072,1290,229,156,226,49,201,354,75,46,41,17,4,20,17.75,12.09,17.52,3.80,15.58,27.44,5.81,41.46,9.76,48.78
N00000073,467,198,54,46,11,32,89,37,4,5,4,0,1,42.40,11.56,9.85,2.36,6.85,19.06,7.92,80.00,0,20.00
N00000074,764,97,93,131,26,112,266,39,20,23,10,3,10,12.70,12.17,17.15,3.40,14.66,34.82,5.10,43.48,13.04,43.48
N00000075,351,85,51,71,19,40,64,21,9,12,6,0,6,24.22,14.53,20.23,5.41,11.40,18.23,5.98,50.00,0,50.00
N00000076,258,54,38,49,11,40,51,15,13,14,8,0,6,20.93,14.73,18.99,4.26,15.50,19.77,5.81,57.14,0,42.86
N00000077,222,38,24,53,15,30,54,8,4,14,12,0,2,17.12,10.81,23.87,6.76,13.51,24.32,3.60,85.71,0,14.29
N00000078,330,42,41,63,15,48,106,15,12,14,9,2,3,12.73,12.42,19.09,4.55,14.55,32.12,4.55,64.29,14.29,21.43
N00000079,423,74,43,75,16,67,141,7,19,31,17,1,13,17.49,10.17,17.73,3.78,15.84,33.33,1.65,54.84,3.23,41.94
N00000080,324,56,37,49,4,50,117,11,12,14,5,2,7,17.28,11.42,15.12,1.23,15.43,36.11,3.40,35.71,14.29,50.00
