GeographyCode,KS610NI0001,KS610NI0002,KS610NI0003,KS610NI0004,KS610NI0005,KS610NI0006,KS610NI0007,KS610NI0008,KS610NI0009,KS610NI0010,KS610NI0011,KS610NI0012,KS610NI0013,KS610NI0014,KS610NI0015,KS610NI0016,KS610NI0017,KS610NI0018,KS610NI0019
N00000001,180,16,16,26,51,4,30,19,1,17,8.89,8.89,14.44,28.33,2.22,16.67,10.56,0.56,9.44
N00000002,78,8,19,9,17,1,8,11,0,5,10.26,24.36,11.54,21.79,1.28,10.26,14.10,0,6.41
N00000003,56,7,15,2,13,1,9,3,0,6,12.50,26.79,3.57,23.21,1.79,16.07,5.36,0,10.71
N00000004,133,5,27,8,33,6,21,20,3,10,3.76,20.30,6.02,24.81,4.51,15.79,15.04,2.26,7.52
N00000005,94,13,17,12,11,5,16,10,3,7,13.83,18.09,12.77,11.70,5.32,17.02,10.64,3.19,7.45
N00000006,63,4,15,6,16,4,6,7,2,3,6.35,23.81,9.52,25.40,6.35,9.52,11.11,3.17,4.76
N00000007,57,7,11,4,12,3,10,4,3,3,12.28,19.30,7.02,21.05,5.26,17.54,7.02,5.26,5.26
N00000008,71,3,23,8,21,3,6,2,1,4,4.23,32.39,11.27,29.58,4.23,8.45,2.82,1.41,5.63
N00000009,197,16,59,16,39,9,18,21,4,15,8.12,29.95,8.12,19.80,4.57,9.14,10.66,2.03,7.61
N00000010,51,5,10,1,10,1,7,10,0,7,9.80,19.61,1.96,19.61,1.96,13.73,19.61,0,13.73
N00000011,65,3,7,5,15,3,10,12,1,9,4.62,10.77,7.69,23.08,4.62,15.38,18.46,1.54,13.85
N00000012,64,2,4,4,9,1,13,13,3,15,3.13,6.25,6.25,14.06,1.56,20.31,20.31,4.69,23.44
N00000013,54,1,7,3,9,1,15,8,2,8,1.85,12.96,5.56,16.67,1.85,27.78,14.81,3.70,14.81
N00000014,133,5,17,11,23,6,26,23,5,17,3.76,12.78,8.27,17.29,4.51,19.55,17.29,3.76,12.78
N00000015,40,1,4,4,6,0,8,4,0,13,2.50,10.00,10.00,15.00,0,20.00,10.00,0,32.50
N00000016,45,1,6,4,12,3,4,5,0,10,2.22,13.33,8.89,26.67,6.67,8.89,11.11,0,22.22
N00000017,76,2,11,3,9,4,18,14,0,15,2.63,14.47,3.95,11.84,5.26,23.68,18.42,0,19.74
N00000018,50,3,10,2,8,2,7,9,4,5,6.00,20.00,4.00,16.00,4.00,14.00,18.00,8.00,10.00
N00000019,46,1,4,2,6,0,12,7,1,13,2.17,8.70,4.35,13.04,0,26.09,15.22,2.17,28.26
N00000020,56,1,4,2,12,2,8,10,2,15,1.79,7.14,3.57,21.43,3.57,14.29,17.86,3.57,26.79
N00000021,56,4,6,4,5,7,13,11,0,6,7.14,10.71,7.14,8.93,12.50,23.21,19.64,0,10.71
N00000022,57,0,8,0,7,2,22,10,0,8,0,14.04,0,12.28,3.51,38.60,17.54,0,14.04
N00000023,43,2,3,4,3,2,13,4,1,11,4.65,6.98,9.30,6.98,4.65,30.23,9.30,2.33,25.58
N00000024,132,14,37,15,24,4,13,14,1,10,10.61,28.03,11.36,18.18,3.03,9.85,10.61,0.76,7.58
N00000025,102,6,19,12,19,3,18,13,2,10,5.88,18.63,11.76,18.63,2.94,17.65,12.75,1.96,9.80
N00000026,131,11,28,19,22,7,21,11,2,10,8.40,21.37,14.50,16.79,5.34,16.03,8.40,1.53,7.63
N00000027,111,7,20,7,28,9,22,9,0,9,6.31,18.02,6.31,25.23,8.11,19.82,8.11,0,8.11
N00000028,61,4,6,9,17,2,10,5,2,6,6.56,9.84,14.75,27.87,3.28,16.39,8.20,3.28,9.84
N00000029,93,7,19,8,24,7,11,7,2,8,7.53,20.43,8.60,25.81,7.53,11.83,7.53,2.15,8.60
N00000030,92,5,21,11,19,6,15,11,0,4,5.43,22.83,11.96,20.65,6.52,16.30,11.96,0,4.35
N00000031,156,11,39,16,33,6,29,15,1,6,7.05,25.00,10.26,21.15,3.85,18.59,9.62,0.64,3.85
N00000032,92,6,26,5,20,1,18,10,1,5,6.52,28.26,5.43,21.74,1.09,19.57,10.87,1.09,5.43
N00000033,105,2,29,6,24,2,21,9,3,9,1.90,27.62,5.71,22.86,1.90,20.00,8.57,2.86,8.57
N00000034,109,12,24,8,19,1,22,12,3,8,11.01,22.02,7.34,17.43,0.92,20.18,11.01,2.75,7.34
N00000035,67,1,10,4,11,6,17,6,2,10,1.49,14.93,5.97,16.42,8.96,25.37,8.96,2.99,14.93
N00000036,90,7,17,5,20,1,21,7,4,8,7.78,18.89,5.56,22.22,1.11,23.33,7.78,4.44,8.89
N00000037,62,2,8,5,13,1,15,13,0,5,3.23,12.90,8.06,20.97,1.61,24.19,20.97,0,8.06
N00000038,84,4,15,8,20,4,18,11,0,4,4.76,17.86,9.52,23.81,4.76,21.43,13.10,0,4.76
N00000039,304,12,41,26,75,10,68,45,2,25,3.95,13.49,8.55,24.67,3.29,22.37,14.80,0.66,8.22
N00000040,67,4,2,6,15,2,13,12,3,10,5.97,2.99,8.96,22.39,2.99,19.40,17.91,4.48,14.93
N00000041,113,8,18,8,36,1,18,15,1,8,7.08,15.93,7.08,31.86,0.88,15.93,13.27,0.88,7.08
N00000042,96,3,13,9,22,3,25,12,2,7,3.13,13.54,9.38,22.92,3.13,26.04,12.50,2.08,7.29
N00000043,281,15,54,24,65,6,42,51,3,21,5.34,19.22,8.54,23.13,2.14,14.95,18.15,1.07,7.47
N00000044,55,2,4,2,18,1,12,9,1,6,3.64,7.27,3.64,32.73,1.82,21.82,16.36,1.82,10.91
N00000045,122,12,30,8,27,8,16,9,2,10,9.84,24.59,6.56,22.13,6.56,13.11,7.38,1.64,8.20
N00000046,88,3,28,4,18,5,14,8,1,7,3.41,31.82,4.55,20.45,5.68,15.91,9.09,1.14,7.95
N00000047,83,3,18,5,26,2,10,11,3,5,3.61,21.69,6.02,31.33,2.41,12.05,13.25,3.61,6.02
N00000048,74,3,3,1,14,3,23,9,3,15,4.05,4.05,1.35,18.92,4.05,31.08,12.16,4.05,20.27
N00000049,60,4,2,2,13,1,15,8,1,14,6.67,3.33,3.33,21.67,1.67,25.00,13.33,1.67,23.33
N00000050,64,9,15,2,12,2,12,4,0,8,14.06,23.44,3.13,18.75,3.13,18.75,6.25,0,12.50
N00000051,62,2,8,6,5,1,11,10,3,16,3.23,12.90,9.68,8.06,1.61,17.74,16.13,4.84,25.81
N00000052,63,3,11,2,9,1,14,8,3,12,4.76,17.46,3.17,14.29,1.59,22.22,12.70,4.76,19.05
N00000053,53,1,4,7,5,1,13,10,1,11,1.89,7.55,13.21,9.43,1.89,24.53,18.87,1.89,20.75
N00000054,67,2,5,6,10,1,19,12,2,10,2.99,7.46,8.96,14.93,1.49,28.36,17.91,2.99,14.93
N00000055,54,0,5,3,7,3,13,7,3,13,0,9.26,5.56,12.96,5.56,24.07,12.96,5.56,24.07
N00000056,66,0,4,3,11,1,15,15,4,13,0,6.06,4.55,16.67,1.52,22.73,22.73,6.06,19.70
N00000057,52,2,5,1,6,2,8,7,4,17,3.85,9.62,1.92,11.54,3.85,15.38,13.46,7.69,32.69
N00000058,61,4,7,2,9,2,13,5,5,14,6.56,11.48,3.28,14.75,3.28,21.31,8.20,8.20,22.95
N00000059,50,1,5,1,4,2,13,12,2,10,2.00,10.00,2.00,8.00,4.00,26.00,24.00,4.00,20.00
N00000060,92,4,7,5,12,5,18,16,2,23,4.35,7.61,5.43,13.04,5.43,19.57,17.39,2.17,25.00
N00000061,57,2,15,8,6,1,9,5,1,10,3.51,26.32,14.04,10.53,1.75,15.79,8.77,1.75,17.54
N00000062,81,17,13,7,19,0,10,10,0,5,20.99,16.05,8.64,23.46,0,12.35,12.35,0,6.17
N00000063,68,4,8,3,10,3,13,12,1,14,5.88,11.76,4.41,14.71,4.41,19.12,17.65,1.47,20.59
N00000064,40,1,5,3,4,1,10,8,1,7,2.50,12.50,7.50,10.00,2.50,25.00,20.00,2.50,17.50
N00000065,98,9,21,1,15,3,23,14,1,11,9.18,21.43,1.02,15.31,3.06,23.47,14.29,1.02,11.22
N00000066,73,6,19,3,17,0,7,12,2,7,8.22,26.03,4.11,23.29,0,9.59,16.44,2.74,9.59
N00000067,63,4,4,2,9,4,11,9,1,19,6.35,6.35,3.17,14.29,6.35,17.46,14.29,1.59,30.16
N00000068,85,6,18,7,19,0,9,6,6,14,7.06,21.18,8.24,22.35,0,10.59,7.06,7.06,16.47
N00000069,47,2,2,0,9,4,13,6,0,11,4.26,4.26,0,19.15,8.51,27.66,12.77,0,23.40
N00000070,49,5,14,5,11,1,5,3,0,5,10.20,28.57,10.20,22.45,2.04,10.20,6.12,0,10.20
N00000071,63,4,5,2,14,1,17,9,2,9,6.35,7.94,3.17,22.22,1.59,26.98,14.29,3.17,14.29
N00000072,464,35,90,37,97,17,74,51,14,49,7.54,19.40,7.97,20.91,3.66,15.95,10.99,3.02,10.56
N00000073,123,8,22,5,20,3,19,14,9,23,6.50,17.89,4.07,16.26,2.44,15.45,11.38,7.32,18.70
N00000074,298,21,84,27,65,8,41,31,6,15,7.05,28.19,9.06,21.81,2.68,13.76,10.40,2.01,5.03
N00000075,60,4,11,5,13,0,10,7,2,8,6.67,18.33,8.33,21.67,0,16.67,11.67,3.33,13.33
N00000076,87,4,24,7,19,2,12,13,0,6,4.60,27.59,8.05,21.84,2.30,13.79,14.94,0,6.90
N00000077,70,6,8,3,15,3,10,13,1,11,8.57,11.43,4.29,21.43,4.29,14.29,18.57,1.43,15.71
N00000078,127,11,29,9,21,3,23,18,5,8,8.66,22.83,7.09,16.54,2.36,18.11,14.17,3.94,6.30
N00000079,133,17,39,13,25,3,13,18,2,3,12.78,29.32,9.77,18.80,2.26,9.77,13.53,1.50,2.26
N00000080,103,6,21,11,36,0,14,8,0,7,5.83,20.39,10.68,34.95,0,13.59,7.77,0,6.80
N00000081,77,9,24,9,10,0,8,7,1,9,11.69,31.17,11.69,12.99,0,10.39,9.09,1.30,11.69
N00000082,79,12,23,2,15,3,11,6,2,5,15.19,29.11,2.53,18.99,3.80,13.92,7.59,2.53,6.33
N00000083,165,15,38,13,41,9,25,15,2,7,9.09,23.03,7.88,24.85,5.45,15.15,9.09,1.21,4.24
N00000084,108,13,27,10,28,3,7,11,2,7,12.04,25.00,9.26,25.93,2.78,6.48,10.19,1.85,6.48
N00000085,83,4,16,5,14,0,16,6,7,15,4.82,19.28,6.02,16.87,0,19.28,7.23,8.43,18.07
N00000086,89,2,22,6,21,2,7,15,3,11,2.25,24.72,6.74,23.60,2.25,7.87,16.85,3.37,12.36
N00000087,227,18,60,21,46,6,46,14,3,13,7.93,26.43,9.25,20.26,2.64,20.26,6.17,1.32,5.73
N00000088,35,2,3,2,7,2,7,4,3,5,5.71,8.57,5.71,20.00,5.71,20.00,11.43,8.57,14.29
N00000089,124,9,26,12,38,2,23,6,0,8,7.26,20.97,9.68,30.65,1.61,18.55,4.84,0,6.45
N00000090,104,5,27,6,19,2,16,10,5,14,4.81,25.96,5.77,18.27,1.92,15.38,9.62,4.81,13.46
N00000091,120,12,24,7,17,8,18,12,7,15,10.00,20.00,5.83,14.17,6.67,15.00,10.00,5.83,12.50
N00000092,104,7,23,10,24,6,9,15,3,7,6.73,22.12,9.62,23.08,5.77,8.65,14.42,2.88,6.73
N00000093,99,7,21,4,22,3,19,12,0,11,7.07,21.21,4.04,22.22,3.03,19.19,12.12,0,11.11
N00000094,117,5,39,11,23,5,17,13,0,4,4.27,33.33,9.40,19.66,4.27,14.53,11.11,0,3.42
