GeographyCode,KS501NI0001,KS501NI0002,KS501NI0003,KS501NI0004,KS501NI0005,KS501NI0006,KS501NI0007,KS501NI0008,KS501NI0009,KS501NI0010,KS501NI0011,KS501NI0012,KS501NI0013,KS501NI0014,KS501NI0015,KS501NI0016,KS501NI0017,KS501NI0018,KS501NI0019,KS501NI0020,KS501NI0021,KS501NI0022,KS501NI0023
95AA01S1,757,45,114,190,19,176,189,24,15,11,6,0,5,5.94,15.06,25.10,2.51,23.25,24.97,3.17,54.55,0,45.45
95AA01S2,1393,300,148,233,62,188,413,49,58,56,26,8,22,21.54,10.62,16.73,4.45,13.50,29.65,3.52,46.43,14.29,39.29
95AA01S3,1194,237,130,186,57,147,375,62,31,49,27,6,16,19.85,10.89,15.58,4.77,12.31,31.41,5.19,55.10,12.24,32.65
95AA02W1,1468,506,207,242,69,140,230,74,30,41,27,4,10,34.47,14.10,16.49,4.70,9.54,15.67,5.04,65.85,9.76,24.39
95AA03W1,1436,565,210,219,60,163,167,52,31,37,17,2,18,39.35,14.62,15.25,4.18,11.35,11.63,3.62,45.95,5.41,48.65
95AA04W1,2373,580,282,385,113,308,634,71,98,133,65,11,57,24.44,11.88,16.22,4.76,12.98,26.72,2.99,48.87,8.27,42.86
95AA05W1,2083,513,243,298,141,260,546,82,69,100,47,3,50,24.63,11.67,14.31,6.77,12.48,26.21,3.94,47.00,3.00,50.00
95AA06S1,1437,364,196,244,74,203,290,66,65,83,45,11,27,25.33,13.64,16.98,5.15,14.13,20.18,4.59,54.22,13.25,32.53
95AA06S2,1909,444,274,388,73,268,395,67,99,109,50,14,45,23.26,14.35,20.32,3.82,14.04,20.69,3.51,45.87,12.84,41.28
95AA07W1,1714,474,205,270,90,188,413,74,53,52,21,5,26,27.65,11.96,15.75,5.25,10.97,24.10,4.32,40.38,9.62,50.00
95AA08W1,1347,497,191,225,51,130,164,89,36,46,20,13,13,36.90,14.18,16.70,3.79,9.65,12.18,6.61,43.48,28.26,28.26
95AA09W1,1772,602,248,259,59,171,339,94,50,67,31,5,31,33.97,14.00,14.62,3.33,9.65,19.13,5.30,46.27,7.46,46.27
95AA10W1,1551,514,208,239,79,166,273,72,54,57,34,6,17,33.14,13.41,15.41,5.09,10.70,17.60,4.64,59.65,10.53,29.82
95AA11S1,2227,583,259,337,79,285,549,135,58,60,28,4,28,26.18,11.63,15.13,3.55,12.80,24.65,6.06,46.67,6.67,46.67
95AA11S2,1925,316,247,367,86,270,541,98,58,77,45,5,27,16.42,12.83,19.06,4.47,14.03,28.10,5.09,58.44,6.49,35.06
95AA12W1,2162,460,217,357,85,284,708,51,92,110,49,4,57,21.28,10.04,16.51,3.93,13.14,32.75,2.36,44.55,3.64,51.82
95AA13S1,1330,341,154,226,55,155,330,69,45,57,25,4,28,25.64,11.58,16.99,4.14,11.65,24.81,5.19,43.86,7.02,49.12
95AA13S2,1198,324,125,206,54,125,297,67,40,41,17,1,23,27.05,10.43,17.20,4.51,10.43,24.79,5.59,41.46,2.44,56.10
95AA14W1,1852,435,162,289,135,217,540,74,53,96,50,5,41,23.49,8.75,15.60,7.29,11.72,29.16,4.00,52.08,5.21,42.71
95AA15S1,2016,406,242,314,74,236,585,159,53,76,40,9,27,20.14,12.00,15.58,3.67,11.71,29.02,7.89,52.63,11.84,35.53
95AA15S2,1134,310,152,204,44,125,207,92,33,50,30,4,16,27.34,13.40,17.99,3.88,11.02,18.25,8.11,60.00,8.00,32.00
95AA16W1,1463,538,224,205,53,137,199,107,41,44,26,0,18,36.77,15.31,14.01,3.62,9.36,13.60,7.31,59.09,0,40.91
95AA17W1,1669,462,248,325,66,187,303,78,50,66,27,3,36,27.68,14.86,19.47,3.95,11.20,18.15,4.67,40.91,4.55,54.55
95AA18W1,2063,453,184,333,85,220,725,63,65,70,40,0,30,21.96,8.92,16.14,4.12,10.66,35.14,3.05,57.14,0,42.86
95AA19W1,2006,635,227,322,110,230,416,66,93,103,40,4,59,31.66,11.32,16.05,5.48,11.47,20.74,3.29,38.83,3.88,57.28
95BB01S1,1242,270,144,207,64,191,325,41,41,59,36,2,21,21.74,11.59,16.67,5.15,15.38,26.17,3.30,61.02,3.39,35.59
95BB01S2,1595,342,218,291,91,256,353,44,54,73,29,2,42,21.44,13.67,18.24,5.71,16.05,22.13,2.76,39.73,2.74,57.53
95BB02W1,2020,739,265,295,84,225,323,89,50,75,30,10,35,36.58,13.12,14.60,4.16,11.14,15.99,4.41,40.00,13.33,46.67
95BB03S1,1614,542,233,234,93,159,278,75,40,34,11,6,17,33.58,14.44,14.50,5.76,9.85,17.22,4.65,32.35,17.65,50.00
95BB03S2,1788,544,229,284,113,210,344,64,43,61,20,4,37,30.43,12.81,15.88,6.32,11.74,19.24,3.58,32.79,6.56,60.66
95BB04S1,1258,348,144,209,63,138,311,45,32,54,18,6,30,27.66,11.45,16.61,5.01,10.97,24.72,3.58,33.33,11.11,55.56
95BB04S2,1356,292,119,200,79,149,463,54,26,48,19,3,26,21.53,8.78,14.75,5.83,10.99,34.14,3.98,39.58,6.25,54.17
95BB05S1,1209,281,142,200,90,165,294,37,28,45,21,3,21,23.24,11.75,16.54,7.44,13.65,24.32,3.06,46.67,6.67,46.67
95BB05S2,1550,406,192,241,96,192,367,56,37,46,22,1,23,26.19,12.39,15.55,6.19,12.39,23.68,3.61,47.83,2.17,50.00
95BB06W1,2484,974,319,374,120,265,325,107,58,75,31,12,32,39.21,12.84,15.06,4.83,10.67,13.08,4.31,41.33,16.00,42.67
95BB07S1,1390,456,162,180,78,173,285,56,31,35,18,3,14,32.81,11.65,12.95,5.61,12.45,20.50,4.03,51.43,8.57,40.00
95BB07S2,1055,274,145,173,76,142,197,48,34,42,16,1,25,25.97,13.74,16.40,7.20,13.46,18.67,4.55,38.10,2.38,59.52
95BB08S1,1085,446,174,155,66,104,102,38,28,33,14,2,17,41.11,16.04,14.29,6.08,9.59,9.40,3.50,42.42,6.06,51.52
95BB08S2,1017,194,159,176,70,147,229,42,19,41,12,1,28,19.08,15.63,17.31,6.88,14.45,22.52,4.13,29.27,2.44,68.29
95BB09S1,1129,270,109,167,80,147,309,47,26,30,15,0,15,23.91,9.65,14.79,7.09,13.02,27.37,4.16,50.00,0,50.00
95BB09S2,1378,256,150,235,72,200,423,42,37,70,38,2,30,18.58,10.89,17.05,5.22,14.51,30.70,3.05,54.29,2.86,42.86
95BB10S1,1462,416,172,209,55,160,370,80,25,34,15,2,17,28.45,11.76,14.30,3.76,10.94,25.31,5.47,44.12,5.88,50.00
95BB10S2,1366,241,148,237,61,149,482,48,41,54,24,2,28,17.64,10.83,17.35,4.47,10.91,35.29,3.51,44.44,3.70,51.85
95BB11S1,1122,379,170,183,70,117,160,43,39,28,14,3,11,33.78,15.15,16.31,6.24,10.43,14.26,3.83,50.00,10.71,39.29
95BB11S2,1358,407,165,218,89,140,271,68,36,49,24,2,23,29.97,12.15,16.05,6.55,10.31,19.96,5.01,48.98,4.08,46.94
95BB12S1,1115,437,174,146,49,107,152,50,36,35,11,5,19,39.19,15.61,13.09,4.39,9.60,13.63,4.48,31.43,14.29,54.29
95BB12S2,1062,191,120,182,41,128,353,47,38,42,19,1,22,17.98,11.30,17.14,3.86,12.05,33.24,4.43,45.24,2.38,52.38
95BB13S1,1050,216,137,215,45,137,262,38,63,58,31,6,21,20.57,13.05,20.48,4.29,13.05,24.95,3.62,53.45,10.34,36.21
95BB13S2,1197,434,174,184,80,121,153,51,31,38,15,4,19,36.26,14.54,15.37,6.68,10.11,12.78,4.26,39.47,10.53,50.00
95BB13S3,1201,221,172,233,66,175,288,46,43,49,18,8,23,18.40,14.32,19.40,5.50,14.57,23.98,3.83,36.73,16.33,46.94
95BB14S1,1234,233,140,188,55,176,408,34,34,64,27,1,36,18.88,11.35,15.24,4.46,14.26,33.06,2.76,42.19,1.56,56.25
95BB14S2,1299,232,117,214,58,155,476,47,42,55,20,5,30,17.86,9.01,16.47,4.46,11.93,36.64,3.62,36.36,9.09,54.55
95BB15S1,1535,385,162,272,97,169,384,66,50,51,18,5,28,25.08,10.55,17.72,6.32,11.01,25.02,4.30,35.29,9.80,54.90
95BB15S2,1164,332,184,203,73,139,187,46,44,68,25,11,32,28.52,15.81,17.44,6.27,11.94,16.07,3.95,36.76,16.18,47.06
95BB16S1,1281,275,139,182,70,169,401,45,49,59,28,2,29,21.47,10.85,14.21,5.46,13.19,31.30,3.51,47.46,3.39,49.15
95BB16S2,1290,253,133,199,68,149,447,41,40,42,13,1,28,19.61,10.31,15.43,5.27,11.55,34.65,3.18,30.95,2.38,66.67
95BB17S1,1352,338,211,258,77,201,212,55,41,44,15,3,26,25.00,15.61,19.08,5.70,14.87,15.68,4.07,34.09,6.82,59.09
95BB17S2,1359,352,177,218,80,166,320,46,35,55,22,2,31,25.90,13.02,16.04,5.89,12.21,23.55,3.38,40.00,3.64,56.36
