GeographyCode,QS407NI0001,QS407NI0002,QS407NI0003,QS407NI0004,QS407NI0005,QS407NI0006
95AA01S1,310,245,41,15,9,0
95AA01S2,624,479,78,51,9,7
95AA01S3,588,406,115,46,21,0
95AA02W1,839,369,247,156,53,14
95AA03W1,845,359,267,165,44,10
95AA04W1,1014,812,102,73,21,6
95AA05W1,920,625,168,88,25,14
95AA06S1,710,372,181,106,37,14
95AA06S2,860,491,200,115,40,14
95AA07W1,820,526,182,75,30,7
95AA08W1,699,368,154,127,40,10
95AA09W1,943,485,261,155,31,11
95AA10W1,792,447,188,117,33,7
95AA11S1,1123,655,279,138,37,14
95AA11S2,870,594,180,69,17,10
95AA12W1,971,811,90,49,14,7
95AA13S1,625,361,120,98,29,17
95AA13S2,614,316,144,102,44,8
95AA14W1,779,609,103,43,17,7
95AA15S1,1013,527,293,136,42,15
95AA15S2,582,277,163,101,30,11
95AA16W1,832,400,239,151,32,10
95AA17W1,855,448,231,128,38,10
95AA18W1,1004,775,129,71,22,7
95AA19W1,832,498,135,113,62,24
95BB01S1,548,397,93,46,7,5
95BB01S2,759,494,165,73,23,4
95BB02W1,1126,529,290,205,91,11
95BB03S1,877,475,238,125,28,11
95BB03S2,899,574,194,92,32,7
95BB04S1,638,355,156,98,23,6
95BB04S2,669,547,71,40,5,6
95BB05S1,564,407,94,46,12,5
95BB05S2,754,489,175,68,18,4
95BB06W1,1518,429,521,399,142,27
95BB07S1,819,289,242,219,59,10
95BB07S2,496,356,85,35,16,4
95BB08S1,589,216,230,88,41,14
95BB08S2,479,292,108,60,15,4
95BB09S1,561,388,111,55,5,2
95BB09S2,692,397,157,112,20,6
95BB10S1,874,382,238,176,65,13
95BB10S2,635,535,63,26,4,7
95BB11S1,621,264,220,103,26,8
95BB11S2,717,442,172,83,14,6
95BB12S1,626,256,188,122,43,17
95BB12S2,504,397,64,32,10,1
95BB13S1,508,251,140,91,22,4
95BB13S2,603,334,166,69,22,12
95BB13S3,576,354,136,64,15,7
95BB14S1,551,450,60,31,9,1
95BB14S2,621,461,91,39,24,6
95BB15S1,706,485,132,65,17,7
95BB15S2,581,308,145,98,27,3
95BB16S1,562,445,69,34,11,3
95BB16S2,614,500,66,34,12,2
95BB17S1,727,329,227,129,27,15
95BB17S2,672,422,152,64,28,6
95BB18S1,726,371,191,139,16,9
95BB18S2,912,727,129,41,14,1
95BB19S1,641,413,140,67,20,1
95BB19S2,599,442,117,27,9,4
95BB19S3,484,324,100,45,11,4
95BB20S1,677,417,143,80,25,12
95BB20S2,613,242,179,123,47,22
95BB21S1,932,536,267,101,23,5
95BB21S2,889,585,191,82,26,5
95BB22S1,596,295,177,93,23,8
95BB22S2,598,190,223,142,36,7
95BB23S1,638,499,89,41,7,2
95BB23S2,523,407,76,34,4,2
95CC01W1,904,459,223,146,49,27
95CC02W1,875,600,141,70,48,16
95CC03W1,1127,445,296,225,115,46
95CC04W1,790,513,151,86,25,15
95CC05W1,954,632,197,73,32,20
95CC06S1,579,402,110,50,14,3
95CC06S2,517,345,102,53,10,7
95CC07W1,1108,742,188,124,39,15
95CC08W1,990,466,288,153,64,19
95CC09S1,494,400,51,32,11,0
95CC09S2,696,518,118,47,11,2
95CC10W1,901,686,145,51,16,3
95CC11W1,786,386,229,104,47,20
95CC12W1,890,633,139,81,24,13
95CC13W1,817,556,157,63,25,16
95CC14W1,1132,790,224,86,22,10
95CC15W1,1007,686,175,91,37,18
95CC16W1,1076,664,254,105,41,12
95CC17W1,897,631,150,80,24,12
95CC18W1,937,623,192,79,22,21
95CC19W1,981,660,185,96,30,10
95CC20S1,484,373,76,22,10,3
95CC20S2,643,370,146,88,26,13
95CC21W1,1167,755,233,128,46,5
95CC22W1,842,398,263,135,31,15
95DD01W1,836,631,139,44,17,5
95DD02S1,599,340,152,86,17,4
95DD02S2,891,653,163,60,13,2
95DD03W1,1389,1075,190,95,22,7
95DD04W1,859,343,251,193,53,19
95DD05W1,685,301,184,137,43,20
95DD06W1,944,770,108,50,6,10
95DD07S1,689,418,166,78,23,4
95DD07S2,723,476,138,91,14,4
95DD08W1,1041,418,258,225,105,35
95DD09W1,929,760,104,49,12,4
95DD10W1,1180,638,286,185,52,19
95DD11W1,955,407,234,216,71,27
95DD12W1,890,701,110,53,19,7
95DD13W1,741,408,175,104,32,22
95DD14S1,626,410,132,57,20,7
95DD14S2,607,526,50,24,5,2
95DD15W1,1174,825,204,100,32,13
95DD16W1,1019,818,121,55,18,7
95DD17W1,1148,894,159,61,22,12
95DD18W1,873,459,217,125,51,21
95DD19S1,732,419,185,104,16,8
95DD19S2,543,412,82,37,9,3
95DD20W1,826,305,289,167,50,15
95DD21W1,891,519,202,104,48,18
95DD22S1,559,387,93,55,16,8
95DD22S2,597,374,122,68,24,9
95DD23W1,881,715,98,47,15,6
95DD24W1,990,621,215,108,31,15
95EE01W1,592,375,117,63,23,14
95EE02W1,790,523,145,77,34,11
95EE03W1,808,497,190,91,24,6
95EE04W1,736,446,158,97,25,10
95EE05W1,577,392,97,59,23,6
95EE06W1,692,401,144,87,42,18
95EE07W1,740,480,162,68,24,6
95EE08W1,711,484,107,74,36,10
95EE09W1,605,391,119,54,33,8
95EE10W1,598,363,126,73,22,14
95EE11W1,551,397,87,43,16,8
95EE12W1,1059,549,296,150,39,25
95EE13W1,718,389,155,118,44,12
95EE14W1,1016,726,159,83,39,9
95EE15W1,606,404,106,63,27,6
95EE16W1,709,510,118,48,18,15
95FF01S1,781,577,138,48,16,2
95FF01S2,959,746,138,57,15,3
95FF02W1,923,632,155,84,42,10
95FF03W1,1169,625,328,157,42,17
95FF04W1,862,645,129,60,24,4
95FF05W1,1119,646,291,127,49,6
95FF06S1,820,506,191,98,18,7
95FF06S2,720,509,125,65,17,4
95FF07W1,1154,476,374,209,78,17
95FF08W1,993,568,248,138,31,8
95FF09W1,1000,550,245,147,40,18
95FF10W1,1216,847,234,92,34,9
95FF11W1,873,648,143,57,18,7
95FF12W1,1018,654,226,101,29,8
95FF13W1,977,688,187,67,25,10
95FF14W1,862,699,105,40,14,4
95FF15W1,1073,566,276,164,47,20
95FF16W1,927,625,148,100,47,7
95FF17W1,857,383,255,160,46,13
95GG01S1,739,359,188,120,58,14
95GG01S2,624,294,128,124,54,24
95GG01S3,641,328,149,94,54,16
95GG02S1,749,173,270,192,83,31
95GG02S2,859,157,305,240,130,27
95GG02S3,960,180,255,298,160,67
95GG03S1,895,547,201,111,30,6
95GG03S2,767,547,119,73,17,11
95GG03S3,1005,525,253,150,57,20
95GG04S1,801,174,245,232,121,29
95GG04S2,640,174,205,176,60,25
95GG04S3,856,158,354,226,93,25
95GG05S1,845,365,230,180,58,12
95GG05S2,948,479,254,144,51,20
95GG05S3,1007,342,282,240,109,34
95GG06S1,794,329,268,142,38,17
95GG06S2,833,311,317,141,49,15
95GG06S3,754,428,179,103,33,11
95GG07S1,796,307,181,139,101,68
95GG07S2,788,204,229,232,74,49
95GG07S3,685,177,240,163,78,27
95GG08S1,554,370,109,50,14,11
95GG08S2,810,302,276,163,47,22
95GG08S3,787,311,227,181,50,18
95GG09S1,844,643,103,62,31,5
95GG09S2,808,497,178,93,32,8
95GG09S3,952,331,329,207,67,18
95GG10S1,966,191,426,223,94,32
95GG10S2,1051,239,413,255,112,32
95GG11S1,987,230,369,260,103,25
95GG11S2,701,450,159,65,22,5
95GG11S3,998,357,319,212,82,28
95GG12S1,558,124,84,172,123,55
95GG12S2,727,184,153,198,145,47
95GG12S3,586,169,92,156,105,64
95GG12S4,719,98,87,233,208,93
95GG12S5,839,189,208,259,131,52
95GG13S1,664,205,238,143,58,20
95GG13S2,665,420,130,93,17,5
95GG13S3,787,303,235,193,40,16
95GG14S1,618,488,76,42,8,4
95GG14S2,582,443,81,39,16,3
95GG14S3,617,428,116,57,13,3
95GG15S1,736,590,113,27,3,3
95GG15S2,890,608,171,74,23,14
95GG15S3,918,498,244,129,36,11
95GG16S1,866,407,179,176,72,32
95GG16S2,777,427,135,139,61,15
95GG16S3,587,355,129,72,23,8
95GG17S1,770,333,199,157,57,24
95GG17S2,623,412,107,53,37,14
95GG17S3,744,323,238,128,37,18
95GG18S1,1073,255,325,320,118,55
95GG18S2,1070,274,292,283,144,77
95GG19S1,1061,226,428,286,93,28
95GG19S2,1178,297,407,324,117,33
95GG20S1,1393,248,444,426,192,83
95GG20S2,966,314,346,212,59,35
95GG21S1,639,143,227,182,58,29
95GG21S2,675,147,214,191,77,46
95GG21S3,948,141,267,318,151,71
95GG22S1,733,378,166,119,50,20
95GG22S2,814,381,188,152,74,19
95GG22S3,661,300,176,106,50,29
95GG23S1,566,423,93,35,9,6
95GG23S2,579,385,102,64,22,6
95GG23S3,676,448,135,63,26,4
95GG24S1,612,330,160,86,27,9
95GG24S2,712,276,250,114,53,19
95GG24S3,621,348,139,93,25,16
95GG25S1,868,347,223,199,75,24
95GG25S2,716,330,171,144,40,31
95GG25S3,610,213,193,124,48,32
95GG26S1,848,330,238,191,70,19
95GG26S2,806,331,273,144,47,11
95GG27S1,487,224,118,78,43,24
95GG27S2,607,214,140,163,53,37
95GG27S3,727,228,202,184,83,30
95GG27S4,646,232,183,138,57,36
95GG28S1,839,455,219,105,49,11
95GG28S2,712,394,182,101,25,10
95GG28S3,774,225,288,194,47,20
95GG29S1,1083,186,346,374,127,50
95GG29S2,1347,558,374,267,109,39
95GG30S1,763,352,234,140,31,6
95GG30S2,695,466,123,79,22,5
95GG30S3,625,424,123,61,13,4
95GG31S1,793,429,182,111,58,13
95GG31S2,800,403,199,144,43,11
95GG31S3,870,308,218,207,91,46
95GG32S1,1257,440,378,299,93,47
95GG32S2,698,284,220,144,35,15
95GG32S3,694,429,155,79,24,7
95GG33S1,737,555,62,69,38,13
95GG33S2,618,452,82,56,24,4
95GG33S3,840,525,147,106,49,13
95GG34S1,650,257,222,136,26,9
95GG34S2,553,391,97,49,14,2
95GG34S3,796,468,141,125,50,12
95GG35S1,867,185,283,252,99,48
95GG35S2,731,145,281,195,80,30
95GG35S3,646,145,215,170,82,34
95GG36S1,827,454,202,111,49,11
95GG36S2,836,586,140,86,23,1
95GG36S3,818,497,220,71,21,9
95GG37S1,779,560,96,85,26,12
95GG37S2,819,444,240,102,25,8
95GG37S3,1089,444,317,218,92,18
95GG38S1,1369,747,258,212,127,25
95GG38S2,853,380,199,179,78,17
95GG38S3,693,456,115,101,15,6
95GG39S1,1172,178,261,384,243,106
95GG39S2,1402,194,472,431,213,92
95GG39S3,1042,152,392,306,136,56
95GG40S1,802,196,303,213,63,27
95GG40S2,1059,253,392,272,105,37
