GeographyCode,QS608NI0001,QS608NI0002,QS608NI0003,QS608NI0004,QS608NI0005,QS608NI0006,QS608NI0007,QS608NI0008,QS608NI0009,QS608NI0010,QS608NI0011,QS608NI0012,QS608NI0013,QS608NI0014
95AA01S1,982,98,51,47,464,234,35,80,39,25,0,0,0,7
95AA01S2,1814,256,40,216,417,170,446,162,156,156,47,34,13,4
95AA01S3,1494,226,52,174,399,176,294,86,114,159,30,19,11,10
95AA02W1,1734,76,13,63,326,216,112,251,296,383,68,34,34,6
95AA03W1,1822,67,22,45,244,231,94,239,407,427,106,70,36,7
95AA04W1,3002,365,109,256,727,274,837,271,200,254,53,30,23,21
95AA05W1,2654,283,68,215,615,288,524,272,264,323,66,42,24,19
95AA06S1,1953,142,52,90,441,287,270,175,296,237,87,49,38,18
95AA06S2,2651,194,69,125,687,376,323,226,370,337,106,63,43,32
95AA07W1,2119,197,47,150,395,209,461,168,249,365,68,40,28,7
95AA08W1,1676,38,13,25,247,236,90,198,296,426,131,78,53,14
95AA09W1,2143,151,22,129,357,253,142,212,507,411,90,65,25,20
95AA10W1,1953,149,46,103,373,214,151,217,322,380,135,105,30,12
95AA11S1,2698,214,46,168,671,350,303,273,353,447,71,46,25,16
95AA11S2,2431,278,71,207,676,363,251,260,317,234,43,28,15,9
95AA12W1,2775,454,133,321,755,347,628,219,139,190,43,28,15,0
95AA13S1,1707,232,47,185,372,200,233,143,200,254,48,34,14,25
95AA13S2,1561,175,62,113,364,192,196,119,196,246,66,37,29,7
95AA14W1,2302,330,81,249,530,248,573,163,184,193,74,57,17,7
95AA15S1,2630,205,36,169,685,373,214,282,387,425,54,28,26,5
95AA15S2,1472,76,14,62,298,199,86,161,227,305,99,65,34,21
95AA16W1,1807,62,12,50,240,212,112,236,381,448,96,56,40,20
95AA17W1,2142,158,53,105,410,222,196,204,374,460,108,64,44,10
95AA18W1,2373,474,78,396,696,289,465,118,172,113,41,36,5,5
95AA19W1,2645,162,44,118,435,207,710,229,294,421,179,154,25,8
95BB01S1,1574,204,73,131,380,166,342,124,151,178,27,14,13,2
95BB01S2,2035,246,57,189,410,331,313,225,225,234,33,12,21,18
95BB02W1,2334,133,50,83,357,263,281,226,443,472,150,79,71,9
95BB03S1,2026,135,25,110,350,280,226,262,345,318,100,57,43,10
95BB03S2,2191,198,46,152,449,248,480,179,305,257,59,29,30,16
95BB04S1,1399,164,32,132,323,204,146,138,172,199,46,23,23,7
95BB04S2,1610,276,51,225,462,197,279,127,160,82,25,19,6,2
95BB05S1,1490,146,40,106,316,212,402,132,130,132,20,11,9,0
95BB05S2,1911,180,40,140,419,217,462,141,215,230,44,30,14,3
95BB06W1,2870,102,28,74,453,362,217,259,644,646,165,114,51,22
95BB07S1,1601,120,24,96,306,243,160,181,295,220,59,36,23,17
95BB07S2,1295,109,26,83,268,184,176,153,195,184,23,17,6,3
95BB08S1,1331,48,7,41,177,155,152,154,213,344,68,43,25,20
95BB08S2,1294,112,22,90,301,181,158,154,209,161,18,14,4,0
95BB09S1,1291,170,33,137,323,183,194,102,147,148,21,12,9,3
95BB09S2,1618,218,53,165,496,299,140,110,155,165,30,9,21,5
95BB10S1,1663,175,32,143,371,210,172,151,272,232,71,46,25,9
95BB10S2,1615,299,75,224,474,224,350,45,123,69,27,20,7,4
95BB11S1,1408,53,10,43,247,178,142,140,264,291,80,42,38,13
95BB11S2,1495,151,41,110,369,230,197,139,189,176,37,19,18,7
95BB12S1,1440,51,10,41,195,141,78,204,342,305,106,62,44,18
95BB12S2,1336,239,64,175,380,119,167,78,164,138,48,15,33,3
95BB13S1,1392,175,44,131,374,170,143,102,229,142,51,25,26,6
95BB13S2,1466,74,25,49,271,149,153,142,254,310,94,54,40,19
95BB13S3,1580,175,40,135,394,263,211,151,268,95,10,6,4,13
