GeographyCode,QS607NI0001,QS607NI0002,QS607NI0003,QS607NI0004,QS607NI0005,QS607NI0006,QS607NI0007,QS607NI0008,QS607NI0009,QS607NI0010,QS607NI0011,QS607NI0012,QS607NI0013,QS607NI0014
95AA01S1,978,98,51,47,464,234,35,80,36,24,0,0,0,7
95AA01S2,1610,237,36,201,381,146,398,144,134,132,34,21,13,4
95AA01S3,1311,206,44,162,364,149,265,71,97,129,20,9,11,10
95AA02W1,1367,65,10,55,279,180,97,205,217,264,54,22,32,6
95AA03W1,1511,58,15,43,211,199,81,195,344,331,85,51,34,7
95AA04W1,2609,339,101,238,659,223,705,251,169,209,33,13,20,21
95AA05W1,2321,265,64,201,567,239,454,229,231,272,45,25,20,19
95AA06S1,1715,139,51,88,406,264,223,154,252,189,70,32,38,18
95AA06S2,2465,192,67,125,663,355,300,197,337,304,85,42,43,32
95AA07W1,1788,181,39,142,339,170,400,134,213,299,46,21,25,6
95AA08W1,1436,37,13,24,216,216,74,171,262,336,110,58,52,14
95AA09W1,1844,121,19,102,297,222,117,186,459,348,74,49,25,20
95AA10W1,1656,136,40,96,310,181,120,181,274,322,120,90,30,12
95AA11S1,2349,190,40,150,602,301,267,235,301,377,60,36,24,16
95AA11S2,2223,264,63,201,623,331,228,242,279,207,40,26,14,9
95AA12W1,2417,420,126,294,696,299,535,188,108,148,23,8,15,0
95AA13S1,1517,226,45,181,338,184,212,124,163,206,39,25,14,25
95AA13S2,1350,168,60,108,332,166,166,103,171,181,56,27,29,7
95AA14W1,1956,303,71,232,463,208,482,142,142,153,56,39,17,7
95AA15S1,2427,196,31,165,647,351,197,259,358,369,45,19,26,5
95AA15S2,1396,75,14,61,270,189,80,153,220,289,99,65,34,21
95AA16W1,1525,49,6,43,211,168,91,201,338,366,82,42,40,19
95AA17W1,1914,143,45,98,379,202,175,182,333,398,92,50,42,10
95AA18W1,1836,403,64,339,536,207,361,100,131,76,17,12,5,5
95AA19W1,2362,155,42,113,407,191,640,214,257,347,143,118,25,8
95BB01S1,1359,188,69,119,350,148,292,99,127,136,18,7,11,1
95BB01S2,1807,240,57,183,376,300,289,190,188,180,26,5,21,18
95BB02W1,1766,102,35,67,288,194,221,168,355,310,119,49,70,9
95BB03S1,1640,120,25,95,296,235,187,210,272,232,78,35,43,10
95BB03S2,1734,156,45,111,379,182,382,135,246,195,43,13,30,16
95BB04S1,1089,142,27,115,268,166,112,100,125,135,34,11,23,7
95BB04S2,1203,228,41,187,347,144,210,87,116,51,18,12,6,2
95BB05S1,1232,123,37,86,277,170,332,116,98,106,10,2,8,0
95BB05S2,1589,157,36,121,360,177,376,117,183,182,34,20,14,3
95BB06W1,2256,94,25,69,396,304,174,192,525,426,125,76,49,20
