GeographyCode,LC3105NI0001,LC3105NI0002,LC3105NI0003,LC3105NI0004,LC3105NI0005,LC3105NI0006,LC3105NI0007,LC3105NI0008,LC3105NI0009,LC3105NI0010,LC3105NI0011,LC3105NI0012,LC3105NI0013,LC3105NI0014,LC3105NI0015,LC3105NI0016,LC3105NI0017,LC3105NI0018,LC3105NI0019,LC3105NI0020,LC3105NI0021,LC3105NI0022,LC3105NI0023,LC3105NI0024
95AA01,4290,241,248,3801,2277,37,61,2179,1217,67,61,1089,405,42,43,320,230,36,37,157,161,59,46,56
95AA02,1734,261,204,1269,666,17,27,622,473,62,41,370,228,58,32,138,218,63,54,101,149,61,50,38
95AA03,1822,281,179,1362,833,39,37,757,481,58,50,373,197,63,24,110,192,58,37,97,119,63,31,25
95AA04,3002,216,216,2570,1295,25,26,1244,977,59,59,859,337,37,34,266,247,36,50,161,146,59,47,40
95AA05,2654,227,218,2209,1264,26,55,1183,758,49,59,650,299,51,37,211,211,49,26,136,122,52,41,29
95AA06,4604,444,334,3826,2460,81,87,2292,1359,116,90,1153,361,75,58,228,236,78,52,106,188,94,47,47
95AA07,2119,201,186,1732,878,21,30,827,632,70,41,521,278,37,28,213,210,31,45,134,121,42,42,37
95AA08,1676,252,180,1244,800,36,38,726,430,68,38,324,206,61,33,112,163,52,49,62,77,35,22,20
95AA09,2143,240,197,1706,1007,34,39,934,566,79,44,443,271,42,43,186,190,46,38,106,109,39,33,37
95AA10,1953,252,213,1488,875,31,42,802,498,64,43,391,283,62,51,170,207,52,51,104,90,43,26,21
95AA11,5129,399,371,4359,2527,53,68,2406,1646,95,94,1457,399,65,71,263,322,81,72,169,235,105,66,64
95AA12,2775,167,204,2404,1121,18,29,1074,966,47,52,867,330,27,32,271,233,37,53,143,125,38,38,49
95AA13,3268,307,248,2713,1601,43,38,1520,976,91,73,812,290,46,44,200,242,53,48,141,159,74,45,40
95AA14,2302,175,173,1954,981,24,31,926,669,36,37,596,306,26,26,254,192,35,32,125,154,54,47,53
95AA15,4102,332,251,3519,2374,52,73,2249,1100,101,64,935,349,83,54,212,172,46,33,93,107,50,27,30
95AA16,1807,268,177,1362,874,42,33,799,477,77,56,344,174,52,22,100,170,62,28,80,112,35,38,39
95AA17,2142,236,183,1723,1060,39,47,974,595,46,60,489,259,65,32,162,173,59,30,84,55,27,14,14
95AA18,2373,195,203,1975,803,18,25,760,652,42,36,574,381,36,33,312,331,38,55,238,206,61,54,91
95AA19,2645,224,170,2251,1419,30,29,1360,699,62,46,591,244,45,30,169,165,45,25,95,118,42,40,36
95BB01,3609,296,272,3041,1585,38,63,1484,1213,51,73,1089,368,56,51,261,256,58,44,154,187,93,41,53
95BB02,2334,421,278,1635,862,25,41,796,605,97,65,443,299,72,45,182,267,76,47,144,301,151,80,70
95BB03,4217,559,486,3172,1699,58,79,1562,1130,135,96,899,545,119,103,323,521,117,110,294,322,130,98,94
95BB04,3009,325,351,2333,998,35,30,933,790,57,61,672,504,65,73,366,409,64,78,267,308,104,109,95
95BB05,3401,349,316,2736,1351,30,53,1268,1000,88,71,841,470,77,59,334,380,76,77,227,200,78,56,66
95BB06,2870,510,368,1992,1202,45,63,1094,722,104,89,529,332,102,61,169,293,85,70,138,321,174,85,62
95BB07,2896,352,316,2228,1209,25,51,1133,768,75,71,622,357,54,47,256,304,84,76,144,258,114,71,73
95BB08,2625,302,281,2042,1156,26,57,1073,693,53,54,586,380,89,54,237,232,64,57,111,164,70,59,35
95BB09,2909,215,247,2447,1073,22,34,1017,833,37,40,756,496,53,62,381,321,49,64,208,186,54,47,85
95BB10,3278,343,351,2584,1092,30,43,1019,878,61,65,752,523,53,59,411,460,69,99,292,325,130,85,110
95BB11,2903,427,346,2130,1040,27,45,968,810,82,70,658,387,83,64,240,380,114,82,184,286,121,85,80
95BB12,2776,272,275,2229,1262,36,58,1168,718,58,67,593,326,58,38,230,318,63,67,188,152,57,45,50
95BB13,4438,410,384,3644,1977,39,60,1878,1355,119,110,1126,552,104,81,367,386,84,85,217,168,64,48,56
95BB14,3088,201,297,2590,1193,23,34,1136,933,36,63,834,423,36,52,335,314,35,72,207,225,71,76,78
95BB15,3489,374,322,2793,1583,31,68,1484,1014,81,76,857,419,103,62,254,301,77,71,153,172,82,45,45
95BB16,3133,246,266,2621,1120,30,25,1065,928,33,50,845,508,43,58,407,334,57,63,214,243,83,70,90
95BB17,3535,348,319,2868,1679,49,67,1563,1066,94,86,886,388,69,56,263,244,78,51,115,158,58,59,41
95BB18,4212,494,368,3350,1887,61,57,1769,1235,115,94,1026,472,96,74,302,385,116,81,188,233,106,62,65
95BB19,4725,336,352,4037,2129,47,60,2022,1580,88,113,1379,568,71,81,416,271,63,51,157,177,67,47,63
95BB20,3368,477,333,2558,1502,34,65,1403,927,131,92,704,425,121,55,249,321,103,57,161,193,88,64,41
95BB21,4699,626,450,3623,2062,60,80,1922,1369,147,117,1105,577,146,85,346,459,164,97,198,232,109,71,52
95BB22,2993,316,237,2440,1563,45,60,1458,907,92,80,735,254,65,39,150,193,63,47,83,76,51,11,14
95BB23,2976,245,290,2441,1121,30,42,1049,850,43,70,737,500,55,63,382,335,56,71,208,170,61,44,65
95CC01,2376,288,200,1888,1172,26,44,1102,684,89,51,544,247,69,40,138,169,52,36,81,104,52,29,23
95CC02,2693,254,216,2223,1299,18,41,1240,734,62,52,620,301,52,34,215,211,59,44,108,148,63,45,40
95CC03,2791,393,224,2174,1539,53,56,1430,678,117,50,511,238,88,31,119,184,69,44,71,152,66,43,43
95CC04,2384,239,167,1978,1217,20,25,1172,610,42,44,524,251,48,21,182,163,57,42,64,143,72,35,36
95CC05,2749,308,228,2213,1361,26,37,1298,730,63,46,621,269,57,36,176,229,81,64,84,160,81,45,34
95CC06,2750,258,234,2258,1260,30,42,1188,759,65,52,642,329,52,40,237,219,50,44,125,183,61,56,66
95CC07,3475,305,240,2930,1851,42,53,1756,990,78,77,835,312,66,39,207,185,44,44,97,137,75,27,35
95CC08,2511,349,206,1956,1288,36,44,1208,667,86,69,512,223,74,25,124,176,65,34,77,157,88,34,35
95CC09,3323,222,235,2866,1598,25,46,1527,964,44,59,861,342,46,35,261,289,57,55,177,130,50,40,40
95CC10,2495,204,218,2073,1050,10,36,1004,706,43,48,615,324,38,40,246,262,52,46,164,153,61,48,44
95CC11,1787,271,178,1338,807,25,38,744,438,62,35,341,220,50,28,142,177,79,35,63,145,55,42,48
95CC12,2751,242,206,2303,1352,23,42,1287,750,55,45,650,288,46,35,207,234,58,54,122,127,60,30,37
95CC13,2474,230,208,2036,1209,28,38,1143,654,56,44,554,308,63,40,205,164,35,38,91,139,48,48,43
95CC14,3017,269,296,2452,1430,43,54,1333,844,69,81,694,340,56,59,225,250,39,57,154,153,62,45,46
95CC15,2893,329,215,2349,1387,28,29,1330,837,86,55,696,288,66,49,173,219,65,45,109,162,84,37,41
95CC16,2801,331,279,2191,1363,42,54,1267,743,80,65,598,256,58,33,165,249,65,69,115,190,86,58,46
95CC17,2724,224,212,2288,1384,30,31,1323,731,48,44,639,290,46,44,200,203,57,54,92,116,43,39,34
95CC18,2309,230,221,1858,992,35,28,929,663,53,48,562,246,39,46,161,251,57,47,147,157,46,52,59
95CC19,2720,271,229,2220,1274,26,35,1213,792,65,64,663,276,62,34,180,218,51,53,114,160,67,43,50
95CC20,2966,258,235,2473,1374,24,54,1296,878,69,55,754,370,58,51,261,201,44,41,116,143,63,34,46
95CC21,2925,325,243,2357,1330,36,35,1259,834,87,54,693,336,66,52,218,256,57,51,148,169,79,51,39
95CC22,1724,235,169,1320,692,16,19,657,467,64,22,381,214,46,33,135,176,49,41,86,175,60,54,61
95DD01,2031,170,189,1672,682,11,17,654,538,34,26,478,308,32,36,240,306,46,55,205,197,47,55,95
95DD02,3872,329,282,3261,1812,41,45,1726,1133,70,75,988,440,63,59,318,290,82,49,159,197,73,54,70
95DD03,3474,224,293,2957,1562,17,45,1500,987,47,64,876,346,45,26,275,360,53,73,234,219,62,85,72
95DD04,1926,290,183,1453,915,31,42,842,486,64,41,381,227,57,44,126,163,70,22,71,135,68,34,33
95DD05,1739,215,171,1353,880,46,35,799,488,53,49,386,202,56,45,101,125,36,32,57,44,24,10,10
95DD06,2427,209,209,2009,909,24,23,862,618,38,43,537,387,40,26,321,305,42,48,215,208,65,69,74
95DD07,3363,354,319,2690,1331,30,51,1250,918,76,48,794,408,51,44,313,375,74,90,211,331,123,86,122
95DD08,2083,313,247,1523,866,21,31,814,569,66,49,454,224,63,46,115,179,49,42,88,245,114,79,52
95DD09,2572,209,201,2162,1015,21,26,968,818,41,50,727,307,36,38,233,252,41,45,166,180,70,42,68
95DD10,2805,311,270,2224,1179,29,45,1105,784,68,71,645,326,49,46,231,292,72,50,170,224,93,58,73
95DD11,2363,248,199,1916,1320,46,57,1217,604,63,50,491,212,60,33,119,137,36,35,66,90,43,24,23
95DD12,2582,229,212,2141,1119,31,31,1057,739,38,44,657,307,42,37,228,228,40,57,131,189,78,43,68
95DD13,1743,199,177,1367,810,30,33,747,426,43,39,344,204,24,35,145,167,48,34,85,136,54,36,46
95DD14,3268,203,246,2819,1328,15,33,1280,1079,45,56,978,358,39,43,276,275,36,50,189,228,68,64,96
95DD15,3451,253,228,2970,1682,36,42,1604,1039,75,65,899,331,48,37,246,252,38,49,165,147,56,35,56
95DD16,2943,231,259,2453,1284,35,40,1209,878,49,63,766,382,48,46,288,232,40,61,131,167,59,49,59
95DD17,3461,265,262,2934,1658,29,47,1582,958,53,49,856,375,58,57,260,281,47,54,180,189,78,55,56
95DD18,1813,256,183,1374,666,21,22,623,481,68,39,374,269,55,29,185,210,39,49,122,187,73,44,70
95DD19,3315,354,259,2702,1502,43,46,1413,983,83,64,836,371,65,46,260,270,73,54,143,189,90,49,50
95DD20,1742,284,208,1250,731,33,37,661,478,79,57,342,209,55,33,121,178,54,44,80,146,63,37,46
95DD21,2130,163,173,1794,969,23,22,924,550,29,34,487,255,22,27,206,200,30,36,134,156,59,54,43
95DD22,3118,351,289,2478,1414,43,45,1326,840,80,66,694,388,77,50,261,240,60,56,124,236,91,72,73
95DD23,2490,216,209,2065,1031,28,29,974,738,38,50,650,305,37,31,237,215,34,42,139,201,79,57,65
95DD24,2692,217,220,2255,1257,33,41,1183,734,53,61,620,351,45,36,270,214,33,50,131,136,53,32,51
95EE01,1895,181,144,1570,990,20,24,946,523,41,46,436,158,37,21,100,142,47,28,67,82,36,25,21
95EE02,2095,229,163,1703,978,24,29,925,630,77,43,510,244,51,42,151,138,33,25,80,105,44,24,37
95EE03,1983,279,164,1540,888,35,33,820,592,84,47,461,209,54,27,128,177,54,29,94,117,52,28,37
95EE04,1990,216,145,1629,881,23,22,836,619,52,35,532,181,35,17,129,170,42,34,94,139,64,37,38
95EE05,1497,139,158,1200,581,1,20,560,483,48,38,397,187,28,27,132,149,25,47,77,97,37,26,34
95EE06,2278,199,163,1916,1234,23,34,1177,627,57,41,529,154,30,18,106,150,40,41,69,113,49,29,35
95EE07,1798,230,197,1371,803,20,29,754,501,40,60,401,145,33,21,91,200,66,46,88,149,71,41,37
95EE08,1633,197,149,1287,617,22,21,574,480,56,29,395,225,36,28,161,173,42,24,107,138,41,47,50
95EE09,1859,180,154,1525,883,17,28,838,548,46,37,465,178,39,30,109,137,32,33,72,113,46,26,41
95EE10,1797,150,122,1525,906,15,27,864,490,39,27,424,170,31,22,117,135,26,22,87,96,39,24,33
95EE11,1677,162,139,1376,750,17,27,706,442,37,29,376,222,31,30,161,156,40,23,93,107,37,30,40
95EE12,2500,307,217,1976,1263,44,42,1177,753,89,83,581,222,66,33,123,163,60,32,71,99,48,27,24
95EE13,1529,250,196,1083,559,24,22,513,382,56,47,279,212,60,35,117,198,49,34,115,178,61,58,59
95EE14,2684,318,214,2152,1277,42,40,1195,797,83,62,652,241,55,30,156,208,72,34,102,161,66,48,47
95EE15,1728,193,141,1394,789,23,29,737,487,40,31,416,201,43,21,137,150,38,35,77,101,49,25,27
95EE16,2111,209,199,1703,1024,40,38,946,616,54,51,511,207,35,34,138,146,37,39,70,118,43,37,38
95FF01,4753,343,354,4056,2335,63,74,2198,1520,93,100,1327,405,55,62,288,303,68,66,169,190,64,52,74
95FF02,2817,265,190,2362,1391,33,29,1329,823,61,59,703,264,47,38,179,191,52,38,101,148,72,26,50
95FF03,3006,321,251,2434,1588,41,67,1480,859,108,62,689,271,55,39,177,166,57,44,65,122,60,39,23
95FF04,2629,238,228,2163,1183,24,35,1124,782,60,51,671,314,58,47,209,178,32,38,108,172,64,57,51
95FF05,2563,315,233,2015,1119,34,35,1050,724,76,50,598,255,55,37,163,255,58,50,147,210,92,61,57
95FF06,4054,275,306,3473,1988,35,59,1894,1310,66,81,1163,317,53,51,213,255,49,59,147,184,72,56,56
