GeographyCode,LC2105NI0001,LC2105NI0002,LC2105NI0003,LC2105NI0004,LC2105NI0005,LC2105NI0006,LC2105NI0007,LC2105NI0008,LC2105NI0009,LC2105NI0010,LC2105NI0011,LC2105NI0012,LC2105NI0013,LC2105NI0014,LC2105NI0015,LC2105NI0016,LC2105NI0017,LC2105NI0018,LC2105NI0019,LC2105NI0020
95AA01,4444,534,3222,646,160,1608,270,1078,244,33,793,26,630,76,82,2043,238,1514,326,45
95AA02,1734,335,1202,155,71,438,103,283,39,17,228,11,157,29,35,1068,221,762,87,19
95AA03,1822,502,1223,63,50,595,200,362,23,12,238,31,184,7,21,989,271,677,33,17
95AA04,3013,352,2313,396,32,1020,133,744,148,12,282,10,226,56,4,1711,209,1343,192,16
95AA05,2701,519,1527,650,55,944,210,485,249,12,320,14,211,88,16,1437,295,831,313,27
95AA06,4647,681,2229,1784,64,1906,343,748,816,20,558,36,322,206,14,2183,302,1159,762,30
95AA07,2140,481,1515,135,51,643,192,408,32,15,236,17,196,17,15,1261,272,911,86,21
95AA08,1698,495,966,181,80,555,211,265,64,24,248,35,156,35,26,895,249,545,82,30
95AA09,2220,459,1563,119,98,701,177,453,35,38,306,28,231,20,32,1213,254,879,64,28
95AA10,1953,393,1326,200,58,655,199,367,71,21,220,32,147,22,23,1078,162,812,107,14
95AA11,5364,726,3864,533,357,1750,300,1203,164,116,880,39,631,88,140,2734,387,2030,281,101
95AA12,2775,390,2286,131,15,930,140,762,33,6,191,9,173,10,2,1654,241,1351,88,7
95AA13,3307,561,1910,743,178,1162,230,616,267,68,440,21,272,116,49,1705,310,1022,360,61
95AA14,2349,477,1565,342,18,771,156,480,144,1,210,11,166,35,7,1368,310,919,163,10
95AA15,4186,684,2721,407,442,1509,360,892,133,139,869,56,563,108,166,1808,268,1266,166,137
95AA16,1807,413,1210,67,136,564,173,335,12,44,310,29,212,9,62,933,211,663,46,30
95AA17,2142,426,1486,161,94,739,215,450,48,31,321,46,215,28,37,1082,165,821,85,26
95AA18,2439,299,1974,200,57,584,86,459,38,12,219,9,183,14,15,1636,204,1332,148,30
95AA19,2687,740,1047,920,58,1061,363,346,350,22,362,40,187,134,15,1264,337,514,436,21
95BB01,3609,516,2913,196,51,1226,211,955,57,18,359,20,319,21,10,2024,285,1639,118,23
95BB02,2347,570,1638,134,49,574,152,388,28,12,290,34,226,9,22,1483,384,1024,97,15
95BB03,4219,796,3267,172,41,1211,291,879,46,7,488,40,430,12,11,2520,465,1958,114,23
95BB04,3048,373,2554,166,41,714,98,587,29,11,290,9,258,14,17,2044,266,1709,123,13
95BB05,3401,543,2705,200,25,968,179,745,53,2,383,23,338,23,12,2050,341,1622,124,11
95BB06,2870,674,1993,153,93,760,193,515,33,28,442,40,350,25,35,1668,441,1128,95,30
95BB07,2953,522,2292,108,76,815,167,612,21,26,394,22,332,15,30,1744,333,1348,72,20
95BB08,2625,498,2007,82,60,786,182,564,27,18,370,26,311,10,26,1469,290,1132,45,16
95BB09,2943,376,2455,115,68,736,116,598,22,18,337,16,294,17,22,1870,244,1563,76,28
95BB10,3327,463,2671,218,94,794,127,610,37,35,299,9,269,14,11,2234,327,1792,167,48
95BB11,2955,579,2266,127,35,790,190,581,17,5,250,21,213,12,10,1915,368,1472,98,20
95BB12,2776,604,2019,156,48,924,246,625,46,13,338,47,259,25,16,1514,311,1135,85,19
95BB13,4444,645,3620,182,71,1491,281,1143,60,25,486,27,433,13,19,2467,337,2044,109,27
95BB14,3116,364,2578,197,66,909,94,756,53,20,284,14,236,19,21,1923,256,1586,125,25
95BB15,3489,758,2174,565,58,1180,343,643,182,18,403,40,282,80,18,1906,375,1249,303,22
95BB16,3136,440,2589,159,33,872,134,715,26,19,248,17,221,12,5,2016,289,1653,121,9
95BB17,3556,608,2794,168,48,1208,283,863,57,22,471,37,415,18,11,1877,288,1516,93,15
95BB18,4279,668,3447,192,44,1342,264,1025,55,15,545,29,497,18,10,2392,375,1925,119,19
95BB19,4788,564,4032,213,66,1605,274,1257,85,14,527,19,471,25,26,2656,271,2304,103,26
95BB20,3413,836,1760,863,50,1086,307,508,273,8,416,44,245,126,11,1911,485,1007,464,31
95BB21,4719,889,3546,274,84,1502,365,1054,80,23,560,47,470,33,19,2657,477,2022,161,42
95BB22,3040,656,2242,117,48,1136,317,773,36,12,428,37,368,12,15,1476,302,1101,69,21
95BB23,3025,359,2430,242,65,837,132,618,73,24,284,17,241,18,12,1904,210,1571,151,29
95CC01,2558,625,745,1056,174,849,227,205,368,60,334,33,105,153,50,1375,365,435,535,64
