GeographyCode,KS402NI0001,KS402NI0002,KS402NI0003,KS402NI0004,KS402NI0005,KS402NI0006,KS402NI0007,KS402NI0008,KS402NI0009,KS402NI0010,KS402NI0011,KS402NI0012,KS402NI0013,KS402NI0014,KS402NI0015,KS402NI0016,KS402NI0017
95AA01,1522,450,584,1,16,9,154,273,35,29.57,38.37,0.07,1.05,0.59,10.12,17.94,2.30
95AA02,839,253,245,5,141,7,148,14,26,30.15,29.20,0.60,16.81,0.83,17.64,1.67,3.10
95AA03,845,206,263,7,226,7,112,9,15,24.38,31.12,0.83,26.75,0.83,13.25,1.07,1.78
95AA04,1014,480,439,5,5,0,53,8,24,47.34,43.29,0.49,0.49,0,5.23,0.79,2.37
95AA05,920,357,370,3,68,0,83,15,24,38.80,40.22,0.33,7.39,0,9.02,1.63,2.61
95AA06,1570,337,875,19,96,63,115,34,31,21.46,55.73,1.21,6.11,4.01,7.32,2.17,1.97
95AA07,820,344,273,1,69,1,95,15,22,41.95,33.29,0.12,8.41,0.12,11.59,1.83,2.68
95AA08,699,171,233,12,160,1,96,5,21,24.46,33.33,1.72,22.89,0.14,13.73,0.72,3.00
95AA09,943,248,267,1,274,2,124,5,22,26.30,28.31,0.11,29.06,0.21,13.15,0.53,2.33
95AA10,792,234,249,6,216,6,54,8,19,29.55,31.44,0.76,27.27,0.76,6.82,1.01,2.40
95AA11,1993,478,1053,14,63,37,283,25,40,23.98,52.83,0.70,3.16,1.86,14.20,1.25,2.01
95AA12,971,420,417,1,22,11,56,8,36,43.25,42.95,0.10,2.27,1.13,5.77,0.82,3.71
95AA13,1239,342,503,5,57,59,222,22,29,27.60,40.60,0.40,4.60,4.76,17.92,1.78,2.34
95AA14,779,425,281,1,3,1,42,7,19,54.56,36.07,0.13,0.39,0.13,5.39,0.90,2.44
95AA15,1595,230,743,24,279,1,262,24,32,14.42,46.58,1.50,17.49,0.06,16.43,1.50,2.01
95AA16,832,183,264,6,204,3,139,9,24,22.00,31.73,0.72,24.52,0.36,16.71,1.08,2.88
95AA17,855,195,388,15,141,17,70,8,21,22.81,45.38,1.75,16.49,1.99,8.19,0.94,2.46
95AA18,1004,519,321,2,8,2,109,19,24,51.69,31.97,0.20,0.80,0.20,10.86,1.89,2.39
95AA19,832,339,264,1,99,11,71,21,26,40.75,31.73,0.12,11.90,1.32,8.53,2.52,3.13
95BB01,1307,488,657,3,68,2,59,5,25,37.34,50.27,0.23,5.20,0.15,4.51,0.38,1.91
95BB02,1126,330,258,12,267,78,99,28,54,29.31,22.91,1.07,23.71,6.93,8.79,2.49,4.80
95BB03,1776,657,603,22,183,38,200,27,46,36.99,33.95,1.24,10.30,2.14,11.26,1.52,2.59
95BB04,1307,598,421,8,90,27,114,15,34,45.75,32.21,0.61,6.89,2.07,8.72,1.15,2.60
95BB05,1318,521,524,7,96,12,108,10,40,39.53,39.76,0.53,7.28,0.91,8.19,0.76,3.03
95BB06,1518,338,337,23,288,132,324,28,48,22.27,22.20,1.52,18.97,8.70,21.34,1.84,3.16
95BB07,1315,408,387,8,126,150,170,16,50,31.03,29.43,0.61,9.58,11.41,12.93,1.22,3.80
95BB08,1068,291,425,11,209,2,76,9,45,27.25,39.79,1.03,19.57,0.19,7.12,0.84,4.21
95BB09,1253,529,480,6,19,16,159,22,22,42.22,38.31,0.48,1.52,1.28,12.69,1.76,1.76
95BB10,1509,599,480,8,123,51,195,19,34,39.70,31.81,0.53,8.15,3.38,12.92,1.26,2.25
95BB11,1338,453,466,11,250,30,80,14,34,33.86,34.83,0.82,18.68,2.24,5.98,1.05,2.54
