GeographyCode,LC2501NI0001,LC2501NI0002,LC2501NI0003,LC2501NI0004,LC2501NI0005,LC2501NI0006,LC2501NI0007,LC2501NI0008,LC2501NI0009,LC2501NI0010,LC2501NI0011,LC2501NI0012,LC2501NI0013,LC2501NI0014,LC2501NI0015,LC2501NI0016,LC2501NI0017,LC2501NI0018,LC2501NI0019,LC2501NI0020,LC2501NI0021
95AA01S1,757,45,114,190,176,189,43,136,17,22,39,23,33,2,621,28,92,151,153,156,41
95AA01S2,1393,300,148,233,188,413,111,1247,280,133,209,174,362,89,146,20,15,24,14,51,22
95AA01S3,1194,237,130,186,147,375,119,1028,212,121,166,134,308,87,166,25,9,20,13,67,32
95AA02W1,1468,506,207,242,140,230,143,1254,457,173,213,119,186,106,214,49,34,29,21,44,37
95AA03W1,1436,565,210,219,163,167,112,1265,520,186,188,144,141,86,171,45,24,31,19,26,26
95AA04W1,2373,580,282,385,308,634,184,2174,551,262,352,290,554,165,199,29,20,33,18,80,19
95AA05W1,2083,513,243,298,260,546,223,1889,487,227,276,231,485,183,194,26,16,22,29,61,40
95AA06S1,1437,364,196,244,203,290,140,1295,335,177,220,180,268,115,142,29,19,24,23,22,25
95AA06S2,1909,444,274,388,268,395,140,1751,414,248,363,246,358,122,158,30,26,25,22,37,18
95AA07W1,1714,474,205,270,188,413,164,1552,445,188,244,174,358,143,162,29,17,26,14,55,21
95AA08W1,1347,497,191,225,130,164,140,1140,441,169,193,109,131,97,207,56,22,32,21,33,43
95AA09W1,1772,602,248,259,171,339,153,1480,524,214,237,143,264,98,292,78,34,22,28,75,55
95AA10W1,1551,514,208,239,166,273,151,1346,459,180,211,151,233,112,205,55,28,28,15,40,39
95AA11S1,2227,583,259,337,285,549,214,1823,512,210,289,238,455,119,404,71,49,48,47,94,95
95AA11S2,1925,316,247,367,270,541,184,1499,280,186,287,217,423,106,426,36,61,80,53,118,78
95AA12W1,2162,460,217,357,284,708,136,1993,439,197,335,267,633,122,169,21,20,22,17,75,14
95AA13S1,1330,341,154,226,155,330,124,1130,300,133,192,138,279,88,200,41,21,34,17,51,36
95AA13S2,1198,324,125,206,125,297,121,1046,290,114,185,111,260,86,152,34,11,21,14,37,35
95AA14W1,1852,435,162,289,217,540,209,1711,411,150,273,199,486,192,141,24,12,16,18,54,17
95AA15S1,2016,406,242,314,236,585,233,1546,331,211,272,200,424,108,470,75,31,42,36,161,125
95AA15S2,1134,310,152,204,125,207,136,865,264,128,170,107,140,56,269,46,24,34,18,67,80
95AA16W1,1463,538,224,205,137,199,160,1183,467,183,173,117,159,84,280,71,41,32,20,40,76
95AA17W1,1669,462,248,325,187,303,144,1413,401,225,272,173,233,109,256,61,23,53,14,70,35
95AA18W1,2063,453,184,333,220,725,148,1846,409,164,306,195,648,124,217,44,20,27,25,77,24
95AA19W1,2006,635,227,322,230,416,176,1894,608,220,302,223,378,163,112,27,7,20,7,38,13
95BB01S1,1242,270,144,207,191,325,105,1160,258,140,193,177,297,95,82,12,4,14,14,28,10
95BB01S2,1595,342,218,291,256,353,135,1486,323,207,273,244,317,122,109,19,11,18,12,36,13
95BB02W1,2020,739,265,295,225,323,173,1814,672,240,272,204,289,137,206,67,25,23,21,34,36
95BB03S1,1614,542,233,234,159,278,168,1421,494,201,205,143,232,146,193,48,32,29,16,46,22
95BB03S2,1788,544,229,284,210,344,177,1579,495,206,245,187,294,152,209,49,23,39,23,50,25
95BB04S1,1258,348,144,209,138,311,108,1136,323,126,192,124,279,92,122,25,18,17,14,32,16
95BB04S2,1356,292,119,200,149,463,133,1223,273,105,180,139,405,121,133,19,14,20,10,58,12
