GeographyCode,LC2301NI0001,LC2301NI0002,LC2301NI0003,LC2301NI0004,LC2301NI0005,LC2301NI0006,LC2301NI0007,LC2301NI0008,LC2301NI0009,LC2301NI0010,LC2301NI0011,LC2301NI0012,LC2301NI0013,LC2301NI0014,LC2301NI0015,LC2301NI0016,LC2301NI0017,LC2301NI0018,LC2301NI0019,LC2301NI0020,LC2301NI0021,LC2301NI0022,LC2301NI0023,LC2301NI0024,LC2301NI0025,LC2301NI0026,LC2301NI0027,LC2301NI0028,LC2301NI0029,LC2301NI0030,LC2301NI0031,LC2301NI0032
95AA01S1,1113,141,458,72,53,333,514,482,749,92,296,35,32,229,361,339,321,46,140,28,21,91,135,127,43,3,22,9,0,13,18,16
95AA01S2,1829,939,635,290,219,126,255,170,1017,571,302,135,95,72,144,98,558,256,225,100,91,34,77,53,254,112,108,55,33,20,34,19
95AA01S3,1502,276,878,559,169,150,348,235,799,168,452,297,71,84,179,127,489,76,287,166,70,51,126,83,214,32,139,96,28,15,43,25
95AA02W1,1734,504,888,461,348,79,342,204,662,188,325,163,130,32,149,80,579,171,289,163,106,20,119,82,493,145,274,135,112,27,74,42
95AA03W1,1822,135,1222,684,378,160,465,315,677,67,404,226,123,55,206,140,669,43,467,278,136,53,159,115,476,25,351,180,119,52,100,60
95AA04W1,3013,751,1772,1198,317,257,490,343,1550,441,868,590,150,128,241,171,1037,235,629,412,123,94,173,125,426,75,275,196,44,35,76,47
95AA05W1,2701,1579,757,482,157,118,365,178,1365,857,316,208,57,51,192,102,880,481,277,174,58,45,122,52,456,241,164,100,42,22,51,24
95AA06S1,1953,1489,238,83,122,33,226,91,1058,843,97,30,48,19,118,40,559,416,66,19,42,5,77,37,336,230,75,34,32,9,31,14
95AA06S2,2694,2022,346,157,140,49,326,131,1456,1148,136,59,58,19,172,68,800,577,128,57,47,24,95,49,438,297,82,41,35,6,59,14
95AA07W1,2140,283,1553,1042,300,211,304,189,1018,163,715,473,135,107,140,98,736,79,555,381,114,60,102,59,386,41,283,188,51,44,62,32
95AA08W1,1698,680,623,353,192,78,395,247,715,292,268,155,84,29,155,101,571,231,191,110,63,18,149,98,412,157,164,88,45,31,91,48
95AA09W1,2220,387,1244,669,410,165,589,346,872,159,458,250,158,50,255,134,774,144,404,227,126,51,226,156,574,84,382,192,126,64,108,56
95AA10W1,1953,712,810,437,224,149,431,292,807,289,322,169,95,58,196,142,698,252,291,166,70,55,155,103,448,171,197,102,59,36,80,47
95AA11S1,2800,832,1313,675,425,213,655,455,1354,408,627,320,199,108,319,238,894,271,394,188,137,69,229,156,552,153,292,167,89,36,107,61
95AA11S2,2564,1043,987,516,292,179,534,346,1441,639,515,272,155,88,287,185,821,298,335,173,103,59,188,126,302,106,137,71,34,32,59,35
95AA12W1,2775,133,2161,1491,357,313,481,332,1530,85,1156,768,192,196,289,198,909,30,729,525,123,81,150,105,336,18,276,198,42,36,42,29
95AA13S1,1745,1116,367,213,90,64,262,129,873,583,147,82,48,17,143,73,569,370,123,70,21,32,76,38,303,163,97,61,21,15,43,18
95AA13S2,1562,1023,334,187,88,59,205,101,798,551,137,70,36,31,110,55,487,315,106,64,25,17,66,34,277,157,91,53,27,11,29,12
95AA14W1,2349,816,1215,836,169,210,318,178,1174,425,566,376,72,118,183,104,765,263,414,297,52,65,88,48,410,128,235,163,45,27,47,26
95AA15S1,2641,998,1040,551,293,196,603,423,1367,501,522,257,155,110,344,242,882,323,370,220,86,64,189,136,392,174,148,74,52,22,70,45
95AA15S2,1545,588,502,235,165,102,455,273,748,295,218,88,79,51,235,151,514,208,182,96,53,33,124,76,283,85,102,51,33,18,96,46
95AA16W1,1807,291,1128,608,366,154,388,256,716,125,409,210,134,65,182,125,652,117,402,234,117,51,133,90,439,49,317,164,115,38,73,41
