GeographyCode,LC3302NI0001,LC3302NI0002,LC3302NI0003,LC3302NI0004,LC3302NI0005,LC3302NI0006,LC3302NI0007,LC3302NI0008,LC3302NI0009,LC3302NI0010,LC3302NI0011,LC3302NI0012,LC3302NI0013,LC3302NI0014,LC3302NI0015,LC3302NI0016
95AA01S1,1113,1084,14,15,9,8,0,1,31,30,0,1,1073,1046,14,13
95AA01S2,1829,1597,160,72,155,147,4,4,111,86,14,11,1563,1364,142,57
95AA01S3,1502,1352,95,55,90,86,3,1,111,96,7,8,1301,1170,85,46
95AA02W1,1734,1521,117,96,261,237,11,13,204,177,12,15,1269,1107,94,68
95AA03W1,1822,1600,100,122,281,255,6,20,179,144,17,18,1362,1201,77,84
95AA04W1,3013,2601,274,138,217,192,8,17,219,175,18,26,2577,2234,248,95
95AA05W1,2701,2390,211,100,255,231,12,12,235,199,19,17,2211,1960,180,71
95AA06S1,1953,1715,129,109,219,195,8,16,156,129,8,19,1578,1391,113,74
95AA06S2,2694,2372,181,141,253,237,5,11,193,155,13,25,2248,1980,163,105
95AA07W1,2140,1866,181,93,220,193,10,17,187,152,20,15,1733,1521,151,61
95AA08W1,1698,1488,82,128,265,240,10,15,187,149,17,21,1246,1099,55,92
95AA09W1,2220,2019,116,85,300,280,8,12,214,195,6,13,1706,1544,102,60
95AA10W1,1953,1700,124,129,252,223,6,23,213,175,19,19,1488,1302,99,87
95AA11S1,2800,2526,166,108,286,254,8,24,270,225,19,26,2244,2047,139,58
95AA11S2,2564,2322,139,103,171,144,10,17,167,138,16,13,2226,2040,113,73
95AA12W1,2775,2395,270,110,167,148,6,13,204,170,24,10,2404,2077,240,87
95AA13S1,1745,1569,116,60,177,168,5,4,121,100,13,8,1447,1301,98,48
95AA13S2,1562,1397,88,77,164,150,5,9,131,105,9,17,1267,1142,74,51
95AA14W1,2349,2046,193,110,219,199,10,10,176,135,19,22,1954,1712,164,78
95AA15S1,2641,2407,124,110,213,191,3,19,159,135,10,14,2269,2081,111,77
95AA15S2,1545,1399,85,61,178,163,5,10,112,92,10,10,1255,1144,70,41
95AA16W1,1807,1614,104,89,268,238,7,23,177,142,16,19,1362,1234,81,47
95AA17W1,2142,1943,113,86,236,213,6,17,183,154,13,16,1723,1576,94,53
95AA18W1,2439,2105,243,91,247,228,10,9,216,176,26,14,1976,1701,207,68
95AA19W1,2687,2411,151,125,265,245,5,15,171,143,9,19,2251,2023,137,91
95BB01S1,1574,1340,152,82,134,120,6,8,114,94,9,11,1326,1126,137,63
95BB01S2,2035,1754,174,107,162,139,11,12,158,132,13,13,1715,1483,150,82
95BB02W1,2347,2009,166,172,431,385,12,34,278,230,23,25,1638,1394,131,113
95BB03S1,2026,1745,136,145,280,252,9,19,246,193,28,25,1500,1300,99,101
95BB03S2,2193,1893,150,150,279,243,11,25,240,203,13,24,1674,1447,126,101
95BB04S1,1438,1209,149,80,209,181,8,20,178,137,26,15,1051,891,115,45
95BB04S2,1610,1362,161,87,143,128,5,10,174,130,25,19,1293,1104,131,58
95BB05S1,1490,1276,140,74,142,124,6,12,126,94,14,18,1222,1058,120,44
95BB05S2,1911,1629,164,118,207,178,11,18,190,150,18,22,1514,1301,135,78
95BB06W1,2870,2532,187,151,510,462,12,36,368,302,35,31,1992,1768,140,84
95BB07S1,1658,1474,109,75,289,264,7,18,194,165,15,14,1175,1045,87,43
95BB07S2,1295,1104,112,79,117,94,6,17,125,94,20,11,1053,916,86,51
95BB08S1,1331,1150,87,94,218,187,6,25,167,137,12,18,946,826,69,51
95BB08S2,1294,1124,108,62,84,72,4,8,114,88,13,13,1096,964,91,41
95BB09S1,1325,1125,139,61,150,140,2,8,114,80,21,13,1061,905,116,40
95BB09S2,1618,1374,180,64,97,83,6,8,134,104,16,14,1387,1187,158,42
95BB10S1,1690,1461,139,90,234,215,8,11,213,181,16,16,1243,1065,115,63
95BB10S2,1637,1383,180,74,137,123,6,8,150,119,16,15,1350,1141,158,51
95BB11S1,1408,1237,90,81,193,175,5,13,152,125,11,16,1063,937,74,52
95BB11S2,1547,1300,136,111,282,236,16,30,198,167,17,14,1067,897,103,67
95BB12S1,1440,1274,96,70,181,170,7,4,157,123,15,19,1102,981,74,47
95BB12S2,1336,1147,138,51,91,80,5,6,118,92,16,10,1127,975,117,35
95BB13S1,1392,1197,139,56,123,104,8,11,107,88,14,5,1162,1005,117,40
95BB13S2,1472,1281,79,112,191,172,4,15,157,123,18,16,1124,986,57,81
95BB13S3,1580,1392,128,60,98,82,4,12,122,102,14,6,1360,1208,110,42
95BB14S1,1510,1278,156,76,109,94,4,11,160,126,19,15,1241,1058,133,50
95BB14S2,1606,1417,141,48,118,106,9,3,139,121,10,8,1349,1190,122,37
95BB15S1,2005,1753,139,113,209,182,9,18,187,152,15,20,1609,1419,115,75
95BB15S2,1484,1320,84,80,165,146,1,18,135,119,8,8,1184,1055,75,54
95BB16S1,1533,1298,161,74,125,107,12,6,134,106,16,12,1274,1085,133,56
95BB16S2,1603,1371,164,68,121,114,2,5,132,103,19,10,1350,1154,143,53
95BB17S1,1793,1553,143,97,163,143,6,14,153,118,23,12,1477,1292,114,71
95BB17S2,1763,1503,143,117,190,153,15,22,182,140,18,24,1391,1210,110,71
95BB18S1,1688,1457,107,124,292,256,9,27,167,132,15,20,1229,1069,83,77
95BB18S2,2591,2258,206,127,265,240,7,18,205,166,16,23,2121,1852,183,86
95BB19S1,1613,1408,147,58,193,183,5,5,140,111,21,8,1280,1114,121,45
95BB19S2,1784,1571,131,82,115,107,3,5,121,92,18,11,1548,1372,110,66
95BB19S3,1391,1218,106,67,85,74,4,7,97,78,10,9,1209,1066,92,51
95BB20S1,1889,1674,134,81,235,216,7,12,196,169,14,13,1458,1289,113,56
95BB20S2,1524,1323,106,95,273,244,9,20,150,120,17,13,1101,959,80,62
95BB21S1,2387,2047,173,167,359,313,18,28,217,167,21,29,1811,1567,134,110
95BB21S2,2332,2022,152,158,286,259,5,22,234,183,22,29,1812,1580,125,107
95BB22S1,1557,1362,111,84,158,148,2,8,112,86,16,10,1287,1128,93,66
95BB22S2,1483,1324,81,78,197,182,4,11,132,115,9,8,1154,1027,68,59
95BB23S1,1540,1327,136,77,143,122,14,7,164,128,17,19,1233,1077,105,51
95BB23S2,1485,1240,160,85,147,129,8,10,130,96,21,13,1208,1015,131,62
95CC01W1,2558,2286,143,129,441,419,4,18,224,192,11,21,1893,1675,128,90
95CC02W1,2725,2413,177,135,280,257,8,15,221,184,18,19,2224,1972,151,101
95CC03W1,2817,2569,121,127,398,376,9,13,230,201,7,22,2189,1992,105,92
95CC04W1,2440,2183,163,94,286,269,7,10,172,153,7,12,1982,1761,149,72
95CC05W1,2774,2451,185,138,331,300,8,23,230,193,18,19,2213,1958,159,96
95CC06S1,1468,1288,124,56,117,105,7,5,113,87,13,13,1238,1096,104,38
95CC06S2,1308,1136,99,73,155,139,5,11,121,103,7,11,1032,894,87,51
95CC07W1,3475,3102,207,166,305,289,6,10,240,193,25,22,2930,2620,176,134
95CC08W1,2565,2285,145,135,401,362,12,27,208,177,14,17,1956,1746,119,91
95CC09S1,1496,1313,124,59,121,117,4,0,106,90,11,5,1269,1106,109,54
95CC09S2,1858,1648,147,63,111,98,8,5,149,128,14,7,1598,1422,125,51
95CC10W1,2577,2244,207,126,276,249,9,18,227,193,20,14,2074,1802,178,94
95CC11W1,1795,1643,73,79,271,247,9,15,182,160,10,12,1342,1236,54,52
95CC12W1,2785,2506,177,102,272,240,17,15,206,169,20,17,2307,2097,140,70
95CC13W1,2474,2231,148,95,230,215,6,9,208,188,12,8,2036,1828,130,78
95CC14W1,3035,2667,240,128,287,258,16,13,296,242,26,28,2452,2167,198,87
95CC15W1,2903,2579,194,130,337,309,9,19,217,179,21,17,2349,2091,164,94
95CC16W1,2820,2495,173,152,342,306,10,26,287,248,17,22,2191,1941,146,104
95CC17W1,2730,2449,170,111,226,202,8,16,214,182,17,15,2290,2065,145,80
95CC18W1,2342,2062,182,98,244,224,8,12,234,195,22,17,1864,1643,152,69
95CC19W1,2720,2398,195,127,271,254,5,12,229,192,13,24,2220,1952,177,91
95CC20S1,1308,1129,126,53,108,101,4,3,98,75,14,9,1102,953,108,41
95CC20S2,1702,1521,109,72,188,168,6,14,143,116,18,9,1371,1237,85,49
95CC21W1,2925,2580,198,147,325,291,8,26,243,187,24,32,2357,2102,166,89
95CC22W1,1740,1558,93,89,235,216,4,15,169,154,6,9,1336,1188,83,65
95DD01W1,2099,1849,165,85,222,201,5,16,195,159,20,16,1682,1489,140,53
95DD02S1,1453,1305,92,56,159,145,5,9,129,114,6,9,1165,1046,81,38
95DD02S2,2435,2169,171,95,181,168,7,6,158,131,14,13,2096,1870,150,76
95DD03W1,3503,3128,243,132,249,236,9,4,297,245,26,26,2957,2647,208,102
95DD04W1,1926,1713,82,131,290,261,2,27,183,159,11,13,1453,1293,69,91
95DD05W1,1739,1550,97,92,215,197,6,12,171,144,14,13,1353,1209,77,67
95DD06W1,2588,2253,211,124,346,322,12,12,232,189,23,20,2010,1742,176,92
95DD07S1,1596,1403,104,89,183,169,3,11,170,141,13,16,1243,1093,88,62
95DD07S2,1767,1589,117,61,171,154,9,8,149,125,13,11,1447,1310,95,42
95DD08W1,2126,1908,115,103,328,303,8,17,259,225,14,20,1539,1380,93,66
95DD09W1,2590,2291,176,123,220,196,5,19,206,172,19,15,2164,1923,152,89
95DD10W1,2805,2505,179,121,311,289,8,14,270,233,19,18,2224,1983,152,89
95DD11W1,2363,2173,107,83,248,226,10,12,199,183,8,8,1916,1764,89,63
95DD12W1,2610,2312,166,132,254,233,8,13,215,179,17,19,2141,1900,141,100
95DD13W1,1784,1636,63,85,237,224,3,10,180,160,7,13,1367,1252,53,62
95DD14S1,1603,1434,110,59,132,115,5,12,123,108,10,5,1348,1211,95,42
95DD14S2,1674,1468,150,56,77,67,5,5,124,99,18,7,1473,1302,127,44
95DD15W1,3451,3078,223,150,253,231,15,7,228,185,22,21,2970,2662,186,122
95DD16W1,2981,2604,259,118,267,238,17,12,261,211,30,20,2453,2155,212,86
95DD17W1,3461,3099,237,125,265,243,12,10,262,222,17,23,2934,2634,208,92
95DD18W1,1885,1655,117,113,312,284,12,16,190,144,22,24,1383,1227,83,73
95DD19S1,1904,1690,126,88,240,204,10,26,149,127,10,12,1515,1359,106,50
95DD19S2,1460,1256,124,80,154,134,9,11,117,89,10,18,1189,1033,105,51
95DD20W1,1746,1548,85,113,286,270,3,13,210,172,16,22,1250,1106,66,78
95DD21W1,2139,1893,157,89,168,149,7,12,177,144,19,14,1794,1600,131,63
95DD22S1,1555,1399,91,65,165,152,4,9,151,130,9,12,1239,1117,78,44
95DD22S2,1581,1427,81,73,189,171,3,15,140,125,8,7,1252,1131,70,51
95DD23W1,2509,2166,215,128,234,208,10,16,210,167,28,15,2065,1791,177,97
95DD24W1,2711,2403,186,122,229,207,7,15,227,193,18,16,2255,2003,161,91
95EE01W1,1895,1682,110,103,181,164,5,12,144,118,13,13,1570,1400,92,78
95EE02W1,2095,1850,138,107,229,210,6,13,163,129,23,11,1703,1511,109,83
95EE03W1,1999,1770,124,105,292,267,13,12,166,147,5,14,1541,1356,106,79
95EE04W1,1993,1782,114,97,219,202,2,15,145,121,8,16,1629,1459,104,66
95EE05W1,1509,1330,112,67,149,132,6,11,160,143,10,7,1200,1055,96,49
95EE06W1,2278,2039,146,93,199,183,7,9,163,138,12,13,1916,1718,127,71
95EE07W1,1798,1622,86,90,230,216,2,12,197,168,11,18,1371,1238,73,60
95EE08W1,1719,1495,140,84,273,250,9,14,157,131,9,17,1289,1114,122,53
95EE09W1,1890,1702,117,71,198,183,6,9,164,141,12,11,1528,1378,99,51
95EE10W1,1797,1633,91,73,150,140,4,6,122,101,9,12,1525,1392,78,55
95EE11W1,1677,1490,113,74,162,143,4,15,139,116,13,10,1376,1231,96,49
95EE12W1,2507,2240,130,137,310,287,7,16,219,174,15,30,1978,1779,108,91
95EE13W1,1529,1376,73,80,250,229,4,17,196,169,18,9,1083,978,51,54
95EE14W1,2684,2365,185,134,318,283,10,25,214,169,19,26,2152,1913,156,83
95EE15W1,1728,1529,117,82,193,168,9,16,141,117,11,13,1394,1244,97,53
95EE16W1,2126,1894,122,110,219,199,4,16,204,171,11,22,1703,1524,107,72
95FF01S1,2129,1875,155,99,203,177,13,13,164,127,20,17,1762,1571,122,69
95FF01S2,2667,2370,190,107,179,156,10,13,193,155,23,15,2295,2059,157,79
95FF02W1,2817,2480,203,134,265,224,21,20,190,153,20,17,2362,2103,162,97
