GeographyCode,LC2215NI0001,LC2215NI0002,LC2215NI0003,LC2215NI0004,LC2215NI0005,LC2215NI0006,LC2215NI0007,LC2215NI0008,LC2215NI0009,LC2215NI0010,LC2215NI0011,LC2215NI0012,LC2215NI0013,LC2215NI0014,LC2215NI0015
95AA01S1,1113,610,31,45,427,269,147,23,43,56,844,463,8,2,371
95AA01S2,1829,703,489,423,214,1666,642,459,417,148,163,61,30,6,66
95AA01S3,1502,853,118,267,264,1320,776,100,254,190,182,77,18,13,74
95AA02W1,1734,957,178,348,251,1505,853,157,334,161,229,104,21,14,90
95AA03W1,1822,1208,68,317,229,1632,1112,57,309,154,190,96,11,8,75
95AA04W1,3013,1632,436,560,385,2791,1535,402,543,311,222,97,34,17,74
95AA05W1,2701,871,778,798,254,2477,786,734,781,176,224,85,44,17,78
95AA06S1,1953,371,962,433,187,1792,326,915,421,130,161,45,47,12,57
95AA06S2,2694,559,1397,558,180,2504,488,1338,546,132,190,71,59,12,48
95AA07W1,2140,1348,113,344,335,1956,1268,99,336,253,184,80,14,8,82
95AA08W1,1698,823,214,427,234,1465,729,193,413,130,233,94,21,14,104
95AA09W1,2220,1283,132,409,396,1898,1145,111,386,256,322,138,21,23,140
95AA10W1,1953,1007,181,458,307,1721,906,160,442,213,232,101,21,16,94
95AA11S1,2800,1323,272,631,574,2344,1191,245,607,301,456,132,27,24,273
95AA11S2,2564,1174,288,591,511,2094,976,263,564,291,470,198,25,27,220
95AA12W1,2775,1771,85,453,466,2582,1667,65,446,404,193,104,20,7,62
95AA13S1,1745,533,470,477,265,1512,478,431,465,138,233,55,39,12,127
95AA13S2,1562,496,448,382,236,1383,451,417,366,149,179,45,31,16,87
95AA14W1,2349,1145,353,511,340,2185,1080,321,507,277,164,65,32,4,63
95AA15S1,2641,1226,248,579,588,2096,1038,223,561,274,545,188,25,18,314
95AA15S2,1545,649,204,341,351,1232,555,182,327,168,313,94,22,14,183
95AA16W1,1807,1032,40,353,382,1490,926,31,340,193,317,106,9,13,189
95AA17W1,2142,1105,216,536,285,1857,998,184,516,159,285,107,32,20,126
95AA18W1,2439,1454,132,426,427,2201,1348,105,409,339,238,106,27,17,88
95AA19W1,2687,323,1344,854,166,2551,303,1296,842,110,136,20,48,12,56
95BB01S1,1574,891,100,290,293,1481,857,94,278,252,93,34,6,12,41
95BB01S2,2035,1250,62,351,372,1903,1192,56,340,315,132,58,6,11,57
95BB02W1,2347,1444,88,452,363,2122,1340,68,441,273,225,104,20,11,90
95BB03S1,2026,1352,31,334,309,1815,1235,23,320,237,211,117,8,14,72
95BB03S2,2193,1342,82,386,383,1969,1215,71,374,309,224,127,11,12,74
95BB04S1,1438,867,42,277,252,1306,800,36,264,206,132,67,6,13,46
95BB04S2,1610,986,52,276,296,1471,913,42,261,255,139,73,10,15,41
95BB05S1,1490,875,57,306,252,1360,808,42,299,211,130,67,15,7,41
95BB05S2,1911,1196,62,309,344,1743,1101,54,301,287,168,95,8,8,57
95BB06W1,2870,1732,89,586,463,2564,1573,77,573,341,306,159,12,13,122
95BB07S1,1658,1025,42,309,282,1472,947,33,293,199,186,78,9,16,83
95BB07S2,1295,875,17,224,179,1209,824,13,221,151,86,51,4,3,28
95BB08S1,1331,856,38,266,171,1236,816,29,264,127,95,40,9,2,44
95BB08S2,1294,838,19,192,245,1182,777,13,188,204,112,61,6,4,41
95BB09S1,1325,801,37,197,290,1191,739,22,191,239,134,62,15,6,51
95BB09S2,1618,1005,29,274,310,1489,941,25,269,254,129,64,4,5,56
95BB10S1,1690,973,55,293,369,1425,855,39,277,254,265,118,16,16,115
95BB10S2,1637,1023,75,252,287,1473,930,59,247,237,164,93,16,5,50
95BB11S1,1408,943,17,203,245,1289,877,13,195,204,119,66,4,8,41
95BB11S2,1547,944,45,289,269,1375,854,24,275,222,172,90,21,14,47
95BB12S1,1440,902,46,264,228,1300,837,43,254,166,140,65,3,10,62
95BB12S2,1336,811,42,226,257,1206,741,25,215,225,130,70,17,11,32
95BB13S1,1392,873,26,255,238,1262,797,22,246,197,130,76,4,9,41
95BB13S2,1472,976,33,275,188,1369,922,29,269,149,103,54,4,6,39
95BB13S3,1580,979,32,253,316,1444,904,26,247,267,136,75,6,6,49
