GeographyCode,LC6103NI0001,LC6103NI0002,LC6103NI0003,LC6103NI0004,LC6103NI0005,LC6103NI0006,LC6103NI0007,LC6103NI0008,LC6103NI0009,LC6103NI0010,LC6103NI0011,LC6103NI0012,LC6103NI0013,LC6103NI0014,LC6103NI0015
95AA01S1,591,561,30,71,64,7,220,208,12,277,269,8,23,20,3
95AA01S2,939,504,435,233,133,100,288,142,146,337,187,150,81,42,39
95AA01S3,813,518,295,243,159,84,226,135,91,274,178,96,70,46,24
95AA02W1,826,522,304,98,67,31,198,116,82,375,244,131,155,95,60
95AA03W1,775,497,278,88,57,31,170,114,56,357,233,124,160,93,67
95AA04W1,1570,810,760,355,168,187,531,257,274,571,325,246,113,60,53
95AA05W1,1276,779,497,317,184,133,374,216,158,477,309,168,108,70,38
95AA06S1,892,573,319,148,100,48,216,137,79,441,279,162,87,57,30
95AA06S2,1201,808,393,229,159,70,266,179,87,579,396,183,127,74,53
95AA07W1,1046,578,468,223,123,100,288,152,136,415,235,180,120,68,52
95AA08W1,700,442,258,75,43,32,150,95,55,340,217,123,135,87,48
95AA09W1,915,576,339,162,92,70,180,109,71,397,266,131,176,109,67
95AA10W1,807,481,326,150,79,71,165,95,70,358,215,143,134,92,42
95AA11S1,1405,978,427,291,195,96,303,207,96,606,427,179,205,149,56
95AA11S2,1395,1036,359,349,266,83,363,271,92,545,404,141,138,95,43
95AA12W1,1459,743,716,426,204,222,446,222,224,478,253,225,109,64,45
95AA13S1,823,491,332,209,113,96,226,147,79,303,180,123,85,51,34
95AA13S2,750,496,254,182,123,59,193,134,59,300,193,107,75,46,29
95AA14W1,1151,604,547,294,148,146,370,179,191,412,242,170,75,35,40
95AA15S1,1428,1062,366,344,265,79,302,211,91,566,425,141,216,161,55
95AA15S2,687,499,188,117,81,36,136,95,41,308,232,76,126,91,35
95AA16W1,828,555,273,91,70,21,151,100,51,381,256,125,205,129,76
95AA17W1,1009,608,401,188,112,76,208,127,81,438,256,182,175,113,62
95AA18W1,1123,556,567,391,173,218,301,138,163,370,206,164,61,39,22
95AA19W1,1186,760,426,255,162,93,417,256,161,413,286,127,101,56,45
95BB01S1,823,452,371,172,101,71,256,123,133,343,202,141,52,26,26
95BB01S2,1055,607,448,223,127,96,263,156,107,478,280,198,91,44,47
95BB02W1,929,537,392,152,78,74,204,112,92,436,264,172,137,83,54
95BB03S1,799,525,274,110,74,36,212,147,65,383,257,126,94,47,47
95BB03S2,911,504,407,167,93,74,299,160,139,357,206,151,88,45,43
95BB04S1,610,291,319,154,61,93,148,73,75,257,133,124,51,24,27
95BB04S2,716,354,362,203,96,107,188,94,94,277,137,140,48,27,21
95BB05S1,756,362,394,167,78,89,242,102,140,299,159,140,48,23,25
95BB05S2,940,520,420,181,94,87,288,144,144,372,227,145,99,55,44
95BB06W1,1194,802,392,165,125,40,254,169,85,580,383,197,195,125,70
95BB07S1,689,450,239,120,65,55,178,123,55,305,200,105,86,62,24
95BB07S2,613,354,259,101,63,38,145,89,56,308,169,139,59,33,26
95BB08S1,541,341,200,53,32,21,116,76,40,294,193,101,78,40,38
95BB08S2,691,412,279,120,80,40,180,97,83,331,200,131,60,35,25
95BB09S1,641,317,324,158,84,74,169,72,97,252,123,129,62,38,24
95BB09S2,893,478,415,195,98,97,227,127,100,378,199,179,93,54,39
95BB10S1,741,406,335,145,74,71,179,101,78,336,191,145,81,40,41
95BB10S2,752,337,415,246,93,153,217,99,118,244,116,128,45,29,16
95BB11S1,573,333,240,55,29,26,129,75,54,300,184,116,89,45,44
95BB11S2,645,341,304,123,60,63,167,88,79,281,158,123,74,35,39
95BB12S1,542,377,165,64,45,19,133,90,43,256,185,71,89,57,32
95BB12S2,596,303,293,170,81,89,146,68,78,236,124,112,44,30,14
95BB13S1,649,362,287,148,66,82,131,68,63,312,191,121,58,37,21
95BB13S2,610,344,266,85,41,44,144,87,57,288,165,123,93,51,42
95BB13S3,844,526,318,178,111,67,203,119,84,380,247,133,83,49,34
95BB14S1,763,370,393,210,91,119,240,114,126,259,134,125,54,31,23
95BB14S2,783,377,406,252,96,156,193,86,107,277,160,117,61,35,26
95BB15S1,898,555,343,171,117,54,354,207,147,321,201,120,52,30,22
95BB15S2,648,384,264,100,54,46,191,107,84,287,180,107,70,43,27
95BB16S1,778,366,412,199,71,128,245,122,123,276,144,132,58,29,29
95BB16S2,780,357,423,237,99,138,220,91,129,270,139,131,53,28,25
95BB17S1,916,582,334,125,80,45,236,153,83,444,280,164,111,69,42
95BB17S2,787,454,333,158,73,85,228,129,99,328,200,128,73,52,21
95BB18S1,695,463,232,109,77,32,185,130,55,330,223,107,71,33,38
95BB18S2,1243,764,479,285,184,101,372,203,169,531,339,192,55,38,17
95BB19S1,777,450,327,119,84,35,166,92,74,405,232,173,87,42,45
95BB19S2,961,600,361,201,129,72,241,142,99,457,290,167,62,39,23
95BB19S3,759,463,296,125,77,48,184,111,73,382,242,140,68,33,35
95BB20S1,819,484,335,144,88,56,308,174,134,300,181,119,67,41,26
95BB20S2,536,340,196,73,37,36,165,109,56,234,149,85,64,45,19
95BB21S1,991,647,344,105,77,28,276,163,113,505,327,178,105,80,25
95BB21S2,1066,641,425,204,116,88,331,190,141,437,278,159,94,57,37
95BB22S1,689,485,204,112,84,28,170,121,49,306,217,89,101,63,38
95BB22S2,569,394,175,68,42,26,139,97,42,274,204,70,88,51,37
95BB23S1,743,369,374,173,81,92,196,89,107,320,168,152,54,31,23
95BB23S2,789,407,382,187,89,98,181,94,87,371,191,180,50,33,17
