GeographyCode,LC6107NI0001,LC6107NI0002,LC6107NI0003,LC6107NI0004,LC6107NI0005,LC6107NI0006,LC6107NI0007,LC6107NI0008,LC6107NI0009,LC6107NI0010,LC6107NI0011,LC6107NI0012,LC6107NI0013,LC6107NI0014,LC6107NI0015,LC6107NI0016,LC6107NI0017,LC6107NI0018,LC6107NI0019,LC6107NI0020,LC6107NI0021
95AA01S1,754,718,36,625,595,30,84,77,7,485,464,21,22,20,2,34,34,0,129,123,6
95AA01S2,1313,655,658,987,540,447,210,127,83,529,300,229,200,77,123,48,36,12,326,115,211
95AA01S3,1110,635,475,861,553,308,149,94,55,515,352,163,149,72,77,48,35,13,249,82,167
95AA02W1,1319,658,661,892,573,319,211,142,69,551,346,205,64,34,30,66,51,15,427,85,342
95AA03W1,1317,698,619,840,544,296,223,148,75,504,324,180,48,25,23,65,47,18,477,154,323
95AA04W1,2227,1093,1134,1660,879,781,386,227,159,817,451,366,367,132,235,90,69,21,567,214,353
95AA05W1,1924,1030,894,1362,841,521,273,172,101,770,488,282,233,119,114,86,62,24,562,189,373
95AA06S1,1322,778,544,968,632,336,272,195,77,515,323,192,105,55,50,76,59,17,354,146,208
95AA06S2,1811,1125,686,1290,880,410,338,246,92,732,486,246,131,76,55,89,72,17,521,245,276
95AA08W1,1262,677,585,804,520,284,218,152,66,439,265,174,43,25,18,104,78,26,458,157,301
95AA07W1,1592,784,808,1112,626,486,237,143,94,592,351,241,217,84,133,66,48,18,480,158,322
95AA09W1,1595,861,734,1015,656,359,267,187,80,578,358,220,70,31,39,100,80,20,580,205,375
95AA10W1,1461,726,735,900,552,348,230,141,89,496,299,197,81,41,40,93,71,22,561,174,387
95AA11S1,1995,1202,793,1486,1042,444,297,215,82,977,686,291,131,77,54,81,64,17,509,160,349
95AA11S2,1839,1244,595,1448,1083,365,299,223,76,972,743,229,124,70,54,53,47,6,391,161,230
95AA12W1,2037,972,1065,1495,770,725,330,192,138,791,422,369,338,129,209,36,27,9,542,202,340
95AA13S1,1230,665,565,882,539,343,160,85,75,539,333,206,124,73,51,59,48,11,348,126,222
95AA13S2,1109,642,467,799,533,266,172,118,54,474,320,154,104,58,46,49,37,12,310,109,201
95AA14W1,1678,790,888,1215,647,568,283,164,119,636,361,275,232,79,153,64,43,21,463,143,320
95AA15S1,1930,1309,621,1521,1140,381,302,225,77,998,761,237,128,76,52,93,78,15,409,169,240
95AA15S2,1098,702,396,755,547,208,180,138,42,463,340,123,44,21,23,68,48,20,343,155,188
95AA16W1,1351,778,573,896,608,288,216,138,78,561,392,169,51,25,26,68,53,15,455,170,285
95AA17W1,1614,886,728,1117,699,418,266,183,83,662,391,271,81,34,47,108,91,17,497,187,310
95AA18W1,1821,724,1097,1160,582,578,239,125,114,663,354,309,221,77,144,37,26,11,661,142,519
95AA19W1,1888,1090,798,1271,829,442,271,182,89,665,455,210,250,123,127,85,69,16,617,261,356
95BB01S1,1143,575,568,861,482,379,198,133,65,477,274,203,148,45,103,38,30,8,282,93,189
95BB01S2,1507,781,726,1115,648,467,259,162,97,643,366,277,153,79,74,60,41,19,392,133,259
95BB02W1,1711,803,908,1037,616,421,253,143,110,553,350,203,123,44,79,108,79,29,674,187,487
95BB03S1,1460,760,700,887,588,299,192,122,70,514,350,164,93,53,40,88,63,25,573,172,401
95BB03S2,1620,715,905,974,548,426,209,121,88,518,315,203,184,68,116,63,44,19,646,167,479
95BB04S1,1110,451,659,680,349,331,168,83,85,360,183,177,82,25,57,70,58,12,430,102,328
95BB04S2,1177,463,714,749,374,375,182,86,96,401,214,187,133,54,79,33,20,13,428,89,339
95BB05S1,1121,477,644,793,384,409,185,99,86,382,211,171,189,52,137,37,22,15,328,93,235
95BB05S2,1438,681,757,991,559,432,221,126,95,487,305,182,232,89,143,51,39,12,447,122,325
95BB06W1,2163,1169,994,1353,922,431,304,187,117,779,554,225,111,61,50,159,120,39,810,247,563
95BB07S1,1150,599,551,758,494,264,164,94,70,439,304,135,86,52,34,69,44,25,392,105,287
95BB07S2,986,472,514,656,384,272,175,95,80,349,208,141,89,51,38,43,30,13,330,88,242
95BB08S1,952,475,477,591,380,211,150,92,58,328,218,110,63,31,32,50,39,11,361,95,266
95BB08S2,986,508,478,726,435,291,182,98,84,439,282,157,70,32,38,35,23,12,260,73,187
95BB09S1,1001,392,609,666,334,332,159,83,76,367,199,168,115,35,80,25,17,8,335,58,277
95BB09S2,1292,603,689,938,510,428,219,119,100,576,325,251,98,34,64,45,32,13,354,93,261
95BB10S1,1247,533,714,798,438,360,176,95,81,453,269,184,112,42,70,57,32,25,449,95,354
95BB10S2,1218,454,764,785,359,426,169,82,87,371,184,187,212,71,141,33,22,11,433,95,338
95BB11S1,1023,494,529,644,388,256,175,116,59,333,185,148,65,32,33,71,55,16,379,106,273
95BB11S2,1129,447,682,686,364,322,182,97,85,382,215,167,81,29,52,41,23,18,443,83,360
95BB12S1,1043,592,451,626,445,181,179,122,57,322,231,91,41,24,17,84,68,16,417,147,270
95BB12S2,982,429,553,629,330,299,170,101,69,323,159,164,103,43,60,33,27,6,353,99,254
95BB13S1,1015,529,486,698,403,295,205,135,70,365,195,170,79,32,47,49,41,8,317,126,191
95BB13S2,1107,491,616,665,384,281,180,101,79,361,215,146,69,28,41,55,40,15,442,107,335
95BB13S3,1155,645,510,900,567,333,204,126,78,536,350,186,104,50,54,56,41,15,255,78,177
95BB14S1,1127,482,645,790,388,402,161,84,77,388,208,180,214,78,136,27,18,9,337,94,243
95BB14S2,1156,507,649,813,401,412,177,86,91,447,231,216,159,60,99,30,24,6,343,106,237
95BB15S1,1430,736,694,963,602,361,184,125,59,455,307,148,259,123,136,65,47,18,467,134,333
95BB15S2,1097,569,528,722,439,283,149,93,56,383,237,146,116,54,62,74,55,19,375,130,245
95BB16S1,1171,485,686,804,382,422,176,90,86,427,217,210,175,59,116,26,16,10,367,103,264
95BB16S2,1157,472,685,799,372,427,169,72,97,437,235,202,174,50,124,19,15,4,358,100,258
95BB17S1,1286,752,534,977,624,353,235,154,81,572,372,200,109,56,53,61,42,19,309,128,181
95BB17S2,1246,633,613,846,503,343,206,125,81,429,261,168,152,68,84,59,49,10,400,130,270
95BB18S1,1223,640,583,751,500,251,159,107,52,441,313,128,95,43,52,56,37,19,472,140,332
95BB18S2,1792,962,830,1291,806,485,272,188,84,720,452,268,251,124,127,48,42,6,501,156,345
95BB19S1,1174,588,586,829,492,337,210,123,87,496,292,204,71,35,36,52,42,10,345,96,249
95BB19S2,1289,742,547,1003,638,365,267,178,89,586,360,226,108,62,46,42,38,4,286,104,182
95BB19S3,1028,582,446,795,492,303,216,148,68,463,270,193,80,45,35,36,29,7,233,90,143
95BB20S1,1363,691,672,899,542,357,182,110,72,413,267,146,224,107,117,80,58,22,464,149,315
95BB20S2,1132,595,537,638,422,216,136,84,52,311,203,108,89,53,36,102,82,20,494,173,321
95BB21S1,1728,900,828,1074,701,373,267,192,75,534,353,181,190,102,88,83,54,29,654,199,455
95BB21S2,1692,851,841,1135,692,443,249,157,92,606,389,217,211,95,116,69,51,18,557,159,398
95BB22S1,1115,684,431,769,551,218,185,139,46,430,303,127,74,43,31,80,66,14,346,133,213
95BB22S2,1031,639,392,663,468,195,172,123,49,340,233,107,57,38,19,94,74,20,368,171,197
95BB23S1,1181,477,704,781,402,379,200,97,103,443,241,202,100,31,69,38,33,5,400,75,325
95BB23S2,1136,531,605,823,436,387,222,133,89,464,240,224,103,34,69,34,29,5,313,95,218
95CC01W1,1864,1027,837,1145,742,403,261,168,93,594,384,210,139,71,68,151,119,32,719,285,434
95CC02W1,1971,1075,896,1400,850,550,292,182,110,666,443,223,329,138,191,113,87,26,571,225,346
95CC03W1,1989,1229,760,1199,867,332,306,222,84,584,423,161,105,65,40,204,157,47,790,362,428
95CC04W1,1699,967,732,1164,739,425,269,178,91,540,368,172,265,127,138,90,66,24,535,228,307
95CC05W1,1935,1087,848,1314,853,461,272,181,91,685,452,233,255,145,110,102,75,27,621,234,387
95CC06S1,1081,560,521,771,462,309,150,89,61,447,272,175,104,46,58,70,55,15,310,98,212
95CC06S2,922,487,435,620,381,239,136,83,53,361,224,137,66,31,35,57,43,14,302,106,196
95CC07W1,2417,1436,981,1623,1049,574,353,220,133,769,545,224,352,172,180,149,112,37,794,387,407
95CC08W1,1783,1028,755,1110,749,361,247,167,80,573,387,186,124,77,47,166,118,48,673,279,394
95CC09S1,1091,562,529,776,461,315,147,85,62,397,263,134,191,81,110,41,32,9,315,101,214
95CC09S2,1399,813,586,1033,679,354,207,123,84,607,437,170,173,83,90,46,36,10,366,134,232
95CC10W1,1889,904,985,1326,738,588,256,144,112,712,425,287,275,105,170,83,64,19,563,166,397
95CC11W1,1334,710,624,794,516,278,172,101,71,396,268,128,102,52,50,124,95,29,540,194,346
95CC12W1,1965,1076,889,1367,841,526,301,184,117,681,457,224,300,133,167,85,67,18,598,235,363
95CC13W1,1784,999,785,1275,801,474,298,178,120,621,434,187,267,118,149,89,71,18,509,198,311
95CC14W1,2160,1194,966,1526,988,538,360,217,143,853,585,268,236,124,112,77,62,15,634,206,428
95CC15W1,2065,1143,922,1411,884,527,304,175,129,773,530,243,241,113,128,93,66,27,654,259,395
95CC16W1,1964,1096,868,1300,851,449,322,212,110,698,483,215,197,90,107,83,66,17,664,245,419
95CC17W1,2001,1166,835,1451,943,508,313,190,123,708,502,206,316,156,160,114,95,19,550,223,327
95CC18W1,1712,852,860,1125,653,472,244,140,104,651,387,264,154,72,82,76,54,22,587,199,388
95CC19W1,1910,1052,858,1345,826,519,303,197,106,680,439,241,300,136,164,62,54,8,565,226,339
95CC20S1,934,473,461,678,381,297,152,88,64,402,231,171,86,37,49,38,25,13,256,92,164
95CC20S2,1264,683,581,863,517,346,191,105,86,528,322,206,96,50,46,48,40,8,401,166,235
95CC21W1,2120,1150,970,1470,921,549,319,202,117,886,572,314,179,91,88,86,56,30,650,229,421
95CC22W1,1291,657,634,825,517,308,198,120,78,491,313,178,58,25,33,78,59,19,466,140,326
95DD01W1,1527,623,904,939,487,452,219,113,106,560,305,255,118,38,80,42,31,11,588,136,452
95DD02S1,1086,537,549,726,430,296,178,96,82,463,280,183,49,26,23,36,28,8,360,107,253
95DD02S2,1745,1052,693,1350,904,446,271,192,79,830,562,268,169,81,88,80,69,11,395,148,247
95DD03W1,2537,1402,1135,1819,1189,630,364,222,142,1150,788,362,233,124,109,72,55,17,718,213,505
95DD04W1,1377,755,622,824,540,284,228,143,85,427,272,155,49,28,21,120,97,23,553,215,338
95DD05W1,1286,727,559,774,500,274,225,154,71,395,244,151,54,27,27,100,75,25,512,227,285
95DD06W1,1870,788,1082,1235,641,594,270,138,132,752,400,352,145,53,92,68,50,18,635,147,488
95DD07S1,1141,521,620,727,418,309,179,104,75,442,263,179,71,25,46,35,26,9,414,103,311
95DD07S2,1238,637,601,860,527,333,193,126,67,503,303,200,117,57,60,47,41,6,378,110,268
95DD08W1,1596,894,702,1049,711,338,224,144,80,650,453,197,69,44,25,106,70,36,547,183,364
95DD09W1,1863,892,971,1329,722,607,284,167,117,684,401,283,308,117,191,53,37,16,534,170,364
95DD10W1,2073,1092,981,1400,886,514,318,196,122,829,534,295,130,69,61,123,87,36,673,206,467
95DD11W1,1628,1050,578,1055,768,287,238,174,64,609,440,169,71,46,25,137,108,29,573,282,291
