GeographyCode,LC2603NI0001,LC2603NI0002,LC2603NI0003,LC2603NI0004,LC2603NI0005,LC2603NI0006,LC2603NI0007,LC2603NI0008,LC2603NI0009,LC2603NI0010,LC2603NI0011,LC2603NI0012,LC2603NI0013,LC2603NI0014,LC2603NI0015
95AA01S1,754,20,673,18,57,625,10,563,15,50,129,10,110,3,7
95AA01S2,1313,99,911,331,26,987,60,695,253,22,326,39,216,78,4
95AA01S3,1110,96,884,109,54,861,56,695,83,52,249,40,189,26,2
95AA02W1,1319,188,979,114,62,892,81,700,72,54,427,107,279,42,8
95AA03W1,1317,262,980,47,42,840,125,660,29,35,477,137,320,18,7
95AA04W1,2227,181,1793,300,24,1660,92,1373,234,18,567,89,420,66,6
95AA05W1,1924,241,1194,488,43,1362,114,887,360,37,562,127,307,128,6
95AA06S1,1322,110,703,538,26,968,50,525,419,19,354,60,178,119,7
95AA06S2,1811,172,961,696,25,1290,85,697,518,23,521,87,264,178,2
95AA07W1,1592,265,1212,113,36,1112,127,902,79,30,480,138,310,34,6
95AA08W1,1262,288,784,143,65,804,120,554,89,51,458,168,230,54,14
95AA09W1,1595,218,1224,97,74,1015,95,803,65,65,580,123,421,32,9
95AA10W1,1461,215,1071,157,40,900,91,693,96,31,561,124,378,61,9
95AA11S1,1995,212,1462,181,179,1486,103,1123,123,164,509,109,339,58,15
95AA11S2,1839,93,1483,211,102,1448,43,1196,158,90,391,50,287,53,12
95AA12W1,2037,215,1743,103,12,1495,114,1323,75,6,542,101,420,28,6
95AA13S1,1230,120,788,282,71,882,50,577,227,54,348,70,211,55,17
95AA13S2,1109,138,691,264,55,799,66,517,204,42,310,72,174,60,13
95AA14W1,1678,242,1234,237,17,1215,121,944,180,13,463,121,290,57,4
95AA15S1,1930,149,1431,179,211,1521,84,1135,138,195,409,65,296,41,16
95AA15S2,1098,170,693,118,134,755,59,506,84,118,343,111,187,34,16
95AA16W1,1351,218,992,49,110,896,92,683,26,104,455,126,309,23,6
95AA17W1,1614,245,1198,117,73,1117,127,865,77,61,497,118,333,40,12
95AA18W1,1821,139,1548,169,47,1160,45,1018,117,38,661,94,530,52,9
95AA19W1,1888,370,816,723,42,1271,161,585,540,34,617,209,231,183,8
95BB01S1,1143,87,978,87,18,861,44,762,57,16,282,43,216,30,2
95BB01S2,1507,151,1289,75,18,1115,78,986,55,17,392,73,303,20,1
95BB02W1,1711,298,1305,103,46,1037,116,853,48,40,674,182,452,55,6
95BB03S1,1460,226,1186,48,20,887,89,772,21,15,573,137,414,27,5
95BB03S2,1620,189,1365,78,14,974,72,870,40,8,646,117,495,38,6
95BB04S1,1110,111,954,56,22,680,45,601,35,18,430,66,353,21,4
95BB04S2,1177,67,1064,67,12,749,32,690,35,8,428,35,374,32,4
95BB05S1,1121,120,942,75,10,793,75,678,53,7,328,45,264,22,3
95BB05S2,1438,176,1209,77,12,991,85,875,45,9,447,91,334,32,3
95BB06W1,2163,404,1605,109,81,1353,166,1085,58,66,810,238,520,51,15
95BB07S1,1150,137,932,54,43,758,57,641,34,38,392,80,291,20,5
95BB07S2,986,91,872,27,11,656,52,588,13,9,330,39,284,14,2
95BB08S1,952,196,712,32,23,591,80,483,16,20,361,116,229,16,3
95BB08S2,986,72,871,30,21,726,38,660,19,14,260,34,211,11,7
95BB09S1,1001,76,871,49,32,666,32,592,30,30,335,44,279,19,2
95BB09S2,1292,112,1135,51,24,938,50,852,37,19,354,62,283,14,5
95BB10S1,1247,129,1030,71,52,798,64,671,40,42,449,65,359,31,10
95BB10S2,1218,92,1075,108,11,785,42,706,68,9,433,50,369,40,2
95BB11S1,1023,192,807,26,10,644,90,542,11,5,379,102,265,15,5
95BB11S2,1129,117,951,70,19,686,52,595,35,17,443,65,356,35,2
95BB12S1,1043,237,735,53,31,626,108,472,33,24,417,129,263,20,7
95BB12S2,982,94,841,69,8,629,42,564,34,5,353,52,277,35,3
95BB13S1,1015,85,888,46,13,698,44,627,26,11,317,41,261,20,2
95BB13S2,1107,176,876,57,17,665,58,579,25,11,442,118,297,32,6
95BB13S3,1155,69,1047,36,22,900,38,831,26,19,255,31,216,10,3
95BB14S1,1127,112,979,64,15,790,60,709,29,13,337,52,270,35,2
95BB14S2,1156,75,982,92,41,813,40,697,60,35,343,35,285,32,6
95BB15S1,1430,187,1008,253,19,963,90,713,176,12,467,97,295,77,7
95BB15S2,1097,189,733,178,20,722,84,510,126,18,375,105,223,52,2
95BB16S1,1171,119,1014,59,11,804,54,728,34,5,367,65,286,25,6
95BB16S2,1157,107,999,77,10,799,58,704,49,9,358,49,295,28,1
95BB17S1,1286,123,1117,44,17,977,58,885,29,14,309,65,232,15,3
95BB17S2,1246,163,1016,81,20,846,75,720,54,19,400,88,296,27,1
95BB18S1,1223,173,1010,38,11,751,63,666,18,9,472,110,344,20,2
95BB18S2,1792,145,1566,108,19,1291,78,1170,58,12,501,67,396,50,7
95BB19S1,1174,102,1013,59,21,829,42,744,39,18,345,60,269,20,3
95BB19S2,1289,52,1201,45,21,1003,25,949,33,19,286,27,252,12,2
95BB19S3,1028,64,924,44,16,795,42,724,30,11,233,22,200,14,5
95BB20S1,1363,210,786,402,20,899,97,536,286,14,464,113,250,116,6
95BB20S2,1132,260,613,269,21,638,95,382,161,19,494,165,231,108,2
95BB21S1,1728,226,1429,54,39,1074,88,949,24,25,654,138,480,30,14
95BB21S2,1692,219,1331,154,27,1135,129,906,107,18,557,90,425,47,9
95BB22S1,1115,157,908,49,13,769,67,674,26,10,346,90,234,23,3
95BB22S2,1031,195,780,39,25,663,84,546,19,21,368,111,234,20,4
95BB23S1,1181,93,991,102,30,781,50,663,60,26,400,43,328,42,4
95BB23S2,1136,76,981,83,25,823,37,732,54,21,313,39,249,29,4
95CC01W1,1864,330,607,830,130,1145,123,392,548,108,719,207,215,282,22
95CC02W1,1971,259,866,862,35,1400,141,642,625,29,571,118,224,237,6
95CC03W1,1989,335,629,787,281,1199,132,367,496,230,790,203,262,291,51
95CC04W1,1699,293,632,773,38,1164,141,457,565,33,535,152,175,208,5
95CC05W1,1935,290,908,706,93,1314,132,651,493,83,621,158,257,213,10
95CC06S1,1081,88,608,375,46,771,47,442,275,34,310,41,166,100,12
95CC06S2,922,82,573,255,45,620,37,375,190,39,302,45,198,65,6
95CC07W1,2417,341,783,1310,45,1623,163,538,940,31,794,178,245,370,14
95CC08W1,1783,270,608,857,99,1110,123,391,549,81,673,147,217,308,18
95CC09S1,1091,132,866,106,10,776,67,646,71,8,315,65,220,35,2
95CC09S2,1399,162,1140,62,55,1033,82,874,48,45,366,80,266,14,10
95CC10W1,1889,252,1375,266,54,1326,132,1010,183,44,563,120,365,83,10
95CC11W1,1334,231,404,650,78,794,92,241,415,66,540,139,163,235,12
95CC12W1,1965,311,1026,631,27,1367,176,731,463,23,598,135,295,168,4
95CC13W1,1784,241,929,612,35,1275,130,687,459,27,509,111,242,153,8
95CC14W1,2160,221,1808,145,28,1526,91,1335,107,24,634,130,473,38,4
95CC15W1,2065,329,1287,427,61,1411,168,922,296,54,654,161,365,131,7
95CC16W1,1964,333,1421,167,71,1300,140,1011,106,61,664,193,410,61,10
95CC17W1,2001,245,876,893,45,1451,125,666,669,36,550,120,210,224,9
95CC18W1,1712,162,981,481,149,1125,63,665,314,122,587,99,316,167,27
95CC19W1,1910,295,1223,381,42,1345,153,894,290,35,565,142,329,91,7
95CC20S1,934,76,789,60,32,678,49,582,38,27,256,27,207,22,5
95CC20S2,1264,161,992,51,82,863,66,724,32,59,401,95,268,19,23
95CC21W1,2120,275,1685,155,47,1470,143,1215,103,39,650,132,470,52,8
95CC22W1,1291,214,822,136,144,825,93,542,92,116,466,121,280,44,28
95DD01W1,1527,146,1231,94,92,939,55,763,58,81,588,91,468,36,11
95DD02S1,1086,168,892,17,13,726,62,646,10,9,360,106,246,7,4
95DD02S2,1745,204,1461,83,20,1350,117,1170,58,17,395,87,291,25,3
95DD03W1,2537,205,2038,162,180,1819,106,1473,110,155,718,99,565,52,25
95DD04W1,1377,343,987,41,17,824,134,659,25,12,553,209,328,16,5
95DD05W1,1286,338,919,16,16,774,153,602,10,10,512,185,317,6,6
95DD06W1,1870,157,1538,138,81,1235,72,1026,85,71,635,85,512,53,10
95DD07S1,1141,181,921,41,18,727,81,627,15,12,414,100,294,26,6
95DD07S2,1238,139,1050,56,16,860,64,766,34,10,378,75,284,22,6
95DD08W1,1596,277,879,142,327,1049,115,568,93,294,547,162,311,49,33
95DD09W1,1863,278,1512,69,26,1329,146,1129,51,19,534,132,383,18,7
95DD10W1,2073,413,1581,59,44,1400,186,1152,38,41,673,227,429,21,3
95DD11W1,1628,307,1003,183,165,1055,136,678,119,140,573,171,325,64,25
95DD12W1,1857,355,1340,184,13,1324,196,1010,135,9,533,159,330,49,4
95DD13W1,1262,215,754,176,144,813,97,492,116,128,449,118,262,60,16
95DD14S1,1134,151,949,33,22,806,83,698,23,18,328,68,251,10,4
95DD14S2,1235,63,1114,83,21,917,36,843,59,16,318,27,271,24,5
95DD15W1,2459,421,1518,554,26,1802,240,1185,399,23,657,181,333,155,3
95DD16W1,2166,328,1699,155,37,1615,198,1312,118,32,551,130,387,37,5
95DD17W1,2469,390,1682,447,16,1815,219,1298,335,12,654,171,384,112,4
95DD18W1,1403,296,1006,34,84,899,133,685,22,71,504,163,321,12,13
95DD19S1,1344,182,1114,47,22,944,80,831,30,18,400,102,283,17,4
95DD19S2,1085,147,893,61,12,770,80,661,37,7,315,67,232,24,5
95DD20W1,1296,290,936,49,32,773,118,609,27,27,523,172,327,22,5
95DD21W1,1579,188,1085,152,187,1138,99,796,96,168,441,89,289,56,19
95DD22S1,1144,244,739,180,15,795,119,552,135,13,349,125,187,45,2
95DD22S2,1130,253,748,132,17,746,108,541,100,14,384,145,207,32,3
95DD23W1,1810,285,1424,109,13,1354,170,1109,81,12,456,115,315,28,1
95DD24W1,1997,245,1228,438,121,1422,140,889,310,106,575,105,339,128,15
95EE01W1,1339,289,574,490,6,872,138,412,332,5,467,151,162,158,1
95EE02W1,1539,318,1170,63,7,1035,161,844,37,5,504,157,326,26,2
95EE03W1,1488,336,1062,69,40,912,121,733,39,33,576,215,329,30,7
95EE04W1,1463,289,984,199,13,986,130,727,138,12,477,159,257,61,1
95EE05W1,1136,211,870,51,16,755,95,623,37,10,381,116,247,14,6
95EE06W1,1587,312,751,526,34,1071,144,550,380,25,516,168,201,146,9
95EE07W1,1258,296,908,57,5,780,129,620,34,5,478,167,288,23,0
95EE08W1,1242,184,981,66,31,792,76,664,36,28,450,108,317,30,3
95EE09W1,1358,304,861,202,14,915,167,613,142,13,443,137,248,60,1
95EE10W1,1292,247,682,327,55,878,130,490,237,37,414,117,192,90,18
95EE11W1,1232,266,813,160,6,820,127,584,114,4,412,139,229,46,2
