GeographyCode,LC3603NI0001,LC3603NI0002,LC3603NI0003,LC3603NI0004,LC3603NI0005,LC3603NI0006,LC3603NI0007,LC3603NI0008,LC3603NI0009,LC3603NI0010,LC3603NI0011,LC3603NI0012,LC3603NI0013,LC3603NI0014,LC3603NI0015,LC3603NI0016,LC3603NI0017,LC3603NI0018,LC3603NI0019,LC3603NI0020,LC3603NI0021,LC3603NI0022,LC3603NI0023,LC3603NI0024,LC3603NI0025,LC3603NI0026,LC3603NI0027,LC3603NI0028,LC3603NI0029,LC3603NI0030,LC3603NI0031,LC3603NI0032
95AA01S1,754,471,248,35,591,375,197,19,97,49,44,4,494,326,153,15,163,96,51,16,3,0,1,2,3,0,2,1,157,96,48,13
95AA01S2,1313,643,466,204,939,496,349,94,260,139,96,25,679,357,253,69,374,147,117,110,140,42,52,46,63,5,11,47,171,100,54,17
95AA01S3,1110,559,394,157,813,456,282,75,186,90,74,22,627,366,208,53,297,103,112,82,132,24,62,46,28,3,7,18,137,76,43,18
95AA02W1,1319,453,479,387,826,358,353,115,229,93,103,33,597,265,250,82,493,95,126,272,232,23,60,149,99,4,11,84,162,68,55,39
95AA03W1,1317,403,542,372,775,307,341,127,230,86,104,40,545,221,237,87,542,96,201,245,204,16,76,112,103,2,17,84,235,78,108,49
95AA04W1,2227,1030,874,323,1570,802,624,144,457,220,183,54,1113,582,441,90,657,228,250,179,244,48,112,84,75,3,14,58,338,177,124,37
95AA05W1,1924,869,725,330,1276,651,506,119,310,147,132,31,966,504,374,88,648,218,219,211,242,52,100,90,98,8,14,76,308,158,105,45
95AA06S1,1322,633,446,243,892,471,338,83,298,152,117,29,594,319,221,54,430,162,108,160,139,26,37,76,68,2,10,56,223,134,61,28
95AA06S2,1811,833,638,340,1201,630,464,107,375,202,141,32,826,428,323,75,610,203,174,233,137,19,37,81,138,13,20,105,335,171,117,47
95AA07W1,1592,686,605,301,1046,535,416,95,272,130,108,34,774,405,308,61,546,151,189,206,215,37,99,79,117,5,24,88,214,109,66,39
95AA08W1,1262,446,476,340,700,325,294,81,228,103,101,24,472,222,193,57,562,121,182,259,182,17,54,111,136,3,21,112,244,101,107,36
