GeographyCode,LC3401NI0001,LC3401NI0002,LC3401NI0003,LC3401NI0004,LC3401NI0005,LC3401NI0006,LC3401NI0007,LC3401NI0008,LC3401NI0009,LC3401NI0010,LC3401NI0011,LC3401NI0012,LC3401NI0013,LC3401NI0014,LC3401NI0015
95AA01S1,982,940,42,744,712,32,158,149,9,46,46,0,34,33,1
95AA01S2,1814,1563,251,1345,1156,189,239,207,32,151,127,24,79,73,6
95AA01S3,1494,1282,212,1072,926,146,245,202,43,122,103,19,55,51,4
95AA02W1,1734,1241,493,678,447,231,528,373,155,346,268,78,182,153,29
95AA03W1,1822,1346,476,641,439,202,587,426,161,427,338,89,167,143,24
95AA04W1,3002,2577,425,2285,1973,312,338,289,49,258,218,40,121,97,24
95AA05W1,2654,2237,417,1684,1434,250,516,432,84,281,229,52,173,142,31
95AA06S1,1953,1617,336,951,777,174,519,426,93,309,260,49,174,154,20
95AA06S2,2651,2243,408,1430,1195,235,615,520,95,376,336,40,230,192,38
95AA07W1,2119,1738,381,1327,1121,206,427,333,94,221,167,54,144,117,27
95AA08W1,1676,1272,404,669,438,231,430,346,84,375,309,66,202,179,23
95AA09W1,2143,1633,510,929,702,227,614,456,158,442,343,99,158,132,26
95AA10W1,1953,1505,448,983,730,253,496,397,99,319,248,71,155,130,25
95AA11S1,2698,2239,459,1527,1277,250,658,544,114,375,314,61,138,104,34
95AA11S2,2431,2140,291,1490,1293,197,592,524,68,248,227,21,101,96,5
95AA12W1,2775,2439,336,2293,2036,257,229,177,52,162,143,19,91,83,8
95AA13S1,1707,1434,273,954,818,136,328,261,67,295,243,52,130,112,18
95AA13S2,1561,1285,276,759,636,123,377,322,55,274,216,58,151,111,40
95AA14W1,2302,1932,370,1764,1502,262,284,214,70,143,120,23,111,96,15
95AA15S1,2630,2246,384,1216,1010,206,783,666,117,431,386,45,200,184,16
95AA15S2,1472,1240,232,580,477,103,490,431,59,240,188,52,162,144,18
95AA16W1,1807,1368,439,671,458,213,580,470,110,397,302,95,159,138,21
95AA17W1,2142,1717,425,892,658,234,661,552,109,404,349,55,185,158,27
95AA18W1,2373,2020,353,1804,1548,256,317,261,56,144,115,29,108,96,12
95AA19W1,2645,2216,429,1441,1214,227,418,337,81,391,334,57,395,331,64
95BB01S1,1574,1336,238,1105,937,168,285,243,42,137,114,23,47,42,5
95BB01S2,2035,1712,323,1236,1044,192,470,389,81,229,197,32,100,82,18
95BB02W1,2334,1635,699,1060,769,291,591,399,192,466,339,127,217,128,89
95BB03S1,2026,1514,512,1030,784,246,550,411,139,327,245,82,119,74,45
95BB03S2,2191,1689,502,1296,1007,289,449,335,114,291,227,64,155,120,35
95BB04S1,1399,1069,330,807,658,149,280,199,81,240,163,77,72,49,23
95BB04S2,1610,1332,278,1268,1054,214,183,141,42,115,95,20,44,42,2
95BB05S1,1490,1224,266,1066,882,184,235,186,49,139,117,22,50,39,11
95BB05S2,1911,1506,405,1167,940,227,457,347,110,204,159,45,83,60,23
95BB06W1,2870,1997,873,765,517,248,947,615,332,787,581,206,371,284,87
95BB07S1,1601,1174,427,577,424,153,427,294,133,454,362,92,143,94,49
95BB07S2,1295,1066,229,813,649,164,262,232,30,125,102,23,95,83,12
95BB08S1,1331,923,408,413,281,132,472,296,176,266,212,54,180,134,46
95BB08S2,1294,1085,209,683,554,129,336,292,44,223,193,30,52,46,6
95BB09S1,1291,1065,226,838,698,140,264,211,53,161,133,28,28,23,5
95BB09S2,1618,1362,256,949,812,137,324,264,60,270,224,46,75,62,13
95BB10S1,1663,1263,400,732,592,140,419,296,123,337,248,89,175,127,48
95BB10S2,1615,1395,220,1346,1178,168,149,119,30,73,59,14,47,39,8
95BB11S1,1408,1036,372,529,368,161,482,344,138,290,242,48,107,82,25
95BB11S2,1495,1075,420,880,646,234,365,242,123,189,141,48,61,46,15
95BB12S1,1440,1079,361,488,351,137,421,306,115,333,262,71,198,160,38
95BB12S2,1336,1149,187,980,839,141,185,157,28,119,107,12,52,46,6
95BB13S1,1392,1166,226,700,625,75,316,223,93,285,243,42,91,75,16
95BB13S2,1466,1099,367,686,492,194,437,325,112,217,177,40,126,105,21
95BB13S3,1580,1334,246,877,723,154,405,347,58,211,189,22,87,75,12
95BB14S1,1510,1285,225,1188,1014,174,177,151,26,120,101,19,25,19,6
95BB14S2,1578,1364,214,1141,1004,137,206,162,44,125,111,14,106,87,19
95BB15S1,2005,1624,381,1261,1016,245,385,322,63,237,180,57,122,106,16
95BB15S2,1484,1177,307,690,538,152,385,315,70,303,239,64,106,85,21
95BB16S1,1533,1276,257,1178,981,197,198,166,32,103,80,23,54,49,5
95BB16S2,1600,1360,240,1268,1096,172,172,128,44,112,91,21,48,45,3
95BB17S1,1793,1457,336,667,505,162,604,499,105,366,320,46,156,133,23
95BB17S2,1742,1397,345,964,758,206,409,320,89,229,201,28,140,118,22
95BB18S1,1688,1236,452,759,537,222,466,352,114,368,273,95,95,74,21
95BB18S2,2524,2140,384,1962,1669,293,376,312,64,134,113,21,52,46,6
95BB19S1,1557,1255,302,897,696,201,370,314,56,208,173,35,82,72,10
95BB19S2,1777,1572,205,1223,1071,152,391,358,33,104,92,12,59,51,8
95BB19S3,1391,1218,173,809,684,125,345,322,23,171,155,16,66,57,9
95BB20S1,1844,1457,387,1008,793,215,432,340,92,262,204,58,142,120,22
