GeographyCode,QS211NI0001,QS211NI0002,QS211NI0003,QS211NI0004,QS211NI0005,QS211NI0006
N00000001,1003,976,17,8,2,0
N00000002,332,321,1,7,3,0
N00000003,236,233,2,0,1,0
N00000004,595,592,1,0,0,2
N00000005,359,356,3,0,0,0
N00000006,242,240,1,0,1,0
N00000007,238,230,4,3,1,0
N00000008,277,261,4,8,4,0
N00000009,688,669,8,7,4,0
N00000010,232,228,0,3,0,1
N00000011,284,274,8,0,2,0
N00000012,259,252,2,2,3,0
N00000013,257,247,5,3,1,1
N00000014,444,423,6,12,3,0
N00000015,222,220,1,0,1,0
N00000016,217,203,2,8,4,0
N00000017,319,314,1,3,1,0
N00000018,215,208,3,3,1,0
N00000019,250,244,1,5,0,0
N00000020,221,219,1,1,0,0
N00000021,261,258,0,0,2,1
N00000022,260,250,1,5,3,1
N00000023,210,206,1,3,0,0
N00000024,520,519,1,0,0,0
N00000025,454,454,0,0,0,0
N00000026,448,448,0,0,0,0
N00000027,508,500,7,1,0,0
N00000028,233,233,0,0,0,0
N00000029,395,392,1,0,2,0
N00000030,364,360,3,0,1,0
N00000031,680,675,4,0,1,0
N00000032,371,369,1,0,1,0
N00000033,478,474,2,0,1,1
N00000034,452,440,1,7,2,2
N00000035,278,258,5,9,6,0
N00000036,327,321,5,1,0,0
N00000037,279,275,4,0,0,0
N00000038,394,388,3,2,0,1
N00000039,1187,1161,20,5,1,0
N00000040,254,251,2,1,0,0
N00000041,439,425,9,3,2,0
N00000042,399,398,1,0,0,0
N00000043,1171,1139,19,8,5,0
N00000044,298,295,3,0,0,0
N00000045,496,494,0,2,0,0
N00000046,382,381,1,0,0,0
N00000047,362,360,0,1,0,1
N00000048,293,271,5,7,10,0
N00000049,245,231,6,4,4,0
N00000050,292,290,0,2,0,0
N00000051,297,283,7,3,3,1
N00000052,296,285,1,4,6,0
N00000053,248,219,3,14,11,1
N00000054,249,244,1,3,0,1
N00000055,256,249,3,1,3,0
N00000056,270,259,2,9,0,0
N00000057,256,247,1,5,3,0
N00000058,244,219,7,11,7,0
N00000059,212,205,2,3,2,0
N00000060,374,355,4,11,4,0
N00000061,267,265,0,0,2,0
N00000062,340,331,4,2,2,1
N00000063,412,395,2,9,6,0
N00000064,271,255,6,3,7,0
N00000065,379,368,2,5,3,1
N00000066,256,249,2,4,1,0
N00000067,298,285,3,4,4,2
N00000068,361,340,7,2,12,0
N00000069,319,319,0,0,0,0
N00000070,242,237,4,0,1,0
N00000071,274,267,2,5,0,0
N00000072,1663,1529,40,53,33,8
N00000073,506,448,11,25,21,1
N00000074,968,912,25,12,14,5
N00000075,401,387,6,5,3,0
N00000076,328,314,1,7,5,1
N00000077,270,261,4,5,0,0
N00000078,457,438,8,5,5,1
N00000079,541,541,0,0,0,0
N00000080,404,404,0,0,0,0
N00000081,328,328,0,0,0,0
N00000082,336,335,1,0,0,0
N00000083,637,637,0,0,0,0
N00000084,444,444,0,0,0,0
N00000085,417,372,9,13,20,3
N00000086,369,335,15,7,11,1
N00000087,874,854,3,6,9,2
N00000088,213,208,2,3,0,0
N00000089,447,435,5,6,1,0
N00000090,377,358,5,7,5,2
N00000091,450,420,3,6,15,6
N00000092,481,480,1,0,0,0
N00000093,407,404,0,3,0,0
N00000094,479,478,1,0,0,0
N00000095,454,451,1,0,2,0
N00000096,454,454,0,0,0,0
N00000097,799,740,14,30,13,2
N00000098,1106,943,58,72,29,4
N00000099,246,240,3,2,1,0
N00000100,323,292,11,17,2,1
N00000101,253,214,10,15,13,1
N00000102,302,281,9,7,4,1
N00000103,583,536,10,24,12,1
N00000104,294,251,16,17,5,5
N00000105,318,289,0,9,17,3
N00000106,190,185,0,2,3,0
N00000107,252,247,1,4,0,0
N00000108,239,224,5,5,4,1
N00000109,473,417,8,22,22,4
N00000110,250,223,5,14,5,3
N00000111,341,328,8,1,3,1
N00000112,389,379,3,4,3,0
N00000113,295,281,4,4,5,1
N00000114,306,296,8,1,1,0
N00000115,283,275,3,2,3,0
N00000116,276,264,4,4,3,1
N00000117,154,146,2,4,2,0
N00000118,330,324,4,1,1,0
N00000119,279,276,1,2,0,0
N00000120,315,312,1,1,1,0
N00000121,280,274,2,3,1,0
N00000122,463,455,5,2,1,0
N00000123,344,341,2,0,1,0
N00000124,358,354,0,3,1,0
N00000125,442,440,1,1,0,0
N00000126,461,457,4,0,0,0
N00000127,379,368,1,7,2,1
N00000128,944,933,4,4,2,1
N00000129,329,324,3,2,0,0
N00000130,475,468,2,5,0,0
N00000131,382,382,0,0,0,0
N00000132,352,351,0,0,0,1
N00000133,312,311,1,0,0,0
N00000134,415,409,5,0,0,1
N00000135,305,305,0,0,0,0
N00000136,488,479,7,1,1,0
N00000137,303,302,1,0,0,0
N00000138,453,453,0,0,0,0
N00000139,297,287,2,7,1,0
N00000140,326,322,1,1,2,0
N00000141,429,424,2,3,0,0
N00000142,196,195,1,0,0,0
N00000143,209,206,2,1,0,0
N00000144,219,211,2,5,1,0
N00000145,123,123,0,0,0,0
N00000146,267,253,1,4,7,2
N00000147,214,208,3,1,1,1
N00000148,639,634,3,2,0,0
N00000149,408,406,2,0,0,0
N00000150,352,349,2,1,0,0
N00000151,277,268,3,3,3,0
N00000152,266,264,0,2,0,0
N00000153,238,237,1,0,0,0
N00000154,251,249,2,0,0,0
N00000155,329,326,3,0,0,0
N00000156,295,295,0,0,0,0
N00000157,356,351,3,0,2,0
N00000158,647,645,1,1,0,0
N00000159,218,211,0,5,1,1
N00000160,305,302,2,0,1,0
N00000161,336,331,0,3,2,0
N00000162,235,229,1,4,1,0
N00000163,302,299,1,0,1,1
N00000164,283,282,0,0,0,1
N00000165,310,309,1,0,0,0
N00000166,264,258,2,3,1,0
N00000167,369,368,0,0,1,0
N00000168,337,336,0,1,0,0
N00000169,689,684,5,0,0,0
N00000170,357,356,0,1,0,0
N00000171,408,404,3,1,0,0
N00000172,749,742,0,2,4,1
N00000173,366,366,0,0,0,0
N00000174,379,379,0,0,0,0
N00000175,353,351,1,1,0,0
N00000176,456,445,2,4,5,0
N00000177,309,294,7,4,4,0
N00000178,648,633,2,9,3,1
N00000179,821,789,10,13,6,3
N00000180,271,271,0,0,0,0
N00000181,273,250,10,9,4,0
N00000182,212,208,2,2,0,0
N00000183,279,265,4,5,4,1
N00000184,361,344,4,4,8,1
N00000185,209,209,0,0,0,0
N00000186,288,282,2,4,0,0
N00000187,243,240,2,1,0,0
N00000188,332,326,3,3,0,0
N00000189,333,331,0,0,1,1
N00000190,301,300,1,0,0,0
N00000191,292,292,0,0,0,0
N00000192,286,281,0,4,1,0
N00000193,275,274,1,0,0,0
N00000194,243,241,1,1,0,0
N00000195,240,239,1,0,0,0
N00000196,231,227,1,2,1,0
N00000197,312,301,0,6,4,1
N00000198,274,272,0,1,1,0
N00000199,341,338,0,2,1,0
N00000200,306,297,2,3,4,0
N00000201,282,282,0,0,0,0
N00000202,297,297,0,0,0,0
N00000203,329,315,6,4,2,2
N00000204,374,363,2,7,2,0
N00000205,292,287,0,2,3,0
N00000206,378,376,2,0,0,0
N00000207,248,245,0,1,2,0
N00000208,306,306,0,0,0,0
N00000209,344,342,1,1,0,0
N00000210,373,357,10,4,1,1
N00000211,514,497,7,8,1,1
N00000212,172,164,4,3,1,0
N00000213,276,266,9,1,0,0
N00000214,316,307,3,6,0,0
N00000215,387,387,0,0,0,0
N00000216,384,384,0,0,0,0
N00000217,468,466,1,0,1,0
N00000218,352,352,0,0,0,0
N00000219,236,229,3,4,0,0
N00000220,265,264,1,0,0,0
N00000221,253,253,0,0,0,0
N00000222,289,286,2,1,0,0
N00000223,313,313,0,0,0,0
N00000224,234,231,3,0,0,0
N00000225,147,147,0,0,0,0
N00000226,258,258,0,0,0,0
N00000227,191,191,0,0,0,0
N00000228,297,294,1,2,0,0
N00000229,385,379,6,0,0,0
N00000230,280,276,2,2,0,0
N00000231,300,296,2,0,0,2
N00000232,296,280,5,4,6,1
N00000233,248,242,6,0,0,0
N00000234,246,237,1,5,2,1
N00000235,309,303,1,4,1,0
N00000236,272,270,1,1,0,0
N00000237,402,402,0,0,0,0
N00000238,298,298,0,0,0,0
N00000239,244,239,2,1,2,0
N00000240,339,338,0,0,1,0
N00000241,412,403,6,0,2,1
N00000242,355,355,0,0,0,0
N00000243,258,254,2,1,1,0
N00000244,258,251,4,3,0,0
N00000245,301,291,2,5,3,0
N00000246,296,296,0,0,0,0
N00000247,300,288,3,4,4,1
N00000248,329,329,0,0,0,0
N00000249,366,361,3,0,2,0
N00000250,377,370,3,2,2,0
N00000251,436,433,2,1,0,0
N00000252,341,336,1,0,3,1
N00000253,486,486,0,0,0,0
N00000254,309,307,2,0,0,0
N00000255,343,342,0,0,1,0
N00000256,752,727,7,8,9,1
N00000257,431,426,0,5,0,0
N00000258,374,373,0,1,0,0
N00000259,455,455,0,0,0,0
N00000260,528,515,6,5,2,0
N00000261,540,537,2,1,0,0
N00000262,401,400,1,0,0,0
N00000263,236,229,2,2,3,0
N00000264,539,535,4,0,0,0
N00000265,342,337,1,1,2,1
N00000266,317,307,4,5,1,0
N00000267,428,428,0,0,0,0
N00000268,371,367,3,0,0,1
N00000269,339,339,0,0,0,0
N00000270,359,357,0,0,1,1
N00000271,368,368,0,0,0,0
N00000272,291,283,3,2,3,0
N00000273,450,449,0,0,1,0
N00000274,446,446,0,0,0,0
N00000275,286,284,0,1,1,0
N00000276,303,300,1,2,0,0
N00000277,300,295,3,2,0,0
N00000278,288,287,0,1,0,0
N00000279,171,169,2,0,0,0
N00000280,359,355,3,0,1,0
N00000281,343,342,0,1,0,0
N00000282,359,352,6,0,1,0
N00000283,334,331,1,2,0,0
N00000284,359,349,5,2,3,0
N00000285,304,304,0,0,0,0
N00000286,261,258,2,0,1,0
N00000287,285,283,0,1,1,0
N00000288,335,330,2,1,1,1
N00000289,475,470,2,0,2,1
N00000290,263,262,1,0,0,0
N00000291,487,486,1,0,0,0
N00000292,690,689,1,0,0,0
N00000293,496,494,2,0,0,0
N00000294,393,392,0,1,0,0
N00000295,409,406,3,0,0,0
N00000296,274,270,0,2,2,0
N00000297,361,358,3,0,0,0
N00000298,323,319,1,1,2,0
N00000299,310,302,4,3,1,0
N00000300,280,280,0,0,0,0
N00000301,345,339,4,1,1,0
N00000302,351,342,3,1,2,3
N00000303,303,303,0,0,0,0
N00000304,326,314,3,2,5,2
N00000305,386,386,0,0,0,0
N00000306,366,362,0,3,1,0
N00000307,341,336,4,1,0,0
N00000308,271,270,1,0,0,0
N00000309,366,355,9,2,0,0
N00000310,396,387,1,3,2,3
N00000311,324,321,2,1,0,0
N00000312,498,496,0,1,1,0
N00000313,602,598,1,1,2,0
N00000314,347,344,2,1,0,0
N00000315,337,332,1,1,3,0
N00000316,362,362,0,0,0,0
N00000317,431,428,1,2,0,0
N00000318,332,329,0,2,1,0
N00000319,777,769,3,3,2,0
N00000320,308,299,3,4,2,0
N00000321,489,476,2,3,6,2
N00000322,374,369,1,2,2,0
N00000323,457,454,1,1,0,1
N00000324,370,368,0,2,0,0
N00000325,514,508,0,3,1,2
N00000326,893,887,5,1,0,0
N00000327,313,311,1,1,0,0
N00000328,283,278,2,1,2,0
N00000329,388,385,1,0,1,1
N00000330,514,511,3,0,0,0
N00000331,591,580,3,4,4,0
N00000332,265,253,3,6,2,1
N00000333,278,275,1,1,1,0
N00000334,279,279,0,0,0,0
N00000335,316,305,1,5,5,0
N00000336,323,316,3,1,2,1
N00000337,278,272,2,3,1,0
N00000338,299,297,2,0,0,0
N00000339,283,271,2,3,5,2
N00000340,419,408,2,4,5,0
N00000341,342,340,2,0,0,0
N00000342,342,338,2,2,0,0
N00000343,339,335,2,2,0,0
N00000344,395,377,7,4,7,0
N00000345,400,387,4,6,3,0
N00000346,641,611,5,17,4,4
N00000347,252,201,3,22,19,7
N00000348,418,380,17,16,5,0
N00000349,356,325,6,10,14,1
