GeographyCode,QS405NI0001,QS405NI0002,QS405NI0003,QS405NI0004,QS405NI0005,QS405NI0006,QS405NI0007,QS405NI0008,QS405NI0009,QS405NI0010,QS405NI0011,QS405NI0012,QS405NI0013,QS405NI0014
N00000001,310,26,5,21,0,9,2,7,270,24,186,1,59,5
N00000002,141,113,43,70,0,8,8,0,15,13,1,1,0,5
N00000003,78,71,39,32,0,0,0,0,5,2,0,2,1,2
N00000004,195,167,72,95,0,4,3,1,18,14,2,2,0,6
N00000005,124,113,38,75,0,0,0,0,10,9,0,1,0,1
N00000006,86,76,38,38,0,0,0,0,10,7,1,1,1,0
N00000007,89,69,43,26,0,1,0,1,13,8,4,1,0,6
N00000008,138,98,36,61,1,2,2,0,34,32,0,1,1,4
N00000009,275,228,83,145,0,1,1,0,42,40,0,1,1,4
N00000010,86,74,53,21,0,0,0,0,10,5,0,4,1,2
N00000011,136,87,47,38,2,23,23,0,19,18,0,1,0,7
N00000012,121,91,49,41,1,14,14,0,14,13,0,1,0,2
N00000013,136,81,50,30,1,9,9,0,40,38,0,2,0,6
N00000014,205,125,42,83,0,29,23,6,46,41,0,4,1,5
N00000015,119,59,36,22,1,42,41,1,16,13,0,2,1,2
N00000016,122,60,29,31,0,31,31,0,27,25,0,2,0,4
N00000017,144,81,27,52,2,48,47,1,12,11,0,1,0,3
N00000018,94,74,25,49,0,1,1,0,19,17,1,1,0,0
N00000019,116,69,36,33,0,28,23,5,18,16,2,0,0,1
N00000020,122,43,21,21,1,62,61,1,14,13,0,1,0,3
N00000021,128,75,31,41,3,23,23,0,28,27,0,1,0,2
N00000022,126,74,33,40,1,30,30,0,19,18,0,1,0,3
N00000023,115,60,33,27,0,41,41,0,11,10,0,1,0,3
N00000024,174,159,71,87,1,1,1,0,9,8,0,1,0,5
N00000025,159,147,80,67,0,1,1,0,6,4,0,2,0,5
N00000026,151,139,82,57,0,2,2,0,6,6,0,0,0,4
N00000027,178,154,72,79,3,0,0,0,21,20,0,1,0,3
N00000028,85,80,27,52,1,0,0,0,5,5,0,0,0,0
N00000029,136,125,76,49,0,1,1,0,6,4,0,2,0,4
N00000030,131,120,72,48,0,0,0,0,8,6,0,2,0,3
N00000031,201,180,92,86,2,4,4,0,15,12,1,2,0,2
N00000032,133,118,64,53,1,0,0,0,11,10,0,1,0,4
N00000033,166,145,73,72,0,1,1,0,13,11,0,1,1,7
N00000034,158,132,57,75,0,5,5,0,16,13,0,3,0,5
N00000035,128,64,30,34,0,39,39,0,21,19,0,2,0,4
N00000036,134,91,41,50,0,19,19,0,22,18,0,1,3,2
N00000037,124,111,50,59,2,4,4,0,7,7,0,0,0,2
N00000038,138,113,48,65,0,5,0,5,17,12,1,4,0,3
N00000039,448,328,82,238,8,65,34,31,47,35,3,7,2,8
N00000040,114,62,15,46,1,31,31,0,11,9,0,2,0,10
N00000041,144,123,20,101,2,3,3,0,16,14,0,2,0,2
N00000042,126,116,32,84,0,1,1,0,8,6,0,2,0,1
N00000043,368,297,65,229,3,34,21,13,34,26,1,3,4,3
N00000044,108,81,25,53,3,16,2,14,9,6,0,2,1,2
N00000045,170,151,73,78,0,2,2,0,13,11,1,1,0,4
N00000046,129,114,73,41,0,6,6,0,6,5,0,0,1,3
N00000047,138,118,75,43,0,4,4,0,14,12,0,2,0,2
N00000048,125,70,33,36,1,23,23,0,30,26,0,3,1,2
N00000049,123,64,30,34,0,30,30,0,26,21,1,4,0,3
N00000050,135,101,60,41,0,5,4,1,21,20,0,1,0,8
N00000051,124,56,16,39,1,58,58,0,4,4,0,0,0,6
N00000052,120,66,31,34,1,35,34,1,11,9,0,2,0,8
N00000053,108,56,17,37,2,14,14,0,35,34,0,1,0,3
N00000054,111,66,19,45,2,25,25,0,18,17,0,1,0,2
N00000055,117,92,44,43,5,8,8,0,16,16,0,0,0,1
N00000056,119,80,44,35,1,21,21,0,17,16,0,1,0,1
N00000057,118,40,15,25,0,58,58,0,18,18,0,0,0,2
N00000058,121,58,25,33,0,40,40,0,19,17,0,2,0,4
N00000059,110,41,18,23,0,48,47,1,17,17,0,0,0,4
N00000060,180,80,24,55,1,67,66,1,28,27,0,1,0,5
N00000061,129,106,68,38,0,11,11,0,8,8,0,0,0,4
N00000062,130,116,71,45,0,4,4,0,8,8,0,0,0,2
N00000063,155,75,27,48,0,48,48,0,31,29,0,2,0,1
N00000064,133,36,10,25,1,75,75,0,14,14,0,0,0,8
N00000065,146,135,65,65,5,3,3,0,7,4,0,3,0,1
N00000066,110,98,54,44,0,3,3,0,5,4,0,1,0,4
N00000067,134,65,26,39,0,53,53,0,14,13,0,1,0,2
N00000068,124,113,62,51,0,1,1,0,9,7,0,1,1,1
N00000069,145,42,17,25,0,87,81,6,13,12,0,1,0,3
N00000070,104,96,67,29,0,0,0,0,6,4,0,2,0,2
N00000071,136,86,53,32,1,10,10,0,28,23,2,3,0,12
N00000072,634,496,108,384,4,36,35,1,93,87,0,6,0,9
N00000073,249,122,46,75,1,42,16,26,78,71,0,2,5,7
N00000074,386,323,60,257,6,7,1,6,51,49,0,1,1,5
N00000075,111,88,44,42,2,4,0,4,17,15,0,2,0,2
N00000076,114,99,36,63,0,0,0,0,14,14,0,0,0,1
N00000077,98,89,32,57,0,0,0,0,7,6,0,1,0,2
N00000078,161,146,32,114,0,1,1,0,14,14,0,0,0,0
N00000079,192,172,78,94,0,1,0,1,13,11,0,2,0,6
N00000080,146,131,57,74,0,3,2,1,7,6,0,1,0,5
N00000081,140,89,34,54,1,27,19,8,15,13,0,2,0,9
N00000082,132,114,73,41,0,0,0,0,11,10,0,1,0,7
N00000083,208,193,96,97,0,0,0,0,10,8,0,2,0,5
N00000084,153,139,82,57,0,2,1,1,8,8,0,0,0,4
N00000085,180,84,44,40,0,42,19,23,53,48,0,3,2,1
N00000086,142,91,39,50,2,3,1,2,42,39,0,2,1,6
N00000087,303,255,112,142,1,1,1,0,34,28,0,6,0,13
N00000088,136,46,27,18,1,66,32,34,20,18,0,0,2,4
N00000089,164,139,34,104,1,3,3,0,19,17,0,2,0,3
N00000090,138,116,41,75,0,1,1,0,20,18,0,2,0,1
N00000091,176,119,45,74,0,0,0,0,56,54,0,1,1,1
N00000092,168,152,85,67,0,1,1,0,9,7,0,1,1,6
N00000093,140,123,83,40,0,2,2,0,13,10,0,2,1,2
N00000094,161,149,90,59,0,0,0,0,9,8,0,1,0,3
N00000095,152,137,76,61,0,0,0,0,11,10,0,1,0,4
N00000096,158,146,91,54,1,1,0,1,7,7,0,0,0,4
N00000097,296,233,41,185,7,6,6,0,55,51,0,4,0,2
N00000098,446,347,77,261,9,2,2,0,94,89,0,5,0,3
N00000099,107,53,18,35,0,40,40,0,12,8,2,1,1,2
N00000100,164,81,24,55,2,49,49,0,25,20,0,5,0,9
N00000101,122,30,8,22,0,67,66,1,18,16,1,1,0,7
N00000102,125,80,34,46,0,31,31,0,13,11,2,0,0,1
N00000103,205,108,20,85,3,51,51,0,41,40,0,1,0,5
N00000104,130,65,8,54,3,34,34,0,28,27,0,1,0,3
N00000105,148,89,39,50,0,31,29,2,22,19,1,2,0,6
N00000106,103,31,12,19,0,58,57,1,10,10,0,0,0,4
N00000107,120,56,16,37,3,42,42,0,20,18,1,0,1,2
N00000108,110,83,45,38,0,11,11,0,11,10,0,1,0,5
N00000109,229,126,37,86,3,39,39,0,59,56,0,3,0,5
N00000110,122,68,34,34,0,26,26,0,26,26,0,0,0,2
N00000111,136,121,47,70,4,1,1,0,11,10,0,0,1,3
N00000112,143,111,27,82,2,17,17,0,12,11,0,1,0,3
N00000113,122,88,27,60,1,13,12,1,15,15,0,0,0,6
N00000114,121,109,37,68,4,3,3,0,9,7,0,2,0,0
N00000115,128,76,35,38,3,37,37,0,11,9,1,1,0,4
N00000116,119,70,17,52,1,36,36,0,10,10,0,0,0,3
N00000117,86,23,5,18,0,51,35,16,10,8,0,1,1,2
N00000118,143,96,68,27,1,2,0,2,39,35,1,2,1,6
N00000119,125,121,81,39,1,0,0,0,4,4,0,0,0,0
N00000120,127,112,77,35,0,1,1,0,7,5,1,1,0,7
N00000121,124,93,55,38,0,5,5,0,24,21,1,2,0,2
N00000122,199,164,79,85,0,1,1,0,30,25,0,5,0,4
N00000123,143,134,88,46,0,0,0,0,9,7,0,2,0,0
N00000124,143,122,71,51,0,1,1,0,15,12,0,3,0,5
N00000125,148,121,73,48,0,6,5,1,16,14,0,2,0,5
N00000126,134,118,69,49,0,2,2,0,11,9,0,2,0,3
N00000127,130,93,49,44,0,17,17,0,18,15,0,2,1,2
N00000128,282,237,130,106,1,9,8,1,30,22,4,3,1,6
N00000129,138,35,18,17,0,76,67,9,17,11,0,5,1,10
N00000130,152,140,27,113,0,1,1,0,9,9,0,0,0,2
N00000131,136,126,71,55,0,2,2,0,7,5,0,1,1,1
N00000132,121,115,77,38,0,0,0,0,4,4,0,0,0,2
N00000133,139,103,55,47,1,22,20,2,9,9,0,0,0,5
N00000134,177,149,62,86,1,9,9,0,16,15,0,1,0,3
N00000135,119,80,35,45,0,33,33,0,2,2,0,0,0,4
N00000136,188,172,69,103,0,2,2,0,11,10,0,1,0,3
N00000137,120,112,48,63,1,1,1,0,4,3,0,1,0,3
N00000138,155,151,44,107,0,0,0,0,2,2,0,0,0,2
N00000139,133,94,48,46,0,27,27,0,8,7,0,1,0,4
N00000140,158,113,74,38,1,13,13,0,23,18,0,4,1,9
N00000141,220,81,37,41,3,97,71,26,27,19,0,3,5,15
N00000142,96,64,36,26,2,17,17,0,12,10,0,2,0,3
N00000143,123,49,22,27,0,57,57,0,13,12,0,1,0,4
N00000144,110,48,21,23,4,46,44,2,13,12,0,1,0,3
N00000145,75,12,7,5,0,54,4,50,5,1,0,0,4,4
N00000146,105,84,56,28,0,4,4,0,12,11,1,0,0,5
N00000147,106,55,29,24,2,30,30,0,14,9,0,5,0,7
N00000148,279,161,61,95,5,46,29,17,70,66,1,2,1,2
N00000149,187,127,64,60,3,30,12,18,26,18,0,7,1,4
N00000150,149,142,78,63,1,3,2,1,4,4,0,0,0,0
N00000151,131,83,46,37,0,20,19,1,25,20,0,5,0,3
N00000152,131,55,19,35,1,58,57,1,12,11,0,1,0,6
N00000153,111,65,33,30,2,27,27,0,12,9,0,3,0,7
N00000154,108,82,41,40,1,11,11,0,9,8,0,0,1,6
N00000155,128,98,48,48,2,14,14,0,12,11,0,1,0,4
N00000156,127,124,62,62,0,1,1,0,2,2,0,0,0,0
N00000157,139,116,65,51,0,6,6,0,11,10,0,1,0,6
N00000158,286,229,140,82,7,5,5,0,44,41,1,1,1,8
N00000159,116,58,32,26,0,32,32,0,23,22,0,1,0,3
N00000160,124,80,45,34,1,19,19,0,19,16,0,2,1,6
N00000161,128,121,79,42,0,1,1,0,5,5,0,0,0,1
N00000162,115,96,47,49,0,2,2,0,14,12,0,2,0,3
N00000163,155,62,27,33,2,55,30,25,32,29,0,2,1,6
N00000164,118,110,72,38,0,0,0,0,4,3,0,0,1,4
N00000165,135,115,63,52,0,5,4,1,11,9,0,2,0,4
N00000166,122,112,78,34,0,1,0,1,8,6,0,1,1,1
N00000167,149,137,75,58,4,0,0,0,8,7,0,1,0,4
N00000168,145,136,80,55,1,2,2,0,5,5,0,0,0,2
N00000169,279,222,125,97,0,10,10,0,32,32,0,0,0,15
N00000170,139,111,50,58,3,14,4,10,12,12,0,0,0,2
N00000171,146,131,64,67,0,8,7,1,3,3,0,0,0,4
N00000172,307,273,131,142,0,5,5,0,25,20,0,4,1,4
N00000173,144,119,79,40,0,7,7,0,13,12,0,1,0,5
N00000174,163,75,24,48,3,59,59,0,22,20,0,2,0,7
N00000175,140,121,48,72,1,5,4,1,11,9,0,2,0,3
N00000176,205,127,76,48,3,32,32,0,40,36,0,4,0,6
N00000177,167,93,49,42,2,20,1,19,51,48,0,3,0,3
N00000178,355,158,77,77,4,110,54,56,67,61,0,6,0,20
N00000179,492,204,74,119,11,151,94,57,122,114,0,7,1,15
N00000180,131,62,30,31,1,56,56,0,9,9,0,0,0,4
N00000181,168,54,32,20,2,51,51,0,63,56,1,5,1,0
N00000182,105,70,39,30,1,21,18,3,8,7,0,1,0,6
N00000183,146,86,33,52,1,9,5,4,47,45,1,1,0,4
N00000184,184,88,41,44,3,26,0,26,63,57,1,5,0,7
N00000185,121,43,31,12,0,51,4,47,18,17,0,1,0,9
N00000186,137,54,31,22,1,57,22,35,22,20,0,0,2,4
N00000187,126,34,5,29,0,75,41,34,7,5,0,0,2,10
N00000188,128,86,37,49,0,32,31,1,5,4,1,0,0,5
N00000189,125,113,63,49,1,2,2,0,7,6,0,1,0,3
