GeographyCode,DC6301NI0001,DC6301NI0002,DC6301NI0003,DC6301NI0004,DC6301NI0005,DC6301NI0006,DC6301NI0007,DC6301NI0008,DC6301NI0009,DC6301NI0010,DC6301NI0011,DC6301NI0012,DC6301NI0013,DC6301NI0014,DC6301NI0015
95MM19S1,1337,212,1125,1089,150,939,148,48,100,34,9,25,66,5,61
95MM19S2,1141,169,972,980,123,857,109,40,69,16,4,12,36,2,34
95MM20S1,1313,180,1133,1104,133,971,101,29,72,39,9,30,69,9,60
95MM20S2,1441,169,1272,1244,124,1120,120,34,86,23,2,21,54,9,45
95MM21S1,1275,130,1145,1110,107,1003,89,19,70,34,1,33,42,3,39
95MM21S2,1437,245,1192,1221,190,1031,143,44,99,25,5,20,48,6,42
95MM22S1,1020,169,851,898,128,770,73,30,43,21,6,15,28,5,23
95MM22S2,1097,183,914,921,137,784,96,27,69,30,6,24,50,13,37
95MM23W1,2143,282,1861,1856,219,1637,150,43,107,59,9,50,78,11,67
95MM24W1,1928,219,1709,1623,148,1475,104,45,59,62,9,53,139,17,122
95MM25S1,925,72,853,808,59,749,45,7,38,25,2,23,47,4,43
95MM25S2,990,101,889,839,74,765,48,13,35,50,6,44,53,8,45
95MM25S3,1043,134,909,900,104,796,74,23,51,25,3,22,44,4,40
95MM25S4,1447,209,1238,1269,176,1093,95,27,68,30,0,30,53,6,47
95MM26S1,1341,154,1187,1128,115,1013,97,21,76,43,7,36,73,11,62
95MM26S2,1162,176,986,979,137,842,92,25,67,31,6,25,60,8,52
95MM27S1,1777,250,1527,1590,206,1384,90,27,63,40,6,34,57,11,46
95MM27S2,1678,376,1302,1507,315,1192,104,45,59,26,7,19,41,9,32
95MM28W1,1977,220,1757,1748,177,1571,107,29,78,51,9,42,71,5,66
95MM29W1,2654,309,2345,2348,246,2102,148,43,105,74,11,63,84,9,75
95MM30W1,1719,184,1535,1478,131,1347,100,33,67,69,12,57,72,8,64
95NN01S1,1197,151,1046,1014,121,893,88,18,70,34,4,30,61,8,53
95NN01S2,1308,177,1131,1086,119,967,103,29,74,50,11,39,69,18,51
95NN02W1,1784,279,1505,1510,216,1294,163,49,114,38,4,34,73,10,63
95NN03S1,1064,138,926,922,101,821,86,26,60,27,5,22,29,6,23
95NN03S2,1246,172,1074,1070,125,945,94,34,60,31,3,28,51,10,41
95NN04W1,2184,247,1937,1868,194,1674,127,28,99,74,10,64,115,15,100
95NN05W1,1959,246,1713,1694,196,1498,134,29,105,52,8,44,79,13,66
95NN06S1,870,123,747,721,86,635,82,25,57,29,5,24,38,7,31
95NN06S2,1783,274,1509,1538,207,1331,141,55,86,36,5,31,68,7,61
95NN07S1,1254,142,1112,1072,117,955,78,17,61,32,2,30,72,6,66
95NN07S2,1244,134,1110,1074,106,968,72,17,55,43,5,38,55,6,49
95NN08S1,1237,187,1050,1058,137,921,102,33,69,36,12,24,41,5,36
95NN08S2,1375,240,1135,1158,189,969,132,38,94,37,5,32,48,8,40
95NN09S1,1321,252,1069,1119,193,926,129,47,82,26,4,22,47,8,39
95NN09S2,1083,199,884,919,153,766,104,31,73,21,7,14,39,8,31
95NN10S1,1294,226,1068,1101,172,929,115,32,83,29,12,17,49,10,39
95NN10S2,1280,259,1021,1076,203,873,124,35,89,31,12,19,49,9,40
95NN11S1,1377,168,1209,1184,131,1053,88,23,65,38,7,31,67,7,60
95NN11S2,1574,262,1312,1291,185,1106,173,50,123,46,11,35,64,16,48
95NN12W1,2204,368,1836,1876,279,1597,171,62,109,43,7,36,114,20,94
95NN13W1,2390,450,1940,1959,307,1652,269,99,170,63,17,46,99,27,72
95NN14S1,1370,202,1168,1155,155,1000,99,25,74,47,9,38,69,13,56
95NN14S2,1342,188,1154,1173,146,1027,103,28,75,20,7,13,46,7,39
95NN15W1,2381,304,2077,2041,245,1796,178,38,140,58,8,50,104,13,91
95NN16S1,1260,291,969,1055,218,837,147,56,91,22,7,15,36,10,26
95NN16S2,1339,260,1079,1107,185,922,155,63,92,27,8,19,50,4,46
95NN17W1,1782,216,1566,1499,158,1341,136,37,99,58,8,50,89,13,76
95NN18S1,994,151,843,849,120,729,66,22,44,24,4,20,55,5,50
95NN18S2,1187,203,984,1007,160,847,108,34,74,30,4,26,42,5,37
95NN19S1,1345,219,1126,1121,155,966,144,46,98,40,12,28,40,6,34
95NN19S2,1378,312,1066,1174,237,937,143,56,87,21,10,11,40,9,31
95NN20W1,2367,445,1922,1994,342,1652,218,79,139,66,11,55,89,13,76
95NN21W1,2181,404,1777,1827,294,1533,202,74,128,48,10,38,104,26,78
95NN22W1,2145,401,1744,1818,309,1509,196,67,129,53,13,40,78,12,66
95NN23S1,1192,207,985,1005,137,868,120,55,65,20,6,14,47,9,38
95NN23S2,1455,282,1173,1218,192,1026,132,59,73,46,11,35,59,20,39
95OO01W1,1936,273,1663,1650,202,1448,155,49,106,54,11,43,77,11,66
95OO02W1,1731,319,1412,1485,238,1247,154,59,95,39,8,31,53,14,39
95OO03W1,2028,293,1735,1764,209,1555,146,54,92,59,15,44,59,15,44
95OO04W1,1905,260,1645,1663,188,1475,132,54,78,44,7,37,66,11,55
95OO05W1,2100,175,1925,1855,129,1726,104,27,77,68,9,59,73,10,63
95OO06W1,2190,344,1846,1899,262,1637,170,64,106,49,8,41,72,10,62
95OO07W1,1950,348,1602,1684,259,1425,154,63,91,49,12,37,63,14,49
95OO08W1,2111,343,1768,1843,265,1578,143,49,94,48,13,35,77,16,61
95OO09W1,1739,261,1478,1521,198,1323,121,42,79,43,9,34,54,12,42
95OO10W1,2649,270,2379,2300,207,2093,175,38,137,75,9,66,99,16,83
95OO11W1,1889,190,1699,1640,131,1509,108,37,71,62,12,50,79,10,69
95OO12W1,2081,263,1818,1811,207,1604,143,38,105,59,10,49,68,8,60
95OO13W1,2137,301,1836,1870,237,1633,136,42,94,75,12,63,56,10,46
95OO14W1,1961,307,1654,1705,235,1470,149,54,95,40,11,29,67,7,60
95OO15W1,1774,175,1599,1529,124,1405,110,30,80,56,10,46,79,11,68
95OO16W1,1695,249,1446,1497,190,1307,111,37,74,26,8,18,61,14,47
95OO17W1,2105,292,1813,1815,222,1593,176,51,125,50,11,39,64,8,56
95OO18W1,2291,408,1883,2003,314,1689,160,63,97,51,18,33,77,13,64
95OO19W1,2239,353,1886,1922,259,1663,201,66,135,44,14,30,72,14,58
95OO20W1,1708,249,1459,1481,194,1287,119,34,85,40,9,31,68,12,56
95OO21W1,1870,255,1615,1635,195,1440,122,33,89,58,17,41,55,10,45
95OO22W1,2378,338,2040,1990,250,1740,209,57,152,70,15,55,109,16,93
95PP01W1,1998,392,1606,1678,293,1385,198,71,127,59,16,43,63,12,51
95PP02W1,2029,333,1696,1741,260,1481,164,61,103,50,5,45,74,7,67
95PP03W1,2026,330,1696,1768,259,1509,147,53,94,44,7,37,67,11,56
95PP04W1,2460,477,1983,2122,352,1770,207,87,120,44,16,28,87,22,65
95PP05W1,1865,292,1573,1629,233,1396,137,43,94,46,7,39,53,9,44
95PP06S1,1500,201,1299,1265,142,1123,121,41,80,55,9,46,59,9,50
95PP06S2,1559,320,1239,1336,235,1101,148,68,80,30,6,24,45,11,34
95PP07W1,2205,420,1785,1922,328,1594,173,67,106,44,14,30,66,11,55
95PP08W1,2108,326,1782,1825,232,1593,168,68,100,45,11,34,70,15,55
95PP09W1,1437,189,1248,1253,147,1106,91,26,65,35,7,28,58,9,49
95PP10W1,1884,278,1606,1657,216,1441,124,43,81,37,8,29,66,11,55
95PP11W1,2072,350,1722,1822,279,1543,128,51,77,42,11,31,80,9,71
95PP12W1,2046,375,1671,1737,273,1464,171,62,109,74,24,50,64,16,48
95PP13W1,1980,279,1701,1734,218,1516,124,47,77,47,8,39,75,6,69
95PP14S1,1177,179,998,1003,134,869,93,32,61,34,5,29,47,8,39
95PP14S2,1673,293,1380,1467,217,1250,117,54,63,26,6,20,63,16,47
95PP15W1,2385,459,1926,2050,357,1693,227,71,156,49,16,33,59,15,44
95PP16W1,1555,297,1258,1300,207,1093,146,59,87,41,13,28,68,18,50
95PP17W1,2071,290,1781,1831,223,1608,130,46,84,42,9,33,68,12,56
95PP18W1,2452,387,2065,2128,302,1826,198,63,135,59,13,46,67,9,58
95PP19W1,1927,267,1660,1701,214,1487,96,26,70,47,12,35,83,15,68
95PP20W1,2529,443,2086,2187,328,1859,205,80,125,51,18,33,86,17,69
95PP21W1,1722,257,1465,1463,196,1267,136,42,94,38,5,33,85,14,71
95PP22W1,1977,381,1596,1703,288,1415,162,70,92,53,16,37,59,7,52
95PP23W1,2027,349,1678,1769,267,1502,149,59,90,31,6,25,78,17,61
95QQ01W1,1227,117,1110,1032,78,954,92,25,67,40,8,32,63,6,57
95QQ02W1,2044,319,1725,1740,243,1497,179,53,126,44,6,38,81,17,64
95QQ03W1,870,65,805,753,47,706,50,10,40,18,2,16,49,6,43
95QQ04W1,1302,184,1118,1095,124,971,105,39,66,40,10,30,62,11,51
95QQ05W1,2345,434,1911,1974,316,1658,257,89,168,39,13,26,75,16,59
95QQ06W1,1603,212,1391,1390,164,1226,100,27,73,37,5,32,76,16,60
95QQ07W1,1594,199,1395,1395,156,1239,118,27,91,26,4,22,55,12,43
95QQ08W1,1238,98,1140,1020,68,952,104,18,86,31,3,28,83,9,74
95QQ09W1,1669,227,1442,1423,162,1261,133,39,94,45,11,34,68,15,53
95QQ10W1,1449,237,1212,1246,176,1070,131,47,84,32,5,27,40,9,31
95QQ11W1,1621,246,1375,1326,176,1150,194,54,140,43,8,35,58,8,50
95QQ12W1,1524,218,1306,1307,165,1142,131,37,94,32,8,24,54,8,46
95QQ13W1,2093,380,1713,1758,269,1489,212,83,129,48,13,35,75,15,60
95QQ14S1,2646,352,2294,2243,274,1969,264,61,203,58,7,51,81,10,71
95QQ14S2,1435,224,1211,1197,164,1033,151,39,112,29,6,23,58,15,43
95QQ15W1,1339,129,1210,1163,96,1067,89,24,65,28,6,22,59,3,56
95RR01S1,1762,224,1538,1534,179,1355,119,34,85,34,4,30,75,7,68
95RR01S2,1438,218,1220,1267,179,1088,95,26,69,39,9,30,37,4,33
95RR02W1,1420,185,1235,1238,153,1085,86,23,63,35,5,30,61,4,57
95RR03W1,1154,87,1067,1014,69,945,55,12,43,30,1,29,55,5,50
95RR04W1,1597,225,1372,1389,185,1204,108,31,77,23,2,21,77,7,70
95RR05S1,1021,161,860,857,118,739,95,32,63,23,6,17,46,5,41
95RR05S2,921,71,850,798,55,743,49,12,37,23,4,19,51,0,51
95RR06W1,1697,208,1489,1497,151,1346,94,37,57,42,5,37,64,15,49
95RR07W1,1923,226,1697,1661,174,1487,131,34,97,39,6,33,92,12,80
95RR08W1,1648,223,1425,1425,174,1251,130,40,90,41,5,36,52,4,48
95RR09S1,1661,186,1475,1424,144,1280,125,30,95,40,5,35,72,7,65
95RR09S2,1135,139,996,1020,112,908,77,20,57,19,5,14,19,2,17
95RR10W1,1055,78,977,942,63,879,39,7,32,40,4,36,34,4,30
95RR11W1,2037,241,1796,1808,190,1618,120,31,89,28,4,24,81,16,65
95RR12W1,1257,201,1056,1086,161,925,86,29,57,38,5,33,47,6,41
95RR13W1,1242,146,1096,1094,121,973,83,19,64,23,2,21,42,4,38
95RR14W1,1510,223,1287,1337,171,1166,95,39,56,34,6,28,44,7,37
95RR15W1,1815,321,1494,1586,247,1339,124,44,80,38,13,25,67,17,50
95SS01S1,1933,401,1532,1605,308,1297,214,71,143,35,6,29,79,16,63
95SS01S2,2140,322,1818,1792,239,1553,222,62,160,52,6,46,74,15,59
95SS02S1,1725,275,1450,1434,192,1242,184,66,118,40,6,34,67,11,56
95SS02S2,1618,375,1243,1351,277,1074,191,74,117,32,14,18,44,10,34
95SS03S1,1266,297,969,1033,222,811,157,62,95,22,4,18,54,9,45
95SS03S2,1477,352,1125,1201,258,943,194,78,116,35,8,27,47,8,39
95SS04S1,1684,189,1495,1410,135,1275,147,39,108,27,3,24,100,12,88
95SS04S2,1505,209,1296,1325,155,1170,105,36,69,33,7,26,42,11,31
95SS04S3,2565,409,2156,2228,321,1907,218,66,152,49,10,39,70,12,58
95SS05S1,1337,159,1178,1155,127,1028,96,23,73,34,1,33,52,8,44
95SS05S2,1493,320,1173,1274,253,1021,153,54,99,24,5,19,42,8,34
95SS06S1,1106,116,990,890,83,807,57,10,47,59,11,48,100,12,88
95SS06S2,1518,102,1416,1223,78,1145,88,12,76,79,6,73,128,6,122
95SS06S3,1397,124,1273,1170,108,1062,85,7,78,51,5,46,91,4,87
95SS07S1,2367,288,2079,1956,214,1742,214,46,168,81,12,69,116,16,100
95SS07S2,1156,149,1007,964,123,841,87,12,75,42,6,36,63,8,55
95SS07S3,3169,422,2747,2748,333,2415,230,60,170,79,11,68,112,18,94
95SS08S1,1546,340,1206,1304,273,1031,160,56,104,30,5,25,52,6,46
95SS08S2,2114,357,1757,1788,264,1524,192,61,131,47,12,35,87,20,67
95SS09S1,1388,347,1041,1159,253,906,163,78,85,28,7,21,38,9,29
95SS09S2,1344,266,1078,1122,194,928,147,59,88,29,6,23,46,7,39
95SS10S1,1743,321,1422,1487,242,1245,160,55,105,41,12,29,55,12,43
95SS10S2,1745,316,1429,1427,220,1207,204,68,136,49,9,40,65,19,46
95SS11S1,2093,347,1746,1726,262,1464,226,67,159,54,6,48,87,12,75
95SS11S2,2119,370,1749,1741,260,1481,238,80,158,49,14,35,91,16,75
95SS12W1,2515,436,2079,2100,319,1781,276,87,189,46,14,32,93,16,77
95SS13S1,1257,137,1120,1092,113,979,95,16,79,29,2,27,41,6,35
95SS13S2,1126,95,1031,989,83,906,62,9,53,20,2,18,55,1,54
95SS14S1,1149,106,1043,1002,91,911,68,10,58,27,2,25,52,3,49
95SS14S2,1165,193,972,1002,133,869,103,47,56,29,8,21,31,5,26
95SS15S1,1479,310,1169,1209,229,980,185,66,119,30,6,24,55,9,46
95SS15S2,1624,342,1282,1372,263,1109,166,60,106,41,13,28,45,6,39
95SS16S1,1193,173,1020,1000,122,878,104,34,70,51,13,38,38,4,34
95SS16S2,1326,132,1194,1117,104,1013,91,18,73,46,5,41,72,5,67
95SS17S1,2168,224,1944,1877,177,1700,177,36,141,51,6,45,63,5,58
95SS17S2,1257,107,1150,1089,82,1007,81,15,66,29,6,23,58,4,54
95SS18S1,1101,120,981,935,92,843,80,18,62,30,8,22,56,2,54
95SS18S2,1359,163,1196,1191,123,1068,93,23,70,27,8,19,48,9,39
95SS19S1,1106,143,963,961,108,853,97,22,75,15,5,10,33,8,25
95SS19S2,1115,121,994,965,95,870,77,18,59,20,1,19,53,7,46
95SS20W1,2234,375,1859,1893,280,1613,192,66,126,45,10,35,104,19,85
95SS21S1,1754,308,1446,1487,227,1260,173,58,115,29,10,19,65,13,52
95SS21S2,1868,307,1561,1584,231,1353,185,54,131,31,10,21,68,12,56
95SS22S1,1206,197,1009,1041,143,898,104,37,67,18,6,12,43,11,32
95SS22S2,1399,282,1117,1178,207,971,150,56,94,25,8,17,46,11,35
95SS23S1,1738,316,1422,1511,261,1250,148,43,105,30,8,22,49,4,45
95SS23S2,1313,232,1081,1088,177,911,131,39,92,38,10,28,56,6,50
95SS24S1,2158,394,1764,1873,314,1559,201,64,137,33,8,25,51,8,43
95SS24S2,1808,319,1489,1539,247,1292,184,55,129,30,10,20,55,7,48
95SS25W1,1907,136,1771,1663,101,1562,111,24,87,48,4,44,85,7,78
95SS26S1,1416,99,1317,1157,73,1084,101,18,83,66,6,60,92,2,90
95SS26S2,1375,156,1219,1121,109,1012,139,33,106,45,7,38,70,7,63
95SS27W1,2106,300,1806,1769,235,1534,204,51,153,56,7,49,77,7,70
95SS28W1,2068,195,1873,1780,149,1631,142,26,116,43,7,36,103,13,90
95SS29S1,919,63,856,745,49,696,71,8,63,46,1,45,57,5,52
95SS29S2,1037,70,967,879,54,825,53,9,44,34,1,33,71,6,65
95SS30S1,994,147,847,900,118,782,67,21,46,13,6,7,14,2,12
95SS30S2,1837,405,1432,1537,311,1226,211,77,134,37,6,31,52,11,41
95TT01W1,2064,341,1723,1802,254,1548,151,61,90,44,7,37,67,19,48
95TT02W1,2020,277,1743,1783,218,1565,143,42,101,35,7,28,59,10,49
95TT03S1,1212,147,1065,1066,110,956,81,28,53,31,6,25,34,3,31
95TT03S2,1301,198,1103,1131,153,978,97,34,63,35,7,28,38,4,34
95TT04W1,2215,321,1894,1908,245,1663,168,58,110,66,11,55,73,7,66
95TT05S1,1388,268,1120,1200,197,1003,139,58,81,27,7,20,22,6,16
95TT05S2,1024,110,914,906,83,823,42,13,29,22,2,20,54,12,42
95TT06W1,2048,295,1753,1754,214,1540,162,54,108,66,19,47,66,8,58
95TT07W1,2141,339,1802,1842,259,1583,185,57,128,51,12,39,63,11,52
95TT08W1,2130,347,1783,1795,256,1539,195,66,129,61,11,50,79,14,65
95TT09S1,1128,148,980,981,110,871,86,28,58,32,7,25,29,3,26
95TT09S2,1136,207,929,942,147,795,127,46,81,25,6,19,42,8,34
95TT10W1,2234,225,2009,1964,166,1798,138,43,95,53,10,43,79,6,73
95TT11S1,1281,245,1036,1111,193,918,88,36,52,29,10,19,53,6,47
95TT11S2,1166,197,969,1003,140,863,92,34,58,21,9,12,50,14,36
95TT12W1,1996,286,1710,1741,230,1511,148,38,110,53,10,43,54,8,46
95TT13S1,1186,168,1018,1029,131,898,84,24,60,22,5,17,51,8,43
95TT13S2,1083,101,982,925,73,852,84,19,65,25,3,22,49,6,43
95TT14W1,1760,234,1526,1525,178,1347,136,39,97,40,9,31,59,8,51
95TT15W1,1858,235,1623,1596,171,1425,139,47,92,46,4,42,77,13,64
95TT16W1,2090,287,1803,1825,215,1610,142,55,87,49,9,40,74,8,66
95UU06W1,1180,214,966,1024,172,852,90,24,66,26,8,18,40,10,30
95UU09W1,1282,233,1049,1102,171,931,90,36,54,30,13,17,60,13,47
95UU14W1,1357,166,1191,1181,135,1046,86,24,62,28,2,26,62,5,57
95UU99C1,1609,214,1395,1355,151,1204,140,49,91,47,5,42,67,9,58
95UU99C2,1415,161,1254,1261,127,1134,78,24,54,21,3,18,55,7,48
95UU99C3,1579,342,1237,1324,242,1082,157,77,80,43,13,30,55,10,45
95UU99C4,1441,252,1189,1244,187,1057,103,49,54,34,7,27,60,9,51
95UU99C5,1977,344,1633,1695,249,1446,157,58,99,45,17,28,80,20,60
95UU99C6,1763,262,1501,1537,208,1329,123,34,89,36,15,21,67,5,62
95VV01S1,1293,221,1072,1095,162,933,109,39,70,37,6,31,52,14,38
95VV01S2,1226,184,1042,1022,136,886,114,37,77,39,6,33,51,5,46
95VV02W1,1763,190,1573,1554,148,1406,82,22,60,45,2,43,82,18,64
95VV03W1,1990,196,1794,1707,148,1559,124,33,91,60,12,48,99,3,96
95VV04W1,2369,371,1998,2055,288,1767,180,62,118,55,10,45,79,11,68
95VV05S1,1467,271,1196,1250,199,1051,145,57,88,31,10,21,41,5,36
95VV05S2,1747,325,1422,1505,248,1257,152,62,90,47,5,42,43,10,33
95VV06W1,2565,384,2181,2153,291,1862,230,71,159,68,8,60,114,14,100
95VV07S1,1629,237,1392,1403,178,1225,113,38,75,38,4,34,75,17,58
95VV07S2,1733,312,1421,1472,224,1248,151,61,90,48,18,30,62,9,53
95VV08W1,2291,332,1959,1964,254,1710,168,56,112,70,10,60,89,12,77
95VV09W1,2097,268,1829,1807,197,1610,119,44,75,70,12,58,101,15,86
95VV10S1,1185,147,1038,1001,118,883,75,15,60,41,5,36,68,9,59
95VV10S2,1234,153,1081,1053,123,930,84,23,61,34,3,31,63,4,59
95VV11S1,1558,283,1275,1346,222,1124,106,43,63,41,11,30,65,7,58
95VV11S2,1808,322,1486,1535,249,1286,169,51,118,46,9,37,58,13,45
95VV12S1,1231,147,1084,1077,121,956,65,16,49,33,3,30,56,7,49
95VV12S2,1182,121,1061,1051,102,949,55,10,45,27,5,22,49,4,45
95VV13S1,1459,255,1204,1240,189,1051,111,33,78,46,15,31,62,18,44
95VV13S2,1096,186,910,938,134,804,89,37,52,24,8,16,45,7,38
95VV14S1,1515,225,1290,1301,178,1123,112,29,83,33,8,25,69,10,59
95VV14S2,1165,177,988,1009,145,864,69,18,51,28,5,23,59,9,50
95VV15S1,1115,104,1011,966,85,881,66,10,56,30,5,25,53,4,49
95VV15S2,1321,156,1165,1110,100,1010,117,34,83,37,8,29,57,14,43
95VV16W1,2431,333,2098,2039,235,1804,203,60,143,77,11,66,112,27,85
95VV17S1,1613,251,1362,1365,186,1179,117,40,77,47,10,37,84,15,69
95VV17S2,1553,244,1309,1332,175,1157,112,43,69,28,9,19,81,17,64
95VV18S1,1484,267,1217,1281,200,1081,116,40,76,31,13,18,56,14,42
95VV18S2,1452,167,1285,1252,131,1121,104,29,75,37,5,32,59,2,57
95VV19S1,1059,174,885,883,130,753,98,30,68,31,9,22,47,5,42
95VV19S2,1256,135,1121,1087,107,980,68,17,51,26,3,23,75,8,67
95VV20W1,2277,411,1866,1903,304,1599,191,62,129,69,20,49,114,25,89
95VV21S1,1683,237,1446,1465,189,1276,99,28,71,47,13,34,72,7,65
95VV21S2,1238,215,1023,1066,167,899,97,32,65,34,8,26,41,8,33
95VV22W1,2096,326,1770,1802,237,1565,166,64,102,50,12,38,78,13,65
95VV23W1,2312,398,1914,1977,302,1675,198,70,128,59,13,46,78,13,65
95VV24S1,1241,237,1004,1068,185,883,106,40,66,26,5,21,41,7,34
95VV24S2,1263,155,1108,1102,116,986,76,24,52,33,4,29,52,11,41
95VV25S1,1303,197,1106,1089,137,952,117,40,77,41,5,36,56,15,41
95VV25S2,1400,251,1149,1183,172,1011,125,54,71,32,9,23,60,16,44
95VV26W1,2630,427,2203,2227,310,1917,235,88,147,58,11,47,110,18,92
95VV27W1,1905,205,1700,1669,168,1501,93,19,74,65,16,49,78,2,76
95VV28S1,1737,236,1501,1519,184,1335,119,34,85,42,12,30,57,6,51
95VV28S2,1087,126,961,947,102,845,67,14,53,21,5,16,52,5,47
95VV29W1,2442,378,2064,2033,267,1766,277,91,186,53,9,44,79,11,68
95VV30S1,1326,268,1058,1145,212,933,124,47,77,25,5,20,32,4,28
95VV30S2,1135,123,1012,977,95,882,66,16,50,32,5,27,60,7,53
95WW01S1,1258,198,1060,1059,149,910,121,42,79,32,5,27,46,2,44
95WW01S2,1081,132,949,923,108,815,93,16,77,20,4,16,45,4,41
95WW02S1,1419,192,1227,1212,157,1055,113,26,87,33,3,30,61,6,55
95WW02S2,1571,209,1362,1352,159,1193,132,45,87,38,4,34,49,1,48
95WW03S1,1369,118,1251,1203,100,1103,87,14,73,23,3,20,56,1,55
95WW03S2,1523,205,1318,1314,159,1155,124,32,92,32,7,25,53,7,46
95WW04S1,1226,142,1084,1018,103,915,106,22,84,43,9,34,59,8,51
95WW04S2,1011,120,891,854,90,764,99,24,75,23,4,19,35,2,33
95WW05S1,1231,175,1056,1040,133,907,120,34,86,25,3,22,46,5,41
95WW05S2,1050,123,927,900,91,809,93,23,70,28,7,21,29,2,27
95WW06S1,1247,239,1008,1082,188,894,126,46,80,18,2,16,21,3,18
95WW06S2,1280,252,1028,1058,178,880,162,64,98,24,5,19,36,5,31
95WW07S1,1464,282,1182,1202,209,993,172,52,120,38,11,27,52,10,42
95WW07S2,1922,327,1595,1642,255,1387,184,51,133,38,6,32,58,15,43
95WW08S1,961,141,820,825,116,709,82,19,63,15,0,15,39,6,33
95WW08S2,1124,148,976,951,109,842,100,29,71,23,5,18,50,5,45
95WW09S1,1014,105,909,833,72,761,89,26,63,33,3,30,59,4,55
95WW09S2,1082,162,920,886,114,772,130,37,93,26,8,18,40,3,37
95WW10S1,1308,174,1134,1062,127,935,144,36,108,36,1,35,66,10,56
95WW10S2,976,124,852,814,88,726,88,26,62,29,4,25,45,6,39
95WW11S1,1306,212,1094,1072,141,931,150,43,107,29,14,15,55,14,41
95WW11S2,1133,191,942,924,138,786,130,41,89,33,8,25,46,4,42
95WW12W1,1923,159,1764,1630,115,1515,129,21,108,54,7,47,110,16,94
95WW13S1,1487,233,1254,1253,165,1088,157,53,104,22,5,17,55,10,45
95WW13S2,1407,239,1168,1167,185,982,144,43,101,48,6,42,48,5,43
95WW14W1,1791,114,1677,1526,85,1441,87,13,74,67,11,56,111,5,106
95WW15S1,1268,151,1117,1058,100,958,126,40,86,25,4,21,59,7,52
95WW15S2,1357,200,1157,1129,144,985,127,32,95,38,9,29,63,15,48
95WW16S1,1316,152,1164,1118,114,1004,116,24,92,34,5,29,48,9,39
95WW16S2,1058,99,959,910,77,833,82,16,66,21,2,19,45,4,41
95WW17W1,1886,247,1639,1562,185,1377,189,43,146,51,7,44,84,12,72
95WW18W1,1845,250,1595,1548,192,1356,169,41,128,51,7,44,77,10,67
95WW19S1,1530,238,1292,1260,173,1087,163,47,116,40,9,31,67,9,58
95WW19S2,1491,313,1178,1241,232,1009,183,71,112,31,7,24,36,3,33
95WW19S3,1756,427,1329,1441,306,1135,247,99,148,29,8,21,39,14,25
95WW20S1,1457,235,1222,1229,167,1062,162,54,108,34,11,23,32,3,29
95WW20S2,3313,462,2851,2856,356,2500,326,81,245,49,11,38,82,14,68
95WW20S3,1519,259,1260,1240,189,1051,213,56,157,27,7,20,39,7,32
95WW21S1,1227,106,1121,1070,85,985,73,10,63,23,4,19,61,7,54
95WW21S2,1455,223,1232,1249,179,1070,121,34,87,33,3,30,52,7,45
95WW22S1,1130,204,926,922,149,773,131,37,94,30,4,26,47,14,33
95WW22S2,1227,101,1126,1038,72,966,79,14,65,35,6,29,75,9,66
95WW23S1,1845,324,1521,1575,251,1324,172,57,115,31,8,23,67,8,59
95WW23S2,2386,671,1715,2084,571,1513,235,80,155,25,6,19,42,14,28
95WW24S1,1284,147,1137,1116,117,999,81,18,63,29,5,24,58,7,51
95WW24S2,1510,138,1372,1300,113,1187,102,14,88,31,4,27,77,7,70
95WW25W1,1768,178,1590,1514,128,1386,118,34,84,40,5,35,96,11,85
95XX01S1,1416,287,1129,1167,214,953,162,54,108,43,10,33,44,9,35
95XX01S2,1397,247,1150,1156,202,954,162,33,129,33,5,28,46,7,39
95XX01S3,1309,170,1139,1097,119,978,152,42,110,27,5,22,33,4,29
95XX02W1,2154,519,1635,1805,383,1422,265,114,151,28,7,21,56,15,41
95XX03S1,1028,202,826,833,146,687,134,43,91,30,8,22,31,5,26
95XX03S2,1212,191,1021,1001,144,857,141,27,114,27,10,17,43,10,33
95XX04S1,1428,237,1191,1199,185,1014,158,45,113,26,2,24,45,5,40
95XX04S2,1504,220,1284,1234,150,1084,176,56,120,44,8,36,50,6,44
95XX05W1,2274,370,1904,1922,277,1645,222,66,156,51,11,40,79,16,63
95XX06S1,1340,180,1160,1140,129,1011,123,38,85,29,6,23,48,7,41
95XX06S2,1576,225,1351,1329,174,1155,150,35,115,31,5,26,66,11,55
95XX07S1,1238,262,976,1012,194,818,145,53,92,31,8,23,50,7,43
95XX07S2,1171,214,957,959,166,793,148,40,108,25,2,23,39,6,33
95XX08S1,1133,225,908,941,166,775,142,51,91,18,5,13,32,3,29
95XX08S2,1088,164,924,909,126,783,112,32,80,27,4,23,40,2,38
95XX09S1,1178,171,1007,999,123,876,121,41,80,24,2,22,34,5,29
95XX09S2,1200,230,970,1001,167,834,131,54,77,21,4,17,47,5,42
95XX10S1,1256,177,1079,1082,140,942,98,23,75,27,5,22,49,9,40
95XX10S2,1377,217,1160,1198,171,1027,115,31,84,23,3,20,41,12,29
95XX10S3,964,97,867,833,82,751,69,9,60,23,3,20,39,3,36
95XX11S1,1902,250,1652,1625,193,1432,173,43,130,38,4,34,66,10,56
95XX11S2,1688,270,1418,1465,224,1241,144,36,108,26,3,23,53,7,46
95XX11S3,1206,132,1074,1044,103,941,84,20,64,25,0,25,53,9,44
