GeographyCode,DC5101NI0001,DC5101NI0002,DC5101NI0003,DC5101NI0004,DC5101NI0005,DC5101NI0006,DC5101NI0007,DC5101NI0008,DC5101NI0009,DC5101NI0010,DC5101NI0011,DC5101NI0012,DC5101NI0013,DC5101NI0014,DC5101NI0015,DC5101NI0016,DC5101NI0017,DC5101NI0018,DC5101NI0019,DC5101NI0020,DC5101NI0021,DC5101NI0022,DC5101NI0023,DC5101NI0024,DC5101NI0025,DC5101NI0026,DC5101NI0027,DC5101NI0028,DC5101NI0029,DC5101NI0030,DC5101NI0031,DC5101NI0032,DC5101NI0033,DC5101NI0034,DC5101NI0035,DC5101NI0036,DC5101NI0037,DC5101NI0038,DC5101NI0039,DC5101NI0040,DC5101NI0041,DC5101NI0042,DC5101NI0043,DC5101NI0044,DC5101NI0045,DC5101NI0046,DC5101NI0047,DC5101NI0048,DC5101NI0049,DC5101NI0050,DC5101NI0051,DC5101NI0052,DC5101NI0053,DC5101NI0054,DC5101NI0055,DC5101NI0056,DC5101NI0057,DC5101NI0058,DC5101NI0059,DC5101NI0060,DC5101NI0061,DC5101NI0062,DC5101NI0063,DC5101NI0064,DC5101NI0065,DC5101NI0066,DC5101NI0067,DC5101NI0068,DC5101NI0069,DC5101NI0070,DC5101NI0071,DC5101NI0072,DC5101NI0073,DC5101NI0074,DC5101NI0075,DC5101NI0076,DC5101NI0077,DC5101NI0078,DC5101NI0079,DC5101NI0080,DC5101NI0081,DC5101NI0082,DC5101NI0083,DC5101NI0084,DC5101NI0085,DC5101NI0086,DC5101NI0087,DC5101NI0088,DC5101NI0089,DC5101NI0090,DC5101NI0091,DC5101NI0092,DC5101NI0093,DC5101NI0094,DC5101NI0095,DC5101NI0096,DC5101NI0097,DC5101NI0098,DC5101NI0099,DC5101NI0100,DC5101NI0101,DC5101NI0102,DC5101NI0103,DC5101NI0104,DC5101NI0105,DC5101NI0106,DC5101NI0107,DC5101NI0108,DC5101NI0109,DC5101NI0110,DC5101NI0111,DC5101NI0112,DC5101NI0113,DC5101NI0114,DC5101NI0115,DC5101NI0116,DC5101NI0117,DC5101NI0118,DC5101NI0119,DC5101NI0120,DC5101NI0121,DC5101NI0122,DC5101NI0123,DC5101NI0124,DC5101NI0125,DC5101NI0126,DC5101NI0127,DC5101NI0128,DC5101NI0129,DC5101NI0130,DC5101NI0131,DC5101NI0132,DC5101NI0133,DC5101NI0134,DC5101NI0135,DC5101NI0136,DC5101NI0137,DC5101NI0138,DC5101NI0139,DC5101NI0140,DC5101NI0141,DC5101NI0142,DC5101NI0143,DC5101NI0144,DC5101NI0145,DC5101NI0146,DC5101NI0147,DC5101NI0148,DC5101NI0149,DC5101NI0150,DC5101NI0151,DC5101NI0152,DC5101NI0153,DC5101NI0154,DC5101NI0155,DC5101NI0156,DC5101NI0157,DC5101NI0158,DC5101NI0159,DC5101NI0160,DC5101NI0161,DC5101NI0162,DC5101NI0163,DC5101NI0164,DC5101NI0165,DC5101NI0166,DC5101NI0167,DC5101NI0168,DC5101NI0169,DC5101NI0170,DC5101NI0171,DC5101NI0172,DC5101NI0173,DC5101NI0174,DC5101NI0175,DC5101NI0176,DC5101NI0177,DC5101NI0178,DC5101NI0179,DC5101NI0180,DC5101NI0181,DC5101NI0182,DC5101NI0183,DC5101NI0184,DC5101NI0185,DC5101NI0186,DC5101NI0187,DC5101NI0188,DC5101NI0189,DC5101NI0190,DC5101NI0191,DC5101NI0192,DC5101NI0193,DC5101NI0194,DC5101NI0195,DC5101NI0196,DC5101NI0197,DC5101NI0198,DC5101NI0199,DC5101NI0200,DC5101NI0201,DC5101NI0202,DC5101NI0203,DC5101NI0204,DC5101NI0205,DC5101NI0206,DC5101NI0207,DC5101NI0208,DC5101NI0209,DC5101NI0210,DC5101NI0211,DC5101NI0212,DC5101NI0213,DC5101NI0214,DC5101NI0215,DC5101NI0216,DC5101NI0217,DC5101NI0218,DC5101NI0219,DC5101NI0220,DC5101NI0221,DC5101NI0222,DC5101NI0223,DC5101NI0224,DC5101NI0225,DC5101NI0226,DC5101NI0227,DC5101NI0228,DC5101NI0229,DC5101NI0230,DC5101NI0231,DC5101NI0232,DC5101NI0233,DC5101NI0234,DC5101NI0235,DC5101NI0236,DC5101NI0237,DC5101NI0238,DC5101NI0239,DC5101NI0240,DC5101NI0241,DC5101NI0242,DC5101NI0243,DC5101NI0244,DC5101NI0245,DC5101NI0246,DC5101NI0247,DC5101NI0248,DC5101NI0249,DC5101NI0250,DC5101NI0251,DC5101NI0252,DC5101NI0253,DC5101NI0254,DC5101NI0255,DC5101NI0256,DC5101NI0257,DC5101NI0258,DC5101NI0259,DC5101NI0260,DC5101NI0261,DC5101NI0262,DC5101NI0263,DC5101NI0264,DC5101NI0265,DC5101NI0266,DC5101NI0267,DC5101NI0268,DC5101NI0269,DC5101NI0270,DC5101NI0271,DC5101NI0272,DC5101NI0273,DC5101NI0274,DC5101NI0275,DC5101NI0276,DC5101NI0277,DC5101NI0278,DC5101NI0279,DC5101NI0280,DC5101NI0281,DC5101NI0282,DC5101NI0283,DC5101NI0284,DC5101NI0285,DC5101NI0286,DC5101NI0287,DC5101NI0288,DC5101NI0289,DC5101NI0290,DC5101NI0291,DC5101NI0292,DC5101NI0293,DC5101NI0294,DC5101NI0295,DC5101NI0296,DC5101NI0297,DC5101NI0298,DC5101NI0299,DC5101NI0300,DC5101NI0301,DC5101NI0302,DC5101NI0303,DC5101NI0304,DC5101NI0305,DC5101NI0306,DC5101NI0307,DC5101NI0308,DC5101NI0309,DC5101NI0310,DC5101NI0311,DC5101NI0312,DC5101NI0313,DC5101NI0314,DC5101NI0315,DC5101NI0316,DC5101NI0317,DC5101NI0318,DC5101NI0319,DC5101NI0320,DC5101NI0321,DC5101NI0322,DC5101NI0323,DC5101NI0324,DC5101NI0325,DC5101NI0326,DC5101NI0327,DC5101NI0328,DC5101NI0329,DC5101NI0330,DC5101NI0331,DC5101NI0332,DC5101NI0333,DC5101NI0334,DC5101NI0335,DC5101NI0336,DC5101NI0337,DC5101NI0338,DC5101NI0339,DC5101NI0340,DC5101NI0341,DC5101NI0342,DC5101NI0343,DC5101NI0344,DC5101NI0345,DC5101NI0346,DC5101NI0347,DC5101NI0348,DC5101NI0349,DC5101NI0350,DC5101NI0351,DC5101NI0352,DC5101NI0353,DC5101NI0354,DC5101NI0355,DC5101NI0356,DC5101NI0357,DC5101NI0358,DC5101NI0359,DC5101NI0360,DC5101NI0361,DC5101NI0362,DC5101NI0363,DC5101NI0364,DC5101NI0365,DC5101NI0366,DC5101NI0367,DC5101NI0368,DC5101NI0369,DC5101NI0370,DC5101NI0371,DC5101NI0372,DC5101NI0373,DC5101NI0374,DC5101NI0375,DC5101NI0376,DC5101NI0377,DC5101NI0378,DC5101NI0379,DC5101NI0380,DC5101NI0381,DC5101NI0382,DC5101NI0383,DC5101NI0384,DC5101NI0385,DC5101NI0386,DC5101NI0387,DC5101NI0388,DC5101NI0389,DC5101NI0390,DC5101NI0391,DC5101NI0392,DC5101NI0393,DC5101NI0394,DC5101NI0395,DC5101NI0396,DC5101NI0397,DC5101NI0398,DC5101NI0399,DC5101NI0400,DC5101NI0401,DC5101NI0402,DC5101NI0403,DC5101NI0404,DC5101NI0405,DC5101NI0406,DC5101NI0407,DC5101NI0408
95AA01S1,757,45,114,190,19,176,189,24,10,6,1,3,0,0,0,0,6,2,1,3,0,0,0,0,3,1,1,0,0,1,0,0,7,2,3,1,0,1,0,0,140,7,21,51,6,43,8,4,208,7,22,48,9,64,53,5,162,5,17,35,1,35,58,11,121,4,26,34,2,21,33,1,61,3,14,11,0,9,22,2,18,2,3,2,1,1,9,0,9,2,3,1,0,0,2,1,5,0,2,0,0,0,3,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,437,20,66,108,16,108,105,14,7,4,1,2,0,0,0,0,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,3,1,0,1,0,0,88,2,12,35,5,26,6,2,125,2,12,31,7,44,27,2,88,1,9,15,1,24,31,7,66,3,14,15,2,11,20,1,34,2,8,6,0,2,14,2,11,1,3,1,1,0,5,0,3,1,0,1,0,0,1,0,3,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,25,48,82,3,68,84,10,3,2,0,1,0,0,0,0,3,0,0,3,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,52,5,9,16,1,17,2,2,83,5,10,17,2,20,26,3,74,4,8,20,0,11,27,4,55,1,12,19,0,10,13,0,27,1,6,5,0,7,8,0,7,1,0,1,0,1,4,0,6,1,3,0,0,0,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
95AA01S2,1393,300,148,233,62,188,413,49,24,10,8,6,0,0,0,0,37,4,5,25,0,3,0,0,20,1,3,11,0,5,0,0,26,1,3,5,0,16,1,0,88,6,12,14,2,32,21,1,89,1,10,13,2,22,39,2,89,1,12,16,2,18,34,6,110,13,13,16,8,21,39,0,172,19,17,28,7,25,70,6,171,33,21,27,8,24,54,4,126,28,12,20,7,6,48,5,119,28,14,17,5,12,38,5,110,39,8,13,11,2,32,5,86,43,5,9,3,0,21,5,46,25,3,5,2,1,6,4,80,48,2,8,5,1,10,6,699,168,69,90,61,98,186,27,16,8,6,2,0,0,0,0,21,2,4,13,0,2,0,0,10,0,2,6,0,2,0,0,10,0,1,1,0,7,1,0,48,5,9,7,2,16,9,0,47,0,3,8,2,13,20,1,41,0,4,8,2,8,15,4,55,8,6,6,8,11,16,0,88,14,11,12,7,11,30,3,86,24,6,7,8,15,25,1,69,19,5,8,7,4,21,5,60,17,5,6,5,7,16,4,60,18,4,4,11,1,20,2,34,17,1,0,3,0,9,4,25,15,2,1,1,1,3,2,29,21,0,1,5,0,1,1,694,132,79,143,1,90,227,22,8,2,2,4,0,0,0,0,16,2,1,12,0,1,0,0,10,1,1,5,0,3,0,0,16,1,2,4,0,9,0,0,40,1,3,7,0,16,12,1,42,1,7,5,0,9,19,1,48,1,8,8,0,10,19,2,55,5,7,10,0,10,23,0,84,5,6,16,0,14,40,3,85,9,15,20,0,9,29,3,57,9,7,12,0,2,27,0,59,11,9,11,0,5,22,1,50,21,4,9,0,1,12,3,52,26,4,9,0,0,12,1,21,10,1,4,1,0,3,2,51,27,2,7,0,1,9,5
95AA01S3,1194,237,130,186,57,147,375,62,20,14,5,1,0,0,0,0,14,1,2,10,0,1,0,0,11,0,2,6,0,2,1,0,20,2,3,3,1,9,1,1,82,3,12,17,3,26,17,4,111,6,10,20,2,14,49,10,134,6,17,14,4,25,62,6,122,6,15,18,5,20,49,9,121,12,17,23,5,10,49,5,115,14,14,18,9,16,36,8,90,19,14,16,7,4,25,5,93,17,8,17,6,6,34,5,78,31,2,4,7,8,24,2,55,22,3,12,4,2,9,3,44,26,5,0,3,2,8,0,84,58,1,7,1,2,11,4,594,127,64,74,53,60,171,45,10,7,2,1,0,0,0,0,10,0,1,8,0,1,0,0,6,0,1,3,0,1,1,0,11,1,2,3,1,3,1,0,44,2,10,11,3,7,9,2,59,4,4,12,1,10,19,9,62,3,10,5,3,10,26,5,58,3,10,6,4,7,21,7,63,9,11,7,5,3,24,4,60,7,8,6,9,9,18,3,41,14,1,4,7,1,11,3,49,12,2,5,6,3,16,5,41,18,0,1,6,2,13,1,26,13,1,1,4,1,4,2,19,11,1,0,3,1,3,0,35,23,0,1,1,1,5,4,600,110,66,112,4,87,204,17,10,7,3,0,0,0,0,0,4,1,1,2,0,0,0,0,5,0,1,3,0,1,0,0,9,1,1,0,0,6,0,1,38,1,2,6,0,19,8,2,52,2,6,8,1,4,30,1,72,3,7,9,1,15,36,1,64,3,5,12,1,13,28,2,58,3,6,16,0,7,25,1,55,7,6,12,0,7,18,5,49,5,13,12,0,3,14,2,44,5,6,12,0,3,18,0,37,13,2,3,1,6,11,1,29,9,2,11,0,1,5,1,25,15,4,0,0,1,5,0,49,35,1,6,0,1,6,0
95AA02W1,1468,506,207,242,69,140,230,74,17,7,7,3,0,0,0,0,18,0,5,7,1,5,0,0,11,0,1,8,0,2,0,0,18,0,6,5,1,5,1,0,108,7,17,34,6,15,25,4,131,15,25,15,2,18,39,17,97,7,14,23,0,17,31,5,120,12,21,25,5,24,26,7,138,21,33,34,6,12,27,5,104,22,21,23,6,13,15,4,111,42,14,12,8,10,15,10,119,47,12,18,11,7,17,7,109,59,13,14,6,6,6,5,113,70,8,10,6,2,12,5,105,87,5,2,5,0,4,2,149,110,5,9,6,4,12,3,720,244,92,108,63,73,95,45,9,4,5,0,0,0,0,0,9,0,1,4,1,3,0,0,4,0,0,4,0,0,0,0,7,0,2,2,0,3,0,0,47,2,7,13,5,8,9,3,76,9,15,7,2,11,21,11,45,5,7,8,0,11,12,2,61,10,8,12,5,13,9,4,76,19,14,16,6,3,16,2,60,12,10,16,6,6,7,3,57,23,6,5,8,6,3,6,56,22,5,8,11,1,6,3,60,29,6,5,6,4,5,5,47,31,2,4,5,2,0,3,44,35,1,1,3,0,2,2,62,43,3,3,5,2,5,1,748,262,115,134,6,67,135,29,8,3,2,3,0,0,0,0,9,0,4,3,0,2,0,0,7,0,1,4,0,2,0,0,11,0,4,3,1,2,1,0,61,5,10,21,1,7,16,1,55,6,10,8,0,7,18,6,52,2,7,15,0,6,19,3,59,2,13,13,0,11,17,3,62,2,19,18,0,9,11,3,44,10,11,7,0,7,8,1,54,19,8,7,0,4,12,4,63,25,7,10,0,6,11,4,49,30,7,9,0,2,1,0,66,39,6,6,1,0,12,2,61,52,4,1,2,0,2,0,87,67,2,6,1,2,7,2
95AA03W1,1436,565,210,219,60,163,167,52,14,7,2,5,0,0,0,0,18,2,6,9,0,0,0,1,20,1,6,7,2,4,0,0,26,4,7,5,2,6,0,2,131,22,29,25,3,33,17,2,109,13,17,17,7,22,25,8,129,16,20,36,5,25,25,2,123,19,24,25,8,25,18,4,128,27,29,28,5,17,20,2,137,58,26,22,3,10,16,2,93,39,9,14,7,5,13,6,98,43,14,11,6,6,11,7,99,63,6,7,3,5,8,7,109,85,8,4,3,1,5,3,83,65,5,3,2,2,3,3,119,101,2,1,4,2,6,3,662,257,89,75,58,82,76,25,5,3,1,1,0,0,0,0,9,1,3,4,0,0,0,1,8,1,4,1,1,1,0,0,16,1,6,1,2,4,0,2,51,11,9,11,3,12,5,0,50,6,7,5,7,11,11,3,56,13,7,9,5,12,9,1,71,13,16,8,8,14,10,2,65,17,11,9,5,9,12,2,63,22,9,11,3,7,10,1,52,23,4,5,7,5,6,2,44,16,5,4,6,3,6,4,48,29,2,5,3,2,5,2,43,35,4,0,2,0,0,2,30,23,0,1,2,1,1,2,51,43,1,0,4,1,1,1,774,308,121,144,2,81,91,27,9,4,1,4,0,0,0,0,9,1,3,5,0,0,0,0,12,0,2,6,1,3,0,0,10,3,1,4,0,2,0,0,80,11,20,14,0,21,12,2,59,7,10,12,0,11,14,5,73,3,13,27,0,13,16,1,52,6,8,17,0,11,8,2,63,10,18,19,0,8,8,0,74,36,17,11,0,3,6,1,41,16,5,9,0,0,7,4,54,27,9,7,0,3,5,3,51,34,4,2,0,3,3,5,66,50,4,4,1,1,5,1,53,42,5,2,0,1,2,1,68,58,1,1,0,1,5,2
95AA04W1,2373,580,282,385,113,308,634,71,61,39,11,7,2,2,0,0,49,2,13,33,0,1,0,0,48,2,11,22,1,12,0,0,39,4,8,8,0,17,2,0,183,12,12,34,9,73,42,1,158,15,15,26,5,29,62,6,124,11,8,21,3,30,51,0,186,16,31,28,8,23,78,2,245,33,38,50,10,31,75,8,310,49,44,39,20,33,113,12,239,41,31,44,14,24,75,10,181,48,19,24,13,16,56,5,157,71,12,23,10,10,25,6,144,72,14,9,5,3,31,10,103,62,11,10,6,1,9,4,146,103,4,7,7,3,15,7,1221,339,129,176,107,138,284,48,35,25,4,3,2,1,0,0,28,2,7,18,0,1,0,0,33,2,7,17,1,6,0,0,25,3,7,6,0,7,2,0,95,9,9,15,9,31,22,0,81,10,8,12,5,13,30,3,61,7,5,13,3,15,18,0,85,12,15,11,8,8,29,2,113,24,13,20,9,10,30,7,165,31,21,14,17,16,59,7,126,21,15,17,14,12,39,8,102,37,7,10,13,8,24,3,84,39,5,9,10,6,11,4,75,37,4,7,5,3,12,7,47,32,2,2,5,0,3,3,66,48,0,2,6,1,5,4,1152,241,153,209,6,170,350,23,26,14,7,4,0,1,0,0,21,0,6,15,0,0,0,0,15,0,4,5,0,6,0,0,14,1,1,2,0,10,0,0,88,3,3,19,0,42,20,1,77,5,7,14,0,16,32,3,63,4,3,8,0,15,33,0,101,4,16,17,0,15,49,0,132,9,25,30,1,21,45,1,145,18,23,25,3,17,54,5,113,20,16,27,0,12,36,2,79,11,12,14,0,8,32,2,73,32,7,14,0,4,14,2,69,35,10,2,0,0,19,3,56,30,9,8,1,1,6,1,80,55,4,5,1,2,10,3
95AA05W1,2083,513,243,298,141,260,546,82,32,11,5,15,0,1,0,0,40,1,4,31,0,3,1,0,22,1,1,12,1,7,0,0,38,3,7,9,2,16,0,1,194,6,25,42,16,66,37,2,162,11,19,26,9,26,67,4,158,8,14,27,8,28,65,8,184,8,27,23,18,26,78,4,200,32,36,32,9,32,56,3,201,34,38,19,20,15,65,10,174,41,18,19,17,13,56,10,168,52,20,20,11,11,46,8,135,56,11,7,11,6,33,11,127,76,9,8,7,5,19,3,89,54,5,4,5,4,12,5,159,119,4,4,7,1,11,13,1027,275,109,120,133,122,218,50,17,6,2,8,0,1,0,0,19,1,2,15,0,1,0,0,9,0,0,5,1,3,0,0,18,2,3,6,2,5,0,0,103,6,18,15,14,34,14,2,75,4,15,13,9,9,23,2,74,5,7,8,8,15,25,6,94,7,14,8,18,15,29,3,88,19,18,8,9,13,19,2,102,20,11,10,19,6,30,6,95,23,8,9,17,8,26,4,86,34,7,6,9,4,19,7,70,29,0,3,11,4,17,6,59,37,3,2,7,2,7,1,50,29,1,3,5,1,6,5,68,53,0,1,4,1,3,6,1056,238,134,178,8,138,328,32,15,5,3,7,0,0,0,0,21,0,2,16,0,2,1,0,13,1,1,7,0,4,0,0,20,1,4,3,0,11,0,1,91,0,7,27,2,32,23,0,87,7,4,13,0,17,44,2,84,3,7,19,0,13,40,2,90,1,13,15,0,11,49,1,112,13,18,24,0,19,37,1,99,14,27,9,1,9,35,4,79,18,10,10,0,5,30,6,82,18,13,14,2,7,27,1,65,27,11,4,0,2,16,5,68,39,6,6,0,3,12,2,39,25,4,1,0,3,6,0,91,66,4,3,3,0,8,7
95AA06S1,1437,364,196,244,74,203,290,66,29,17,3,7,0,1,1,0,37,4,6,24,1,1,0,1,35,3,6,19,1,6,0,0,18,0,3,6,0,8,1,0,125,11,15,17,7,50,22,3,111,7,19,24,3,22,31,5,134,7,13,37,4,27,44,2,130,13,21,20,4,21,46,5,159,21,29,27,10,25,39,8,126,26,27,17,7,13,32,4,131,27,25,20,13,13,23,10,91,28,12,13,8,10,17,3,73,33,6,5,8,2,14,5,74,48,4,1,4,1,13,3,49,29,4,5,0,3,5,3,115,90,3,2,4,0,2,14,679,166,102,104,66,88,122,31,13,7,1,4,0,1,0,0,22,4,3,14,0,0,0,1,20,2,4,11,1,2,0,0,7,0,1,2,0,3,1,0,66,7,10,10,7,22,9,1,56,4,11,16,3,9,9,4,61,4,8,10,4,14,20,1,59,7,12,5,4,10,19,2,82,14,16,8,9,12,17,6,67,15,18,6,6,4,15,3,55,14,6,6,11,3,9,6,44,11,7,6,7,5,7,1,37,13,2,3,8,1,9,1,27,17,1,1,3,1,4,0,20,13,2,1,0,1,3,0,43,34,0,1,3,0,0,5,758,198,94,140,8,115,168,35,16,10,2,3,0,0,1,0,15,0,3,10,1,1,0,0,15,1,2,8,0,4,0,0,11,0,2,4,0,5,0,0,59,4,5,7,0,28,13,2,55,3,8,8,0,13,22,1,73,3,5,27,0,13,24,1,71,6,9,15,0,11,27,3,77,7,13,19,1,13,22,2,59,11,9,11,1,9,17,1,76,13,19,14,2,10,14,4,47,17,5,7,1,5,10,2,36,20,4,2,0,1,5,4,47,31,3,0,1,0,9,3,29,16,2,4,0,2,2,3,72,56,3,1,1,0,2,9
95AA06S2,1909,444,274,388,73,268,395,67,44,27,5,10,0,1,1,0,63,2,12,43,1,4,1,0,40,4,8,19,2,7,0,0,41,3,4,15,3,15,1,0,173,12,26,36,8,58,31,2,145,9,25,31,5,27,45,3,168,13,25,44,2,32,50,2,196,24,25,39,8,30,61,9,255,31,55,45,7,27,84,6,211,41,38,40,4,29,49,10,155,36,19,32,7,23,28,10,121,41,21,16,9,5,27,2,84,48,5,8,8,3,9,3,75,45,2,8,5,5,5,5,40,28,1,0,4,1,1,5,98,80,3,2,0,1,2,10,892,210,123,160,70,122,164,43,18,10,0,7,0,0,1,0,29,1,5,19,1,3,0,0,22,2,6,8,2,4,0,0,17,1,3,4,3,5,1,0,86,8,17,20,8,23,8,2,59,4,15,10,5,10,14,1,76,9,7,16,1,21,21,1,100,13,9,20,8,15,28,7,121,21,25,14,7,9,40,5,98,25,17,16,3,13,19,5,77,15,7,13,7,13,14,8,59,18,9,6,8,2,14,2,39,21,2,3,8,1,3,1,37,23,1,3,5,2,1,2,19,10,0,0,4,1,0,4,35,29,0,1,0,0,0,5,1017,234,151,228,3,146,231,24,26,17,5,3,0,1,0,0,34,1,7,24,0,1,1,0,18,2,2,11,0,3,0,0,24,2,1,11,0,10,0,0,87,4,9,16,0,35,23,0,86,5,10,21,0,17,31,2,92,4,18,28,1,11,29,1,96,11,16,19,0,15,33,2,134,10,30,31,0,18,44,1,113,16,21,24,1,16,30,5,78,21,12,19,0,10,14,2,62,23,12,10,1,3,13,0,45,27,3,5,0,2,6,2,38,22,1,5,0,3,4,3,21,18,1,0,0,0,1,1,63,51,3,1,0,1,2,5
95AA07W1,1714,474,205,270,90,188,413,74,20,11,5,3,0,1,0,0,34,0,7,24,1,2,0,0,24,1,7,13,0,3,0,0,19,0,4,6,1,8,0,0,120,10,20,25,6,35,22,2,126,8,21,17,1,35,40,4,110,7,15,26,5,20,33,4,172,26,24,31,5,20,60,6,159,26,26,33,7,17,45,5,187,58,24,20,8,12,54,11,126,36,12,13,16,9,34,6,144,41,18,18,6,12,42,7,137,51,10,15,15,6,32,8,127,64,4,12,10,4,21,12,87,53,6,5,5,2,15,1,122,82,2,9,4,2,15,8,843,231,90,97,84,115,184,42,8,3,3,1,0,1,0,0,16,0,4,10,1,1,0,0,13,1,4,6,0,2,0,0,10,0,2,3,1,4,0,0,70,7,13,10,4,26,10,0,62,5,8,8,1,23,14,3,60,4,8,11,5,12,18,2,82,16,10,14,5,10,23,4,73,16,11,10,7,7,20,2,91,33,7,3,8,7,26,7,68,20,6,3,14,7,15,3,70,22,5,6,6,7,18,6,71,22,5,5,15,4,14,6,61,29,2,4,8,3,9,6,40,25,2,0,5,0,7,1,48,28,0,3,4,1,10,2,871,243,115,173,6,73,229,32,12,8,2,2,0,0,0,0,18,0,3,14,0,1,0,0,11,0,3,7,0,1,0,0,9,0,2,3,0,4,0,0,50,3,7,15,2,9,12,2,64,3,13,9,0,12,26,1,50,3,7,15,0,8,15,2,90,10,14,17,0,10,37,2,86,10,15,23,0,10,25,3,96,25,17,17,0,5,28,4,58,16,6,10,2,2,19,3,74,19,13,12,0,5,24,1,66,29,5,10,0,2,18,2,66,35,2,8,2,1,12,6,47,28,4,5,0,2,8,0,74,54,2,6,0,1,5,6
