GeographyCode,DC1104NI0001,DC1104NI0002,DC1104NI0003,DC1104NI0004,DC1104NI0005,DC1104NI0006,DC1104NI0007,DC1104NI0008,DC1104NI0009,DC1104NI0010,DC1104NI0011,DC1104NI0012,DC1104NI0013,DC1104NI0014,DC1104NI0015,DC1104NI0016,DC1104NI0017,DC1104NI0018,DC1104NI0019,DC1104NI0020,DC1104NI0021,DC1104NI0022,DC1104NI0023,DC1104NI0024,DC1104NI0025,DC1104NI0026,DC1104NI0027,DC1104NI0028,DC1104NI0029,DC1104NI0030,DC1104NI0031,DC1104NI0032,DC1104NI0033,DC1104NI0034,DC1104NI0035,DC1104NI0036,DC1104NI0037,DC1104NI0038,DC1104NI0039,DC1104NI0040,DC1104NI0041,DC1104NI0042,DC1104NI0043,DC1104NI0044,DC1104NI0045,DC1104NI0046,DC1104NI0047,DC1104NI0048,DC1104NI0049,DC1104NI0050,DC1104NI0051,DC1104NI0052,DC1104NI0053,DC1104NI0054,DC1104NI0055,DC1104NI0056,DC1104NI0057,DC1104NI0058,DC1104NI0059,DC1104NI0060,DC1104NI0061,DC1104NI0062,DC1104NI0063,DC1104NI0064,DC1104NI0065,DC1104NI0066,DC1104NI0067,DC1104NI0068,DC1104NI0069,DC1104NI0070,DC1104NI0071,DC1104NI0072,DC1104NI0073,DC1104NI0074,DC1104NI0075,DC1104NI0076,DC1104NI0077,DC1104NI0078,DC1104NI0079,DC1104NI0080,DC1104NI0081,DC1104NI0082,DC1104NI0083,DC1104NI0084,DC1104NI0085,DC1104NI0086,DC1104NI0087,DC1104NI0088,DC1104NI0089,DC1104NI0090,DC1104NI0091,DC1104NI0092,DC1104NI0093,DC1104NI0094,DC1104NI0095,DC1104NI0096,DC1104NI0097,DC1104NI0098,DC1104NI0099,DC1104NI0100,DC1104NI0101,DC1104NI0102,DC1104NI0103,DC1104NI0104,DC1104NI0105,DC1104NI0106,DC1104NI0107,DC1104NI0108,DC1104NI0109,DC1104NI0110,DC1104NI0111,DC1104NI0112,DC1104NI0113,DC1104NI0114,DC1104NI0115,DC1104NI0116,DC1104NI0117,DC1104NI0118,DC1104NI0119,DC1104NI0120,DC1104NI0121,DC1104NI0122,DC1104NI0123,DC1104NI0124,DC1104NI0125,DC1104NI0126,DC1104NI0127,DC1104NI0128,DC1104NI0129,DC1104NI0130,DC1104NI0131,DC1104NI0132,DC1104NI0133,DC1104NI0134,DC1104NI0135,DC1104NI0136,DC1104NI0137,DC1104NI0138,DC1104NI0139,DC1104NI0140,DC1104NI0141,DC1104NI0142,DC1104NI0143,DC1104NI0144,DC1104NI0145,DC1104NI0146,DC1104NI0147,DC1104NI0148,DC1104NI0149,DC1104NI0150,DC1104NI0151,DC1104NI0152,DC1104NI0153,DC1104NI0154,DC1104NI0155,DC1104NI0156,DC1104NI0157,DC1104NI0158,DC1104NI0159,DC1104NI0160,DC1104NI0161,DC1104NI0162,DC1104NI0163,DC1104NI0164,DC1104NI0165,DC1104NI0166,DC1104NI0167,DC1104NI0168,DC1104NI0169,DC1104NI0170,DC1104NI0171,DC1104NI0172,DC1104NI0173,DC1104NI0174,DC1104NI0175,DC1104NI0176,DC1104NI0177,DC1104NI0178,DC1104NI0179,DC1104NI0180,DC1104NI0181,DC1104NI0182,DC1104NI0183,DC1104NI0184,DC1104NI0185,DC1104NI0186,DC1104NI0187,DC1104NI0188,DC1104NI0189,DC1104NI0190,DC1104NI0191,DC1104NI0192,DC1104NI0193,DC1104NI0194,DC1104NI0195,DC1104NI0196,DC1104NI0197,DC1104NI0198,DC1104NI0199,DC1104NI0200,DC1104NI0201,DC1104NI0202,DC1104NI0203,DC1104NI0204,DC1104NI0205,DC1104NI0206,DC1104NI0207,DC1104NI0208,DC1104NI0209,DC1104NI0210,DC1104NI0211,DC1104NI0212,DC1104NI0213,DC1104NI0214,DC1104NI0215,DC1104NI0216,DC1104NI0217,DC1104NI0218,DC1104NI0219,DC1104NI0220,DC1104NI0221,DC1104NI0222,DC1104NI0223,DC1104NI0224,DC1104NI0225,DC1104NI0226,DC1104NI0227,DC1104NI0228,DC1104NI0229,DC1104NI0230,DC1104NI0231,DC1104NI0232,DC1104NI0233,DC1104NI0234,DC1104NI0235,DC1104NI0236,DC1104NI0237,DC1104NI0238,DC1104NI0239,DC1104NI0240,DC1104NI0241,DC1104NI0242,DC1104NI0243,DC1104NI0244,DC1104NI0245,DC1104NI0246,DC1104NI0247,DC1104NI0248,DC1104NI0249,DC1104NI0250,DC1104NI0251,DC1104NI0252,DC1104NI0253,DC1104NI0254,DC1104NI0255,DC1104NI0256,DC1104NI0257,DC1104NI0258,DC1104NI0259,DC1104NI0260,DC1104NI0261,DC1104NI0262,DC1104NI0263,DC1104NI0264,DC1104NI0265,DC1104NI0266,DC1104NI0267,DC1104NI0268,DC1104NI0269,DC1104NI0270,DC1104NI0271,DC1104NI0272,DC1104NI0273,DC1104NI0274,DC1104NI0275,DC1104NI0276,DC1104NI0277,DC1104NI0278,DC1104NI0279,DC1104NI0280,DC1104NI0281,DC1104NI0282,DC1104NI0283,DC1104NI0284,DC1104NI0285,DC1104NI0286,DC1104NI0287,DC1104NI0288,DC1104NI0289,DC1104NI0290,DC1104NI0291,DC1104NI0292,DC1104NI0293,DC1104NI0294,DC1104NI0295,DC1104NI0296,DC1104NI0297,DC1104NI0298,DC1104NI0299,DC1104NI0300,DC1104NI0301,DC1104NI0302,DC1104NI0303,DC1104NI0304,DC1104NI0305,DC1104NI0306,DC1104NI0307,DC1104NI0308,DC1104NI0309,DC1104NI0310,DC1104NI0311,DC1104NI0312,DC1104NI0313,DC1104NI0314,DC1104NI0315,DC1104NI0316,DC1104NI0317,DC1104NI0318,DC1104NI0319,DC1104NI0320,DC1104NI0321,DC1104NI0322,DC1104NI0323,DC1104NI0324,DC1104NI0325,DC1104NI0326,DC1104NI0327,DC1104NI0328,DC1104NI0329,DC1104NI0330,DC1104NI0331,DC1104NI0332,DC1104NI0333,DC1104NI0334,DC1104NI0335,DC1104NI0336,DC1104NI0337,DC1104NI0338,DC1104NI0339,DC1104NI0340,DC1104NI0341,DC1104NI0342,DC1104NI0343,DC1104NI0344,DC1104NI0345,DC1104NI0346,DC1104NI0347,DC1104NI0348,DC1104NI0349,DC1104NI0350,DC1104NI0351,DC1104NI0352,DC1104NI0353,DC1104NI0354,DC1104NI0355,DC1104NI0356,DC1104NI0357
N92000002,703275,170274,338504,621,46853,64632,82391,404777,81918,259335,359,17519,26586,19060,298498,88356,79169,262,29334,38046,63331,2392,2334,29,2,13,7,7,743,706,26,1,3,5,2,1649,1628,3,1,10,2,5,19484,18294,929,13,182,39,27,7067,6392,619,5,22,14,15,12417,11902,310,8,160,25,12,42857,31106,9902,56,1402,323,68,21090,13850,6867,25,237,87,24,21767,17256,3035,31,1165,236,44,58431,28259,25067,64,3363,1540,138,33659,13519,18825,41,751,498,25,24772,14740,6242,23,2612,1042,113,66414,21689,34289,93,5803,4173,367,41277,10916,27034,45,1675,1512,95,25137,10773,7255,48,4128,2661,272,74980,17708,40218,111,7991,8130,822,47148,9381,31984,59,2630,2895,199,27832,8327,8234,52,5361,5235,623,77337,13234,42990,79,8278,11225,1531,48715,7438,33551,50,3030,4266,380,28622,5796,9439,29,5248,6959,1151,70403,8425,40368,77,6652,12390,2491,44166,4625,30586,55,2834,5381,685,26237,3800,9782,22,3818,7009,1806,60910,6516,36232,38,4704,9690,3730,38398,3882,26967,30,2167,4301,1051,22512,2634,9265,8,2537,5389,2679,55443,5661,32331,21,3587,7508,6335,33928,3372,23781,12,1710,3357,1696,21515,2289,8550,9,1877,4151,4639,48930,4753,27120,12,2424,4974,9647,29267,2635,20792,7,1175,2363,2295,19663,2118,6328,5,1249,2611,7352,41015,3826,20668,12,1316,2582,12611,22815,1941,16027,6,658,1130,3053,18200,1885,4641,6,658,1452,9558,35568,3423,15066,19,718,1286,15056,17595,1565,11820,13,402,508,3287,17973,1858,3246,6,316,778,11769,27299,2778,8823,13,294,529,14862,11451,1056,6916,6,156,192,3125,15848,1722,1907,7,138,337,11737,15472,1597,3547,11,93,171,10053,5571,490,2814,4,53,53,2157,9901,1107,733,7,40,118,7896,6340,671,925,0,33,65,4646,1887,150,726,0,16,24,971,4453,521,199,0,17,41,3675
BHSCT,148328,50652,53160,192,11476,14458,18390,77601,23261,39899,120,4079,5987,4255,70727,27391,13261,72,7397,8471,14135,767,753,7,1,1,3,2,247,238,7,0,0,2,0,520,515,0,1,1,1,2,6691,6476,150,5,45,9,6,2456,2360,81,2,10,1,2,4235,4116,69,3,35,8,4,11954,9927,1625,14,318,55,15,5664,4497,1093,4,42,21,7,6290,5430,532,10,276,34,8,13685,8679,3950,13,728,287,28,7238,4095,2864,10,160,103,6,6447,4584,1086,3,568,184,22,13587,6356,5054,36,1248,833,60,7676,3079,3875,18,343,344,17,5911,3277,1179,18,905,489,43,14540,5246,5681,35,1794,1627,157,8274,2647,4467,23,527,571,39,6266,2599,1214,12,1267,1056,118,15366,3944,6380,25,2101,2584,332,8720,2071,4926,16,677,939,91,6646,1873,1454,9,1424,1645,241,14157,2369,6550,22,1817,2910,489,8239,1172,4915,17,731,1263,141,5918,1197,1635,5,1086,1647,348,11454,1666,5624,17,1212,2208,727,6865,912,4189,15,548,997,204,4589,754,1435,2,664,1211,523,9953,1280,4773,9,951,1678,1262,5613,670,3378,6,427,780,352,4340,610,1395,3,524,898,910,9080,1122,4215,3,628,1113,1999,4931,542,3110,2,279,537,461,4149,580,1105,1,349,576,1538,8100,869,3530,3,328,611,2759,4171,381,2712,1,164,245,668,3929,488,818,2,164,366,2091,7507,752,2834,5,203,335,3378,3413,273,2154,4,111,121,750,4094,479,680,1,92,214,2628,6276,653,1832,4,66,144,3577,2419,199,1382,2,38,41,757,3857,454,450,2,28,103,2820,3669,410,746,0,27,43,2443,1237,96,584,0,17,13,527,2432,314,162,0,10,30,1916,1542,150,209,0,9,18,1156,438,29,162,0,5,9,233,1104,121,47,0,4,9,923
NHSCT,177914,36929,92895,134,10856,16243,20857,106011,18042,72106,77,4233,6775,4778,71903,18887,20789,57,6623,9468,16079,524,507,10,0,4,1,2,158,147,8,0,1,1,1,366,360,2,0,3,0,1,4069,3741,272,3,41,6,6,1513,1315,187,2,4,2,3,2556,2426,85,1,37,4,3,9463,6306,2715,17,334,80,11,4857,2828,1936,10,61,18,4,4606,3478,779,7,273,62,7,14046,6013,6707,15,865,415,31,8460,2972,5147,10,188,139,4,5586,3041,1560,5,677,276,27,16724,4658,9392,14,1446,1107,107,10711,2351,7495,5,421,408,31,6013,2307,1897,9,1025,699,76,19183,3892,11074,26,1952,2045,194,12495,2115,8932,13,693,711,31,6688,1777,2142,13,1259,1334,163,19794,2930,11772,15,1900,2801,376,12906,1681,9234,13,768,1114,96,6888,1249,2538,2,1132,1687,280,17913,1943,10841,18,1433,3029,649,11694,1092,8378,12,669,1360,183,6219,851,2463,6,764,1669,466,15767,1461,9915,5,1037,2453,896,10195,883,7431,3,512,1106,260,5572,578,2484,2,525,1347,636,14464,1308,8968,6,739,1872,1571,9108,814,6732,3,356,813,390,5356,494,2236,3,383,1059,1181,12924,1139,7543,3,539,1242,2458,7877,623,5820,1,263,590,580,5047,516,1723,2,276,652,1878,10938,949,5772,5,318,658,3236,6170,468,4503,2,165,294,738,4768,481,1269,3,153,364,2498,9449,842,4255,1,148,343,3860,4815,353,3406,0,87,135,834,4634,489,849,1,61,208,3026,7176,689,2496,1,74,135,3781,3115,243,1965,0,31,62,814,4061,446,531,1,43,73,2967,3928,377,934,5,20,42,2550,1472,123,755,3,12,16,563,2456,254,179,2,8,26,1987,1552,174,229,0,6,14,1129,465,34,177,0,2,6,246,1087,140,52,0,4,8,883
SEHSCT,136698,27908,70908,126,8401,13634,15721,80002,13226,54476,67,3165,5443,3625,56696,14682,16432,59,5236,8191,12096,353,342,6,0,3,0,2,106,98,5,0,2,0,1,247,244,1,0,1,0,1,2970,2677,242,2,36,9,4,1117,934,173,0,2,5,3,1853,1743,69,2,34,4,1,7462,5164,1930,5,278,79,6,3776,2306,1386,1,53,29,1,3686,2858,544,4,225,50,5,10494,4777,4685,17,668,322,25,6174,2277,3619,6,167,101,4,4320,2500,1066,11,501,221,21,12296,3621,6674,16,1112,816,57,7773,1803,5327,8,323,297,15,4523,1818,1347,8,789,519,42,14320,3015,8020,19,1465,1658,143,9092,1552,6397,8,501,594,40,5228,1463,1623,11,964,1064,103,14924,2130,8797,22,1452,2261,262,9545,1177,6931,13,529,836,59,5379,953,1866,9,923,1425,203,14093,1442,8443,18,1173,2535,482,8802,766,6327,13,500,1073,123,5291,676,2116,5,673,1462,359,12478,1101,7873,8,759,2024,713,7823,652,5783,5,356,849,178,4655,449,2090,3,403,1175,535,11734,930,7313,3,622,1671,1195,7196,515,5361,2,301,700,317,4538,415,1952,1,321,971,878,10572,778,6377,3,407,1159,1848,6529,424,4921,2,219,523,440,4043,354,1456,1,188,636,1408,8209,602,4463,2,206,612,2324,4690,276,3475,2,96,264,577,3519,326,988,0,110,348,1747,7035,515,3246,7,132,289,2846,3567,222,2517,6,70,117,635,3468,293,729,1,62,172,2211,5275,427,1819,0,61,145,2823,2234,133,1441,0,34,45,581,3041,294,378,0,27,100,2242,3109,262,790,4,20,39,1994,1130,67,632,1,10,7,413,1979,195,158,3,10,32,1581,1374,125,230,0,7,15,997,448,24,181,0,2,3,238,926,101,49,0,5,12,759
SHSCT,131129,27786,68932,84,8141,11099,15087,78797,14300,53166,47,3158,4652,3474,52332,13486,15766,37,4983,6447,11613,380,372,4,0,3,1,0,124,119,4,0,0,1,0,256,253,0,0,3,0,0,3033,2784,189,0,41,10,9,1111,961,136,0,4,4,6,1922,1823,53,0,37,6,3,7757,4998,2368,9,276,76,30,3991,2299,1609,6,55,12,10,3766,2699,759,3,221,64,20,11438,4553,5917,11,599,326,32,7085,2316,4504,8,143,107,7,4353,2237,1413,3,456,219,25,13223,3530,7746,18,1056,799,74,8712,1907,6168,12,330,281,14,4511,1623,1578,6,726,518,60,14705,2791,8727,18,1503,1481,185,9698,1623,6941,6,521,557,50,5007,1168,1786,12,982,924,135,14646,2077,8997,7,1358,1914,293,9699,1286,7046,4,538,762,63,4947,791,1951,3,820,1152,230,13013,1285,8104,6,1008,2168,442,8420,756,6155,2,445,934,128,4593,529,1949,4,563,1234,314,11295,1127,7060,4,807,1562,735,7365,708,5349,4,379,704,221,3930,419,1711,0,428,858,514,10206,1068,6069,3,574,1252,1240,6388,663,4526,1,282,584,332,3818,405,1543,2,292,668,908,8962,885,5039,1,454,809,1774,5485,531,3924,1,217,396,416,3477,354,1115,0,237,413,1358,7525,706,3811,1,247,398,2362,4205,391,2930,1,126,182,575,3320,315,881,0,121,216,1787,6473,691,2655,0,140,204,2783,3212,373,2093,0,76,88,582,3261,318,562,0,64,116,2201,4762,515,1485,5,53,59,2645,2015,231,1185,2,30,27,540,2747,284,300,3,23,32,2105,2660,293,615,1,14,31,1706,986,109,481,0,8,11,377,1674,184,134,1,6,20,1329,1051,111,146,0,8,9,777,301,27,115,0,4,2,153,750,84,31,0,4,7,624
WHSCT,109206,26999,52609,85,7979,9198,12336,62366,13089,39688,48,2884,3729,2928,46840,13910,12921,37,5095,5469,9408,368,360,2,1,2,2,1,108,104,2,1,0,1,0,260,256,0,0,2,1,1,2721,2616,76,3,19,5,2,870,822,42,1,2,2,1,1851,1794,34,2,17,3,1,6221,4711,1264,11,196,33,6,2802,1920,843,4,26,7,2,3419,2791,421,7,170,26,4,8768,4237,3808,8,503,190,22,4702,1859,2691,7,93,48,4,4066,2378,1117,1,410,142,18,10584,3524,5423,9,941,618,69,6405,1776,4169,2,258,182,18,4179,1748,1254,7,683,436,51,12232,2764,6716,13,1277,1319,143,7589,1444,5247,9,388,462,39,4643,1320,1469,4,889,857,104,12607,2153,7044,10,1467,1665,268,7845,1223,5414,4,518,615,71,4762,930,1630,6,949,1050,197,11227,1386,6430,13,1221,1748,429,7011,839,4811,11,489,751,110,4216,547,1619,2,732,997,319,9916,1161,5760,4,889,1443,659,6150,727,4215,3,372,645,188,3766,434,1545,1,517,798,471,9086,1075,5208,0,701,1035,1067,5623,710,3784,0,344,480,305,3463,365,1424,0,357,555,762,7392,829,3946,2,396,651,1568,4445,515,3017,1,197,317,398,2947,314,929,1,199,334,1170,6243,700,3092,1,217,303,1930,3579,425,2407,0,107,145,495,2664,275,685,1,110,158,1435,5104,623,2076,6,95,115,2189,2588,344,1650,3,58,47,486,2516,279,426,3,37,68,1703,3810,494,1191,3,40,46,2036,1668,250,943,2,23,17,433,2142,244,248,1,17,29,1603,2106,255,462,1,12,16,1360,746,95,362,0,6,6,277,1360,160,100,1,6,10,1083,821,111,111,0,3,9,587,235,36,91,0,3,4,101,586,75,20,0,0,5,486
BELB,120595,44749,39093,173,10023,11853,14704,61594,20469,29056,109,3538,4999,3423,59001,24280,10037,64,6485,6854,11281,724,712,6,1,1,2,2,230,223,6,0,0,1,0,494,489,0,1,1,1,2,6244,6054,129,5,42,9,5,2294,2212,67,2,10,1,2,3950,3842,62,3,32,8,3,10618,8995,1276,14,274,45,14,4976,4058,851,4,37,19,7,5642,4937,425,10,237,26,7,11644,7696,3049,12,630,230,27,5998,3580,2190,9,134,80,5,5646,4116,859,3,496,150,22,11059,5549,3644,30,1088,694,54,6042,2659,2770,15,292,291,15,5017,2890,874,15,796,403,39,11538,4508,4060,29,1508,1297,136,6393,2261,3183,20,433,463,33,5145,2247,877,9,1075,834,103,12098,3360,4548,22,1820,2076,272,6676,1773,3477,14,581,752,79,5422,1587,1071,8,1239,1324,193,11232,2001,4763,22,1607,2421,418,6388,1011,3528,17,638,1071,123,4844,990,1235,5,969,1350,295,9099,1391,4160,15,1090,1841,602,5393,781,3101,13,486,843,169,3706,610,1059,2,604,998,433,8027,1077,3629,8,849,1403,1061,4454,579,2524,6,386,666,293,3573,498,1105,2,463,737,768,7187,957,3138,3,561,918,1610,3846,474,2283,2,249,459,379,3341,483,855,1,312,459,1231,6348,751,2607,3,288,491,2208,3206,336,1980,1,145,199,545,3142,415,627,2,143,292,1663,5882,645,2082,5,175,263,2712,2619,240,1558,4,95,101,621,3263,405,524,1,80,162,2091,4817,569,1308,4,57,116,2763,1823,173,997,2,33,36,582,2994,396,311,2,24,80,2181,2831,359,545,0,24,30,1873,919,85,429,0,14,8,383,1912,274,116,0,10,22,1490,1247,125,149,0,9,17,947,337,24,112,0,5,9,187,910,101,37,0,4,8,760
NEELB,165010,34474,85683,125,10083,15277,19368,98174,16808,66555,71,3915,6351,4474,66836,17666,19128,54,6168,8926,14894,504,487,10,0,4,1,2,151,140,8,0,1,1,1,353,347,2,0,3,0,1,3823,3510,258,3,40,6,6,1429,1237,181,2,4,2,3,2394,2273,77,1,36,4,3,8746,5882,2458,16,308,74,8,4489,2646,1760,9,55,18,1,4257,3236,698,7,253,56,7,12831,5599,6015,11,803,374,29,7697,2772,4620,7,170,124,4,5134,2827,1395,4,633,250,25,15364,4347,8544,14,1334,1031,94,9815,2190,6824,5,392,375,29,5549,2157,1720,9,942,656,65,17816,3672,10215,26,1836,1888,179,11578,1989,8249,13,642,655,30,6238,1683,1966,13,1194,1233,149,18380,2780,10818,14,1768,2651,349,11967,1594,8510,12,710,1051,90,6413,1186,2308,2,1058,1600,259,16615,1819,10010,18,1325,2842,601,10843,1018,7753,12,615,1271,174,5772,801,2257,6,710,1571,427,14667,1355,9205,5,961,2318,823,9481,811,6895,3,476,1048,248,5186,544,2310,2,485,1270,575,13452,1218,8339,6,685,1765,1439,8480,757,6282,3,330,760,348,4972,461,2057,3,355,1005,1091,12034,1047,7020,0,499,1185,2283,7323,570,5400,0,247,558,548,4711,477,1620,0,252,627,1735,10165,844,5389,5,292,626,3009,5729,413,4193,2,152,278,691,4436,431,1196,3,140,348,2318,8845,777,4008,1,138,327,3594,4505,317,3199,0,81,128,780,4340,460,809,1,57,199,2814,6694,631,2318,1,68,134,3542,2886,213,1819,0,29,61,764,3808,418,499,1,39,73,2778,3637,347,866,5,16,42,2361,1376,113,702,3,9,16,533,2261,234,164,2,7,26,1828,1437,159,210,0,6,13,1049,425,28,160,0,2,5,230,1012,131,50,0,4,8,819
SEELB,164431,33811,84975,145,9854,16239,19407,96009,16018,65319,78,3706,6431,4457,68422,17793,19656,67,6148,9808,14950,396,383,7,0,3,1,2,123,113,6,0,2,1,1,273,270,1,0,1,0,1,3417,3099,263,2,39,9,5,1279,1082,187,0,2,5,3,2138,2017,76,2,37,4,2,8798,6096,2279,5,322,89,7,4464,2745,1628,1,58,31,1,4334,3351,651,4,264,58,6,12535,5760,5586,18,766,379,26,7414,2792,4293,7,193,124,5,5121,2968,1293,11,573,255,21,14824,4428,8084,22,1272,955,63,9407,2223,6432,11,374,350,17,5417,2205,1652,11,898,605,46,17322,3753,9641,25,1751,1988,164,10973,1938,7681,11,595,702,46,6349,1815,1960,14,1156,1286,118,18192,2714,10629,25,1733,2769,322,11589,1475,8380,15,625,1023,71,6603,1239,2249,10,1108,1746,251,17018,1810,10230,18,1383,3024,553,10653,927,7714,13,593,1265,141,6365,883,2516,5,790,1759,412,14833,1376,9337,10,881,2391,838,9295,783,6871,7,418,1003,213,5538,593,2466,3,463,1388,625,13660,1133,8457,4,724,1946,1396,8355,606,6215,2,342,814,376,5305,527,2242,2,382,1132,1020,12465,943,7454,3,474,1354,2237,7614,492,5748,2,249,601,522,4851,451,1706,1,225,753,1715,9961,720,5386,2,246,732,2875,5655,321,4207,2,115,310,700,4306,399,1179,0,131,422,2175,8660,622,3998,7,160,361,3512,4361,255,3113,6,86,137,764,4299,367,885,1,74,224,2748,6734,511,2343,0,70,173,3637,2830,159,1826,0,39,50,756,3904,352,517,0,31,123,2881,3947,313,991,4,23,52,2564,1448,78,787,1,13,12,557,2499,235,204,3,10,40,2007,1669,150,290,0,7,16,1206,549,29,231,0,2,3,284,1120,121,59,0,5,13,922
SELB,144033,30241,76144,93,8914,12065,16576,86634,15534,58717,53,3476,5076,3778,57399,14707,17427,40,5438,6989,12798,400,392,4,0,3,1,0,131,126,4,0,0,1,0,269,266,0,0,3,0,0,3279,3015,203,0,42,10,9,1195,1039,142,0,4,4,6,2084,1976,61,0,38,6,3,8474,5422,2625,10,302,82,33,4359,2481,1785,7,61,12,13,4115,2941,840,3,241,70,20,12653,4967,6609,15,661,367,34,7848,2516,5031,11,161,122,7,4805,2451,1578,4,500,245,27,14583,3841,8594,18,1168,875,87,9608,2068,6839,12,359,314,16,4975,1773,1755,6,809,561,71,16072,3011,9586,18,1619,1638,200,10615,1749,7624,6,572,613,51,5457,1262,1962,12,1047,1025,149,16060,2227,9951,8,1490,2064,320,10638,1373,7770,5,596,825,69,5422,854,2181,3,894,1239,251,14311,1409,8935,6,1116,2355,490,9271,830,6780,2,499,1023,137,5040,579,2155,4,617,1332,353,12395,1233,7770,4,883,1697,808,8079,780,5885,4,415,762,233,4316,453,1885,0,468,935,575,11218,1158,6698,3,628,1359,1372,7016,720,4976,1,308,637,374,4202,438,1722,2,320,722,998,9852,977,5562,4,494,866,1949,6039,584,4344,2,233,428,448,3813,393,1218,2,261,438,1501,8298,811,4194,1,273,430,2589,4646,446,3240,1,139,198,622,3652,365,954,0,134,232,1967,7077,756,2902,0,150,220,3049,3522,409,2300,0,82,95,636,3555,347,602,0,68,125,2413,5244,573,1663,5,59,60,2884,2244,261,1331,2,32,28,590,3000,312,332,3,27,32,2294,2951,323,683,1,18,31,1895,1082,119,534,0,11,11,407,1869,204,149,1,7,20,1488,1166,126,165,0,8,10,857,341,33,132,0,4,3,169,825,93,33,0,4,7,688
